dataset,model,method,metric,exact_metric,bias,rmse
openml-kr-vs-kp-3,native_histgb,disjoint_pair32,brier,0.012828181911076344,0.0,0.0
openml-kr-vs-kp-3,native_histgb,disjoint_pair32,log_loss,0.027287009734009913,-1.3877787807814457e-17,1.3877787807814457e-17
openml-kr-vs-kp-3,native_histgb,disjoint_pair32,roc_auc,0.9995337194463532,0.0,0.0
openml-kr-vs-kp-3,native_histgb,disjoint_pair32,accuracy,0.9953051643192489,0.0,0.0
openml-kr-vs-kp-3,native_histgb,independent_pair32,brier,0.012828181911076344,0.0,0.0
openml-kr-vs-kp-3,native_histgb,independent_pair32,log_loss,0.027287009734009913,-1.3877787807814457e-17,1.3877787807814457e-17
openml-kr-vs-kp-3,native_histgb,independent_pair32,roc_auc,0.9995337194463532,0.0,0.0
openml-kr-vs-kp-3,native_histgb,independent_pair32,accuracy,0.9953051643192489,0.0,0.0
openml-kr-vs-kp-3,native_histgb,mutually_disjoint_pack64,brier,0.012828181911076344,0.0,0.0
openml-kr-vs-kp-3,native_histgb,mutually_disjoint_pack64,log_loss,0.027287009734009913,-1.3877787807814457e-17,1.3877787807814457e-17
openml-kr-vs-kp-3,native_histgb,mutually_disjoint_pack64,roc_auc,0.9995337194463532,0.0,0.0
openml-kr-vs-kp-3,native_histgb,mutually_disjoint_pack64,accuracy,0.9953051643192489,0.0,0.0
openml-kr-vs-kp-3,native_histgb,two_disjoint_pairs64,brier,0.012828181911076344,0.0,0.0
openml-kr-vs-kp-3,native_histgb,two_disjoint_pairs64,log_loss,0.027287009734009913,-1.3877787807814457e-17,1.3877787807814457e-17
openml-kr-vs-kp-3,native_histgb,two_disjoint_pairs64,roc_auc,0.9995337194463532,0.0,0.0
openml-kr-vs-kp-3,native_histgb,two_disjoint_pairs64,accuracy,0.9953051643192489,0.0,0.0
openml-kr-vs-kp-3,catboost_native,disjoint_pair32,brier,0.019698145015247193,9.140688189321831e-07,8.290033363487549e-05
openml-kr-vs-kp-3,catboost_native,disjoint_pair32,log_loss,0.04754747195326255,2.7854697414672828e-06,0.0001327603038641052
openml-kr-vs-kp-3,catboost_native,disjoint_pair32,roc_auc,0.9986551487189556,8.531860459340705e-07,1.6810529055195385e-05
openml-kr-vs-kp-3,catboost_native,disjoint_pair32,accuracy,0.9921752738654147,0.0,0.0
openml-kr-vs-kp-3,catboost_native,independent_pair32,brier,0.019698145015247193,2.648463480283811e-06,9.207618276618621e-05
openml-kr-vs-kp-3,catboost_native,independent_pair32,log_loss,0.04754747195326255,2.3332904630778787e-06,0.00014376694150255014
openml-kr-vs-kp-3,catboost_native,independent_pair32,roc_auc,0.9986551487189556,1.4858858103392134e-06,1.7863543439607806e-05
openml-kr-vs-kp-3,catboost_native,independent_pair32,accuracy,0.9921752738654147,0.0,0.0
openml-kr-vs-kp-3,catboost_native,mutually_disjoint_pack64,brier,0.019698145015247193,9.85631980781148e-07,4.7445223067104465e-05
openml-kr-vs-kp-3,catboost_native,mutually_disjoint_pack64,log_loss,0.04754747195326255,2.5961845694528544e-06,7.47491581284004e-05
openml-kr-vs-kp-3,catboost_native,mutually_disjoint_pack64,roc_auc,0.9986551487189556,1.9460310935508684e-06,1.1073270864699712e-05
openml-kr-vs-kp-3,catboost_native,mutually_disjoint_pack64,accuracy,0.9921752738654147,0.0,0.0
openml-kr-vs-kp-3,catboost_native,two_disjoint_pairs64,brier,0.019698145015247193,-1.1803575981971125e-07,5.8867921791815225e-05
openml-kr-vs-kp-3,catboost_native,two_disjoint_pairs64,log_loss,0.04754747195326255,-7.281042916500472e-07,9.531801976376368e-05
openml-kr-vs-kp-3,catboost_native,two_disjoint_pairs64,roc_auc,0.9986551487189556,2.482867257287192e-06,1.382479427118852e-05
openml-kr-vs-kp-3,catboost_native,two_disjoint_pairs64,accuracy,0.9921752738654147,0.0,0.0
