panel,dataset,task,model,method,product_cells,score_bias,score_rmse,prediction_residual,max_absolute_score_error,family,mean_pack_sampling_attempts
modern_split_2026082911,openml-kr-vs-kp-3,binclass,native_histgb,disjoint_pair_mean32,128.0,0.0,0.0,0.0,0.0,pair32,
modern_split_2026082911,openml-kr-vs-kp-3,binclass,native_histgb,independent_pair_mean32,128.0,0.0,0.0,0.0,0.0,pair32,
modern_split_2026082911,openml-kr-vs-kp-3,binclass,catboost_native,disjoint_pair_mean32,128.0,3.956483905387387e-06,7.615488809598022e-05,2.0161223759006777e-06,0.00021698008757106355,pair32,
modern_split_2026082911,openml-kr-vs-kp-3,binclass,catboost_native,independent_pair_mean32,128.0,2.0271466736054844e-06,8.553731694274662e-05,2.3532921108379023e-06,0.00021698008757106355,pair32,
modern_split_2026082911,openml-credit-approval-29,binclass,native_histgb,disjoint_pair_mean32,128.0,-2.7755575615628914e-17,3.926190274676522e-17,0.0,0.0,pair32,
modern_split_2026082911,openml-credit-approval-29,binclass,native_histgb,independent_pair_mean32,128.0,-2.7755575615628914e-17,3.926190274676522e-17,0.0,0.0,pair32,
modern_split_2026082911,openml-credit-approval-29,binclass,catboost_native,disjoint_pair_mean32,128.0,4.090993016014899e-06,0.0004016801576471667,1.1110123293372733e-05,0.0010794651117362053,pair32,
modern_split_2026082911,openml-credit-approval-29,binclass,catboost_native,independent_pair_mean32,128.0,1.2992695870461812e-05,0.0004175495189939749,1.2585263901381647e-05,0.0010794651117362053,pair32,
modern_split_2026082911,openml-sick-38,binclass,native_histgb,disjoint_pair_mean32,128.0,-6.938893903907228e-18,9.815475686691304e-18,0.0,0.0,pair32,
modern_split_2026082911,openml-sick-38,binclass,native_histgb,independent_pair_mean32,128.0,-6.938893903907228e-18,9.815475686691304e-18,0.0,0.0,pair32,
modern_split_2026082911,openml-sick-38,binclass,catboost_native,disjoint_pair_mean32,128.0,-1.030394154027947e-06,8.336814795543232e-05,2.3933680292572327e-06,0.00029687135914062066,pair32,
modern_split_2026082911,openml-sick-38,binclass,catboost_native,independent_pair_mean32,128.0,4.845727184336901e-07,9.426832466786452e-05,2.947705250952631e-06,0.00029687135914062066,pair32,
modern_split_2026082911,openml-tic-tac-toe-50,binclass,native_histgb,disjoint_pair_mean32,128.0,-6.938893903907228e-18,9.815475686691304e-18,0.0,0.0,pair32,
modern_split_2026082911,openml-tic-tac-toe-50,binclass,native_histgb,independent_pair_mean32,128.0,-6.938893903907228e-18,9.815475686691304e-18,0.0,0.0,pair32,
modern_split_2026082911,openml-tic-tac-toe-50,binclass,catboost_native,disjoint_pair_mean32,128.0,4.2740846704136803e-05,0.0012492637346735074,6.444155706439363e-05,0.004425826305608949,pair32,
modern_split_2026082911,openml-tic-tac-toe-50,binclass,catboost_native,independent_pair_mean32,128.0,8.551596231959335e-05,0.0013781182129279479,7.721668055551284e-05,0.004425826305608949,pair32,
modern_split_2026082911,openml-mushroom-24,binclass,native_histgb,disjoint_pair_mean32,128.0,-1.6940658945086007e-21,2.3963563688211192e-21,0.0,0.0,pair32,
