source_group,material_cells,beats_all,strength2_residual,iid16_residual,four_strength1_residual,four_seed_blocks_residual
compustat_korea,0,False,,,,
credit_card_default,1,True,7.407108362679078e-05,0.0002081648171698589,0.00018435445337337673,0.00018138919062970888
credit_card_fraud,3,True,3.90982786716617e-07,1.977170878551346e-06,1.1204106330170356e-06,1.1519890556403797e-06
heloc,2,True,4.801296914127259e-05,0.0001852832868867598,0.00015624216723870998,0.000155179109593886
kdd17_stock,3,True,0.00033391625663329146,0.000940281276460136,0.0006223397417688269,0.0006249254745996044
polish_bankruptcy,3,True,4.373067606098762e-06,7.899572621524603e-05,5.038233700179572e-05,9.719120769545621e-05
