dataset,split_seed,model,method,target_loss,mean_score,bias,rmse,ordinary_bias
fremtpl_claim_count,2026082811,resnet,strength2_cross32,1.0880206011602225,1.0875524235659328,-0.00046817759428963157,0.007532768503718113,0.0011675048926349518
fremtpl_claim_count,2026082811,ft_transformer,strength2_cross32,0.9817539843116411,0.9823147632756617,0.0005607789640206251,0.009295174282016141,0.003973319717923696
fremtpl_claim_count,2026082811,tabm,strength2_cross32,0.9839335523777661,0.9839957589071462,6.220652938004889e-05,0.0010628409315962082,0.0001402998476244255
fremtpl_claim_count,2026082821,mlp,iid_cross32,0.7057244909020044,0.7057326762557203,8.185353715939314e-06,0.00042175222900834246,4.956410416934176e-05
fremtpl_claim_count,2026082821,resnet,iid_cross32,0.8941550610377941,0.8942562512743568,0.00010119023656274262,0.009597945713801974,0.0026221562222764616
fremtpl_claim_count,2026082821,ft_transformer,iid_cross32,0.773949005932734,0.7740244716715732,7.546573883920882e-05,0.0093172746398884,0.003564050722010159
fremtpl_claim_count,2026082821,tabm,iid_cross32,0.7511412165812756,0.7510829137496008,-5.8302831674850175e-05,0.0011418247022011282,6.009133697282287e-05
fremtpl_claim_count,2026082821,mlp,strength2_cross32,0.7057244909020044,0.7057275378795264,3.0469775219588158e-06,0.00022727939747149248,1.4780103126388333e-05
fremtpl_claim_count,2026082821,resnet,strength2_cross32,0.8941550610377941,0.8936793116822805,-0.0004757493555135328,0.006205136285718142,0.000883406109641327
fremtpl_claim_count,2026082821,ft_transformer,strength2_cross32,0.773949005932734,0.7740669075841812,0.00011790165144720532,0.007468983747903443,0.0025502886983719275
fremtpl_claim_count,2026082821,tabm,strength2_cross32,0.7511412165812756,0.7511566241528154,1.540757153972727e-05,0.0009786902449360128,6.268211812199276e-05
kdd17_stock_return,2026082801,mlp,iid_cross32,1.3621809801664668,1.3622208245145266,3.9844348059814294e-05,0.0054205795770950515,0.0003949795505555631
