panel,dataset,task,model,method,product_cells,score_bias,score_rmse,prediction_residual,max_absolute_score_error,family,mean_pack_sampling_attempts
late_source_b,openml-mushroom-24,binclass,onehot_linear,disjoint_pair_mean32,128.0,-2.420156089422143e-15,2.0139704437390723e-13,4.731538390708559e-22,5.09807907694837e-13,pair32,
late_source_b,openml-mushroom-24,binclass,onehot_linear,independent_pair_mean32,128.0,-2.841260213215513e-15,2.2036072347618548e-13,5.663252217776074e-22,5.09807907694837e-13,pair32,
late_source_b,openml-mushroom-24,binclass,ordinal_forest,disjoint_pair_mean32,128.0,3.8144540795220176e-07,8.62762513156564e-06,4.2313591318683404e-07,2.8276481281915293e-05,pair32,
late_source_b,openml-mushroom-24,binclass,ordinal_forest,independent_pair_mean32,128.0,6.175002816331886e-07,9.43277185758556e-06,5.035066567142821e-07,3.0759700918158795e-05,pair32,
late_source_b,openml-mushroom-24,binclass,onehot_adam_mlp,disjoint_pair_mean32,128.0,4.766329187926824e-06,7.345406363090819e-05,4.567508049048054e-06,0.0002543631839075276,pair32,
late_source_b,openml-mushroom-24,binclass,onehot_adam_mlp,independent_pair_mean32,128.0,1.375903260606359e-06,7.979680446019147e-05,5.315914808154018e-06,0.00032656982202674265,pair32,
late_source_b,openml-colic-25,binclass,onehot_linear,disjoint_pair_mean32,128.0,2.351729921912238e-13,1.0394676712741852e-11,1.256813751466516e-20,2.0066781569738623e-11,pair32,
late_source_b,openml-colic-25,binclass,onehot_linear,independent_pair_mean32,128.0,-4.311273560375639e-13,1.1854240679071116e-11,1.6345446603772175e-20,2.0066781569738623e-11,pair32,
late_source_b,openml-colic-25,binclass,ordinal_forest,disjoint_pair_mean32,128.0,1.0375663877015828e-05,0.0006049572825621644,2.769571826883533e-05,0.0020331914360107173,pair32,
late_source_b,openml-colic-25,binclass,ordinal_forest,independent_pair_mean32,128.0,4.3457254952916635e-06,0.0007003713397814286,3.318228549013287e-05,0.0024270644885513726,pair32,
late_source_b,openml-colic-25,binclass,onehot_adam_mlp,disjoint_pair_mean32,128.0,0.0003401385111334032,0.007156848429946159,0.0003192645812134992,0.024416930309455465,pair32,
late_source_b,openml-colic-25,binclass,onehot_adam_mlp,independent_pair_mean32,128.0,0.00033343113780920364,0.00761084281094347,0.00037593115191784606,0.024434934819371895,pair32,
late_source_b,openml-hepatitis-55,binclass,onehot_linear,disjoint_pair_mean32,128.0,0.0,0.0,0.0,0.0,pair32,
late_source_b,openml-hepatitis-55,binclass,onehot_linear,independent_pair_mean32,128.0,0.0,0.0,0.0,0.0,pair32,
