dataset,model,task,split,strength3_design_count,joint_risk,through_triple_fraction,mean_member_loss,quotient_loss,iid64_residual,four_strength2_residual,sixteen_strength1_residual,sixteen_seed_blocks_residual,strength3_residual,strength3_expected_loss,component_reconstruction_error,ambiguity_error
compustat_kor_direction,onehot_linear,binclass,validation,27648,9.608343665695508e-13,1.0000000000000002,0.500809311720851,0.5008093117198901,1.5013036977649232e-14,9.109474879105247e-15,1.3619522150107921e-14,6.005214791059693e-14,-3.258673465903203e-31,0.5008093117198901,5.3780353360222935e-31,6.366124352213665e-17
compustat_kor_direction,onehot_linear,binclass,test,27648,1.024562496692097e-12,0.9999999999999998,0.5014801861443727,0.5014801861433482,1.6008789010814014e-14,1.02648346054626e-14,1.422966635724082e-14,6.403515604325606e-14,6.505791352140083e-31,0.5014801861433482,2.9398384119828845e-31,4.868956800245715e-17
compustat_kor_direction,ordinal_forest,binclass,validation,27648,0.0022534933716052137,1.0,0.5186234721973664,0.5163699788257612,3.5210833931331464e-05,2.486483741821113e-05,3.147728035434186e-05,3.3083478927648606e-05,1.7999450129153882e-21,0.5163699788257612,6.052687396007943e-22,2.7321894746634712e-17
compustat_kor_direction,ordinal_forest,binclass,test,27648,0.0023805228904884364,0.9999999999999998,0.5103233343602465,0.507942811469758,3.719567016388182e-05,2.65083495694636e-05,3.3991939632218144e-05,3.610350415107854e-05,1.2176098616780567e-21,0.507942811469758,1.9321378624223223e-22,7.589415207398531e-17
compustat_kor_direction,native_histgb,binclass,validation,27648,0.000885444516897524,0.9999820194565083,0.4991339131983662,0.4982484686814686,1.3835070576523813e-05,3.5303826437612335e-06,1.0131657854942992e-05,9.766696878776132e-06,5.896582831766498e-10,0.49824846927112687,1.896311554277816e-21,6.928051882182373e-17
compustat_kor_direction,native_histgb,binclass,test,27648,0.0009397900669507576,0.9999842250430074,0.49719699151747787,0.49625720145052704,1.4684219796105587e-05,3.5933766044980097e-06,1.0461566244663158e-05,1.079973499137956e-05,5.490795514163299e-10,0.4962572019996066,1.8852480135849192e-21,7.209944447028604e-17
compustat_kor_direction,catboost_native,binclass,validation,27648,0.0008760134851757166,1.0,0.49632954919006156,0.49545353570488593,1.3687710705870572e-05,6.851562528146437e-06,1.1932779202921174e-05,1.1172265071488321e-05,-3.3557688524220435e-23,0.49545353570488593,5.440184965327459e-22,8.586881206085195e-17
compustat_kor_direction,catboost_native,binclass,test,27648,0.0009736810316345087,1.0000000000000002,0.4972170111859384,0.49624333015430383,1.5213766119289199e-05,7.202635049433272e-06,1.2844545289831346e-05,1.2780351745790894e-05,1.0576229126216793e-22,0.49624333015430383,5.8652420406315535e-22,7.914675859144182e-17
compustat_kor_direction,onehot_adam_mlp,binclass,validation,27648,0.002020545029436568,0.8894366002592011,0.4949920895812305,0.4929715445517939,3.1571016084946376e-05,1.810876159046988e-05,2.6378902198999374e-05,2.6440005445385663e-05,8.2740121401437e-06,0.4929798185639341,5.082197683525802e-21,1.9081958235744878e-17
compustat_kor_direction,onehot_adam_mlp,binclass,test,27648,0.0018818473867012958,0.8878385526276666,0.49723758607597074,0.4953557386892694,2.9403865417207748e-05,1.682472317449197e-05,2.4018396059699552e-05,2.573303510603744e-05,7.817434319491147e-06,0.4953635561235889,3.3881317890172014e-21,3.382710778154774e-17
credit_card_default,onehot_linear,binclass,validation,1152,6.700403307278307e-19,1.0,0.29774480082690696,0.29774480082690696,1.0469380167622355e-20,-7.390920730795133e-37,7.566874719524376e-21,4.187752067048942e-20,-7.52316384526264e-37,0.29774480082690696,7.52316384526264e-37,6.700403307278307e-19
credit_card_default,onehot_linear,binclass,test,1152,8.765071527199082e-19,1.0,0.29188653940985976,0.2918865394098597,1.3695424261248566e-20,-5.618495654945902e-37,1.063799854585841e-20,5.478169704499427e-20,-8.369519777854687e-36,0.2918865394098597,8.369519777854687e-36,5.463464407853792e-17
credit_card_default,ordinal_forest,binclass,validation,1152,0.0012099759565675453,1.0000000000000002,0.2761184324483421,0.27490845649177453,1.8905874321367895e-05,0.0,1.4614424219905929e-05,1.4757597606179631e-05,1.6353029837928336e-19,0.27490845649177453,1.6353029837928336e-19,3.187554387107383e-17
credit_card_default,ordinal_forest,binclass,test,1152,0.0012092924627567128,1.0000000000000002,0.27779899337421504,0.27658970091145835,1.8895194730573637e-05,0.0,1.4605123524606373e-05,1.492506196986513e-05,1.6038039460668143e-19,0.27658970091145835,1.6038039460668143e-19,1.7997756063259374e-17
credit_card_default,native_histgb,binclass,validation,1152,0.0010291979716085102,1.0000000000000002,0.27221335001951996,0.2711841520479114,1.608121830638297e-05,4.3978936711162e-10,9.046775789408311e-06,8.072343014075426e-06,1.6008922703106276e-19,0.2711841520479114,1.6008922703106276e-19,4.2934406030425976e-17
credit_card_default,native_histgb,binclass,test,1152,0.0009795242767709337,1.0,0.27331152014060894,0.272331995863838,1.530506682454584e-05,3.2484531852859624e-10,8.29066182477797e-06,8.015359530278884e-06,1.5924219408380846e-19,0.272331995863838,1.5924219408380846e-19,1.5178830414797062e-17
credit_card_default,catboost_native,binclass,validation,1152,0.0005692206242554526,0.9999999999999998,0.27274905812131317,0.27217983749705776,8.894072253991447e-06,2.1586489407105167e-06,7.5448441766806514e-06,7.590211690215648e-06,5.987464145903836e-20,0.27217983749705776,5.987464145903836e-20,4.607859233063394e-17
credit_card_default,catboost_native,binclass,test,1152,0.0005693182075249482,0.9999999999999998,0.27437063486767566,0.27380131666015073,8.895596992577315e-06,2.1089613460254337e-06,7.490953247463427e-06,7.844005676324712e-06,5.69100261436483e-20,0.27380131666015073,5.69100261436483e-20,2.1141942363467336e-17
credit_card_default,onehot_adam_mlp,binclass,validation,1152,0.0034628305311169547,1.0000000000000002,0.281967788419074,0.27850495788795704,5.410672704870242e-05,1.780304783019602e-05,4.452836785640064e-05,4.8501876696721955e-05,5.056786695108173e-19,0.27850495788795704,5.056786695108173e-19,1.3010426069826053e-18
credit_card_default,onehot_adam_mlp,binclass,test,1152,0.0035187938969328996,1.0,0.2814016472672083,0.27788285337027535,5.4981154639576556e-05,1.752299174912272e-05,4.4783820539207294e-05,4.8580911559365445e-05,5.238898778767848e-19,0.27788285337027535,5.238898778767848e-19,3.729655473350135e-17
credit_card_fraud,onehot_linear,binclass,validation,1152,3.3412730462677414e-19,1.0,0.0014017227634953939,0.0014017227634953934,5.220739134793346e-21,-1.6117129575727458e-37,2.3255944469289815e-21,2.0882956539173384e-20,-8.228460455756013e-38,0.0014017227634953934,8.228460455756013e-38,9.955356436742763e-20
credit_card_fraud,onehot_linear,binclass,test,1152,1.269835264761433e-18,1.0000000000000002,0.0025672747356887717,0.00256727473568877,1.9841176011897392e-20,-2.164011631466905e-36,1.5679680896005861e-21,7.936470404758957e-20,7.711242941394206e-36,0.00256727473568877,7.711242941394206e-36,4.64888211215374e-19
credit_card_fraud,ordinal_forest,binclass,validation,1152,5.967965726746627e-06,1.0000000000000002,0.0015528795645228083,0.001546911598796062,9.324946448041605e-08,0.0,7.087934975381642e-08,7.098392577259175e-08,-5.459392042849983e-23,0.001546911598796062,5.459392042849983e-23,2.744386749103933e-19
credit_card_fraud,ordinal_forest,binclass,test,1152,7.145707946042378e-06,1.0000000000000002,0.0018487123764869338,0.0018415666685408913,1.1165168665691215e-07,6.617444900424222e-24,8.746065551901958e-08,1.0232708030151664e-07,-4.7976475528075605e-23,0.0018415666685408913,4.7976475528075605e-23,1.9058241313221758e-19
credit_card_fraud,native_histgb,binclass,validation,1152,2.5806297471900567e-05,0.9999999999999999,0.0018370275066111087,0.0018112212091392081,4.0322339799844635e-07,3.960657544323973e-09,1.8200419630301062e-07,2.1208159959049622e-07,7.72917564369549e-21,0.0018112212091392081,7.72917564369549e-21,2.371692252312041e-20
credit_card_fraud,native_histgb,binclass,test,1152,5.5184661301983306e-05,0.9999999999999999,0.0014875195302510589,0.0014323348689490754,8.622603328434892e-07,3.75631305725086e-09,5.185499973731523e-07,7.281445177724532e-07,3.112846081159554e-20,0.0014323348689490754,3.112846081159554e-20,1.4230153513872246e-19
credit_card_fraud,catboost_native,binclass,validation,1152,9.008803958644599e-06,1.0000000000000002,0.0019163606043677722,0.0019073518004091277,1.4076256185382186e-07,1.6339516307952404e-08,7.373823607941773e-08,2.587557520912326e-07,-2.6469779601696886e-23,0.0019073518004091277,2.6469779601696886e-23,1.3044307387716225e-19
credit_card_fraud,catboost_native,binclass,test,1152,1.633864792887404e-05,0.9999999999999998,0.0014652587475600196,0.0014489200996311454,2.552913738886569e-07,2.3283853151872546e-08,1.3399037034229027e-07,3.884186962166953e-07,1.3698110943878138e-20,0.0014489200996311454,1.3698110943878138e-20,2.1345230270808369e-19
credit_card_fraud,onehot_adam_mlp,binclass,validation,1152,3.290733650865402e-05,1.0,0.0016738259750926354,0.0016409186385839814,5.141771329477191e-07,1.3641228737500258e-07,3.5407868424322635e-07,5.217570883373271e-07,1.971998580326418e-20,0.0016409186385839814,1.971998580326418e-20,2.710505431213761e-20
credit_card_fraud,onehot_adam_mlp,binclass,test,1152,9.462339928854622e-05,0.9999999999999999,0.0017670642749724901,0.0016724408756839443,1.4784906138835346e-06,4.1946300138782733e-07,1.3120288988375198e-06,1.6258119263448627e-06,9.699850735041824e-20,0.0016724408756839443,9.699850735041824e-20,3.5236570605778894e-19
heloc_credit_risk,onehot_linear,binclass,validation,1152,4.221815749862408e-14,1.0,0.3692202585195393,0.3692202585194971,6.596587109160012e-16,1.8033023737094548e-32,3.66813973379396e-16,2.638634843664005e-15,-2.711709361697228e-31,0.3692202585194971,2.711709361697228e-31,2.5828588363128733e-17
heloc_credit_risk,onehot_linear,binclass,test,1152,3.87928207577207e-14,1.0,0.37730866237434135,0.3773086623743026,6.061378243393859e-16,-1.9888235941336315e-32,3.1873106344974003e-16,2.4245512973575436e-15,9.860761315262648e-32,0.3773086623743026,9.860761315262648e-32,4.6037198302734963e-17
heloc_credit_risk,ordinal_forest,binclass,validation,1152,0.001817505649081944,1.0000000000000002,0.3537395737915425,0.3519220681424605,2.8398525766905376e-05,8.470329472543003e-22,2.210852575892755e-05,2.2215400228225666e-05,2.755239358740629e-19,0.3519220681424605,2.755239358740629e-19,6.331740687315346e-17
heloc_credit_risk,ordinal_forest,binclass,test,1152,0.00184555190323387,1.0,0.3648584821271055,0.3630129302238716,2.883674848802922e-05,1.6940658945086007e-21,2.2639715447110184e-05,2.2975563713093663e-05,2.7221521342385077e-19,0.3630129302238716,2.7221521342385077e-19,7.37257477290143e-18
heloc_credit_risk,native_histgb,binclass,validation,1152,5.786448792663303e-07,1.0,0.3519874247585376,0.3519868461136583,9.04132623853641e-09,-1.2019968276161183e-24,1.4475660719677984e-24,3.616530495414564e-08,3.3087224502121107e-23,0.3519868461136583,3.3087224502121107e-23,2.3605431811438062e-17
heloc_credit_risk,native_histgb,binclass,test,1152,3.7881021075170835e-07,1.0,0.3650145666276233,0.3650141878174127,5.918909542995443e-09,-8.142559154818866e-25,4.652890945610781e-25,2.367563817198177e-08,-6.617444900424222e-24,0.3650141878174127,6.617444900424222e-24,1.0780993001005372e-16
heloc_credit_risk,catboost_native,binclass,validation,1152,0.0016890617928569723,0.9999999999999999,0.34947777082879405,0.3477887090359371,2.6391590513390192e-05,5.406812272207522e-06,2.2279342026719048e-05,2.216563398602793e-05,2.1816392347718573e-19,0.3477887090359371,2.1816392347718573e-19,3.382710778154774e-17
heloc_credit_risk,catboost_native,binclass,test,1152,0.0017670782869948435,1.0000000000000002,0.3601717231584105,0.3584046448714157,2.761059823429443e-05,5.4439997469193836e-06,2.289588477630241e-05,2.3292181278345894e-05,1.9423524271725175e-19,0.3584046448714157,1.9423524271725175e-19,4.92227786308419e-17
heloc_credit_risk,onehot_adam_mlp,binclass,validation,1152,0.003997803867126837,1.0,0.36078462487744545,0.3567868210103187,6.246568542385682e-05,2.7557060620653703e-05,5.0638572406455255e-05,4.6005480094305745e-05,2.896852679609707e-19,0.3567868210103187,2.896852679609707e-19,1.1102230246251565e-16
heloc_credit_risk,onehot_adam_mlp,binclass,test,1152,0.00413975697538797,0.9999999999999998,0.36860299445389855,0.36446323747851067,6.468370274043703e-05,2.7777928166613922e-05,5.183049218425282e-05,4.5978629118224413e-05,2.879912020664621e-19,0.36446323747851067,2.879912020664621e-19,9.367506770274758e-17
kdd17_stock_return,onehot_linear,regression,validation,13824,0.0,0.0,0.3773402016726704,0.37734020167267046,0.0,0.0,0.0,0.0,0.0,0.37734020167267046,0.0,5.551115123125783e-17
kdd17_stock_return,onehot_linear,regression,test,13824,0.0,0.0,0.5613042477340585,0.5613042477340585,0.0,0.0,0.0,0.0,0.0,0.5613042477340585,0.0,0.0
kdd17_stock_return,ordinal_forest,regression,validation,13824,0.0026096584509307783,1.0000000000000002,0.3666249374709068,0.36401527901997605,4.077591329579341e-05,2.8708625002791387e-05,3.7400730259898194e-05,4.103807360637437e-05,0.0,0.36401527901997605,0.0,2.6454533008646308e-17
kdd17_stock_return,ordinal_forest,regression,test,13824,0.004186962297473989,1.0,0.5594303916308861,0.5552434293334121,6.542128589803108e-05,3.902342706756529e-05,5.865367291114879e-05,6.013801287806203e-05,0.0,0.5552434293334121,0.0,7.28583859910259e-17
kdd17_stock_return,native_histgb,regression,validation,13824,0.00046627647635556947,0.9999999999999996,0.36264216977005964,0.36217589329370414,7.285569943055773e-06,4.253647053083233e-22,-1.0587911840678754e-22,0.0,0.0,0.36217589329370414,0.0,7.117787262367337e-17
kdd17_stock_return,native_histgb,regression,test,13824,0.003530485772731407,1.0,0.5642257320484297,0.5606952462756983,5.5163840198928234e-05,1.8082168190409185e-21,3.3881317890172014e-21,0.0,0.0,0.5606952462756983,0.0,4.336808689942018e-19
kdd17_stock_return,catboost_native,regression,validation,13824,0.0006663705723828018,1.0,0.36365989340567073,0.36299352283328795,1.0412040193481277e-05,1.0587911840678754e-21,8.695471304567456e-06,7.635214578599591e-06,0.0,0.36299352283328795,0.0,2.222614453595284e-17
kdd17_stock_return,catboost_native,regression,test,13824,0.0027830982877427093,1.0,0.5588396617945511,0.5560565635068084,4.3485910745979833e-05,4.235164736271502e-21,3.6730901974532684e-05,3.27409068095355e-05,0.0,0.5560565635068084,0.0,6.938893903907228e-18
kdd17_stock_return,onehot_adam_mlp,regression,validation,13824,0.018420702177397143,1.0000000000000004,0.39019133253954097,0.3717706303621438,0.00028782347152183035,0.00010069233664459015,0.00021815607531104072,0.0002561566809417886,0.0,0.3717706303621438,0.0,2.0816681711721685e-17
kdd17_stock_return,onehot_adam_mlp,regression,test,13824,0.02715928505177059,1.0000000000000002,0.6007450981422241,0.5735858130904535,0.00042436382893391546,0.0001370699844064861,0.00032006533631971466,0.00035207726537656004,0.0,0.5735858130904535,0.0,2.42861286636753e-17
polish_bankruptcy_3year,onehot_linear,binclass,validation,1152,1.3912950466338977e-14,1.0,0.09310536134221561,0.09310536134220165,2.173898510365465e-16,-1.3210675712281196e-32,1.3380382285404615e-16,8.69559404146186e-16,-4.0059342843254506e-32,0.09310536134220165,4.0059342843254506e-32,4.8104068322366776e-17
polish_bankruptcy_3year,onehot_linear,binclass,test,1152,1.0848730137595327e-14,1.0,0.0917062782238994,0.09170627822388853,1.6951140839992698e-16,-1.3100837520140361e-32,1.0356818958534124e-16,6.780456335997079e-16,2.465190328815662e-32,0.09170627822388853,2.465190328815662e-32,1.757771592339265e-17
polish_bankruptcy_3year,ordinal_forest,binclass,validation,1152,0.00041597962647876456,0.9999999999999999,0.07780860790079616,0.0773926282743174,6.499681663730696e-06,0.0,5.166803243869399e-06,5.179628372728173e-06,-7.742410533496339e-22,0.0773926282743174,7.742410533496339e-22,3.957337929572091e-18
polish_bankruptcy_3year,ordinal_forest,binclass,test,1152,0.00044686246088321047,1.0000000000000002,0.07319576975037488,0.07274890728949167,6.9822259513001635e-06,2.117582368135751e-22,5.441676474864426e-06,5.467065158397697e-06,-1.0521737391674512e-21,0.07274890728949167,1.0521737391674512e-21,2.3310346708438345e-18
polish_bankruptcy_3year,native_histgb,binclass,validation,1152,0.00013158169207472576,1.0,0.062407098239994366,0.06227551654791964,2.05596393866759e-06,-2.150669592637872e-22,6.88214269644119e-22,8.22385575467036e-06,8.470329472543003e-22,0.06227551654791964,8.470329472543003e-22,3.1712913545201005e-18
polish_bankruptcy_3year,native_histgb,binclass,test,1152,0.00013081842786196688,1.0,0.046860226991494294,0.04672940856363235,2.0440379353432325e-06,-3.0357528480696116e-22,-3.705769144237564e-22,8.17615174137293e-06,1.6940658945086007e-21,0.04672940856363235,1.6940658945086007e-21,2.179246366695864e-17
polish_bankruptcy_3year,catboost_native,binclass,validation,1152,0.0006182183852303991,0.9999999999999998,0.0632409107549349,0.0626226923697045,9.659662269224987e-06,2.621017944975422e-07,7.714070939377869e-06,7.5945960030677585e-06,4.716914725022385e-20,0.0626226923697045,4.716914725022385e-20,7.697835424647081e-18
polish_bankruptcy_3year,catboost_native,binclass,test,1152,0.000608158927708577,0.9999999999999998,0.05044386513205915,0.049835706204350586,9.502483245446515e-06,2.375916873913312e-07,7.61054132032604e-06,7.99166188013299e-06,3.9995836978163994e-20,0.049835706204350586,3.9995836978163994e-20,9.75781955236954e-18
polish_bankruptcy_3year,onehot_adam_mlp,binclass,validation,1152,0.003785197892107071,1.0000000000000002,0.12169256348620122,0.11790736559409414,5.9143717064172985e-05,3.2650578515713648e-06,5.840315659665829e-05,2.5835274338280794e-05,1.7110065534536867e-19,0.11790736559409414,1.7110065534536867e-19,1.5612511283791264e-17
polish_bankruptcy_3year,onehot_adam_mlp,binclass,test,1152,0.003751062311639387,1.0000000000000002,0.12105957726694037,0.11730851495530101,5.861034861936542e-05,3.148549687969832e-06,5.772110985660857e-05,2.5617916273803398e-05,1.9312351197398048e-19,0.11730851495530101,1.9312351197398048e-19,2.0383000842727483e-17
