dataset,split_seed,model,task,population,total_nuisance_variance,schema_only_variance,seed_only_variance,schema_seed_interaction_variance,main_fraction,main_pair_fraction,triple_fraction,higher_fraction,quotient_validation_loss,quotient_test_loss,wall_seconds,peak_device_bytes,iid1_residual_mean,iid1_residual_median,iid1_residual_se,srswor1_residual_mean,srswor1_residual_median,srswor1_residual_se,iid2_residual_mean,iid2_residual_median,iid2_residual_se,srswor2_residual_mean,srswor2_residual_median,srswor2_residual_se,iid4_residual_mean,iid4_residual_median,iid4_residual_se,srswor4_residual_mean,srswor4_residual_median,srswor4_residual_se,iid8_residual_mean,iid8_residual_median,iid8_residual_se,srswor8_residual_mean,srswor8_residual_median,srswor8_residual_se,iid16_residual_mean,iid16_residual_median,iid16_residual_se,srswor16_residual_mean,srswor16_residual_median,srswor16_residual_se,iid32_residual_mean,iid32_residual_median,iid32_residual_se,srswor32_residual_mean,srswor32_residual_median,srswor32_residual_se,iid64_residual_mean,iid64_residual_median,iid64_residual_se,srswor64_residual_mean,srswor64_residual_median,srswor64_residual_se,strength1_4_residual_mean,strength1_4_residual_median,strength1_4_residual_se,strength1_16_residual_mean,strength1_16_residual_median,strength1_16_residual_se,strength2_16_residual_mean,strength2_16_residual_median,strength2_16_residual_se,strength3_64_residual_mean,strength3_64_residual_median,strength3_64_residual_se,lhs16_residual_mean,lhs16_residual_median,lhs16_residual_se,sobol16_residual_mean,sobol16_residual_median,sobol16_residual_se,seed_only16_residual_mean,seed_only16_residual_median,seed_only16_residual_se,schema_only16_residual_mean,schema_only16_residual_median,schema_only16_residual_se,independent_cover32_residual_mean,independent_cover32_residual_median,independent_cover32_residual_se,disjoint_pair32_residual_mean,disjoint_pair32_residual_median,disjoint_pair32_residual_se,independent_cover64_residual_mean,independent_cover64_residual_median,independent_cover64_residual_se,disjoint_pack64_residual_mean,disjoint_pack64_residual_median,disjoint_pack64_residual_se
australian_credit_approval,2026082801,mlp,classification,128,0.0011429550982712624,0.00054425053554572,9.409976249852872e-05,0.0005046048002270136,0.2732186377001806,0.7641033226151511,0.20982657036678062,0.02607010701806793,0.257031045070968,0.18187331870847367,5.596044176490977,69081600,0.001144178264596832,0.0010226167336214584,1.8594157325797547e-05,0.001151265389982363,0.0010383767709891817,1.868491097684896e-05,0.0005832704592467874,0.0005558909546923976,9.847727915252774e-06,0.0005652637328539555,0.0005192391517835827,9.80141947162715e-06,0.0002912318703139744,0.00026960031544080194,5.53746972481032e-06,0.00028201196879820516,0.0002642910069644693,4.857205623585947e-06,0.00014539199770133732,0.0001312970308890184,2.8128656926021903e-06,0.00013123443154568237,0.00012409809768981048,2.1855477325179297e-06,6.977512060758108e-05,6.581458825666672e-05,1.2043210662469514e-06,6.171856559743421e-05,5.8561215252370206e-05,1.0811046183165243e-06,3.532112010970575e-05,3.208968403357719e-05,6.944431816432786e-07,2.6389867476155552e-05,2.4573641810980982e-05,4.719006318310507e-07,1.8000911526153776e-05,1.6937185680911257e-05,3.136017488506509e-07,9.120146173486348e-06,8.355400684846946e-06,1.651409022236628e-07,0.00026420478127255103,0.0002457871004056301,4.245829561195497e-06,6.457347586758155e-05,5.8330070052099455e-05,1.2603470024433687e-06,2.8443089033206607e-05,2.7245674749829616e-05,4.281891631954121e-07,2.995499931846408e-06,2.919007648991053e-06,2.6618478456232702e-08,5.459362383762351e-05,5.217024085733737e-05,9.293122105032965e-07,5.0863168505078046e-05,4.765299792789814e-05,8.183600922184198e-07,0.00012397173862912722,0.00011517031717924075,2.1735068731380675e-06,0.00015218117151672274,0.0001506230424629654,1.1441748958557016e-06,1.4009717468669102e-05,1.2712614027107012e-05,2.867960923825994e-07,1.2266077525046227e-05,1.1617498779285341e-05,2.878040588201628e-07,7.166408487116308e-06,6.222089122054109e-06,1.753321835526999e-07,4.274784339636105e-06,3.762901931819188e-06,1.2683735617564775e-07
australian_credit_approval,2026082801,resnet,classification,128,0.012280452485157885,0.004507181203509645,0.0008402086802072799,0.006933062601440961,0.1976683767014718,0.568797609851365,0.3345463846924963,0.09665600545613866,0.28628782366970706,0.20762627266928088,11.501174833858386,72053760,0.012060132206459056,0.011512168809566525,0.00016719880437496135,0.011951345639108038,0.011512168809566525,0.00016064353915930176,0.006074758467243948,0.0056870713562218195,0.00010296990343735026,0.006019015566316566,0.0057518916952526864,8.791463553626783e-05,0.003050284585778996,0.0029083814247401855,4.9706654256438355e-05,0.003005793681989016,0.0028097431573098556,4.885293222517245e-05,0.0015687388731908144,0.0014705396520440733,2.5530681676770198e-05,0.0014500865379865116,0.00136867295873458,2.241232450349768e-05,0.0007691677747400064,0.0007289636535154079,1.2372260614970698e-05,0.0006710235290736866,0.0006321492756577115,1.0321618041165031e-05,0.0003817165383832622,0.0003660065161055586,6.098335953094941e-06,0.0002921006748744716,0.0002718227092865807,4.685007198591649e-06,0.00018822657804705445,0.0001781837614772324,3.316735631108762e-06,9.57341204467327e-05,8.936186300740656e-05,1.599860615482251e-06,0.0030089136065357975,0.0028217902764073027,4.562818348819385e-05,0.00074718533840173,0.0006776819200254574,1.4291966968604168e-05,0.0004979256643791964,0.0004899885940479534,6.183104549445208e-06,5.590665410934009e-05,6.229961726150492e-05,6.169642701955382e-07,0.0006404765279257709,0.000600521396431315,1.0518474631230797e-05,0.00040296433880228583,0.0003961004856119041,4.97861367848962e-06,0.000996520229214734,0.0009678855894010334,1.4490504223908918e-05,0.0011139859016814292,0.0010778889738308805,1.1214031727200487e-05,0.0002443997671334829,0.0002313374520370352,3.948244375556606e-06,0.00021380912961117392,0.00020269488467635182,3.602084983333027e-06,0.0001283008742475665,0.00012342680668142798,2.2331943635541997e-06,7.1386366892558e-05,6.640864254025354e-05,1.3507949230357085e-06
australian_credit_approval,2026082801,ft_transformer,classification,128,0.020358285786633467,0.006997146695584062,0.0008670805940030439,0.012494058497046361,0.13519408013019396,0.47300550936571506,0.34277234804808854,0.18422214258619637,0.26573579848432477,0.20159979938235342,31.27177209663205,91487232,0.020278346555207372,0.020369144580966288,0.0003440223102588281,0.020595988191225614,0.020626421568991755,0.00037285458381865135,0.010358736778591525,0.009878487049678518,0.00016335537869949113,0.010204150128888492,0.009544908287071718,0.00016100535292332905,0.005096557021743178,0.004788040903143415,8.40632679637769e-05,0.004999992770585216,0.00469207832005366,7.498066119266884e-05,0.0025449044423809797,0.002380842031174415,4.362568014150252e-05,0.0023912495179980666,0.0022739815070528966,3.55206711148912e-05,0.0012937794227356313,0.0012136767225816316,2.2505963019417627e-05,0.0011328781798368454,0.0010793884518272186,1.7568257254873184e-05,0.000632386026865437,0.0005872855287449781,1.0294174272829058e-05,0.0004806723112130794,0.0004532223610778329,7.02961605658662e-06,0.0003240818951808369,0.0003064147527521813,5.212146129484948e-06,0.00015981657781651102,0.00015346411900517035,2.258927965647071e-06,0.005063954182503406,0.0048254058319245575,7.005448329892604e-05,0.0012530777924288435,0.001191454383996184,2.0587720022066514e-05,0.0009051089334289196,0.0009094290744139804,1.1939401073648131e-05,0.0001755369977918658,0.00016057227500047673,2.659685397861332e-06,0.0011408641673290435,0.001084595327262254,1.6935247907660298e-05,0.0008405650189895132,0.0007876394208140966,1.116344252289444e-05,0.0015859647355045796,0.0015374696698389092,2.1021257422599364e-05,0.0015375159216096767,0.0014642837668014759,2.1420079588829398e-05,0.0004366947494941722,0.00041825535911064907,6.645141068765256e-06,0.0003828576223758673,0.00036377234509113996,5.65539439522962e-06,0.00022735238248660478,0.00021499639468931965,3.795712462094343e-06,0.0001294146141201434,0.00012411930657563465,2.1491485153007554e-06
australian_credit_approval,2026082801,tabm,classification,128,0.001947407574813963,0.0009053595497044786,0.0002523664429597081,0.0007896815821497765,0.3123530263452961,0.7501022338746931,0.23517210851280762,0.014725657612499068,0.24470377520776818,0.1826852658431119,10.87344350409694,74888192,0.0019165393052978097,0.0018517796208496011,3.510037789787835e-05,0.0019974591654099046,0.0018611241363354263,3.6613391112450935e-05,0.0009707362841858996,0.0009055851004461748,1.536246235313664e-05,0.0009692192946833085,0.0009111577505672376,1.8409589301208034e-05,0.0004981292500180728,0.0004583692005814835,1.0155534913998423e-05,0.0004904236426266343,0.0004396146883386201,9.702224182896327e-06,0.0002510274973295678,0.0002266390142801507,4.891305443222546e-06,0.00023276973424023574,0.00020989284810082092,4.608698383096246e-06,0.0001235866207952528,0.0001149555218279318,2.3890748676875723e-06,0.00011033276052776529,0.0001058326440816445,1.927496279973903e-06,6.134205740919533e-05,5.5403329566531696e-05,1.241138123371962e-06,4.539210870147926e-05,4.268597916975254e-05,8.703599063240218e-07,3.0381749410388335e-05,2.760642389034686e-05,5.990767515140866e-07,1.5332829253182775e-05,1.4016062177077037e-05,2.9098579943890335e-07,0.0003934929080629588,0.0003900077915454255,5.751490897163112e-06,9.636763108735626e-05,8.861043747253093e-05,1.780567672762141e-06,5.329447649394763e-05,4.6286721135121145e-05,8.399060140633857e-07,2.4019272893789228e-06,2.5535039235135846e-06,5.206458133604821e-08,9.222212825136969e-05,8.58432632946591e-05,1.7243325779876542e-06,6.104291619311395e-05,6.053516150001986e-05,2.601370859704682e-07,0.00020384818176378321,0.00018524344305124286,3.805839813975906e-06,0.00031037429624981665,0.00030557858807309264,2.4965464261598366e-06,2.5712692783901203e-05,2.4427335289422516e-05,5.140155908046491e-07,2.335445125296044e-05,2.373211529726871e-05,5.628960705991871e-07,1.33396606095693e-05,1.177872505825222e-05,3.0450777871190144e-07,8.283264273733097e-06,6.998715637788668e-06,2.5069153060420355e-07
australian_credit_approval,2026082811,mlp,classification,128,0.0007412278300821556,0.000321755798193732,4.274090085225508e-05,0.0003767311310361685,0.26384720586764426,0.6557801316181446,0.2857918379851176,0.05842803039673796,0.24116776993980993,0.19889013712035547,6.057678037323058,69084160,0.0007338208525878437,0.0006707213947627007,1.3337990029728235e-05,0.0007477474516478558,0.0006832973093925214,1.3793643624564284e-05,0.0003672495036251756,0.0003328510014311965,6.344447581834114e-06,0.0003634916699207043,0.0003249249841942353,6.899548602393542e-06,0.0001909945152625377,0.00017293273358296428,3.732356575986808e-06,0.00017814701928105172,0.00016327359767066095,3.1459973913318387e-06,9.425919649002848e-05,8.79253010558028e-05,1.7459580100370099e-06,8.635241559198714e-05,7.759323356588645e-05,1.6108575007093224e-06,4.617037657207274e-05,4.185877398859722e-05,9.01400896771961e-07,4.1623576668521973e-05,3.822182001818561e-05,7.487191457881021e-07,2.3289949075021816e-05,2.1497923026202913e-05,4.231576376852918e-07,1.6988659273889652e-05,1.5583404451370083e-05,3.292815466094848e-07,1.1606106234695627e-05,1.0611188557221907e-05,2.0688409782603764e-07,5.766349982129637e-06,5.446715266589905e-06,1.0109142318378118e-07,0.00016679120938481787,0.00015481409016807285,2.6116294798211146e-06,4.1939345523240356e-05,3.9269739778083206e-05,7.608994288836478e-07,2.8826509501514724e-05,2.7818317333553546e-05,3.8134370281583776e-07,4.6402870729456665e-06,4.482390275051306e-06,5.805621973837595e-08,3.6643135506246884e-05,3.379886848146304e-05,6.528624611978221e-07,2.975918752590846e-05,2.8855283233967154e-05,2.444022554729622e-07,7.404773886427452e-05,6.801236105571565e-05,1.3471012020243045e-06,5.8749671915748724e-05,5.709072641169933e-05,6.855155196224648e-07,1.361442626034829e-05,1.2589937246150869e-05,2.7529466241385066e-07,1.1989904861551518e-05,1.093852822294453e-05,2.75162513117286e-07,7.092472581480212e-06,6.477355259277658e-06,1.6551558966329305e-07,4.033819092667192e-06,3.60869657728174e-06,1.0574976446175818e-07
australian_credit_approval,2026082811,resnet,classification,128,0.01028048279741273,0.004301014428617359,0.0006422344733048437,0.0053372338954905275,0.20601649496271546,0.5920087172738496,0.3044174249613811,0.1035738577647693,0.24848341724322556,0.2605617664036014,11.49951530690305,72056320,0.010156541052237872,0.009481729261723183,0.00015644551077614193,0.010074238214798003,0.009429542592406383,0.00015380841676248196,0.00507610530317579,0.004757423080082527,8.235148242379427e-05,0.005172603743350466,0.004839080452603361,8.46975254788372e-05,0.002612911022593231,0.0024225210461712573,4.565189364530473e-05,0.002465300488220458,0.002302303861056659,4.118390576572071e-05,0.0013071747394065515,0.0012064465678592574,2.3098785437681513e-05,0.0012188899503525823,0.001143912707177158,2.0243269986190467e-05,0.0006377984707361095,0.0005966326906509511,1.0293892943592268e-05,0.0005748624389586551,0.0005514654443817464,8.82632085507263e-06,0.00032109938203301545,0.0002984050681115424,5.9019694587414405e-06,0.00024316123118054502,0.00023000383459708147,4.121052850736066e-06,0.00016021998378430466,0.00015283573828508209,2.6697431920978658e-06,8.267032959483812e-05,7.770670068785662e-05,1.3470324225984026e-06,0.0024027986385502364,0.0022648253446869927,3.536875226442856e-05,0.0006058193988452778,0.0005616626407730762,1.070887996130742e-05,0.00037561095516482935,0.0003559150791955484,5.501498230343128e-06,5.2736291003135425e-05,5.5022805887663733e-05,2.9458338343169264e-07,0.0005220062316581143,0.0004926240691643506,8.558999557764626e-06,0.00047092636715219985,0.0004456241058366467,6.445662061732511e-06,0.0009747305396032005,0.0009515954307509939,1.4246245290619446e-05,0.0009112929168408566,0.0008703761094012953,1.1723498702280568e-05,0.00018878726846344065,0.00017808682026007944,3.4836433458133083e-06,0.00016516745245468426,0.00015701751205053277,3.008412733701977e-06,9.315181313586558e-05,8.543699550620694e-05,1.8461679191008573e-06,5.6748576815517476e-05,5.22503971340908e-05,1.1549321223808908e-06
australian_credit_approval,2026082811,ft_transformer,classification,128,0.01674738579135753,0.006771272413495088,0.0010014771062160316,0.008974636271646413,0.19895000434975224,0.5202905944976879,0.31121111695317216,0.16849828854914,0.23981659927447332,0.24842636445992508,29.757485358277336,91491328,0.016561678590537934,0.015076443129889731,0.00030008341431145405,0.016276492416066525,0.014973534612117222,0.0002964847757006014,0.00836100177734679,0.007675711682218103,0.00014443719226690132,0.008316377820363884,0.007679186635617679,0.000148120578929055,0.004309073501979841,0.003928549033073967,7.762475999003816e-05,0.00400910182225571,0.003745932001020625,7.063471611246672e-05,0.0021016081517381394,0.0019879387448114077,3.696545233012233e-05,0.001961264247268662,0.001836862646052988,3.257830269289195e-05,0.00107062936913014,0.0010129723802486186,1.86969386576671e-05,0.0009390716146156469,0.0008865842869035161,1.571560577586152e-05,0.0005188458111961314,0.000473182710079362,1.0166362181964504e-05,0.0003939163565458252,0.00036884962617978324,6.5267067578187695e-06,0.0002605956225803221,0.00024103781442731909,4.610688132036268e-06,0.0001289796051411974,0.0001219684822133213,2.0504088416270933e-06,0.003836295708875682,0.0035853296652444064,7.504091337357764e-05,0.0009496641065805933,0.0008692330109138086,1.7022673637729054e-05,0.0007323784783652566,0.0006516291693537657,1.4120970934192413e-05,0.00013490933514306885,0.00010459497122928201,2.3580344328781623e-06,0.0008587938417995479,0.0007988303740152423,1.545869364588441e-05,0.0005925624217284836,0.0005971611019796293,7.884515443085986e-06,0.001493386461556874,0.0013988102647655466,2.4077298139057174e-05,0.0016652579914452183,0.0015851502329491574,2.3794326965991594e-05,0.0003728441753996632,0.00032871912544500323,7.802766439540844e-06,0.0003085185838609533,0.0002730333395992646,6.674716526632e-06,0.00019477276272422423,0.0001686844156619053,4.755351395945687e-06,0.00010243329123321226,9.134482388541116e-05,2.1294719812247513e-06
australian_credit_approval,2026082811,tabm,classification,128,0.0013362593981568614,0.00046579311885026783,0.0001326834759884416,0.000737782803318152,0.25744796788344976,0.6856331829637794,0.2949474238910616,0.01941939314515905,0.23130042756257763,0.18649165485348954,11.522594669368118,74889216,0.0012715143346264234,0.0011790620934465435,1.9217290978901556e-05,0.001299731960871746,0.001253066073130829,1.9331944657442238e-05,0.0006592830980746586,0.0006078340700659173,1.2022532462715425e-05,0.0006692694505736009,0.0006329701329938601,1.1654335642676335e-05,0.000345758873237515,0.00032177232542737895,6.488547955834532e-06,0.00032034604257189463,0.00029934325303297,6.151451451785631e-06,0.00017187991774746065,0.0001548666300741795,3.399216938288626e-06,0.0001542188987855827,0.00014492966970928919,2.8311671876696234e-06,8.235390750661876e-05,7.388951837146554e-05,1.6756790763455266e-06,7.280222100938317e-05,6.576469683103127e-05,1.5146577672387484e-06,4.295324349131267e-05,3.9424334108163574e-05,9.429423450983363e-07,3.056328169925149e-05,2.8016341033818133e-05,6.273736840991952e-07,2.1684709375199906e-05,1.9553555826106767e-05,4.4791372437522035e-07,1.0515208674490333e-05,9.724018477674488e-06,2.0118815123825645e-07,0.00027894307001560066,0.00026043341884416087,4.43702236577931e-06,7.062581749722928e-05,6.34080833999933e-05,1.4320058399678462e-06,4.594180421504121e-05,4.347771216961871e-05,7.702205628826818e-07,2.384012476421615e-06,2.120034609765059e-06,4.5798226316512234e-08,6.539053758264989e-05,6.144839371769855e-05,1.2543032400991182e-06,7.797464068317955e-05,7.92695094507666e-05,9.477947088774238e-07,0.00010361284430640456,9.510622878553702e-05,2.0046751901391875e-06,0.0002151396895799796,0.00021265336444697996,2.006427595155705e-06,2.3207182306479432e-05,2.161867631777429e-05,5.203929245650375e-07,2.1425967601800884e-05,2.0207448630891112e-05,5.830842391729284e-07,1.1697033432911462e-05,1.0065205189831139e-05,2.9534826571463737e-07,7.292923631315055e-06,5.891677736692413e-06,2.47261826655138e-07
australian_credit_approval,2026082821,mlp,classification,128,0.0010185023537776273,0.0004292754431739441,0.00011574578597216724,0.0004734811246315159,0.3044873587633807,0.6865123160455444,0.26877674506355226,0.0447109388909034,0.14956376826279857,0.25641095479825526,5.808128098258749,69084160,0.0010497952264659502,0.0010234061087794838,1.46961343643944e-05,0.0010266277661339503,0.000998844573952435,1.4337080455132902e-05,0.0005018414381208643,0.0004723683726327214,7.767379372930577e-06,0.000521627383355259,0.0004865331137458883,8.785881880985905e-06,0.00025929453402894577,0.00024167437359157076,4.345007568387423e-06,0.00025092433036115556,0.00023684240301946407,4.053480270235336e-06,0.00013078856811086088,0.0001272055406571603,2.1268801994565077e-06,0.0001190052749284226,0.00011083168294119292,2.0452853123383204e-06,6.379275384632715e-05,5.888707081464246e-05,1.1553052406315333e-06,5.6401104168533273e-05,5.338696738603533e-05,9.576439714714095e-07,3.28510490423707e-05,3.0785012646339174e-05,5.786982283993994e-07,2.384928591529135e-05,2.1711076615523332e-05,4.314164967918802e-07,1.60219241066907e-05,1.480300500391648e-05,2.722406001459253e-07,7.902434120500612e-06,7.408636202527544e-06,1.3011711081035957e-07,0.00020726048844263418,0.00019993868568451116,2.517397813865675e-06,5.207079285594657e-05,4.77750978942401e-05,9.149924010419999e-07,3.5471276601779946e-05,3.201055468241803e-05,5.955667985618425e-07,4.805745126358127e-06,4.297196280879362e-06,7.848706626567038e-08,4.641951495139973e-05,4.3664982077873594e-05,7.635957779934907e-07,4.012328276103535e-05,3.866625775987444e-05,4.6256994039817604e-07,9.669072440854671e-05,9.048615455505902e-05,1.6231264701062324e-06,9.252320230900049e-05,9.047622693170458e-05,7.456555963133557e-07,1.7662326950126005e-05,1.539367358619495e-05,4.045115913887096e-07,1.5156733149199724e-05,1.3261641961782668e-05,3.7530365389142276e-07,8.88697189376301e-06,7.703086063874554e-06,2.2634999105273562e-07,5.277466139702699e-06,4.512647234321011e-06,1.5229846619417812e-07
australian_credit_approval,2026082821,resnet,classification,128,0.014092699458141738,0.005011863950219999,0.0009554443145452065,0.008125391193376533,0.19787623582883143,0.5869591941060245,0.3051975674673786,0.10784323842659703,0.19038977344732672,0.2552410629404896,11.312161408131942,72056320,0.014077941885089637,0.01338257861637183,0.0002146262719839932,0.014257669673071637,0.01365350082284011,0.00021157783396661174,0.0069877530537340036,0.006479193185283491,0.00011802131736940514,0.007006474040871726,0.006646064506709352,0.00010853429473580488,0.0035781022075854958,0.0033769446170489013,6.009388944426167e-05,0.003452303433194053,0.0032775424197211264,5.1840631867547534e-05,0.001769231931615577,0.0016732145276451994,2.744794395719011e-05,0.0016075854222442998,0.001520525961702763,2.524848926455159e-05,0.000881551078691869,0.0008138435543940344,1.3824080669125912e-05,0.0007850109911301053,0.0007376224561500319,1.2352669456979896e-05,0.00044051940932685995,0.00040711601260248574,7.475782910371613e-06,0.000338306484934961,0.0003199058725354225,4.993723874727776e-06,0.00022187631556465527,0.00020945173870229883,3.7660745453332652e-06,0.00011212807151745618,0.00010686123604343341,1.6921654737203453e-06,0.0034023200631738597,0.003108910860813236,5.4578325221763736e-05,0.0008326535828202546,0.0007692129161097295,1.4963725745196445e-05,0.0005547329431420347,0.000520550172700751,8.575459473174824e-06,7.50173562225676e-05,7.165670209371768e-05,9.355610775195645e-07,0.0007365664731955603,0.0006988891489524169,1.175599279584288e-05,0.0007784995500283509,0.0007259688084391215,1.1700472321207341e-05,0.0011142351320162966,0.0010524113770996539,1.773494366134675e-05,0.0010159067307848836,0.000983994378336912,1.1042169263879045e-05,0.0002696426267980583,0.0002525983471366128,4.660932238795052e-06,0.00023065751481370623,0.00021374452830568165,4.076696200946801e-06,0.00013428383974984693,0.00012410119617061187,2.516705334989144e-06,7.936792075444803e-05,7.404590123533153e-05,1.567448291593171e-06
