dataset,model,task,split,strength1_design_count,strength2_design_count,joint_risk,main_fraction,main_plus_pair_fraction,mean_member_loss,quotient_loss,iid16_residual,four_strength1_residual,four_seed_blocks_residual,strength2_residual,strength1_component_reconstruction_error,strength2_component_reconstruction_error,strength2_expected_loss,strength2_vs_iid16_reduction,strength2_vs_four_strength1_reduction,strength2_vs_seed_blocks_reduction,material,ambiguity_error
openml-kr-vs-kp-3,native_histgb,binclass,validation,3456,27648,7.384634517198732e-06,0.9999999999945066,1.0,0.011879643952040045,0.011872259317522846,4.6153965732492074e-07,3.380446453945971e-18,1.846158629299683e-06,-4.1720922145643333e-23,2.73614200138952e-22,1.153801404778834e-22,0.011872259317522846,1.0,1.0000123418378946,1.0,False,3.6337713437209485e-19
openml-kr-vs-kp-3,native_histgb,binclass,test,3456,27648,4.015474457025452e-06,0.9999999999923803,1.0,0.02091246594397526,0.02090845046951824,2.509671535640908e-07,2.5498148438773723e-18,1.003868614256363e-06,6.72084247699335e-25,5.076778960145656e-22,3.938090811738764e-23,0.02090845046951824,1.0,0.9999997364184112,1.0,False,3.596501894041759e-18
openml-kr-vs-kp-3,catboost_native,binclass,validation,3456,27648,0.00025931783252806077,0.42224603429213636,0.8077408196216228,0.014993822904060788,0.014734505071532726,1.6207364533003798e-05,1.1100263456283928e-05,1.4293364074125121e-05,5.539581548815795e-06,3.3881317890172014e-20,7.623296525288703e-21,0.014740044653081543,0.6582059015495523,0.5009504440473614,0.6124368259223212,True,1.5720931501039814e-18
openml-kr-vs-kp-3,catboost_native,binclass,test,3456,27648,0.00021388122440636875,0.39408481485567054,0.8183775500226916,0.024370642215625613,0.024156760991219245,1.3367576525398047e-05,9.72044480762252e-06,1.3502588302249556e-05,4.3161813312034594e-06,4.0657581468206416e-20,7.623296525288703e-21,0.02416107717255045,0.6771156444847855,0.5559687425189821,0.6803441507222452,True,1.1655173354219173e-18
openml-credit-approval-29,native_histgb,binclass,validation,3456,27648,0.0013577877338229714,1.0000000000000002,1.0000000000000002,0.22956448037768193,0.2282066926438589,8.486173336393571e-05,-9.105604182983729e-21,0.00033944693345574296,-2.3227231600489017e-20,1.892916031358243e-20,3.677070257971135e-20,0.2282066926438589,1.0000000000000002,-1.5508720930232558,1.0,True,5.789639601072594e-17
openml-credit-approval-29,native_histgb,binclass,test,3456,27648,0.0017964979973904816,1.0000000000000002,1.0000000000000002,0.1869810987799681,0.18518460078257765,0.0001122811248369051,-2.837560373301906e-20,0.0004491244993476204,2.236696376343387e-21,4.0266374542539396e-20,1.5682760314713504e-20,0.18518460078257765,1.0,1.0788246268656716,1.0,True,2.5587171270657905e-17
openml-credit-approval-29,catboost_native,binclass,validation,3456,27648,0.0011494111429305833,0.407530411781197,0.8112500658488919,0.1911447568951009,0.1899953457521703,7.183819643316146e-05,5.072283783605169e-05,5.0228068883664825e-05,2.410569750452196e-05,2.710505431213761e-20,6.776263578034403e-21,0.19001945144967483,0.664444561509141,0.5247565291508862,0.5200751683216391,True,1.7564075194265172e-17
openml-credit-approval-29,catboost_native,binclass,test,3456,27648,0.0011228055773373445,0.4065184792761342,0.8126780998886698,0.16697060307941813,0.16584779750208078,7.017534858358403e-05,4.9687972509549576e-05,4.423815782649124e-05,2.3369563800270047e-05,2.710505431213761e-20,1.0164395367051604e-20,0.16587116706588106,0.6669832886909686,0.5296736288489406,0.471732889693802,True,4.553649124439119e-18
openml-sick-38,native_histgb,binclass,validation,3456,27648,0.00012576229200466689,0.9026982975584902,0.9999999999999998,0.029829478159728043,0.029703715867723374,7.86014325029168e-06,1.0197404262500272e-06,3.1440573001166715e-05,8.883919778819517e-22,4.235164736271502e-21,3.214783493095246e-22,0.029703715867723374,0.9999999999999999,0.9999999999999991,1.0,False,1.5720931501039814e-18
openml-sick-38,native_histgb,binclass,test,3456,27648,0.00017244509198931042,0.9032672188662905,0.9999999999999999,0.019890025824214584,0.019717580732225275,1.0777818249331901e-05,1.3900911117486963e-06,4.3111272997327605e-05,6.336203492156192e-22,8.470329472543003e-21,9.606073018133365e-22,0.019717580732225275,0.9999999999999999,0.9999999999999996,1.0,True,1.6534083130403943e-18
