source_group,material_cells,strength3_residual,iid64_residual,four_strength2_residual,sixteen_strength1_residual,sixteen_seed_blocks_residual,beats_all
blood_transfusion,1,-6.417121608398579e-18,0.0004566374497392528,4.1224541378312734e-05,0.0003829047312289413,0.00010608602953748507,True
breast_w,2,-4.0469116637442334e-18,0.0002811729617287724,2.4796184956789865e-05,0.00022251669547788472,0.0002518078444238987,True
ilpd,1,0.0,0.00012518475798595569,9.072179095683603e-05,0.00012015490625453077,8.694967611973249e-05,True
kc1,1,-1.4230153513872246e-19,0.00011396972376989961,2.462667844697148e-05,9.037932297744071e-05,7.418664560136888e-05,True
mammography,1,6.916024014331362e-19,2.3373120292407493e-05,3.4719269577759254e-06,1.7101010936557803e-05,7.555114929261991e-06,True
pc4,2,6.356717571347507e-20,6.750225644653716e-05,1.8103510812090325e-05,5.6518566978287416e-05,3.662508691245475e-05,True
sonar,2,-5.874173489208573e-19,0.00029693451790265815,0.00012518070064603974,0.00025379855957934896,0.00029736533669196176,True
wdbc,2,-1.830279380338933e-18,0.00026851910918671956,4.941761850854056e-05,0.0002973125394433802,0.00019169957932302172,True
