panel,dataset,model,task,method,product_cells,probability_count,minimum_probability,at_or_below_clip_count,at_or_below_clip_fraction,exact_zero_count,exact_zero_fraction,quantile_0.001,quantile_0.01,quantile_0.05
confirmation,polish_bankruptcy_2year,onehot_linear,binclass,independent_pair32,32,1563648,5.443364088364433e-07,0,0.0,0,0.0,0.001293390232603997,0.039708842523396015,0.9067744240164757
confirmation,polish_bankruptcy_2year,onehot_linear,binclass,mutually_disjoint_pack64,32,1563648,5.443364088364433e-07,0,0.0,0,0.0,0.001293390232603997,0.039708842523396015,0.9067744240164757
confirmation,polish_bankruptcy_2year,onehot_linear,binclass,two_disjoint_pairs64,32,1563648,5.443364088364433e-07,0,0.0,0,0.0,0.001293390232603997,0.039708842523396015,0.9067744240164757
confirmation,polish_bankruptcy_2year,ordinal_forest,binclass,exact_quotient,32,1527,0.0031588954880135134,0,0.0,0,0.0,0.007346545213717037,0.07090664054732769,0.7805914554744958
confirmation,polish_bankruptcy_2year,ordinal_forest,binclass,disjoint_pair32,32,1563648,0.0031588954880135134,0,0.0,0,0.0,0.004827215627301484,0.07051249104551971,0.7788896597921848
confirmation,polish_bankruptcy_2year,ordinal_forest,binclass,independent_pair32,32,1563648,0.0031588954880135134,0,0.0,0,0.0,0.004827215627301484,0.07051249104551971,0.7788896597921848
confirmation,polish_bankruptcy_2year,ordinal_forest,binclass,mutually_disjoint_pack64,32,1563648,0.0031588954880135134,0,0.0,0,0.0,0.004827215627301484,0.07051249104551971,0.7788896597921848
confirmation,polish_bankruptcy_2year,ordinal_forest,binclass,two_disjoint_pairs64,32,1563648,0.0031588954880135134,0,0.0,0,0.0,0.004827215627301484,0.07051249104551971,0.7788896597921848
confirmation,polish_bankruptcy_2year,native_histgb,binclass,exact_quotient,32,1527,0.0004987797583453357,0,0.0,0,0.0,0.00253620658617001,0.025739657506346703,0.952193845808506
confirmation,polish_bankruptcy_2year,native_histgb,binclass,disjoint_pair32,32,1563648,0.0004987797583453357,0,0.0,0,0.0,0.002414161746855825,0.024812905117869377,0.9519181549549103
confirmation,polish_bankruptcy_2year,native_histgb,binclass,independent_pair32,32,1563648,0.0004987797583453357,0,0.0,0,0.0,0.002414161746855825,0.024812905117869377,0.9519181549549103
confirmation,polish_bankruptcy_2year,native_histgb,binclass,mutually_disjoint_pack64,32,1563648,0.0004987797583453357,0,0.0,0,0.0,0.002414161746855825,0.024812905117869377,0.9519181549549103
confirmation,polish_bankruptcy_2year,native_histgb,binclass,two_disjoint_pairs64,32,1563648,0.0004987797583453357,0,0.0,0,0.0,0.002414161746855825,0.024812905117869377,0.9519181549549103
confirmation,polish_bankruptcy_2year,catboost_native,binclass,exact_quotient,32,1527,0.006655935518210754,0,0.0,0,0.0,0.015508930337149649,0.05618464829865843,0.9001636039465666
confirmation,polish_bankruptcy_2year,catboost_native,binclass,disjoint_pair32,32,1563648,0.006655935518210754,0,0.0,0,0.0,0.010964323824737221,0.05453588627278805,0.8995879516005516
confirmation,polish_bankruptcy_2year,catboost_native,binclass,independent_pair32,32,1563648,0.006655935518210754,0,0.0,0,0.0,0.010964323824737221,0.05453588627278805,0.8995879516005516
confirmation,polish_bankruptcy_2year,catboost_native,binclass,mutually_disjoint_pack64,32,1563648,0.006655935518210754,0,0.0,0,0.0,0.010964323824737221,0.05453588627278805,0.8995879516005516
confirmation,polish_bankruptcy_2year,catboost_native,binclass,two_disjoint_pairs64,32,1563648,0.006655935518210754,0,0.0,0,0.0,0.010964323824737221,0.05453588627278805,0.8995879516005516
confirmation,polish_bankruptcy_2year,onehot_adam_mlp,binclass,exact_quotient,32,1527,0.0006478313241058409,0,0.0,0,0.0,0.008722714714813947,0.15704268767032772,0.7539004281163215
confirmation,polish_bankruptcy_2year,onehot_adam_mlp,binclass,disjoint_pair32,32,1563648,0.0006478313241058409,0,0.0,0,0.0,0.007197772693757543,0.15603264886885881,0.7538258694112301
confirmation,polish_bankruptcy_2year,onehot_adam_mlp,binclass,independent_pair32,32,1563648,0.00040602018844992926,0,0.0,0,0.0,0.007138766953630693,0.15504562482237816,0.7536615021526814
confirmation,polish_bankruptcy_2year,onehot_adam_mlp,binclass,mutually_disjoint_pack64,32,1563648,0.0006478313241058409,0,0.0,0,0.0,0.007197772693757543,0.15603264886885881,0.7538258694112301
confirmation,polish_bankruptcy_2year,onehot_adam_mlp,binclass,two_disjoint_pairs64,32,1563648,0.0006478313241058409,0,0.0,0,0.0,0.007197772693757543,0.15603264886885881,0.7538258694112301
confirmation,polish_bankruptcy_3year,onehot_linear,binclass,exact_quotient,32,1571,2.1284856425849654e-19,1,0.0006365372374283895,0,0.0,0.0021619759290479124,0.038018521619960666,0.5924031473696232
confirmation,polish_bankruptcy_3year,onehot_linear,binclass,disjoint_pair32,32,1608704,2.1284856425849654e-19,1024,0.0006365372374283895,0,0.0,0.001178036560304463,0.03728741453960538,0.5469488501548767
confirmation,polish_bankruptcy_3year,onehot_linear,binclass,independent_pair32,32,1608704,2.1284856425849654e-19,1024,0.0006365372374283895,0,0.0,0.001178036560304463,0.03728741453960538,0.5469488501548767
confirmation,polish_bankruptcy_3year,onehot_linear,binclass,mutually_disjoint_pack64,32,1608704,2.1284856425849654e-19,1024,0.0006365372374283895,0,0.0,0.001178036560304463,0.03728741453960538,0.5469488501548767
confirmation,polish_bankruptcy_3year,onehot_linear,binclass,two_disjoint_pairs64,32,1608704,2.1284856425849654e-19,1024,0.0006365372374283895,0,0.0,0.001178036560304463,0.03728741453960538,0.5469488501548767
confirmation,polish_bankruptcy_3year,ordinal_forest,binclass,exact_quotient,32,1571,0.0020572916764649563,0,0.0,0,0.0,0.003937772909048363,0.051957130432128906,0.6827754601836205
confirmation,polish_bankruptcy_3year,ordinal_forest,binclass,disjoint_pair32,32,1608704,0.0020572916764649563,0,0.0,0,0.0,0.003438740168348886,0.05046978371683508,0.6677601523697376
confirmation,polish_bankruptcy_3year,ordinal_forest,binclass,independent_pair32,32,1608704,0.0020572916764649563,0,0.0,0,0.0,0.003438740168348886,0.05046978371683508,0.6677601523697376
confirmation,polish_bankruptcy_3year,ordinal_forest,binclass,mutually_disjoint_pack64,32,1608704,0.0020572916764649563,0,0.0,0,0.0,0.003438740168348886,0.05046978371683508,0.6677601523697376
confirmation,polish_bankruptcy_3year,ordinal_forest,binclass,two_disjoint_pairs64,32,1608704,0.0020572916764649563,0,0.0,0,0.0,0.003438740168348886,0.05046978371683508,0.6677601523697376
confirmation,polish_bankruptcy_3year,native_histgb,binclass,exact_quotient,32,1571,0.00027883719303645194,0,0.0,0,0.0,0.0010552165253466229,0.017617724416777496,0.8343972116708755
confirmation,polish_bankruptcy_3year,native_histgb,binclass,disjoint_pair32,32,1608704,0.00027883719303645194,0,0.0,0,0.0,0.0005222854888415895,0.015628459863364697,0.8300458192825317
confirmation,polish_bankruptcy_3year,native_histgb,binclass,independent_pair32,32,1608704,0.00027883719303645194,0,0.0,0,0.0,0.0005222854888415895,0.015628459863364697,0.8300458192825317
confirmation,polish_bankruptcy_3year,native_histgb,binclass,mutually_disjoint_pack64,32,1608704,0.00027883719303645194,0,0.0,0,0.0,0.0005222854888415895,0.015628459863364697,0.8300458192825317
confirmation,polish_bankruptcy_3year,native_histgb,binclass,two_disjoint_pairs64,32,1608704,0.00027883719303645194,0,0.0,0,0.0,0.0005222854888415895,0.015628459863364697,0.8300458192825317
confirmation,polish_bankruptcy_3year,catboost_native,binclass,exact_quotient,32,1571,0.00357937763328664,0,0.0,0,0.0,0.006701013307610993,0.03669925470021554,0.7787331938743591
confirmation,polish_bankruptcy_3year,catboost_native,binclass,disjoint_pair32,32,1608704,0.00357937763328664,0,0.0,0,0.0,0.005558679404202849,0.03476115153171122,0.7775530442595482
confirmation,polish_bankruptcy_3year,catboost_native,binclass,independent_pair32,32,1608704,0.00357937763328664,0,0.0,0,0.0,0.005558679404202849,0.03476115153171122,0.7775530442595482
confirmation,polish_bankruptcy_3year,catboost_native,binclass,mutually_disjoint_pack64,32,1608704,0.00357937763328664,0,0.0,0,0.0,0.005558679404202849,0.03476115153171122,0.7775530442595482
confirmation,polish_bankruptcy_3year,catboost_native,binclass,two_disjoint_pairs64,32,1608704,0.00357937763328664,0,0.0,0,0.0,0.005558679404202849,0.03476115153171122,0.7775530442595482
confirmation,polish_bankruptcy_3year,onehot_adam_mlp,binclass,exact_quotient,32,1571,0.0021669455130677306,0,0.0,0,0.0,0.006313198852176356,0.14009146909229458,0.7560980431735516
confirmation,polish_bankruptcy_3year,onehot_adam_mlp,binclass,disjoint_pair32,32,1608704,0.0021669455130677306,0,0.0,0,0.0,0.003454622835306509,0.13914257544092834,0.7558252047747374
confirmation,polish_bankruptcy_3year,onehot_adam_mlp,binclass,independent_pair32,32,1608704,0.0017786957259886549,0,0.0,0,0.0,0.0034789736919265124,0.13794249146245421,0.7555433996021748
confirmation,polish_bankruptcy_3year,onehot_adam_mlp,binclass,mutually_disjoint_pack64,32,1608704,0.0021669455130677306,0,0.0,0,0.0,0.003454622835306509,0.13914257544092834,0.7558252047747374
confirmation,polish_bankruptcy_3year,onehot_adam_mlp,binclass,two_disjoint_pairs64,32,1608704,0.0021669455130677306,0,0.0,0,0.0,0.003454622835306509,0.13914257544092834,0.7558252047747374
confirmation,polish_bankruptcy_4year,onehot_linear,binclass,exact_quotient,32,1463,2.2074531301662323e-30,1,0.000683526999316473,0,0.0,7.674672948896955e-06,0.03229858973063529,0.10763203101232656
confirmation,polish_bankruptcy_4year,onehot_linear,binclass,disjoint_pair32,32,1498112,2.2074531301662323e-30,1024,0.000683526999316473,0,0.0,2.246253599791359e-09,0.029180315323174,0.10668614506721497
confirmation,polish_bankruptcy_4year,onehot_linear,binclass,independent_pair32,32,1498112,2.2074531301662323e-30,1024,0.000683526999316473,0,0.0,2.246253599791359e-09,0.029180315323174,0.10668614506721497
confirmation,polish_bankruptcy_4year,onehot_linear,binclass,mutually_disjoint_pack64,32,1498112,2.2074531301662323e-30,1024,0.000683526999316473,0,0.0,2.246253599791359e-09,0.029180315323174,0.10668614506721497
confirmation,polish_bankruptcy_4year,onehot_linear,binclass,two_disjoint_pairs64,32,1498112,2.2074531301662323e-30,1024,0.000683526999316473,0,0.0,2.246253599791359e-09,0.029180315323174,0.10668614506721497
confirmation,polish_bankruptcy_4year,ordinal_forest,binclass,exact_quotient,32,1463,0.02106936184281949,0,0.0,0,0.0,0.026911404260463314,0.09158457817742602,0.5483828859403731
confirmation,polish_bankruptcy_4year,ordinal_forest,binclass,disjoint_pair32,32,1498112,0.02106936184281949,0,0.0,0,0.0,0.02440455545729492,0.09044454980175942,0.5470223277807236
confirmation,polish_bankruptcy_4year,ordinal_forest,binclass,independent_pair32,32,1498112,0.02106936184281949,0,0.0,0,0.0,0.02440455545729492,0.09044454980175942,0.5470223277807236
confirmation,polish_bankruptcy_4year,ordinal_forest,binclass,mutually_disjoint_pack64,32,1498112,0.02106936184281949,0,0.0,0,0.0,0.02440455545729492,0.09044454980175942,0.5470223277807236
confirmation,polish_bankruptcy_4year,ordinal_forest,binclass,two_disjoint_pairs64,32,1498112,0.02106936184281949,0,0.0,0,0.0,0.02440455545729492,0.09044454980175942,0.5470223277807236
confirmation,polish_bankruptcy_4year,native_histgb,binclass,exact_quotient,32,1463,0.0008382635423913598,0,0.0,0,0.0,0.0029371596806449813,0.01709638120606542,0.8773103505373001
confirmation,polish_bankruptcy_4year,native_histgb,binclass,disjoint_pair32,32,1498112,0.0008382635423913598,0,0.0,0,0.0,0.0011107706814073026,0.016016971319913864,0.8767910599708557
confirmation,polish_bankruptcy_4year,native_histgb,binclass,independent_pair32,32,1498112,0.0008382635423913598,0,0.0,0,0.0,0.0011107706814073026,0.016016971319913864,0.8767910599708557
confirmation,polish_bankruptcy_4year,native_histgb,binclass,mutually_disjoint_pack64,32,1498112,0.0008382635423913598,0,0.0,0,0.0,0.0011107706814073026,0.016016971319913864,0.8767910599708557
confirmation,polish_bankruptcy_4year,native_histgb,binclass,two_disjoint_pairs64,32,1498112,0.0008382635423913598,0,0.0,0,0.0,0.0011107706814073026,0.016016971319913864,0.8767910599708557
confirmation,polish_bankruptcy_4year,catboost_native,binclass,exact_quotient,32,1463,0.007600867538712919,0,0.0,0,0.0,0.012354790273762774,0.0650469920411706,0.8491632148623467
confirmation,polish_bankruptcy_4year,catboost_native,binclass,disjoint_pair32,32,1498112,0.007600867538712919,0,0.0,0,0.0,0.010611062753014266,0.058276483323425055,0.8490927703678608
confirmation,polish_bankruptcy_4year,catboost_native,binclass,independent_pair32,32,1498112,0.007600867538712919,0,0.0,0,0.0,0.010611062753014266,0.058276483323425055,0.8490927703678608
confirmation,polish_bankruptcy_4year,catboost_native,binclass,mutually_disjoint_pack64,32,1498112,0.007600867538712919,0,0.0,0,0.0,0.010611062753014266,0.058276483323425055,0.8490927703678608
confirmation,polish_bankruptcy_4year,catboost_native,binclass,two_disjoint_pairs64,32,1498112,0.007600867538712919,0,0.0,0,0.0,0.010611062753014266,0.058276483323425055,0.8490927703678608
confirmation,polish_bankruptcy_4year,onehot_adam_mlp,binclass,exact_quotient,32,1463,3.58399598481876e-42,1,0.000683526999316473,0,0.0,0.00031973980849410775,0.08457170008216054,0.23286957972450184
confirmation,polish_bankruptcy_4year,onehot_adam_mlp,binclass,disjoint_pair32,32,1498112,3.58399598481876e-42,1024,0.000683526999316473,0,0.0,8.145371185335307e-09,0.08291471999837086,0.23248682753182948
confirmation,polish_bankruptcy_4year,onehot_adam_mlp,binclass,independent_pair32,32,1498112,0.0,1062,0.0007088922590567327,27,1.8022684552289814e-05,8.145335451397008e-09,0.08408560749376193,0.23492724704556167
confirmation,polish_bankruptcy_4year,onehot_adam_mlp,binclass,mutually_disjoint_pack64,32,1498112,3.58399598481876e-42,1024,0.000683526999316473,0,0.0,8.145371185335307e-09,0.08291471999837086,0.23248682753182948
confirmation,polish_bankruptcy_4year,onehot_adam_mlp,binclass,two_disjoint_pairs64,32,1498112,3.58399598481876e-42,1024,0.000683526999316473,0,0.0,8.145371185335307e-09,0.08291471999837086,0.23248682753182948
confirmation,polish_bankruptcy_5year,onehot_linear,binclass,exact_quotient,32,890,0.0,2,0.0022471910112359553,1,0.0011235955056179776,8.096439950498313e-13,0.03797494562808425,0.16172113092616205
confirmation,polish_bankruptcy_5year,onehot_linear,binclass,disjoint_pair32,32,911360,0.0,2048,0.0022471910112359553,1024,0.0011235955056179776,0.0,0.03556022234261036,0.15409442968666553
confirmation,polish_bankruptcy_5year,onehot_linear,binclass,independent_pair32,32,911360,0.0,2048,0.0022471910112359553,1024,0.0011235955056179776,0.0,0.03556022234261036,0.15409442968666553
confirmation,polish_bankruptcy_5year,onehot_linear,binclass,mutually_disjoint_pack64,32,911360,0.0,2048,0.0022471910112359553,1024,0.0011235955056179776,0.0,0.03556022234261036,0.15409442968666553
confirmation,polish_bankruptcy_5year,onehot_linear,binclass,two_disjoint_pairs64,32,911360,0.0,2048,0.0022471910112359553,1024,0.0011235955056179776,0.0,0.03556022234261036,0.15409442968666553
confirmation,polish_bankruptcy_5year,ordinal_forest,binclass,exact_quotient,32,890,0.01725677558715688,0,0.0,0,0.0,0.01960289819655736,0.0867689357092604,0.3709016680717469
confirmation,polish_bankruptcy_5year,ordinal_forest,binclass,disjoint_pair32,32,911360,0.01725677558715688,0,0.0,0,0.0,0.01725677558715688,0.07396453316323459,0.35679587721824646
confirmation,polish_bankruptcy_5year,ordinal_forest,binclass,independent_pair32,32,911360,0.01725677558715688,0,0.0,0,0.0,0.01725677558715688,0.07396453316323459,0.35679587721824646
confirmation,polish_bankruptcy_5year,ordinal_forest,binclass,mutually_disjoint_pack64,32,911360,0.01725677558715688,0,0.0,0,0.0,0.01725677558715688,0.07396453316323459,0.35679587721824646
confirmation,polish_bankruptcy_5year,ordinal_forest,binclass,two_disjoint_pairs64,32,911360,0.01725677558715688,0,0.0,0,0.0,0.01725677558715688,0.07396453316323459,0.35679587721824646
confirmation,polish_bankruptcy_5year,native_histgb,binclass,exact_quotient,32,890,0.000647494824079331,0,0.0,0,0.0,0.0007223836896373541,0.01016634142608382,0.7458631038665773
confirmation,polish_bankruptcy_5year,native_histgb,binclass,disjoint_pair32,32,911360,0.000647494824079331,0,0.0,0,0.0,0.000647494824079331,0.006585892755538225,0.7182253003120422
confirmation,polish_bankruptcy_5year,native_histgb,binclass,independent_pair32,32,911360,0.000647494824079331,0,0.0,0,0.0,0.000647494824079331,0.006585892755538225,0.7182253003120422
confirmation,polish_bankruptcy_5year,native_histgb,binclass,mutually_disjoint_pack64,32,911360,0.000647494824079331,0,0.0,0,0.0,0.000647494824079331,0.006585892755538225,0.7182253003120422
confirmation,polish_bankruptcy_5year,native_histgb,binclass,two_disjoint_pairs64,32,911360,0.000647494824079331,0,0.0,0,0.0,0.000647494824079331,0.006585892755538225,0.7182253003120422
confirmation,polish_bankruptcy_5year,catboost_native,binclass,exact_quotient,32,890,0.007916043163277209,0,0.0,0,0.0,0.016338160254294052,0.04424612065660768,0.6811567051336169
confirmation,polish_bankruptcy_5year,catboost_native,binclass,disjoint_pair32,32,911360,0.007916043163277209,0,0.0,0,0.0,0.007916043163277209,0.04002019949257374,0.6735411174595356
confirmation,polish_bankruptcy_5year,catboost_native,binclass,independent_pair32,32,911360,0.007916043163277209,0,0.0,0,0.0,0.007916043163277209,0.04002019949257374,0.6735411174595356
confirmation,polish_bankruptcy_5year,catboost_native,binclass,mutually_disjoint_pack64,32,911360,0.007916043163277209,0,0.0,0,0.0,0.007916043163277209,0.04002019949257374,0.6735411174595356
confirmation,polish_bankruptcy_5year,catboost_native,binclass,two_disjoint_pairs64,32,911360,0.007916043163277209,0,0.0,0,0.0,0.007916043163277209,0.04002019949257374,0.6735411174595356
confirmation,polish_bankruptcy_5year,onehot_adam_mlp,binclass,exact_quotient,32,890,0.0016926822047480528,0,0.0,0,0.0,0.022244951333980672,0.12056564640632132,0.23800324716139587
confirmation,polish_bankruptcy_5year,onehot_adam_mlp,binclass,disjoint_pair32,32,911360,0.0016926822047480528,0,0.0,0,0.0,0.0016926822047480528,0.12022815819364041,0.23597573162987828
confirmation,polish_bankruptcy_5year,onehot_adam_mlp,binclass,independent_pair32,32,911360,0.0008952600690008694,0,0.0,0,0.0,0.0021612889781781634,0.1194342952221632,0.23607213655486703
confirmation,polish_bankruptcy_5year,onehot_adam_mlp,binclass,mutually_disjoint_pack64,32,911360,0.0016926822047480528,0,0.0,0,0.0,0.0016926822047480528,0.12022815819364041,0.23597573162987828
confirmation,polish_bankruptcy_5year,onehot_adam_mlp,binclass,two_disjoint_pairs64,32,911360,0.0016926822047480528,0,0.0,0,0.0,0.0016926822047480528,0.12022815819364041,0.23597573162987828
menu_repeat,compustat_kor_direction,onehot_linear,binclass,exact_quotient,128,3000,0.20130483014509082,0,0.0,0,0.0,0.27074444223474714,0.3188102828618139,0.37702581309713423
menu_repeat,compustat_kor_direction,onehot_linear,binclass,disjoint_pair32,128,3072000,0.20130412001162767,0,0.0,0,0.0,0.27074354420976493,0.3188101962395026,0.3770256501622567
menu_repeat,compustat_kor_direction,onehot_linear,binclass,independent_pair32,128,3072000,0.20130412001162767,0,0.0,0,0.0,0.27074354420976493,0.31881018886342777,0.3770256501622567
menu_repeat,compustat_kor_direction,onehot_linear,binclass,mutually_disjoint_pack64,128,3072000,0.20130425924435258,0,0.0,0,0.0,0.27074398175256104,0.31881022544577853,0.37702571703121757
menu_repeat,compustat_kor_direction,onehot_linear,binclass,two_disjoint_pairs64,128,3072000,0.20130420103669167,0,0.0,0,0.0,0.27074369864027725,0.3188102126959725,0.37702570154797976
menu_repeat,compustat_kor_direction,ordinal_forest,binclass,exact_quotient,128,3000,0.10431770863942802,0,0.0,0,0.0,0.1298772142842645,0.24401772382901982,0.3239006856339984
menu_repeat,compustat_kor_direction,ordinal_forest,binclass,disjoint_pair32,128,3072000,0.0942863856907934,0,0.0,0,0.0,0.12720570100145415,0.24100735404063017,0.32282295813784
menu_repeat,compustat_kor_direction,ordinal_forest,binclass,independent_pair32,128,3072000,0.0942863856907934,0,0.0,0,0.0,0.12691981543460862,0.24070104626007377,0.3226632112171501
menu_repeat,compustat_kor_direction,ordinal_forest,binclass,mutually_disjoint_pack64,128,3072000,0.1001011251937598,0,0.0,0,0.0,0.12713813109637703,0.241698686927557,0.3229359743418172
menu_repeat,compustat_kor_direction,ordinal_forest,binclass,two_disjoint_pairs64,128,3072000,0.09925909270532429,0,0.0,0,0.0,0.1270416289299028,0.24150496924528853,0.3228444954846055
menu_repeat,compustat_kor_direction,native_histgb,binclass,exact_quotient,128,3000,0.3727981762494892,0,0.0,0,0.0,0.3803848851257935,0.40610889070434497,0.43001356420572845
menu_repeat,compustat_kor_direction,native_histgb,binclass,disjoint_pair32,128,3072000,0.36264610290527344,0,0.0,0,0.0,0.3795887194573879,0.40592844504863024,0.43010765365324916
menu_repeat,compustat_kor_direction,native_histgb,binclass,independent_pair32,128,3072000,0.36264610290527344,0,0.0,0,0.0,0.37959445640444756,0.40586111042648554,0.4301165363751352
menu_repeat,compustat_kor_direction,native_histgb,binclass,mutually_disjoint_pack64,128,3072000,0.3666391954757273,0,0.0,0,0.0,0.37907227872125804,0.4058392255520448,0.4300125813810155
menu_repeat,compustat_kor_direction,native_histgb,binclass,two_disjoint_pairs64,128,3072000,0.3661073879338801,0,0.0,0,0.0,0.37912090523168446,0.40581856993958354,0.4300215896219015
menu_repeat,compustat_kor_direction,catboost_native,binclass,exact_quotient,128,3000,0.3470130627974868,0,0.0,0,0.0,0.3780304320426658,0.4098775423131883,0.4358380015939474
menu_repeat,compustat_kor_direction,catboost_native,binclass,disjoint_pair32,128,3072000,0.32076940312981606,0,0.0,0,0.0,0.3707670336589217,0.4092226531356573,0.4360160166397691
menu_repeat,compustat_kor_direction,catboost_native,binclass,independent_pair32,128,3072000,0.32076940312981606,0,0.0,0,0.0,0.36922059673815966,0.40902197919785976,0.4360591908916831
menu_repeat,compustat_kor_direction,catboost_native,binclass,mutually_disjoint_pack64,128,3072000,0.33082095719873905,0,0.0,0,0.0,0.37088390020653605,0.4094927990157157,0.4358870917931199
menu_repeat,compustat_kor_direction,catboost_native,binclass,two_disjoint_pairs64,128,3072000,0.32921325601637363,0,0.0,0,0.0,0.3699371168734506,0.40933313526678833,0.43598460080102086
menu_repeat,compustat_kor_direction,onehot_adam_mlp,binclass,exact_quotient,128,3000,0.35239698574878275,0,0.0,0,0.0,0.3554299050550908,0.37462601643521337,0.40280867024557665
menu_repeat,compustat_kor_direction,onehot_adam_mlp,binclass,disjoint_pair32,128,3072000,0.337963854894042,0,0.0,0,0.0,0.35399046537140383,0.3741162251541391,0.4027700100559741
menu_repeat,compustat_kor_direction,onehot_adam_mlp,binclass,independent_pair32,128,3072000,0.3360198540613055,0,0.0,0,0.0,0.353983490572311,0.374102897355333,0.4027902879752219
menu_repeat,compustat_kor_direction,onehot_adam_mlp,binclass,mutually_disjoint_pack64,128,3072000,0.3448351148981601,0,0.0,0,0.0,0.354625709572807,0.3740568041452207,0.40271923432592305
menu_repeat,compustat_kor_direction,onehot_adam_mlp,binclass,two_disjoint_pairs64,128,3072000,0.3414475496392697,0,0.0,0,0.0,0.35438327126158403,0.3740628339257091,0.40272872778587043
menu_repeat,credit_card_default,onehot_linear,binclass,exact_quotient,32,3000,0.0038347465451806784,0,0.0,0,0.0,0.0069602651009336115,0.04989701554179192,0.1462852403521538
menu_repeat,credit_card_default,onehot_linear,binclass,disjoint_pair32,32,3072000,0.0038347465451806784,0,0.0,0,0.0,0.006960265100933695,0.04989701554179424,0.14628524035215618
menu_repeat,credit_card_default,onehot_linear,binclass,independent_pair32,32,3072000,0.0038347465451806784,0,0.0,0,0.0,0.006960265100933695,0.04989701554179424,0.14628524035215618
menu_repeat,credit_card_default,onehot_linear,binclass,mutually_disjoint_pack64,32,3072000,0.0038347465451806784,0,0.0,0,0.0,0.006960265100933695,0.04989701554179424,0.14628524035215618
menu_repeat,credit_card_default,onehot_linear,binclass,two_disjoint_pairs64,32,3072000,0.0038347465451806784,0,0.0,0,0.0,0.006960265100933695,0.04989701554179424,0.14628524035215618
menu_repeat,credit_card_default,ordinal_forest,binclass,exact_quotient,32,3000,0.01086970925098285,0,0.0,0,0.0,0.028050925015297254,0.07585309972288087,0.16655230703763665
menu_repeat,credit_card_default,ordinal_forest,binclass,disjoint_pair32,32,3072000,0.01086970925098285,0,0.0,0,0.0,0.028050925015297424,0.075853099722882,0.1665523070376407
menu_repeat,credit_card_default,ordinal_forest,binclass,independent_pair32,32,3072000,0.01086970925098285,0,0.0,0,0.0,0.028050925015297424,0.075853099722882,0.1665523070376407
menu_repeat,credit_card_default,ordinal_forest,binclass,mutually_disjoint_pack64,32,3072000,0.01086970925098285,0,0.0,0,0.0,0.028050925015297424,0.075853099722882,0.1665523070376407
menu_repeat,credit_card_default,ordinal_forest,binclass,two_disjoint_pairs64,32,3072000,0.01086970925098285,0,0.0,0,0.0,0.028050925015297424,0.075853099722882,0.1665523070376407
menu_repeat,credit_card_default,native_histgb,binclass,exact_quotient,32,3000,0.027519982308149338,0,0.0,0,0.0,0.040676889153895904,0.07971772465854883,0.15999202355742456
menu_repeat,credit_card_default,native_histgb,binclass,disjoint_pair32,32,3072000,0.027519982308149338,0,0.0,0,0.0,0.04067688915389768,0.07971772465855005,0.1599920235574293
menu_repeat,credit_card_default,native_histgb,binclass,independent_pair32,32,3072000,0.027519982308149338,0,0.0,0,0.0,0.04067688915389768,0.07971772465855005,0.1599920235574293
menu_repeat,credit_card_default,native_histgb,binclass,mutually_disjoint_pack64,32,3072000,0.027519982308149338,0,0.0,0,0.0,0.04067688915389768,0.07971772465855005,0.1599920235574293
menu_repeat,credit_card_default,native_histgb,binclass,two_disjoint_pairs64,32,3072000,0.027519982308149338,0,0.0,0,0.0,0.04067688915389768,0.07971772465855005,0.1599920235574293
menu_repeat,credit_card_default,catboost_native,binclass,exact_quotient,32,3000,0.01983377104625106,0,0.0,0,0.0,0.04238228715804871,0.0842806790350005,0.15264247517334298
menu_repeat,credit_card_default,catboost_native,binclass,disjoint_pair32,32,3072000,0.01983377104625106,0,0.0,0,0.0,0.0423822871580499,0.08428067903500057,0.15264247517334503
menu_repeat,credit_card_default,catboost_native,binclass,independent_pair32,32,3072000,0.018987561343237758,0,0.0,0,0.0,0.04068576258828453,0.08425202313810587,0.1523479106836021
menu_repeat,credit_card_default,catboost_native,binclass,mutually_disjoint_pack64,32,3072000,0.01983377104625106,0,0.0,0,0.0,0.0423822871580499,0.08428067903500057,0.15264247517334503
menu_repeat,credit_card_default,catboost_native,binclass,two_disjoint_pairs64,32,3072000,0.01983377104625106,0,0.0,0,0.0,0.0423822871580499,0.08428067903500057,0.15264247517334503
menu_repeat,credit_card_default,onehot_adam_mlp,binclass,exact_quotient,32,3000,0.003865029491862515,0,0.0,0,0.0,0.02543522705632495,0.07986422552494332,0.15588843966834248
menu_repeat,credit_card_default,onehot_adam_mlp,binclass,disjoint_pair32,32,3072000,0.003865029491862515,0,0.0,0,0.0,0.025435227056325223,0.07986422552494482,0.15588843966834642
menu_repeat,credit_card_default,onehot_adam_mlp,binclass,independent_pair32,32,3072000,0.0023609766485606087,0,0.0,0,0.0,0.02460424806457013,0.07992778575862758,0.15543371136300266
menu_repeat,credit_card_default,onehot_adam_mlp,binclass,mutually_disjoint_pack64,32,3072000,0.003865029491862515,0,0.0,0,0.0,0.025435227056325223,0.07986422552494482,0.15588843966834642
menu_repeat,credit_card_default,onehot_adam_mlp,binclass,two_disjoint_pairs64,32,3072000,0.003865029491862515,0,0.0,0,0.0,0.025435227056325223,0.07986422552494482,0.15588843966834642
