source_group,material_cells,strength3_residual,iid64_residual,four_strength2_residual,sixteen_strength1_residual,sixteen_seed_blocks_residual,beats_all
compustat_korea,1,1.4512072462254109e-05,4.540288505725246e-05,2.929187845057095e-05,3.7644850301359794e-05,3.59910630271326e-05,True
credit_card_default,1,4.616329562535937e-19,4.611979059596172e-05,1.762236083523666e-05,3.700880006101246e-05,4.170001817576285e-05,True
credit_card_fraud,3,6.956864678441813e-20,8.577622230459634e-07,1.7611193141337047e-07,4.77347488247838e-07,7.524932952981969e-07,True
heloc,2,2.5209818092656114e-19,4.632082172168995e-05,1.2003242285318148e-05,3.9060541809677495e-05,3.87947773984715e-05,True
kdd17_stock,4,2.3549473293664474e-05,0.00018824963178240274,9.695796529181942e-05,0.0001535669972081382,0.00015534539346244208,True
polish_bankruptcy,14,-5.733061203453384e-19,7.60854080553979e-05,1.1754445053970627e-05,5.4030390371981935e-05,5.4292959971962065e-05,True
