panel,dataset,task,model,method,product_cells,score_bias,score_rmse,prediction_residual,max_absolute_score_error,family,mean_pack_sampling_attempts
late_source_c_split,openml-adult-1590,binclass,onehot_linear,disjoint_pair_mean32,128.0,-4.431122135883925e-12,4.873202259927626e-10,2.6930262902764127e-15,1.422668705064467e-09,pair32,
late_source_c_split,openml-adult-1590,binclass,onehot_linear,independent_pair_mean32,128.0,4.680755782970891e-12,5.219828419647793e-10,3.1207024751382317e-15,1.422668705064467e-09,pair32,
late_source_c_split,openml-adult-1590,binclass,ordinal_forest,disjoint_pair_mean32,128.0,9.403253471429451e-06,5.329170080803224e-05,1.0916989223864974e-05,0.0001647137867435422,pair32,
late_source_c_split,openml-adult-1590,binclass,ordinal_forest,independent_pair_mean32,128.0,1.2113829522875097e-05,5.7290870320662335e-05,1.3131031241347722e-05,0.0001902310450040412,pair32,
late_source_c_split,openml-adult-1590,binclass,native_histgb,disjoint_pair_mean32,128.0,-5.863272617423476e-09,1.3954590540062977e-07,3.641521620794587e-10,3.995030715409076e-07,pair32,
late_source_c_split,openml-adult-1590,binclass,native_histgb,independent_pair_mean32,128.0,1.1157831103503213e-08,1.51651881031494e-07,4.296720860728721e-10,3.995030715409076e-07,pair32,
late_source_c_split,openml-adult-1590,binclass,catboost_native,disjoint_pair_mean32,128.0,2.9417136973020064e-06,4.029263204702843e-05,2.5915214591181824e-06,0.0001274878315176975,pair32,
late_source_c_split,openml-adult-1590,binclass,catboost_native,independent_pair_mean32,128.0,5.566586553790165e-06,4.610031649820919e-05,3.0171693886384977e-06,0.00013995188251961221,pair32,
late_source_c_split,openml-adult-1590,binclass,onehot_adam_mlp,disjoint_pair_mean32,128.0,4.591740402576372e-05,0.00013194069161742396,4.7308412391807296e-05,0.00041924622447481186,pair32,
late_source_c_split,openml-adult-1590,binclass,onehot_adam_mlp,independent_pair_mean32,128.0,5.2700139980155214e-05,0.00014753609206602516,5.549443124889321e-05,0.0004998341502601422,pair32,
late_source_c_split,openml-bank-marketing-1461,binclass,onehot_linear,disjoint_pair_mean32,128.0,1.7725265699652937e-12,3.31663864831283e-10,6.686582163432465e-16,1.0745787593080536e-09,pair32,
late_source_c_split,openml-bank-marketing-1461,binclass,onehot_linear,independent_pair_mean32,128.0,-2.702060797332706e-12,3.7029094076010285e-10,8.145473813345491e-16,1.0745787593080536e-09,pair32,
late_source_c_split,openml-bank-marketing-1461,binclass,ordinal_forest,disjoint_pair_mean32,128.0,9.309469464618969e-06,5.5935304424922105e-05,1.2114458565911054e-05,0.00018178174261399005,pair32,
late_source_c_split,openml-bank-marketing-1461,binclass,ordinal_forest,independent_pair_mean32,128.0,1.2817126657849176e-05,6.212474061505326e-05,1.4245831118717314e-05,0.00021976843853582784,pair32,
late_source_c_split,openml-bank-marketing-1461,binclass,native_histgb,disjoint_pair_mean32,128.0,-1.3877787807814457e-17,1.963095137338261e-17,0.0,0.0,pair32,
late_source_c_split,openml-bank-marketing-1461,binclass,native_histgb,independent_pair_mean32,128.0,-1.3877787807814457e-17,1.963095137338261e-17,0.0,0.0,pair32,
late_source_c_split,openml-bank-marketing-1461,binclass,catboost_native,disjoint_pair_mean32,128.0,2.413230087733309e-06,4.2286583035816364e-05,3.743143428809933e-06,0.0001208313950746831,pair32,
late_source_c_split,openml-bank-marketing-1461,binclass,catboost_native,independent_pair_mean32,128.0,4.525295630830595e-06,4.695408829871987e-05,4.467612119655427e-06,0.0001208313950746831,pair32,
late_source_c_split,openml-bank-marketing-1461,binclass,onehot_adam_mlp,disjoint_pair_mean32,128.0,9.663410286295249e-05,0.00020005126863650158,9.836581915994669e-05,0.0006789681425773131,pair32,
late_source_c_split,openml-bank-marketing-1461,binclass,onehot_adam_mlp,independent_pair_mean32,128.0,0.00010412658973180111,0.00022080118708195243,0.00011382747247466193,0.0007125361667329189,pair32,
