dataset,task,model,alternate_view,seed_a,seed_b,seed_c,target_parameters,maximum_alternate_parameter_relative_mismatch,transformed_t_parameters,heterobag_val_log_loss,heterobag_val_auc,heterobag_val_accuracy,heterobag_test_log_loss,heterobag_test_auc,heterobag_test_accuracy,ttt_val_log_loss,ttt_val_auc,ttt_val_accuracy,ttt_test_log_loss,ttt_test_auc,ttt_test_accuracy,alternate_homogeneous_val_log_loss,alternate_homogeneous_val_auc,alternate_homogeneous_val_accuracy,alternate_homogeneous_test_log_loss,alternate_homogeneous_test_auc,alternate_homogeneous_test_accuracy,transformed_t_placebo_val_log_loss,transformed_t_placebo_val_auc,transformed_t_placebo_val_accuracy,transformed_t_placebo_test_log_loss,transformed_t_placebo_test_auc,transformed_t_placebo_test_accuracy,same_representation_prediction_correlation,same_representation_error_correlation,same_representation_mean_absolute_disagreement,same_representation_mean_squared_disagreement,cross_representation_prediction_correlation,cross_representation_error_correlation,cross_representation_mean_absolute_disagreement,cross_representation_mean_squared_disagreement,coordinate_placebo_prediction_correlation,coordinate_placebo_error_correlation,coordinate_placebo_mean_absolute_disagreement,coordinate_placebo_mean_squared_disagreement,heterobag_relative_test_gain_vs_ttt_pct,alternate_homogeneous_relative_test_gain_vs_ttt_pct,transformed_t_placebo_relative_test_gain_vs_ttt_pct
openml-credit-g-31,classification,mlp,qple,20261537,20261638,20261739,62451,0.0,62451,0.43782405401842056,0.8475,0.8,0.5075855673196636,0.7760119047619047,0.71,0.44064288359561554,0.8458928571428572,0.8,0.5092013692530611,0.7733333333333333,0.705,0.4345222984285826,0.8501190476190477,0.795,0.5059822209305007,0.7813690476190476,0.705,0.44059249808711043,0.8460714285714286,0.8,0.5095411143734668,0.7720833333333333,0.7,0.9680588985616542,0.9877687309295393,0.04864543303847313,0.004548355471342802,0.9652131114992671,0.9867886916145208,0.050159212201833725,0.004890015348792076,0.9690933506897809,0.9880545928795584,0.04917098209261894,0.004476357251405716,0.3173208147039531,0.6321955353895733,-0.0667211718036136
openml-credit-g-31,classification,resnet,qple,20261537,20261638,20261739,179191,0.0,179191,0.4496589849048938,0.8357738095238095,0.8,0.5092904550962851,0.7872023809523809,0.715,0.44843628303369415,0.8375595238095238,0.8,0.5116904343925788,0.7875595238095238,0.72,0.44705927625110703,0.838452380952381,0.8,0.5059071306606098,0.789345238095238,0.725,0.45015904415320657,0.8379166666666666,0.795,0.51190890428643,0.7828571428571428,0.73,0.9163484073651176,0.9606833359949082,0.0867922380566597,0.014398084953427315,0.9255106782317751,0.9667935932835796,0.0795699805021286,0.012213461101055145,0.8864724136682399,0.9560505347330442,0.09374921023845673,0.01840677484869957,0.4690295411018652,1.1302348731287677,-0.042695715840488015
openml-credit-g-31,classification,ft_transformer,qple,20261537,20261638,20261739,11251,0.0,11251,0.4566734364637546,0.8475,0.795,0.5089880021350858,0.8066666666666666,0.72,0.45695707228197163,0.8438690476190476,0.795,0.5116354690680467,0.8060119047619048,0.73,0.4630386745428802,0.8286309523809523,0.805,0.49933119899592854,0.817202380952381,0.75,0.45772847831485464,0.8493452380952381,0.795,0.5062928153374812,0.8098214285714286,0.73,0.7866146193326501,0.9252592589189381,0.11919675767421722,0.028736867010593414,0.7438645719529746,0.9222001831089801,0.11091897636651993,0.03281576558947563,0.7932914936019677,0.9296218508987578,0.099528007209301,0.025965023785829544,0.5174517978167791,2.404889968737039,1.04423052223046
openml-spambase-44,classification,mlp,qple,20261537,20261638,20261739,182581,0.0,182581,0.15526926442223915,0.985559119982574,0.9402173913043478,0.16288366426754788,0.9841894013448266,0.9467969598262758,0.15659893682684098,0.9851630725360898,0.9434782608695652,0.1660630248477677,0.983747543864846,0.9446254071661238,0.15866862718290797,0.9851333689776034,0.9326086956521739,0.16699500561064595,0.9836413993305488,0.9478827361563518,0.15659734285950702,0.9851407948672251,0.9423913043478261,0.16573141925819265,0.9837253275669697,0.9446254071661238,0.9963761823559245,0.9818703122344267,0.013622622936964035,0.001623307354748249,0.9883939357349125,0.9414608324460308,0.02441178821027279,0.004970028530806303,0.997070479268714,0.9854507473560205,0.012237627059221268,0.001274253474548459,1.9145505648439038,-0.5612211169419679,0.19968658879905854
openml-spambase-44,classification,resnet,qple,20261537,20261638,20261739,298787,0.0,298787,0.14347615637695554,0.987217568664726,0.9478260869565217,0.15217722324602528,0.9864653376383581,0.9500542888165038,0.14492698897273204,0.986581417453811,0.9532608695652174,0.15650415072715235,0.985626055274149,0.9500542888165038,0.13749236763250333,0.9877695597932632,0.9510869565217391,0.14673845650652095,0.984327636087167,0.9533116178067318,0.15070206175878273,0.9860319016218143,0.9423913043478261,0.15741086459116846,0.9841153470185728,0.9522258414766558,0.9749565776094776,0.8716870008234756,0.03295840695500374,0.011645394377410412,0.9746886017552618,0.8706410861095637,0.0328393429517746,0.011310975067317486,0.9774417090658883,0.8936211758802355,0.03587314113974571,0.00949571467936039,2.764736565147452,6.23989470902711,-0.5793545153935676
openml-spambase-44,classification,ft_transformer,qple,20261537,20261638,20261739,34801,0.0,34801,0.1708307851779178,0.976162894314739,0.9467391304347826,0.17517890196829894,0.9766037698589017,0.9478827361563518,0.1810416601775418,0.9758510069506328,0.9445652173913044,0.17588059429558114,0.9770135371308392,0.9489685124864278,0.16486294215329395,0.9841927562922038,0.9445652173913044,0.17941888881716386,0.9814098956327695,0.9489685124864278,0.178325253205578,0.9754054535733381,0.95,0.17795267146938074,0.9744463204873763,0.9511400651465798,0.9733310306432201,0.8877134009732585,0.025159155949950218,0.010255732573568821,0.974312007552749,0.8876667800236225,0.026336675509810448,0.010095776058733463,0.9716908784443534,0.8821240057020111,0.03179303556680679,0.010842046700417995,0.3989594929972525,-2.011759475656727,-1.1781158587156597
openml-banknote-1462,classification,mlp,qple,20261537,20261638,20261739,26049,0.0,26049,0.02332257405627122,0.9998928533161898,0.9927272727272727,0.022150676525809047,0.9998928533161898,0.9927272727272727,0.025744454630482676,0.9998392799742849,0.9890909090909091,0.023819676680790828,0.9998928533161899,0.9927272727272727,0.02137965031305014,0.9998928533161899,0.9927272727272727,0.01956360981567535,0.9998928533161899,0.9927272727272727,0.025747796513978356,0.9998392799742848,0.9890909090909091,0.02121034657991635,0.9998928533161898,0.9963636363636363,0.9972022343302643,0.9111545925646831,0.008519718423485756,0.001321719610132277,0.9966693360275203,0.8713141575045484,0.009624151512980461,0.001590864616446197,0.9970225696788163,0.8830997709665195,0.009320005774497986,0.0014038264052942395,7.006812801652056,17.867861609338078,10.954515192805916
openml-banknote-1462,classification,resnet,qple,20261537,20261638,20261739,142145,0.0,142145,0.001868023883455093,1.0,1.0,0.0018025877541625913,1.0,1.0,0.0016098188254254034,1.0,1.0,0.0015840835648254863,1.0,1.0,0.00283304487948749,1.0,1.0,0.002771002210040807,1.0,1.0,0.001003148841439247,1.0,1.0,0.001107971892505739,1.0,1.0,0.99999981852849,0.99636223365861,0.0028355815447866917,8.18592707219068e-06,0.999993398798853,0.9589962762083767,0.0047090789303183556,2.5580877263564616e-05,0.9930167840309212,0.07447166565605326,0.0036477483808994293,0.003448702860623598,-13.793728701501738,-74.92777979462718,30.05596945084139
openml-banknote-1462,classification,ft_transformer,qple,20261537,20261638,20261739,7713,0.0,7713,0.0492816071900713,1.0,1.0,0.05108582545999938,1.0,1.0,0.049380080088879806,1.0,1.0,0.054218182245554726,1.0,0.9963636363636363,0.0573096460179772,1.0,1.0,0.05739134158989936,1.0,1.0,0.049140493401805437,1.0,1.0,0.05095624188329405,1.0,1.0,0.9933118817382842,0.8156634439150598,0.00575439864769578,0.0027426269371062517,0.9877091042400743,0.6276882435534094,0.008423887193202972,0.005055523943156004,0.9871193587030151,0.6003047810887414,0.008119257166981697,0.0052854148671031,5.777317969401609,-5.852574197293001,6.016321881628778
openml-qsar-biodeg-1494,classification,mlp,qple,20261537,20261638,20261739,117415,0.0,117415,0.2857872428405796,0.9428571428571428,0.8862559241706162,0.4339204170504122,0.8840040241448691,0.8151658767772512,0.29594225593377094,0.9401408450704225,0.8720379146919431,0.43171880715301025,0.8871227364185111,0.8151658767772512,0.2801601283809275,0.943661971830986,0.8815165876777251,0.4533510761615234,0.879476861167002,0.8009478672985783,0.2935556149789436,0.9402414486921529,0.8767772511848341,0.4301256509131604,0.8884305835010061,0.8151658767772512,0.9667933203168122,0.9590135774782498,0.06646805256605148,0.011433897539973259,0.9604271396496048,0.9573294767214704,0.06467364728450775,0.011717959307134151,0.9679730197158648,0.9604190997890494,0.06610716134309769,0.010810881853103638,-0.5099638609493393,-5.010731209781704,0.36902636935277144
openml-qsar-biodeg-1494,classification,resnet,qple,20261537,20261638,20261739,233453,0.0,233453,0.28991655930282223,0.9438631790744467,0.8625592417061612,0.41090676608620263,0.8794768611670021,0.8246445497630331,0.30148723289693785,0.9406941649899396,0.8436018957345972,0.4075955450559422,0.8763581488933602,0.8199052132701422,0.2976163241661615,0.9417505030181087,0.8720379146919431,0.43395946365932797,0.8766096579476861,0.8246445497630331,0.3029136561778598,0.9396378269617707,0.8388625592417062,0.397355289299121,0.881287726358149,0.8341232227488151,0.9352066982266479,0.932066048460276,0.08423823863267899,0.018359370529651642,0.9562326244931467,0.9524395848632317,0.06014726683497429,0.013357347808778286,0.975395553967729,0.9709840951858292,0.044015347957611084,0.007107454352080822,-0.8123791023785536,-6.468156711518361,2.5123571346727367
openml-qsar-biodeg-1494,classification,ft_transformer,qple,20261537,20261638,20261739,23321,0.0,23321,0.35100886476867066,0.9274647887323944,0.8672985781990521,0.404079028021316,0.877414486921529,0.8341232227488151,0.3676636521708676,0.9204225352112676,0.8530805687203792,0.40211443132512203,0.8764587525150906,0.8530805687203792,0.3533129316892367,0.9226358148893361,0.8625592417061612,0.39687507171062786,0.8755533199195171,0.8388625592417062,0.3536698566045701,0.9267102615694165,0.8578199052132701,0.4019735674986906,0.8781187122736419,0.8341232227488151,0.9493642643140211,0.9569458321539964,0.04762626066803932,0.010751387104392052,0.923722194816197,0.9245147216025508,0.06304088979959488,0.019412288442254066,0.9102079831379802,0.913859135364758,0.0625985786318779,0.022122735157608986,-0.48856657288321464,1.3029523952245303,0.0350307811553079
