source_group,material_cells,mean_cover_residual,mean_iid_residual,mean_seed_residual,beats_both
compustat_korea,1,0.0006023176048217566,0.0007264461609160393,0.0005758570084341216,False
credit_card_default,1,0.000592140800976199,0.0007379166495353875,0.0006672002908122057,True
credit_card_fraud,3,7.637559811965415e-06,1.3724195568735415e-05,1.203989272477115e-05,True
heloc,2,0.0006249686689548399,0.0007411331475470392,0.000620716438375544,False
kdd17_stock,5,0.0019656665323571406,0.0026577286944591957,0.0019884300044122304,True
polish_bankruptcy,15,0.0008131204093082369,0.0011443880624894024,0.0008173836873441104,True
