panel,dataset,task,model,method,product_cells,score_bias,score_rmse,prediction_residual,max_absolute_score_error,mean_pack_sampling_attempts
menu_repeat,compustat_kor_direction,binclass,onehot_adam_mlp,mutually_disjoint_pack64,128,7.426881854954992e-06,0.00010823043893453124,1.0385386423070339e-05,0.0003886595088635203,1.0
menu_repeat,compustat_kor_direction,binclass,onehot_adam_mlp,two_disjoint_pairs64,128,1.3151580575132549e-05,0.0001346713371401896,1.5487297841518944e-05,0.0003835031102685238,1.0
menu_repeat,compustat_kor_direction,binclass,onehot_adam_mlp,independent_four64,128,1.4267835227399495e-05,0.000145395942452411,1.819433643929314e-05,0.00043272052580717313,1.0
menu_repeat,credit_card_default,binclass,onehot_linear,mutually_disjoint_pack64,32,-5.551115123125783e-17,7.852380549353044e-17,0.0,0.0,1.0
menu_repeat,credit_card_default,binclass,onehot_linear,two_disjoint_pairs64,32,-5.551115123125783e-17,7.852380549353044e-17,0.0,0.0,1.0
menu_repeat,credit_card_default,binclass,onehot_linear,independent_four64,32,-5.551115123125783e-17,7.852380549353044e-17,0.0,0.0,1.0
menu_repeat,credit_card_default,binclass,ordinal_forest,mutually_disjoint_pack64,32,0.0,0.0,0.0,0.0,1.0
menu_repeat,credit_card_default,binclass,ordinal_forest,two_disjoint_pairs64,32,0.0,0.0,0.0,0.0,1.0
menu_repeat,credit_card_default,binclass,ordinal_forest,independent_four64,32,0.0,0.0,0.0,0.0,1.0
menu_repeat,credit_card_default,binclass,native_histgb,mutually_disjoint_pack64,32,0.0,0.0,0.0,0.0,1.0
menu_repeat,credit_card_default,binclass,native_histgb,two_disjoint_pairs64,32,0.0,0.0,0.0,0.0,1.0
menu_repeat,credit_card_default,binclass,native_histgb,independent_four64,32,-1.8040162585997166e-08,5.083716858938624e-07,4.602588738749611e-10,1.8080798950825816e-06,1.0
menu_repeat,credit_card_default,binclass,catboost_native,mutually_disjoint_pack64,32,5.551115123125783e-17,7.852380549353044e-17,0.0,0.0,1.0
menu_repeat,credit_card_default,binclass,catboost_native,two_disjoint_pairs64,32,5.551115123125783e-17,7.852380549353044e-17,0.0,0.0,1.0
menu_repeat,credit_card_default,binclass,catboost_native,independent_four64,32,2.7944931203505163e-06,3.589773761909361e-05,2.1890848225926835e-06,0.00013755595971592927,1.0
menu_repeat,credit_card_default,binclass,onehot_adam_mlp,mutually_disjoint_pack64,32,1.1102230246251565e-16,1.5704761098706087e-16,0.0,0.0,1.0
menu_repeat,credit_card_default,binclass,onehot_adam_mlp,two_disjoint_pairs64,32,1.1102230246251565e-16,1.5704761098706087e-16,0.0,0.0,1.0
menu_repeat,credit_card_default,binclass,onehot_adam_mlp,independent_four64,32,1.771362721036951e-05,0.00010646376962359816,1.7972304490984496e-05,0.00035198427114602193,1.0
menu_repeat,credit_card_fraud,binclass,onehot_linear,mutually_disjoint_pack64,32,-2.168404344971009e-19,3.0673361520910326e-19,0.0,0.0,1.0
menu_repeat,credit_card_fraud,binclass,onehot_linear,two_disjoint_pairs64,32,-2.168404344971009e-19,3.0673361520910326e-19,0.0,0.0,1.0
menu_repeat,credit_card_fraud,binclass,onehot_linear,independent_four64,32,-2.168404344971009e-19,3.0673361520910326e-19,0.0,0.0,1.0
menu_repeat,credit_card_fraud,binclass,ordinal_forest,mutually_disjoint_pack64,32,4.336808689942018e-19,6.134672304182065e-19,0.0,0.0,1.0
menu_repeat,credit_card_fraud,binclass,ordinal_forest,two_disjoint_pairs64,32,4.336808689942018e-19,6.134672304182065e-19,0.0,0.0,1.0
menu_repeat,credit_card_fraud,binclass,ordinal_forest,independent_four64,32,4.336808689942018e-19,6.134672304182065e-19,0.0,0.0,1.0
menu_repeat,credit_card_fraud,binclass,native_histgb,mutually_disjoint_pack64,32,-2.168404344971009e-19,3.0673361520910326e-19,0.0,0.0,1.0
menu_repeat,credit_card_fraud,binclass,native_histgb,two_disjoint_pairs64,32,-2.168404344971009e-19,3.0673361520910326e-19,0.0,0.0,1.0
menu_repeat,credit_card_fraud,binclass,native_histgb,independent_four64,32,1.7201578017024544e-08,1.1438239285456933e-06,4.1037580855836685e-09,2.8647135481959986e-06,1.0
menu_repeat,credit_card_fraud,binclass,catboost_native,mutually_disjoint_pack64,32,8.673617379884035e-19,1.226934460836413e-18,0.0,0.0,1.0
menu_repeat,credit_card_fraud,binclass,catboost_native,two_disjoint_pairs64,32,8.673617379884035e-19,1.226934460836413e-18,0.0,0.0,1.0
menu_repeat,credit_card_fraud,binclass,catboost_native,independent_four64,32,-9.462902455636274e-08,2.2056632685737374e-06,1.603378680260496e-08,7.133502569925442e-06,1.0
menu_repeat,credit_card_fraud,binclass,onehot_adam_mlp,mutually_disjoint_pack64,32,2.168404344971009e-19,3.0673361520910326e-19,6.112434707666845e-50,0.0,1.0
menu_repeat,credit_card_fraud,binclass,onehot_adam_mlp,two_disjoint_pairs64,32,2.168404344971009e-19,3.0673361520910326e-19,6.112434707666845e-50,0.0,1.0
menu_repeat,credit_card_fraud,binclass,onehot_adam_mlp,independent_four64,32,4.3965772039081946e-08,3.910866064168142e-06,1.371327928218141e-07,1.1660868787718125e-05,1.0
menu_repeat,heloc_credit_risk,binclass,onehot_linear,mutually_disjoint_pack64,32,-5.551115123125783e-17,7.852380549353044e-17,0.0,0.0,1.0
menu_repeat,heloc_credit_risk,binclass,onehot_linear,two_disjoint_pairs64,32,-5.551115123125783e-17,7.852380549353044e-17,0.0,0.0,1.0
menu_repeat,heloc_credit_risk,binclass,onehot_linear,independent_four64,32,-5.551115123125783e-17,7.852380549353044e-17,0.0,0.0,1.0
menu_repeat,heloc_credit_risk,binclass,ordinal_forest,mutually_disjoint_pack64,32,5.551115123125783e-17,7.852380549353044e-17,0.0,0.0,1.0
menu_repeat,heloc_credit_risk,binclass,ordinal_forest,two_disjoint_pairs64,32,5.551115123125783e-17,7.852380549353044e-17,0.0,0.0,1.0
menu_repeat,heloc_credit_risk,binclass,ordinal_forest,independent_four64,32,5.551115123125783e-17,7.852380549353044e-17,0.0,0.0,1.0
menu_repeat,heloc_credit_risk,binclass,native_histgb,mutually_disjoint_pack64,32,0.0,0.0,0.0,0.0,1.0
menu_repeat,heloc_credit_risk,binclass,native_histgb,two_disjoint_pairs64,32,0.0,0.0,0.0,0.0,1.0
menu_repeat,heloc_credit_risk,binclass,native_histgb,independent_four64,32,0.0,0.0,0.0,0.0,1.0
menu_repeat,heloc_credit_risk,binclass,catboost_native,mutually_disjoint_pack64,32,0.0,0.0,0.0,0.0,1.0
menu_repeat,heloc_credit_risk,binclass,catboost_native,two_disjoint_pairs64,32,0.0,0.0,0.0,0.0,1.0
menu_repeat,heloc_credit_risk,binclass,catboost_native,independent_four64,32,2.7155830215619403e-06,8.233375212397694e-05,5.156793767323559e-06,0.000279460586184499,1.0
menu_repeat,heloc_credit_risk,binclass,onehot_adam_mlp,mutually_disjoint_pack64,32,1.1102230246251565e-16,1.5704761098706087e-16,0.0,0.0,1.0
menu_repeat,heloc_credit_risk,binclass,onehot_adam_mlp,two_disjoint_pairs64,32,1.1102230246251565e-16,1.5704761098706087e-16,0.0,0.0,1.0
menu_repeat,heloc_credit_risk,binclass,onehot_adam_mlp,independent_four64,32,2.7224462355091017e-05,0.00010381835471967476,2.643758975772282e-05,0.00033965991479883995,1.0
menu_repeat,kdd17_stock_return,regression,onehot_linear,mutually_disjoint_pack64,64,5.551115123125783e-17,7.852380549353044e-17,0.0,0.0,1.0
menu_repeat,kdd17_stock_return,regression,onehot_linear,two_disjoint_pairs64,64,5.551115123125783e-17,7.852380549353044e-17,0.0,0.0,1.0
menu_repeat,kdd17_stock_return,regression,onehot_linear,independent_four64,64,5.551115123125783e-17,7.852380549353044e-17,0.0,0.0,1.0
menu_repeat,kdd17_stock_return,regression,ordinal_forest,mutually_disjoint_pack64,64,1.1102230246251565e-16,1.5704761098706087e-16,0.0,0.0,1.0
menu_repeat,kdd17_stock_return,regression,ordinal_forest,two_disjoint_pairs64,64,1.7173891699362454e-05,9.434610993449474e-05,1.9188937643227384e-05,0.00031182501570148347,1.0
menu_repeat,kdd17_stock_return,regression,ordinal_forest,independent_four64,64,2.856341142987162e-05,0.00011402358610075193,2.877106803746245e-05,0.00042062213075610977,1.0
menu_repeat,kdd17_stock_return,regression,native_histgb,mutually_disjoint_pack64,64,5.551115123125783e-17,7.852380549353044e-17,0.0,0.0,1.0
menu_repeat,kdd17_stock_return,regression,native_histgb,two_disjoint_pairs64,64,5.551115123125783e-17,7.852380549353044e-17,0.0,0.0,1.0
menu_repeat,kdd17_stock_return,regression,native_histgb,independent_four64,64,5.551115123125783e-17,7.852380549353044e-17,0.0,0.0,1.0
menu_repeat,kdd17_stock_return,regression,catboost_native,mutually_disjoint_pack64,64,1.1102230246251565e-16,1.5704761098706087e-16,0.0,0.0,1.0
menu_repeat,kdd17_stock_return,regression,catboost_native,two_disjoint_pairs64,64,1.1102230246251565e-16,1.5704761098706087e-16,0.0,0.0,1.0
menu_repeat,kdd17_stock_return,regression,catboost_native,independent_four64,64,1.1102230246251565e-16,1.5704761098706087e-16,0.0,0.0,1.0
menu_repeat,kdd17_stock_return,regression,onehot_adam_mlp,mutually_disjoint_pack64,64,-5.551115123125783e-17,7.852380549353044e-17,0.0,0.0,1.0
menu_repeat,kdd17_stock_return,regression,onehot_adam_mlp,two_disjoint_pairs64,64,5.85423564434806e-05,0.00031700308413022584,6.764490286613185e-05,0.0009738246838852938,1.0
menu_repeat,kdd17_stock_return,regression,onehot_adam_mlp,independent_four64,64,0.00010431336370880784,0.000416160018424494,0.00010058150911687884,0.0015240644953413152,1.0
menu_repeat,polish_bankruptcy_3year,binclass,onehot_linear,mutually_disjoint_pack64,32,2.7755575615628914e-17,3.926190274676522e-17,0.0,0.0,1.0
menu_repeat,polish_bankruptcy_3year,binclass,onehot_linear,two_disjoint_pairs64,32,2.7755575615628914e-17,3.926190274676522e-17,0.0,0.0,1.0
menu_repeat,polish_bankruptcy_3year,binclass,onehot_linear,independent_four64,32,2.7755575615628914e-17,3.926190274676522e-17,0.0,0.0,1.0
menu_repeat,polish_bankruptcy_3year,binclass,ordinal_forest,mutually_disjoint_pack64,32,-1.3877787807814457e-17,1.963095137338261e-17,0.0,0.0,1.0
menu_repeat,polish_bankruptcy_3year,binclass,ordinal_forest,two_disjoint_pairs64,32,-1.3877787807814457e-17,1.963095137338261e-17,0.0,0.0,1.0
menu_repeat,polish_bankruptcy_3year,binclass,ordinal_forest,independent_four64,32,-1.3877787807814457e-17,1.963095137338261e-17,0.0,0.0,1.0
menu_repeat,polish_bankruptcy_3year,binclass,native_histgb,mutually_disjoint_pack64,32,-6.938893903907228e-18,9.815475686691304e-18,0.0,0.0,1.0
menu_repeat,polish_bankruptcy_3year,binclass,native_histgb,two_disjoint_pairs64,32,-6.938893903907228e-18,9.815475686691304e-18,0.0,0.0,1.0
menu_repeat,polish_bankruptcy_3year,binclass,native_histgb,independent_four64,32,-6.938893903907228e-18,9.815475686691304e-18,0.0,0.0,1.0
menu_repeat,polish_bankruptcy_3year,binclass,catboost_native,mutually_disjoint_pack64,32,1.3877787807814457e-17,1.963095137338261e-17,0.0,0.0,1.0
menu_repeat,polish_bankruptcy_3year,binclass,catboost_native,two_disjoint_pairs64,32,1.3877787807814457e-17,1.963095137338261e-17,0.0,0.0,1.0
menu_repeat,polish_bankruptcy_3year,binclass,catboost_native,independent_four64,32,5.777295413594841e-07,1.2147798130625822e-05,2.7950699214640815e-07,2.4539169198520283e-05,1.0
menu_repeat,polish_bankruptcy_3year,binclass,onehot_adam_mlp,mutually_disjoint_pack64,32,-2.7755575615628914e-17,3.926190274676522e-17,1.881124551164918e-54,0.0,1.0
menu_repeat,polish_bankruptcy_3year,binclass,onehot_adam_mlp,two_disjoint_pairs64,32,-2.7755575615628914e-17,3.926190274676522e-17,1.881124551164918e-54,0.0,1.0
menu_repeat,polish_bankruptcy_3year,binclass,onehot_adam_mlp,independent_four64,32,8.99076336456639e-06,0.0002271469028684891,3.267033022529011e-06,0.0007468034202330054,1.0
subsample_repeat,compustat_kor_direction,binclass,onehot_linear,mutually_disjoint_pack64,128,-2.1350465839731214e-10,2.821655982065403e-09,3.603176293684608e-15,1.1596592464080402e-08,1.0
subsample_repeat,compustat_kor_direction,binclass,onehot_linear,two_disjoint_pairs64,128,-2.876480165170392e-10,3.619552704730787e-09,5.67697082017357e-15,1.1596559712501175e-08,1.0
subsample_repeat,compustat_kor_direction,binclass,onehot_linear,independent_four64,128,4.197098224523188e-11,3.754370721457658e-09,6.481447593513301e-15,1.025106877161619e-08,1.0
subsample_repeat,compustat_kor_direction,binclass,ordinal_forest,mutually_disjoint_pack64,128,7.566491561084021e-06,0.00014396773177073212,1.2992031467924348e-05,0.000538952085490263,1.0
subsample_repeat,compustat_kor_direction,binclass,ordinal_forest,two_disjoint_pairs64,128,1.3343091118778183e-05,0.00018248012260960186,2.096761608858382e-05,0.0006194415238305329,1.0
subsample_repeat,compustat_kor_direction,binclass,ordinal_forest,independent_four64,128,1.7309508916318883e-05,0.00020325194988147393,2.5002470759734873e-05,0.0005995172327277754,1.0
subsample_repeat,compustat_kor_direction,binclass,native_histgb,mutually_disjoint_pack64,128,1.3648463741966488e-06,3.7329685789534204e-05,1.2640286780838145e-06,0.00013855348483937657,1.0
subsample_repeat,compustat_kor_direction,binclass,native_histgb,two_disjoint_pairs64,128,1.320394115211787e-06,4.594141397017678e-05,1.960080973982294e-06,0.00016972699984191264,1.0
subsample_repeat,compustat_kor_direction,binclass,native_histgb,independent_four64,128,2.5470994940990366e-07,5.361777200009809e-05,2.3676894331708575e-06,0.00017860347892939554,1.0
subsample_repeat,compustat_kor_direction,binclass,catboost_native,mutually_disjoint_pack64,128,3.4551977534658107e-06,5.997247490860261e-05,3.5377807821678677e-06,0.0002212350520293671,1.0
subsample_repeat,compustat_kor_direction,binclass,catboost_native,two_disjoint_pairs64,128,5.363706019889669e-06,7.384344993419415e-05,5.685208064682335e-06,0.0002401276387289375,1.0
subsample_repeat,compustat_kor_direction,binclass,catboost_native,independent_four64,128,5.88179169130898e-06,7.923883779082798e-05,6.5343600999864155e-06,0.0002513528114126973,1.0
subsample_repeat,compustat_kor_direction,binclass,onehot_adam_mlp,mutually_disjoint_pack64,128,1.5154023976060582e-05,0.00012060317670555532,1.2328229835688778e-05,0.00041040944179998595,1.0
subsample_repeat,compustat_kor_direction,binclass,onehot_adam_mlp,two_disjoint_pairs64,128,2.7521923581519392e-05,0.0001541228973627827,1.8855064311399262e-05,0.0005292228326903015,1.0
subsample_repeat,compustat_kor_direction,binclass,onehot_adam_mlp,independent_four64,128,1.8882142465259655e-05,0.0001602149933823592,2.1949489245116058e-05,0.0006726468470707458,1.0
subsample_repeat,credit_card_default,binclass,onehot_linear,mutually_disjoint_pack64,32,0.0,0.0,0.0,0.0,1.0
subsample_repeat,credit_card_default,binclass,onehot_linear,two_disjoint_pairs64,32,0.0,0.0,0.0,0.0,1.0
subsample_repeat,credit_card_default,binclass,onehot_linear,independent_four64,32,0.0,0.0,0.0,0.0,1.0
subsample_repeat,credit_card_default,binclass,ordinal_forest,mutually_disjoint_pack64,32,-1.1102230246251565e-16,1.5704761098706087e-16,0.0,0.0,1.0
subsample_repeat,credit_card_default,binclass,ordinal_forest,two_disjoint_pairs64,32,-1.1102230246251565e-16,1.5704761098706087e-16,0.0,0.0,1.0
subsample_repeat,credit_card_default,binclass,ordinal_forest,independent_four64,32,-1.1102230246251565e-16,1.5704761098706087e-16,0.0,0.0,1.0
subsample_repeat,credit_card_default,binclass,native_histgb,mutually_disjoint_pack64,32,0.0,0.0,0.0,0.0,1.0
subsample_repeat,credit_card_default,binclass,native_histgb,two_disjoint_pairs64,32,0.0,0.0,0.0,0.0,1.0
subsample_repeat,credit_card_default,binclass,native_histgb,independent_four64,32,-8.854884714359912e-09,5.350389392117678e-07,6.681760891759973e-10,1.429510508910159e-06,1.0
subsample_repeat,credit_card_default,binclass,catboost_native,mutually_disjoint_pack64,32,-5.551115123125783e-17,7.852380549353044e-17,0.0,0.0,1.0
subsample_repeat,credit_card_default,binclass,catboost_native,two_disjoint_pairs64,32,-5.551115123125783e-17,7.852380549353044e-17,0.0,0.0,1.0
subsample_repeat,credit_card_default,binclass,catboost_native,independent_four64,32,3.1039442172642318e-06,3.6563284101936125e-05,1.12790192216817e-06,0.0001138133978811906,1.0
subsample_repeat,credit_card_default,binclass,onehot_adam_mlp,mutually_disjoint_pack64,32,0.0,0.0,0.0,0.0,1.0
subsample_repeat,credit_card_default,binclass,onehot_adam_mlp,two_disjoint_pairs64,32,0.0,0.0,0.0,0.0,1.0
subsample_repeat,credit_card_default,binclass,onehot_adam_mlp,independent_four64,32,1.2064926333599235e-05,0.00017954934541710557,1.8245715852497057e-05,0.0008120646384149333,1.0
subsample_repeat,credit_card_fraud,binclass,onehot_linear,mutually_disjoint_pack64,32,-6.505213034913027e-19,9.202008456273099e-19,0.0,0.0,1.0
subsample_repeat,credit_card_fraud,binclass,onehot_linear,two_disjoint_pairs64,32,-6.505213034913027e-19,9.202008456273099e-19,0.0,0.0,1.0
subsample_repeat,credit_card_fraud,binclass,onehot_linear,independent_four64,32,-6.505213034913027e-19,9.202008456273099e-19,0.0,0.0,1.0
subsample_repeat,credit_card_fraud,binclass,ordinal_forest,mutually_disjoint_pack64,32,0.0,0.0,0.0,0.0,1.0
subsample_repeat,credit_card_fraud,binclass,ordinal_forest,two_disjoint_pairs64,32,0.0,0.0,0.0,0.0,1.0
subsample_repeat,credit_card_fraud,binclass,ordinal_forest,independent_four64,32,0.0,0.0,0.0,0.0,1.0
subsample_repeat,credit_card_fraud,binclass,native_histgb,mutually_disjoint_pack64,32,2.168404344971009e-19,3.0673361520910326e-19,0.0,0.0,1.0
subsample_repeat,credit_card_fraud,binclass,native_histgb,two_disjoint_pairs64,32,2.168404344971009e-19,3.0673361520910326e-19,0.0,0.0,1.0
subsample_repeat,credit_card_fraud,binclass,native_histgb,independent_four64,32,1.562479501815081e-08,3.880879270129469e-06,3.189786180157942e-08,1.260087471352425e-05,1.0
subsample_repeat,credit_card_fraud,binclass,catboost_native,mutually_disjoint_pack64,32,-1.0842021724855044e-19,1.5336680760455163e-19,0.0,0.0,1.0
subsample_repeat,credit_card_fraud,binclass,catboost_native,two_disjoint_pairs64,32,-1.0842021724855044e-19,1.5336680760455163e-19,0.0,0.0,1.0
subsample_repeat,credit_card_fraud,binclass,catboost_native,independent_four64,32,-1.0555915915628697e-07,1.9923291214064768e-06,1.885575432814221e-08,5.915939140918678e-06,1.0
subsample_repeat,credit_card_fraud,binclass,onehot_adam_mlp,mutually_disjoint_pack64,32,2.168404344971009e-19,3.0673361520910326e-19,1.858608380992117e-61,0.0,1.0
subsample_repeat,credit_card_fraud,binclass,onehot_adam_mlp,two_disjoint_pairs64,32,2.168404344971009e-19,3.0673361520910326e-19,1.858608380992117e-61,0.0,1.0
subsample_repeat,credit_card_fraud,binclass,onehot_adam_mlp,independent_four64,32,7.283415452703345e-07,2.1002435973282147e-05,5.00701142778169e-07,7.062758667044484e-05,1.0
subsample_repeat,heloc_credit_risk,binclass,onehot_linear,mutually_disjoint_pack64,32,-1.1102230246251565e-16,1.5704761098706087e-16,0.0,0.0,1.0
subsample_repeat,heloc_credit_risk,binclass,onehot_linear,two_disjoint_pairs64,32,-1.1102230246251565e-16,1.5704761098706087e-16,0.0,0.0,1.0
subsample_repeat,heloc_credit_risk,binclass,onehot_linear,independent_four64,32,-1.1102230246251565e-16,1.5704761098706087e-16,0.0,0.0,1.0
subsample_repeat,heloc_credit_risk,binclass,ordinal_forest,mutually_disjoint_pack64,32,1.1102230246251565e-16,1.5704761098706087e-16,0.0,0.0,1.0
subsample_repeat,heloc_credit_risk,binclass,ordinal_forest,two_disjoint_pairs64,32,1.1102230246251565e-16,1.5704761098706087e-16,0.0,0.0,1.0
subsample_repeat,heloc_credit_risk,binclass,ordinal_forest,independent_four64,32,1.1102230246251565e-16,1.5704761098706087e-16,0.0,0.0,1.0
subsample_repeat,heloc_credit_risk,binclass,native_histgb,mutually_disjoint_pack64,32,-1.1102230246251565e-16,1.5704761098706087e-16,0.0,0.0,1.0
subsample_repeat,heloc_credit_risk,binclass,native_histgb,two_disjoint_pairs64,32,-1.1102230246251565e-16,1.5704761098706087e-16,0.0,0.0,1.0
subsample_repeat,heloc_credit_risk,binclass,native_histgb,independent_four64,32,-1.1102230246251565e-16,1.5704761098706087e-16,0.0,0.0,1.0
subsample_repeat,heloc_credit_risk,binclass,catboost_native,mutually_disjoint_pack64,32,1.1102230246251565e-16,1.5704761098706087e-16,0.0,0.0,1.0
subsample_repeat,heloc_credit_risk,binclass,catboost_native,two_disjoint_pairs64,32,1.1102230246251565e-16,1.5704761098706087e-16,0.0,0.0,1.0
subsample_repeat,heloc_credit_risk,binclass,catboost_native,independent_four64,32,-1.946490604975981e-06,9.940853558215376e-05,2.286552231458312e-06,0.00027607496931936204,1.0
subsample_repeat,heloc_credit_risk,binclass,onehot_adam_mlp,mutually_disjoint_pack64,32,-1.1102230246251565e-16,1.5704761098706087e-16,0.0,0.0,1.0
subsample_repeat,heloc_credit_risk,binclass,onehot_adam_mlp,two_disjoint_pairs64,32,-1.1102230246251565e-16,1.5704761098706087e-16,0.0,0.0,1.0
subsample_repeat,heloc_credit_risk,binclass,onehot_adam_mlp,independent_four64,32,2.3340881565470095e-05,0.00017192375368543255,2.2298237179899326e-05,0.0005234093449449917,1.0
subsample_repeat,kdd17_stock_return,regression,onehot_linear,mutually_disjoint_pack64,64,0.0,0.0,0.0,0.0,1.0
subsample_repeat,kdd17_stock_return,regression,onehot_linear,two_disjoint_pairs64,64,0.0,0.0,0.0,0.0,1.0
subsample_repeat,kdd17_stock_return,regression,onehot_linear,independent_four64,64,0.0,0.0,0.0,0.0,1.0
subsample_repeat,kdd17_stock_return,regression,ordinal_forest,mutually_disjoint_pack64,64,1.1102230246251565e-16,1.5704761098706087e-16,0.0,0.0,1.0
subsample_repeat,kdd17_stock_return,regression,ordinal_forest,two_disjoint_pairs64,64,2.117811406260328e-05,0.00014383775256279855,1.948907157536335e-05,0.0005007333729139529,1.0
subsample_repeat,kdd17_stock_return,regression,ordinal_forest,independent_four64,64,2.983635392744821e-05,0.00017547106988071307,2.911601648672393e-05,0.000585838325328103,1.0
subsample_repeat,kdd17_stock_return,regression,native_histgb,mutually_disjoint_pack64,64,5.551115123125783e-17,7.852380549353044e-17,0.0,0.0,1.0
subsample_repeat,kdd17_stock_return,regression,native_histgb,two_disjoint_pairs64,64,5.551115123125783e-17,7.852380549353044e-17,0.0,0.0,1.0
subsample_repeat,kdd17_stock_return,regression,native_histgb,independent_four64,64,5.551115123125783e-17,7.852380549353044e-17,0.0,0.0,1.0
subsample_repeat,kdd17_stock_return,regression,catboost_native,mutually_disjoint_pack64,64,0.0,0.0,0.0,0.0,1.0
subsample_repeat,kdd17_stock_return,regression,catboost_native,two_disjoint_pairs64,64,0.0,0.0,0.0,0.0,1.0
subsample_repeat,kdd17_stock_return,regression,catboost_native,independent_four64,64,0.0,0.0,0.0,0.0,1.0
subsample_repeat,kdd17_stock_return,regression,onehot_adam_mlp,mutually_disjoint_pack64,64,-1.1102230246251565e-16,1.5704761098706087e-16,0.0,0.0,1.0
subsample_repeat,kdd17_stock_return,regression,onehot_adam_mlp,two_disjoint_pairs64,64,0.00010010942377974841,0.0007065794449696255,0.0001046549375207584,0.0025635040140921106,1.0
subsample_repeat,kdd17_stock_return,regression,onehot_adam_mlp,independent_four64,64,0.000130494929482583,0.0008782251666141805,0.00015665734669833003,0.00285542502172742,1.0
subsample_repeat,polish_bankruptcy_3year,binclass,onehot_linear,mutually_disjoint_pack64,32,2.7755575615628914e-17,3.926190274676522e-17,0.0,0.0,1.0
subsample_repeat,polish_bankruptcy_3year,binclass,onehot_linear,two_disjoint_pairs64,32,2.7755575615628914e-17,3.926190274676522e-17,0.0,0.0,1.0
subsample_repeat,polish_bankruptcy_3year,binclass,onehot_linear,independent_four64,32,2.7755575615628914e-17,3.926190274676522e-17,0.0,0.0,1.0
subsample_repeat,polish_bankruptcy_3year,binclass,ordinal_forest,mutually_disjoint_pack64,32,1.3877787807814457e-17,1.963095137338261e-17,0.0,0.0,1.0
subsample_repeat,polish_bankruptcy_3year,binclass,ordinal_forest,two_disjoint_pairs64,32,1.3877787807814457e-17,1.963095137338261e-17,0.0,0.0,1.0
subsample_repeat,polish_bankruptcy_3year,binclass,ordinal_forest,independent_four64,32,1.3877787807814457e-17,1.963095137338261e-17,0.0,0.0,1.0
subsample_repeat,polish_bankruptcy_3year,binclass,native_histgb,mutually_disjoint_pack64,32,-6.938893903907228e-18,9.815475686691304e-18,0.0,0.0,1.0
subsample_repeat,polish_bankruptcy_3year,binclass,native_histgb,two_disjoint_pairs64,32,-6.938893903907228e-18,9.815475686691304e-18,0.0,0.0,1.0
subsample_repeat,polish_bankruptcy_3year,binclass,native_histgb,independent_four64,32,-6.938893903907228e-18,9.815475686691304e-18,0.0,0.0,1.0
subsample_repeat,polish_bankruptcy_3year,binclass,catboost_native,mutually_disjoint_pack64,32,-1.3877787807814457e-17,1.963095137338261e-17,0.0,0.0,1.0
subsample_repeat,polish_bankruptcy_3year,binclass,catboost_native,two_disjoint_pairs64,32,-1.3877787807814457e-17,1.963095137338261e-17,0.0,0.0,1.0
subsample_repeat,polish_bankruptcy_3year,binclass,catboost_native,independent_four64,32,-1.3877787807814457e-17,1.963095137338261e-17,0.0,0.0,1.0
subsample_repeat,polish_bankruptcy_3year,binclass,onehot_adam_mlp,mutually_disjoint_pack64,32,0.0,0.0,4.3220446006348407e-60,0.0,1.0
subsample_repeat,polish_bankruptcy_3year,binclass,onehot_adam_mlp,two_disjoint_pairs64,32,0.0,0.0,4.3220446006348407e-60,0.0,1.0
subsample_repeat,polish_bankruptcy_3year,binclass,onehot_adam_mlp,independent_four64,32,1.0964802377472216e-05,0.00021194010792428754,3.2683399254543743e-06,0.0006748303227775837,1.0
openml_external,openml-breast-w-15,binclass,onehot_linear,mutually_disjoint_pack64,32,0.0,0.0,0.0,0.0,1.0
openml_external,openml-breast-w-15,binclass,onehot_linear,two_disjoint_pairs64,32,0.0,0.0,0.0,0.0,1.0
openml_external,openml-breast-w-15,binclass,onehot_linear,independent_four64,32,0.0,0.0,0.0,0.0,1.0
openml_external,openml-breast-w-15,binclass,ordinal_forest,mutually_disjoint_pack64,32,2.0816681711721685e-17,2.9446427060073916e-17,0.0,0.0,1.0
openml_external,openml-breast-w-15,binclass,ordinal_forest,two_disjoint_pairs64,32,2.0816681711721685e-17,2.9446427060073916e-17,0.0,0.0,1.0
openml_external,openml-breast-w-15,binclass,ordinal_forest,independent_four64,32,2.0816681711721685e-17,2.9446427060073916e-17,0.0,0.0,1.0
openml_external,openml-breast-w-15,binclass,native_histgb,mutually_disjoint_pack64,32,-1.3877787807814457e-17,1.963095137338261e-17,0.0,0.0,1.0
openml_external,openml-breast-w-15,binclass,native_histgb,two_disjoint_pairs64,32,-1.3877787807814457e-17,1.963095137338261e-17,0.0,0.0,1.0
openml_external,openml-breast-w-15,binclass,native_histgb,independent_four64,32,-1.3877787807814457e-17,1.963095137338261e-17,0.0,0.0,1.0
openml_external,openml-breast-w-15,binclass,onehot_adam_mlp,mutually_disjoint_pack64,32,5.551115123125783e-17,7.852380549353044e-17,0.0,0.0,1.0
openml_external,openml-breast-w-15,binclass,onehot_adam_mlp,two_disjoint_pairs64,32,5.551115123125783e-17,7.852380549353044e-17,0.0,0.0,1.0
openml_external,openml-breast-w-15,binclass,onehot_adam_mlp,independent_four64,32,5.9178115595526215e-05,0.002963387177891334,5.259961364834285e-05,0.009488459146425154,1.0
