dataset,split_seed,method,validation_winner,test_winner,winner_agreement,pairwise_accuracy,spearman,validation_regret,selected_test_regret,exact_validation_test_winner_agreement
australian_credit_approval,2026082821,iid16,mlp,tabm,1.0,0.94140625,0.9296875,0.0,0.013828146217095244,False
australian_credit_approval,2026082821,iid64,mlp,tabm,1.0,0.9700520833333334,0.9640625,0.0,0.013828146217095244,False
australian_credit_approval,2026082821,srswor16,mlp,tabm,1.0,0.9420572916666666,0.9304687500000001,0.0,0.013828146217095244,False
australian_credit_approval,2026082821,strength1_4,mlp,tabm,1.0,0.9189453125,0.9027343750000001,0.0,0.013828146217095244,False
australian_credit_approval,2026082821,strength1_16,mlp,tabm,1.0,0.9358723958333334,0.923046875,0.0,0.013828146217095244,False
australian_credit_approval,2026082821,strength2_16,mlp,tabm,1.0,0.953125,0.9437500000000001,0.0,0.013828146217095244,False
australian_credit_approval,2026082821,strength3_64,mlp,tabm,1.0,0.9905598958333334,0.988671875,0.0,0.013828146217095244,False
australian_credit_approval,2026082821,lhs16,mlp,tabm,1.0,0.9384765625,0.9261718750000001,0.0,0.013828146217095244,False
australian_credit_approval,2026082821,sobol16,mlp,tabm,1.0,0.951171875,0.9414062500000001,0.0,0.013828146217095244,False
australian_credit_approval,2026082821,seed_only16,mlp,tabm,1.0,0.9280598958333334,0.9136718750000001,0.0,0.013828146217095244,False
australian_credit_approval,2026082821,schema_only16,mlp,tabm,1.0,0.986328125,0.98359375,0.0,0.013828146217095244,False
bank_marketing_subscription,2026082801,iid4,tabm,mlp,0.869140625,0.9586588541666666,0.950390625,0.0001364642565956353,0.0012960261866063697,False
bank_marketing_subscription,2026082801,iid16,tabm,mlp,0.9921875,0.9986979166666666,0.9984375000000001,8.147119796754346e-06,0.0014795085456090692,False
bank_marketing_subscription,2026082801,iid64,tabm,mlp,1.0,1.0,1.0,0.0,0.0014911582191965422,False
bank_marketing_subscription,2026082801,srswor16,tabm,mlp,0.994140625,0.9986979166666666,0.9984375,6.1103398475657596e-06,0.0014824209640059375,False
bank_marketing_subscription,2026082801,strength1_4,tabm,mlp,0.896484375,0.9625651041666666,0.955078125,0.00010794933730699509,0.0013368000441625252,False
bank_marketing_subscription,2026082801,strength1_16,tabm,mlp,0.994140625,0.9990234375,0.998828125,6.1103398475657596e-06,0.0014824209640059375,False
bank_marketing_subscription,2026082801,strength2_16,tabm,mlp,1.0,1.0,1.0,0.0,0.0014911582191965422,False
bank_marketing_subscription,2026082801,strength3_64,tabm,mlp,1.0,1.0,1.0,0.0,0.0014911582191965422,False
bank_marketing_subscription,2026082801,lhs16,tabm,mlp,0.994140625,0.9986979166666666,0.9984375,6.1103398475657596e-06,0.0014824209640059375,False
bank_marketing_subscription,2026082801,sobol16,tabm,mlp,0.919921875,0.9866536458333334,0.983984375,8.350797791673205e-05,0.0013717490649249441,False
bank_marketing_subscription,2026082801,seed_only16,tabm,mlp,0.9765625,0.99609375,0.9953125,2.4441359390263038e-05,0.0014562091984341233,False
bank_marketing_subscription,2026082801,schema_only16,tabm,mlp,0.9765625,0.99609375,0.9953125,2.4441359390263038e-05,0.0014562091984341233,False
bank_marketing_subscription,2026082811,iid4,mlp,mlp,1.0,0.9856770833333334,0.9828125000000001,0.0,0.0,True
bank_marketing_subscription,2026082811,iid16,mlp,mlp,1.0,0.9996744791666666,0.999609375,0.0,0.0,True
bank_marketing_subscription,2026082811,iid64,mlp,mlp,1.0,1.0,1.0,0.0,0.0,True
bank_marketing_subscription,2026082811,srswor16,mlp,mlp,1.0,1.0,1.0,0.0,0.0,True
bank_marketing_subscription,2026082811,strength1_4,mlp,mlp,1.0,0.9886067708333334,0.986328125,0.0,0.0,True
bank_marketing_subscription,2026082811,strength1_16,mlp,mlp,1.0,1.0,1.0,0.0,0.0,True
bank_marketing_subscription,2026082811,strength2_16,mlp,mlp,1.0,1.0,1.0,0.0,0.0,True
bank_marketing_subscription,2026082811,strength3_64,mlp,mlp,1.0,1.0,1.0,0.0,0.0,True
bank_marketing_subscription,2026082811,lhs16,mlp,mlp,1.0,1.0,1.0,0.0,0.0,True
bank_marketing_subscription,2026082811,sobol16,mlp,mlp,1.0,1.0,1.0,0.0,0.0,True
bank_marketing_subscription,2026082811,seed_only16,mlp,mlp,1.0,1.0,1.0,0.0,0.0,True
bank_marketing_subscription,2026082811,schema_only16,mlp,mlp,1.0,1.0,1.0,0.0,0.0,True
bank_marketing_subscription,2026082821,iid4,tabm,tabm,1.0,0.9436848958333334,0.9324218750000002,0.0,0.0,True
bank_marketing_subscription,2026082821,iid16,tabm,tabm,1.0,0.9918619791666666,0.990234375,0.0,0.0,True
bank_marketing_subscription,2026082821,iid64,tabm,tabm,1.0,1.0,1.0,0.0,0.0,True
bank_marketing_subscription,2026082821,srswor16,tabm,tabm,1.0,0.9970703125,0.9964843749999999,0.0,0.0,True
bank_marketing_subscription,2026082821,strength1_4,tabm,tabm,0.998046875,0.931640625,0.9179687500000001,4.853889875796344e-06,4.7506459817511434e-07,True
bank_marketing_subscription,2026082821,strength1_16,tabm,tabm,1.0,0.9889322916666666,0.9867187500000001,0.0,0.0,True
bank_marketing_subscription,2026082821,strength2_16,tabm,tabm,1.0,0.9977213541666666,0.9972656249999999,0.0,0.0,True
bank_marketing_subscription,2026082821,strength3_64,tabm,tabm,1.0,1.0,1.0,0.0,0.0,True
bank_marketing_subscription,2026082821,lhs16,tabm,tabm,1.0,0.9938151041666666,0.992578125,0.0,0.0,True
bank_marketing_subscription,2026082821,sobol16,tabm,tabm,1.0,1.0,1.0,0.0,0.0,True
bank_marketing_subscription,2026082821,seed_only16,tabm,tabm,1.0,0.9925130208333334,0.9910156250000001,0.0,0.0,True
bank_marketing_subscription,2026082821,schema_only16,tabm,tabm,1.0,1.0,1.0,0.0,0.0,True
credit_card_default,2026082801,iid4,tabm,tabm,0.994140625,0.9417317708333334,0.9300781250000001,1.2320158796970708e-05,1.6271086474984502e-05,True
credit_card_default,2026082801,iid16,tabm,tabm,1.0,0.9915364583333334,0.98984375,0.0,0.0,True
credit_card_default,2026082801,iid64,tabm,tabm,1.0,1.0,1.0,0.0,0.0,True
credit_card_default,2026082801,srswor16,tabm,tabm,1.0,0.9990234375,0.998828125,0.0,0.0,True
credit_card_default,2026082801,strength1_4,tabm,tabm,1.0,0.9052734375,0.8863281250000001,0.0,0.0,True
credit_card_default,2026082801,strength1_16,tabm,tabm,1.0,0.9791666666666666,0.9750000000000001,0.0,0.0,True
credit_card_default,2026082801,strength2_16,tabm,tabm,1.0,1.0,1.0,0.0,0.0,True
credit_card_default,2026082801,strength3_64,tabm,tabm,1.0,1.0,1.0,0.0,0.0,True
credit_card_default,2026082801,lhs16,tabm,tabm,1.0,0.99609375,0.9953125,0.0,0.0,True
credit_card_default,2026082801,sobol16,tabm,tabm,1.0,0.9772135416666666,0.97265625,0.0,0.0,True
credit_card_default,2026082801,seed_only16,tabm,tabm,1.0,1.0,1.0,0.0,0.0,True
credit_card_default,2026082801,schema_only16,tabm,tabm,0.990234375,0.8818359375,0.8582031250000001,2.053359799495118e-05,2.7118477458307503e-05,True
credit_card_default,2026082811,iid4,mlp,tabm,0.947265625,0.9622395833333334,0.9546875,0.00010656428111603536,0.0021171757863108903,False
credit_card_default,2026082811,iid16,mlp,tabm,0.998046875,0.9615885416666666,0.9539062500000001,3.946825226519828e-06,0.0022306738697007522,False
credit_card_default,2026082811,iid64,mlp,tabm,1.0,0.9661458333333334,0.9593750000000001,0.0,0.0022350391806003622,False
credit_card_default,2026082811,srswor16,mlp,tabm,1.0,0.9641927083333334,0.9570312500000001,0.0,0.0022350391806003622,False
credit_card_default,2026082811,strength1_4,mlp,tabm,0.958984375,0.9931640625,0.991796875,8.288332975691639e-05,0.0021433676517085506,False
credit_card_default,2026082811,strength1_16,mlp,tabm,1.0,0.9837239583333334,0.98046875,0.0,0.0022350391806003622,False
credit_card_default,2026082811,strength2_16,mlp,tabm,1.0,1.0,1.0,0.0,0.0022350391806003622,False
credit_card_default,2026082811,strength3_64,mlp,tabm,1.0,1.0,1.0,0.0,0.0022350391806003622,False
credit_card_default,2026082811,lhs16,mlp,tabm,1.0,0.9739583333333334,0.96875,0.0,0.0022350391806003622,False
credit_card_default,2026082811,sobol16,mlp,tabm,1.0,0.9778645833333334,0.9734375000000001,0.0,0.0022350391806003622,False
credit_card_default,2026082811,seed_only16,mlp,tabm,1.0,0.9547526041666666,0.9457031250000001,0.0,0.0022350391806003622,False
credit_card_default,2026082811,schema_only16,mlp,tabm,1.0,0.9996744791666666,0.999609375,0.0,0.0022350391806003622,False
credit_card_default,2026082821,iid4,mlp,tabm,1.0,0.982421875,0.9789062500000001,0.0,0.0010104501463000792,False
credit_card_default,2026082821,iid16,mlp,tabm,1.0,1.0,1.0,0.0,0.0010104501463000792,False
credit_card_default,2026082821,iid64,mlp,tabm,1.0,1.0,1.0,0.0,0.0010104501463000792,False
credit_card_default,2026082821,srswor16,mlp,tabm,1.0,1.0,1.0,0.0,0.0010104501463000792,False
credit_card_default,2026082821,strength1_4,mlp,tabm,1.0,0.9847005208333334,0.981640625,0.0,0.0010104501463000792,False
credit_card_default,2026082821,strength1_16,mlp,tabm,1.0,1.0,1.0,0.0,0.0010104501463000792,False
credit_card_default,2026082821,strength2_16,mlp,tabm,1.0,1.0,1.0,0.0,0.0010104501463000792,False
credit_card_default,2026082821,strength3_64,mlp,tabm,1.0,1.0,1.0,0.0,0.0010104501463000792,False
credit_card_default,2026082821,lhs16,mlp,tabm,1.0,1.0,1.0,0.0,0.0010104501463000792,False
credit_card_default,2026082821,sobol16,mlp,tabm,1.0,1.0,1.0,0.0,0.0010104501463000792,False
credit_card_default,2026082821,seed_only16,mlp,tabm,1.0,1.0,1.0,0.0,0.0010104501463000792,False
credit_card_default,2026082821,schema_only16,mlp,tabm,1.0,1.0,1.0,0.0,0.0010104501463000792,False
german_credit_risk,2026082801,iid4,tabm,mlp,0.81640625,0.9651692708333334,0.9578125,0.0003957234203509494,0.005104319729123053,False
german_credit_risk,2026082801,iid16,tabm,mlp,0.96875,0.9947916666666666,0.9937499999999999,5.868003625377101e-05,0.005927772926647763,False
german_credit_risk,2026082801,iid64,tabm,mlp,1.0,1.0,1.0,0.0,0.00611899140815253,False
german_credit_risk,2026082801,srswor16,tabm,mlp,0.984375,0.9973958333333334,0.996875,2.9340018126885505e-05,0.0060233821674001466,False
german_credit_risk,2026082801,strength1_4,tabm,mlp,0.826171875,0.9606119791666666,0.952734375,0.00032640770166160124,0.005055338604782265,False
german_credit_risk,2026082801,strength1_16,tabm,mlp,0.98046875,0.9967447916666666,0.99609375,3.667502265860688e-05,0.005999479857212051,False
german_credit_risk,2026082801,strength2_16,tabm,mlp,1.0,1.0,1.0,0.0,0.00611899140815253,False
german_credit_risk,2026082801,strength3_64,tabm,mlp,1.0,1.0,1.0,0.0,0.00611899140815253,False
german_credit_risk,2026082801,lhs16,tabm,mlp,0.998046875,0.9996744791666666,0.999609375,3.667502265860688e-06,0.0061070402530584815,False
german_credit_risk,2026082801,sobol16,tabm,mlp,1.0,1.0,1.0,0.0,0.00611899140815253,False
german_credit_risk,2026082801,seed_only16,tabm,mlp,0.8984375,0.9830729166666666,0.9796875,0.00019071011782475578,0.0054975313432620385,False
german_credit_risk,2026082801,schema_only16,tabm,mlp,0.998046875,0.9996744791666666,0.999609375,3.667502265860688e-06,0.0061070402530584815,False
german_credit_risk,2026082811,iid4,tabm,mlp,0.576171875,0.9127604166666666,0.8945312500000001,0.0002989554175036925,0.004618533477804723,False
german_credit_risk,2026082811,iid16,tabm,mlp,0.7109375,0.9514973958333334,0.9417968750000001,0.0001780823537590884,0.005645938030137559,False
german_credit_risk,2026082811,iid64,tabm,mlp,0.935546875,0.9892578125,0.9871093750000001,3.970755185168863e-05,0.007429682188010689,False
german_credit_risk,2026082811,srswor16,tabm,mlp,0.765625,0.9606119791666666,0.95234375,0.00018223928024266832,0.006123082897923797,False
german_credit_risk,2026082811,strength1_4,tabm,mlp,0.6328125,0.9244791666666666,0.9089843750000002,0.0002640609022400873,0.005068347221964034,False
german_credit_risk,2026082811,strength1_16,tabm,mlp,0.7578125,0.9596354166666666,0.9515625000000001,0.00014920413423058759,0.006018197680476299,False
german_credit_risk,2026082811,strength2_16,tabm,mlp,0.802734375,0.9671223958333334,0.960546875,0.00012152917384910763,0.006374946512050924,False
german_credit_risk,2026082811,strength3_64,tabm,mlp,1.0,1.0,1.0,0.0,0.007941539207226456,False
german_credit_risk,2026082811,lhs16,tabm,mlp,0.76953125,0.9615885416666666,0.9539062500000001,0.00014198457934846238,0.006111262593060983,False
german_credit_risk,2026082811,sobol16,tabm,mlp,0.763671875,0.9606119791666666,0.9527343750000001,0.00014559435678952498,0.006064730136768641,False
german_credit_risk,2026082811,seed_only16,tabm,mlp,0.7109375,0.9514973958333334,0.94140625,0.0002159305363592526,0.005688779972528601,False
german_credit_risk,2026082811,schema_only16,tabm,mlp,0.998046875,0.9983723958333334,0.9976562499999999,3.905144174718507e-05,0.007968870330853384,False
german_credit_risk,2026082821,iid4,tabm,mlp,0.994140625,0.958984375,0.95078125,3.114923620410343e-05,0.014935064056623627,False
german_credit_risk,2026082821,iid16,tabm,mlp,1.0,0.9970703125,0.996484375,0.0,0.015023089974442627,False
german_credit_risk,2026082821,iid64,tabm,mlp,1.0,1.0,1.0,0.0,0.015023089974442627,False
german_credit_risk,2026082821,srswor16,tabm,mlp,1.0,0.9970703125,0.9964843750000001,0.0,0.015023089974442627,False
german_credit_risk,2026082821,strength1_4,tabm,mlp,1.0,0.9593098958333334,0.951171875,0.0,0.015023089974442627,False
german_credit_risk,2026082821,strength1_16,tabm,mlp,1.0,0.9954427083333334,0.9945312500000001,0.0,0.015023089974442627,False
german_credit_risk,2026082821,strength2_16,tabm,mlp,1.0,0.9996744791666666,0.999609375,0.0,0.015023089974442627,False
german_credit_risk,2026082821,strength3_64,tabm,mlp,1.0,1.0,1.0,0.0,0.015023089974442627,False
german_credit_risk,2026082821,lhs16,tabm,mlp,1.0,0.9973958333333334,0.996875,0.0,0.015023089974442627,False
german_credit_risk,2026082821,sobol16,tabm,mlp,1.0,1.0,1.0,0.0,0.015023089974442627,False
german_credit_risk,2026082821,seed_only16,tabm,mlp,1.0,0.9951171875,0.994140625,0.0,0.015023089974442627,False
german_credit_risk,2026082821,schema_only16,tabm,mlp,1.0,1.0,1.0,0.0,0.015023089974442627,False
heloc_credit_risk,2026082801,iid4,mlp,mlp,0.998046875,0.9488932291666666,0.938671875,6.691847555494179e-06,5.643308277096179e-07,True
heloc_credit_risk,2026082801,iid16,mlp,mlp,1.0,0.9986979166666666,0.9984375,0.0,0.0,True
heloc_credit_risk,2026082801,iid64,mlp,mlp,1.0,1.0,1.0,0.0,0.0,True
heloc_credit_risk,2026082801,srswor16,mlp,mlp,1.0,1.0,1.0,0.0,0.0,True
heloc_credit_risk,2026082801,strength1_4,mlp,mlp,1.0,0.9580078125,0.9496093750000001,0.0,0.0,True
heloc_credit_risk,2026082801,strength1_16,mlp,mlp,1.0,1.0,1.0,0.0,0.0,True
heloc_credit_risk,2026082801,strength2_16,mlp,mlp,1.0,1.0,1.0,0.0,0.0,True
heloc_credit_risk,2026082801,strength3_64,mlp,mlp,1.0,1.0,1.0,0.0,0.0,True
heloc_credit_risk,2026082801,lhs16,mlp,mlp,1.0,0.9996744791666666,0.999609375,0.0,0.0,True
heloc_credit_risk,2026082801,sobol16,mlp,mlp,1.0,1.0,1.0,0.0,0.0,True
heloc_credit_risk,2026082801,seed_only16,mlp,mlp,1.0,1.0,1.0,0.0,0.0,True
heloc_credit_risk,2026082801,schema_only16,mlp,mlp,1.0,1.0,1.0,0.0,0.0,True
heloc_credit_risk,2026082811,iid4,mlp,tabm,0.763671875,0.9527994791666666,0.943359375,0.0002549377350046393,0.0006398788887314842,False
heloc_credit_risk,2026082811,iid16,mlp,tabm,0.92578125,0.9876302083333334,0.9851562500000001,8.006309033203548e-05,0.0007757099571834361,False
heloc_credit_risk,2026082811,iid64,mlp,tabm,1.0,1.0,1.0,0.0,0.0008378976752698719,False
heloc_credit_risk,2026082811,srswor16,mlp,tabm,0.978515625,0.9964192708333334,0.9957031249999999,2.317615772769448e-05,0.0008198959674027458,False
heloc_credit_risk,2026082811,strength1_4,mlp,tabm,0.84765625,0.974609375,0.9695312500000001,0.00016434002752365178,0.0007102492013029774,False
heloc_credit_risk,2026082811,strength1_16,mlp,tabm,0.966796875,0.9944661458333334,0.993359375,3.5817698306436926e-05,0.0008100768540206769,False
heloc_credit_risk,2026082811,strength2_16,mlp,tabm,1.0,1.0,1.0,0.0,0.0008378976752698719,False
heloc_credit_risk,2026082811,strength3_64,mlp,tabm,1.0,1.0,1.0,0.0,0.0008378976752698719,False
heloc_credit_risk,2026082811,lhs16,mlp,tabm,0.984375,0.9973958333333334,0.996875,1.685538743832326e-05,0.0008248055240937802,False
heloc_credit_risk,2026082811,sobol16,mlp,tabm,0.740234375,0.9567057291666666,0.9480468750000001,0.0002802208161621242,0.0006202406619673466,False
heloc_credit_risk,2026082811,seed_only16,mlp,tabm,0.935546875,0.9892578125,0.987109375,6.952847318308344e-05,0.0007838925516684934,False
heloc_credit_risk,2026082811,schema_only16,mlp,tabm,0.904296875,0.9840494791666666,0.980859375,0.00010323924805972996,0.00075770824931631,False
heloc_credit_risk,2026082821,iid4,tabm,mlp,0.6640625,0.8974609375,0.8769531250000001,0.00015850925082996035,0.003461229599273207,False
heloc_credit_risk,2026082821,iid16,tabm,mlp,0.82421875,0.9703776041666666,0.964453125,8.294088706218856e-05,0.004295996737921451,False
heloc_credit_risk,2026082821,iid64,tabm,mlp,0.9921875,0.9986979166666666,0.9984375,3.6862616472083803e-06,0.005171484224796439,False
heloc_credit_risk,2026082821,srswor16,tabm,mlp,0.93359375,0.9889322916666666,0.9867187500000001,3.133322400127123e-05,0.004866081613095862,False
heloc_credit_risk,2026082821,strength1_4,tabm,mlp,0.54296875,0.8821614583333334,0.8585937500000002,0.00021564630636169025,0.002830064201758681,False
heloc_credit_risk,2026082821,strength1_16,tabm,mlp,0.8046875,0.9664713541666666,0.9597656250000002,9.215654118020951e-05,0.004194195867354592,False
heloc_credit_risk,2026082821,strength2_16,tabm,mlp,1.0,1.0,1.0,0.0,0.0052122045730231825,False
heloc_credit_risk,2026082821,strength3_64,tabm,mlp,1.0,1.0,1.0,0.0,0.0052122045730231825,False
heloc_credit_risk,2026082821,lhs16,tabm,mlp,0.873046875,0.9788411458333334,0.974609375,5.990175176713618e-05,0.004550498914338599,False
heloc_credit_risk,2026082821,sobol16,tabm,mlp,0.740234375,0.9567057291666666,0.9480468750000001,0.00012256819976967865,0.0038582529944839574,False
heloc_credit_risk,2026082821,seed_only16,tabm,mlp,0.978515625,0.9964192708333334,0.9957031249999999,1.0137219529823046e-05,0.005100223615399638,False
heloc_credit_risk,2026082821,schema_only16,tabm,mlp,0.98046875,0.9869791666666666,0.984375,9.215654118020951e-06,0.0051104037024563235,False
lendingclub_loan_default,2026082801,iid4,mlp,mlp,0.998046875,0.9381510416666666,0.9257812500000001,6.079732761871885e-06,2.5572089980901384e-06,True
lendingclub_loan_default,2026082801,iid16,mlp,mlp,1.0,0.998046875,0.9976562499999999,0.0,0.0,True
lendingclub_loan_default,2026082801,iid64,mlp,mlp,1.0,1.0,1.0,0.0,0.0,True
lendingclub_loan_default,2026082801,srswor16,mlp,mlp,1.0,0.998046875,0.9976562499999999,0.0,0.0,True
lendingclub_loan_default,2026082801,strength1_4,mlp,mlp,1.0,0.9495442708333334,0.939453125,0.0,0.0,True
lendingclub_loan_default,2026082801,strength1_16,mlp,mlp,1.0,0.998046875,0.9976562499999999,0.0,0.0,True
lendingclub_loan_default,2026082801,strength2_16,mlp,mlp,1.0,0.998046875,0.9976562499999999,0.0,0.0,True
lendingclub_loan_default,2026082801,strength3_64,mlp,mlp,1.0,1.0,1.0,0.0,0.0,True
lendingclub_loan_default,2026082801,lhs16,mlp,mlp,1.0,0.9983723958333334,0.998046875,0.0,0.0,True
lendingclub_loan_default,2026082801,sobol16,mlp,mlp,1.0,1.0,1.0,0.0,0.0,True
lendingclub_loan_default,2026082801,seed_only16,mlp,mlp,1.0,0.9993489583333334,0.99921875,0.0,0.0,True
lendingclub_loan_default,2026082801,schema_only16,mlp,mlp,1.0,1.0,1.0,0.0,0.0,True
lendingclub_loan_default,2026082811,iid4,mlp,tabm,1.0,0.9635416666666666,0.95625,0.0,0.0008885521186592915,False
lendingclub_loan_default,2026082811,iid16,mlp,tabm,1.0,0.9534505208333334,0.9441406250000001,0.0,0.0008885521186592915,False
lendingclub_loan_default,2026082811,iid64,mlp,tabm,1.0,0.9534505208333334,0.9441406250000002,0.0,0.0008885521186592915,False
lendingclub_loan_default,2026082811,srswor16,mlp,tabm,1.0,0.9537760416666666,0.94453125,0.0,0.0008885521186592915,False
lendingclub_loan_default,2026082811,strength1_4,mlp,tabm,1.0,0.9524739583333334,0.9429687500000001,0.0,0.0008885521186592915,False
lendingclub_loan_default,2026082811,strength1_16,mlp,tabm,1.0,0.9479166666666666,0.9375,0.0,0.0008885521186592915,False
lendingclub_loan_default,2026082811,strength2_16,mlp,tabm,1.0,0.9703776041666666,0.964453125,0.0,0.0008885521186592915,False
lendingclub_loan_default,2026082811,strength3_64,mlp,tabm,1.0,0.9547526041666666,0.9457031250000001,0.0,0.0008885521186592915,False
lendingclub_loan_default,2026082811,lhs16,mlp,tabm,1.0,0.9622395833333334,0.9546875,0.0,0.0008885521186592915,False
lendingclub_loan_default,2026082811,sobol16,mlp,tabm,1.0,0.9524739583333334,0.9429687500000001,0.0,0.0008885521186592915,False
lendingclub_loan_default,2026082811,seed_only16,mlp,tabm,1.0,0.9576822916666666,0.94921875,0.0,0.0008885521186592915,False
lendingclub_loan_default,2026082811,schema_only16,mlp,tabm,1.0,0.8336588541666666,0.8003906250000001,0.0,0.0008885521186592915,False
lendingclub_loan_default,2026082821,iid4,tabm,tabm,0.896484375,0.982421875,0.9789062500000001,9.94559979184004e-05,0.00011541780878910387,True
lendingclub_loan_default,2026082821,iid16,tabm,tabm,0.994140625,0.9990234375,0.998828125,5.629584787833985e-06,6.53308351636437e-06,True
lendingclub_loan_default,2026082821,iid64,tabm,tabm,1.0,1.0,1.0,0.0,0.0,True
lendingclub_loan_default,2026082821,srswor16,tabm,tabm,0.998046875,0.9996744791666666,0.999609375,1.8765282626113282e-06,2.17769450545479e-06,True
lendingclub_loan_default,2026082821,strength1_4,tabm,tabm,0.89453125,0.9814453125,0.977734375,0.00010133252618101172,0.00011759550329455866,True
lendingclub_loan_default,2026082821,strength1_16,tabm,tabm,0.98828125,0.998046875,0.9976562499999999,1.125916957566797e-05,1.306616703272874e-05,True
lendingclub_loan_default,2026082821,strength2_16,tabm,tabm,1.0,1.0,1.0,0.0,0.0,True
lendingclub_loan_default,2026082821,strength3_64,tabm,tabm,1.0,1.0,1.0,0.0,0.0,True
lendingclub_loan_default,2026082821,lhs16,tabm,tabm,0.994140625,0.9986979166666666,0.9984375,5.629584787833985e-06,6.53308351636437e-06,True
lendingclub_loan_default,2026082821,sobol16,tabm,tabm,0.849609375,0.9749348958333334,0.969921875,0.00014449267622107227,0.00016768247692001883,True
lendingclub_loan_default,2026082821,seed_only16,tabm,tabm,0.99609375,0.9993489583333334,0.99921875,3.7530565252226564e-06,4.35538901090958e-06,True
lendingclub_loan_default,2026082821,schema_only16,tabm,tabm,0.837890625,0.9729817708333334,0.9675781250000001,0.00015575184579674024,0.00018074864395274757,True
fremtpl_claim_count,2026082801,iid4,mlp,mlp,0.900390625,0.953125,0.9437500000000001,0.00026498776008814493,0.0009751518080788751,True
fremtpl_claim_count,2026082801,iid16,mlp,mlp,0.98828125,0.9970703125,0.996484375,3.1175030598605286e-05,0.00011472374212692649,True
fremtpl_claim_count,2026082801,iid64,mlp,mlp,1.0,1.0,1.0,0.0,0.0,True
fremtpl_claim_count,2026082801,srswor16,mlp,mlp,0.998046875,0.9993489583333334,0.99921875,5.195838433100881e-06,1.912062368782108e-05,True
fremtpl_claim_count,2026082801,strength1_4,mlp,mlp,0.91015625,0.9602864583333334,0.95234375,0.00023900856792264053,0.0008795486896397697,True
fremtpl_claim_count,2026082801,strength1_16,mlp,mlp,0.994140625,0.998046875,0.9976562499999999,1.5587515299302643e-05,5.736187106346324e-05,True
