dataset,split_seed,method,validation_winner,test_winner,winner_agreement,pairwise_accuracy,spearman,validation_regret,selected_test_regret,exact_validation_test_winner_agreement
fremtpl_claim_count,2026082801,strength2_16,mlp,mlp,1.0,1.0,1.0,0.0,0.0,True
fremtpl_claim_count,2026082801,strength3_64,mlp,mlp,1.0,1.0,1.0,0.0,0.0,True
fremtpl_claim_count,2026082801,lhs16,mlp,mlp,0.998046875,0.9990234375,0.998828125,5.195838433100881e-06,1.912062368782108e-05,True
fremtpl_claim_count,2026082801,sobol16,mlp,mlp,1.0,1.0,1.0,0.0,0.0,True
fremtpl_claim_count,2026082801,seed_only16,mlp,mlp,0.998046875,0.9996744791666666,0.999609375,5.195838433100881e-06,1.912062368782108e-05,True
fremtpl_claim_count,2026082801,schema_only16,mlp,mlp,1.0,1.0,1.0,0.0,0.0,True
fremtpl_claim_count,2026082811,iid4,mlp,mlp,0.947265625,0.8522135416666666,0.81953125,0.0011682767178777752,0.0036172462708725485,True
fremtpl_claim_count,2026082811,iid16,mlp,mlp,0.974609375,0.8883463541666666,0.8660156250000002,0.000562503604904114,0.001741637093383079,True
fremtpl_claim_count,2026082811,iid64,mlp,mlp,1.0,0.9173177083333334,0.9007812500000001,0.0,0.0,True
fremtpl_claim_count,2026082811,srswor16,mlp,mlp,0.990234375,0.8880208333333334,0.8656250000000001,0.00021634754034773615,0.0006698604205319534,True
fremtpl_claim_count,2026082811,strength1_4,mlp,mlp,0.9296875,0.8502604166666666,0.8132812500000002,0.0015577022905037003,0.004822995027830065,True
fremtpl_claim_count,2026082811,strength1_16,mlp,mlp,0.947265625,0.8860677083333334,0.8632812500000002,0.0011682767178777752,0.0036172462708725485,True
fremtpl_claim_count,2026082811,strength2_16,mlp,mlp,0.986328125,0.8883463541666666,0.8660156250000002,0.0003028865564868306,0.0009378045887447348,True
fremtpl_claim_count,2026082811,strength3_64,mlp,mlp,1.0,1.0,1.0,0.0,0.0,True
fremtpl_claim_count,2026082811,lhs16,mlp,mlp,0.970703125,0.8831380208333334,0.8597656250000002,0.0006490426210432085,0.0020095812615958603,True
fremtpl_claim_count,2026082811,sobol16,mlp,mlp,1.0,0.9036458333333334,0.8843750000000001,0.0,0.0,True
fremtpl_claim_count,2026082811,seed_only16,mlp,mlp,0.994140625,0.8896484375,0.8675781250000001,0.0001298085242086417,0.00040191625231917206,True
fremtpl_claim_count,2026082811,schema_only16,mlp,mlp,1.0,0.8333333333333334,0.8000000000000002,0.0,0.0,True
fremtpl_claim_count,2026082821,iid4,mlp,mlp,1.0,0.9912109375,0.989453125,0.0,0.0,True
fremtpl_claim_count,2026082821,iid16,mlp,mlp,1.0,0.9967447916666666,0.99609375,0.0,0.0,True
fremtpl_claim_count,2026082821,iid64,mlp,mlp,1.0,1.0,1.0,0.0,0.0,True
fremtpl_claim_count,2026082821,srswor16,mlp,mlp,1.0,0.9996744791666666,0.999609375,0.0,0.0,True
fremtpl_claim_count,2026082821,strength1_4,mlp,mlp,1.0,0.9957682291666666,0.994921875,0.0,0.0,True
fremtpl_claim_count,2026082821,strength1_16,mlp,mlp,1.0,0.9990234375,0.998828125,0.0,0.0,True
fremtpl_claim_count,2026082821,strength2_16,mlp,mlp,1.0,1.0,1.0,0.0,0.0,True
fremtpl_claim_count,2026082821,strength3_64,mlp,mlp,1.0,1.0,1.0,0.0,0.0,True
fremtpl_claim_count,2026082821,lhs16,mlp,mlp,1.0,0.9977213541666666,0.9972656249999999,0.0,0.0,True
fremtpl_claim_count,2026082821,sobol16,mlp,mlp,1.0,1.0,1.0,0.0,0.0,True
fremtpl_claim_count,2026082821,seed_only16,mlp,mlp,1.0,0.9990234375,0.998828125,0.0,0.0,True
fremtpl_claim_count,2026082821,schema_only16,mlp,mlp,1.0,1.0,1.0,0.0,0.0,True
kdd17_stock_return,2026082801,iid4,tabm,mlp,0.88671875,0.9254557291666666,0.9105468750000001,0.0033187384573526444,0.0009527919507958905,False
kdd17_stock_return,2026082801,iid16,tabm,mlp,0.998046875,0.9807942708333334,0.9769531250000001,5.721962857504559e-05,0.00107241560981652,False
kdd17_stock_return,2026082801,iid64,tabm,mlp,1.0,0.9993489583333334,0.99921875,0.0,0.0010745142705010924,False
kdd17_stock_return,2026082801,srswor16,tabm,mlp,1.0,0.9856770833333334,0.9828125000000001,0.0,0.0010745142705010924,False
kdd17_stock_return,2026082801,strength1_4,tabm,mlp,0.90234375,0.9182942708333334,0.901953125,0.0028609814287522796,0.0009695812362724701,False
kdd17_stock_return,2026082801,strength1_16,tabm,mlp,0.998046875,0.98046875,0.9765625,5.721962857504559e-05,0.00107241560981652,False
kdd17_stock_return,2026082801,strength2_16,tabm,mlp,1.0,0.9983723958333334,0.998046875,0.0,0.0010745142705010924,False
kdd17_stock_return,2026082801,strength3_64,tabm,mlp,1.0,1.0,1.0,0.0,0.0010745142705010924,False
kdd17_stock_return,2026082801,lhs16,tabm,mlp,1.0,0.9820963541666666,0.978515625,0.0,0.0010745142705010924,False
kdd17_stock_return,2026082801,sobol16,tabm,mlp,1.0,0.9814453125,0.977734375,0.0,0.0010745142705010924,False
kdd17_stock_return,2026082801,seed_only16,tabm,mlp,1.0,0.9899088541666666,0.987890625,0.0,0.0010745142705010924,False
kdd17_stock_return,2026082801,schema_only16,tabm,mlp,1.0,1.0,1.0,0.0,0.0010745142705010924,False
kdd17_stock_return,2026082811,iid4,ft_transformer,tabm,0.6953125,0.8369140625,0.7554687500000001,0.01828467955135129,0.04893349194295164,False
kdd17_stock_return,2026082811,iid16,ft_transformer,tabm,0.99609375,0.939453125,0.9265625000000001,0.0002512165246390955,0.062325500695311856,False
kdd17_stock_return,2026082811,iid64,ft_transformer,tabm,1.0,0.9801432291666666,0.9761718750000001,0.0,0.06241555659526754,False
kdd17_stock_return,2026082811,srswor16,ft_transformer,tabm,1.0,0.9479166666666666,0.9371093750000001,0.0,0.06241555659526754,False
kdd17_stock_return,2026082811,strength1_4,ft_transformer,tabm,0.771484375,0.8844401041666666,0.8296875000000001,0.013573130088102951,0.05161211120005503,False
kdd17_stock_return,2026082811,strength1_16,ft_transformer,tabm,1.0,0.9557291666666666,0.946484375,0.0,0.06241555659526754,False
kdd17_stock_return,2026082811,strength2_16,ft_transformer,tabm,1.0,0.9996744791666666,0.999609375,0.0,0.06241555659526754,False
kdd17_stock_return,2026082811,strength3_64,ft_transformer,tabm,1.0,1.0,1.0,0.0,0.06241555659526754,False
kdd17_stock_return,2026082811,lhs16,ft_transformer,tabm,1.0,0.9541015625,0.94453125,0.0,0.06241555659526754,False
kdd17_stock_return,2026082811,sobol16,ft_transformer,tabm,1.0,0.9462890625,0.935546875,0.0,0.06241555659526754,False
kdd17_stock_return,2026082811,seed_only16,ft_transformer,tabm,1.0,0.9495442708333334,0.9394531250000001,0.0,0.06241555659526754,False
kdd17_stock_return,2026082811,schema_only16,ft_transformer,tabm,1.0,0.8333333333333334,0.8000000000000002,0.0,0.06241555659526754,False
kdd17_stock_return,2026082821,iid4,mlp,mlp,0.71875,0.8623046875,0.8347656250000002,0.002946560699886136,0.008814110532066925,True
kdd17_stock_return,2026082821,iid16,mlp,mlp,0.828125,0.9098307291666666,0.891796875,0.0018006759832637498,0.005386400880707565,True
kdd17_stock_return,2026082821,iid64,mlp,mlp,0.974609375,0.9674479166666666,0.9609375000000001,0.00026600895207305394,0.0007957183119227085,True
kdd17_stock_return,2026082821,srswor16,mlp,mlp,0.88671875,0.9212239583333334,0.90546875,0.0011868091707874714,0.0035501278531936227,True
kdd17_stock_return,2026082821,strength1_4,mlp,mlp,0.76171875,0.8753255208333334,0.8503906250000001,0.0024963917040701986,0.007467510311890034,True
kdd17_stock_return,2026082821,strength1_16,mlp,mlp,0.955078125,0.9326171875,0.9191406250000002,0.00047063122289848006,0.0014078093210940228,True
kdd17_stock_return,2026082821,strength2_16,mlp,mlp,1.0,0.9537760416666666,0.94453125,0.0,0.0,True
kdd17_stock_return,2026082821,strength3_64,mlp,mlp,1.0,1.0,1.0,0.0,0.0,True
kdd17_stock_return,2026082821,lhs16,mlp,mlp,0.95703125,0.9361979166666666,0.9234375000000001,0.00045016899581593744,0.0013466002201768914,True
kdd17_stock_return,2026082821,sobol16,mlp,mlp,1.0,0.9430338541666666,0.931640625,0.0,0.0,True
kdd17_stock_return,2026082821,seed_only16,mlp,mlp,0.8046875,0.9169921875,0.900390625,0.002046222708254261,0.0061209100917131425,True
kdd17_stock_return,2026082821,schema_only16,mlp,mlp,1.0,1.0,1.0,0.0,0.0,True
openml-abalone-183,2026082801,iid4,ft_transformer,tabm,0.8984375,0.7854817708333334,0.657421875,0.0008583825811824229,0.03801082134190704,False
openml-abalone-183,2026082801,iid16,ft_transformer,tabm,0.99609375,0.8743489583333334,0.8128906250000001,2.9218130616534208e-05,0.03901777367887173,False
openml-abalone-183,2026082801,iid64,ft_transformer,tabm,1.0,0.9274088541666666,0.9066406250000001,0.0,0.03902509726075305,False
openml-abalone-183,2026082801,srswor16,ft_transformer,tabm,1.0,0.8854166666666666,0.83046875,0.0,0.03902509726075305,False
openml-abalone-183,2026082801,strength1_4,ft_transformer,tabm,0.966796875,0.8935546875,0.8601562500000002,0.00024835411024054076,0.038962846814761795,False
openml-abalone-183,2026082801,strength1_16,ft_transformer,tabm,1.0,0.9443359375,0.9332031250000001,0.0,0.03902509726075305,False
openml-abalone-183,2026082801,strength2_16,ft_transformer,tabm,1.0,0.966796875,0.96015625,0.0,0.03902509726075305,False
openml-abalone-183,2026082801,strength3_64,ft_transformer,tabm,1.0,1.0,1.0,0.0,0.03902509726075305,False
openml-abalone-183,2026082801,lhs16,ft_transformer,tabm,1.0,0.9361979166666666,0.9234375000000001,0.0,0.03902509726075305,False
openml-abalone-183,2026082801,sobol16,ft_transformer,tabm,1.0,0.9166666666666666,0.9000000000000001,0.0,0.03902509726075305,False
openml-abalone-183,2026082801,seed_only16,ft_transformer,tabm,1.0,0.9274088541666666,0.9128906250000002,0.0,0.03902509726075305,False
openml-abalone-183,2026082801,schema_only16,ft_transformer,tabm,1.0,0.5,0.20000000000000004,0.0,0.03902509726075305,False
openml-abalone-183,2026082811,iid4,resnet,resnet,0.994140625,0.9147135416666666,0.89765625,5.514146564060212e-05,7.220190158272323e-06,True
openml-abalone-183,2026082811,iid16,resnet,resnet,1.0,0.92578125,0.9109375000000002,0.0,0.0,True
openml-abalone-183,2026082811,iid64,resnet,resnet,1.0,0.9586588541666666,0.950390625,0.0,0.0,True
openml-abalone-183,2026082811,srswor16,resnet,resnet,1.0,0.9332682291666666,0.9199218750000001,0.0,0.0,True
openml-abalone-183,2026082811,strength1_4,resnet,resnet,1.0,0.9156901041666666,0.8988281250000001,0.0,0.0,True
openml-abalone-183,2026082811,strength1_16,resnet,resnet,1.0,0.9309895833333334,0.9171875,0.0,0.0,True
openml-abalone-183,2026082811,strength2_16,resnet,resnet,1.0,0.9899088541666666,0.9878906250000001,0.0,0.0,True
openml-abalone-183,2026082811,strength3_64,resnet,resnet,1.0,1.0,1.0,0.0,0.0,True
openml-abalone-183,2026082811,lhs16,resnet,resnet,1.0,0.9381510416666666,0.9257812500000001,0.0,0.0,True
openml-abalone-183,2026082811,sobol16,resnet,resnet,1.0,0.90625,0.8875000000000002,0.0,0.0,True
openml-abalone-183,2026082811,seed_only16,resnet,resnet,1.0,0.9228515625,0.9074218750000002,0.0,0.0,True
openml-abalone-183,2026082811,schema_only16,resnet,resnet,1.0,0.8333333333333334,0.8000000000000002,0.0,0.0,True
openml-abalone-183,2026082821,iid4,tabm,resnet,0.951171875,0.9140625,0.8945312500000001,0.00016370183652401687,0.014679372200572523,False
openml-abalone-183,2026082821,iid16,tabm,resnet,0.998046875,0.9856770833333334,0.9828125000000001,6.23800144824104e-06,0.01537367312341241,False
openml-abalone-183,2026082821,iid64,tabm,resnet,1.0,1.0,1.0,0.0,0.015403758589407346,False
openml-abalone-183,2026082821,srswor16,tabm,resnet,0.998046875,0.9912109375,0.989453125,6.23800144824104e-06,0.01537367312341241,False
openml-abalone-183,2026082821,strength1_4,tabm,resnet,1.0,0.9293619791666666,0.915234375,0.0,0.015403758589407346,False
openml-abalone-183,2026082821,strength1_16,tabm,resnet,1.0,0.9951171875,0.994140625,0.0,0.015403758589407346,False
openml-abalone-183,2026082821,strength2_16,tabm,resnet,1.0,1.0,1.0,0.0,0.015403758589407346,False
openml-abalone-183,2026082821,strength3_64,tabm,resnet,1.0,1.0,1.0,0.0,0.015403758589407346,False
openml-abalone-183,2026082821,lhs16,tabm,resnet,1.0,0.9964192708333334,0.995703125,0.0,0.015403758589407346,False
openml-abalone-183,2026082821,sobol16,tabm,resnet,1.0,0.9697265625,0.963671875,0.0,0.015403758589407346,False
openml-abalone-183,2026082821,seed_only16,tabm,resnet,0.9921875,0.9970703125,0.996484375,2.495200579296416e-05,0.015283416725427601,False
openml-abalone-183,2026082821,schema_only16,tabm,resnet,1.0,0.8333333333333334,0.8000000000000002,0.0,0.015403758589407346,False
openml-kin8nm-189,2026082801,iid4,resnet,ft_transformer,0.75,0.9583333333333334,0.9500000000000001,0.00022821360486770942,0.0003071944753924756,False
openml-kin8nm-189,2026082801,iid16,resnet,ft_transformer,0.787109375,0.9645182291666666,0.9574218750000001,0.0001943381478951588,0.0003223942020394991,False
openml-kin8nm-189,2026082801,iid64,resnet,ft_transformer,0.904296875,0.9840494791666666,0.9808593750000001,8.736302061342001e-05,0.0003703933388195734,False
openml-kin8nm-189,2026082801,srswor16,resnet,ft_transformer,1.0,1.0,1.0,0.0,0.00040959263385663414,False
openml-kin8nm-189,2026082801,strength1_4,resnet,ft_transformer,0.912109375,0.9853515625,0.982421875,8.023134546130409e-05,0.0003735932812715784,False
openml-kin8nm-189,2026082801,strength1_16,resnet,ft_transformer,0.865234375,0.9775390625,0.9730468750000001,0.0001230213963739996,0.00035439362655954865,False
openml-kin8nm-189,2026082801,strength2_16,resnet,ft_transformer,1.0,1.0,1.0,0.0,0.00040959263385663414,False
openml-kin8nm-189,2026082801,strength3_64,resnet,ft_transformer,1.0,1.0,1.0,0.0,0.00040959263385663414,False
openml-kin8nm-189,2026082801,lhs16,resnet,ft_transformer,0.865234375,0.9775390625,0.9730468750000001,0.0001230213963739996,0.00035439362655954865,False
openml-kin8nm-189,2026082801,sobol16,resnet,ft_transformer,0.765625,0.9609375,0.953125,0.00021395025456347758,0.0003135943602964855,False
openml-kin8nm-189,2026082801,seed_only16,resnet,ft_transformer,1.0,1.0,1.0,0.0,0.00040959263385663414,False
openml-kin8nm-189,2026082801,schema_only16,resnet,ft_transformer,0.912109375,0.9853515625,0.982421875,8.023134546130409e-05,0.0003735932812715784,False
openml-kin8nm-189,2026082811,iid4,resnet,resnet,0.98828125,0.998046875,0.99765625,5.686328628242809e-05,6.519205814091916e-05,True
openml-kin8nm-189,2026082811,iid16,resnet,resnet,1.0,1.0,1.0,0.0,0.0,True
openml-kin8nm-189,2026082811,iid64,resnet,resnet,1.0,1.0,1.0,0.0,0.0,True
openml-kin8nm-189,2026082811,srswor16,resnet,resnet,1.0,1.0,1.0,0.0,0.0,True
openml-kin8nm-189,2026082811,strength1_4,resnet,resnet,1.0,1.0,1.0,0.0,0.0,True
openml-kin8nm-189,2026082811,strength1_16,resnet,resnet,1.0,1.0,1.0,0.0,0.0,True
openml-kin8nm-189,2026082811,strength2_16,resnet,resnet,1.0,1.0,1.0,0.0,0.0,True
openml-kin8nm-189,2026082811,strength3_64,resnet,resnet,1.0,1.0,1.0,0.0,0.0,True
openml-kin8nm-189,2026082811,lhs16,resnet,resnet,1.0,1.0,1.0,0.0,0.0,True
openml-kin8nm-189,2026082811,sobol16,resnet,resnet,1.0,1.0,1.0,0.0,0.0,True
openml-kin8nm-189,2026082811,seed_only16,resnet,resnet,1.0,1.0,1.0,0.0,0.0,True
openml-kin8nm-189,2026082811,schema_only16,resnet,resnet,1.0,1.0,1.0,0.0,0.0,True
openml-kin8nm-189,2026082821,iid4,ft_transformer,resnet,0.966796875,0.9944661458333334,0.993359375,0.0002660336574448574,0.0032980086207689,False
openml-kin8nm-189,2026082821,iid16,ft_transformer,resnet,1.0,1.0,1.0,0.0,0.003411273563300357,False
openml-kin8nm-189,2026082821,iid64,ft_transformer,resnet,1.0,1.0,1.0,0.0,0.003411273563300357,False
openml-kin8nm-189,2026082821,srswor16,ft_transformer,resnet,1.0,1.0,1.0,0.0,0.003411273563300357,False
openml-kin8nm-189,2026082821,strength1_4,ft_transformer,resnet,1.0,1.0,1.0,0.0,0.003411273563300357,False
openml-kin8nm-189,2026082821,strength1_16,ft_transformer,resnet,1.0,1.0,1.0,0.0,0.003411273563300357,False
openml-kin8nm-189,2026082821,strength2_16,ft_transformer,resnet,1.0,1.0,1.0,0.0,0.003411273563300357,False
openml-kin8nm-189,2026082821,strength3_64,ft_transformer,resnet,1.0,1.0,1.0,0.0,0.003411273563300357,False
openml-kin8nm-189,2026082821,lhs16,ft_transformer,resnet,1.0,1.0,1.0,0.0,0.003411273563300357,False
openml-kin8nm-189,2026082821,sobol16,ft_transformer,resnet,1.0,1.0,1.0,0.0,0.003411273563300357,False
openml-kin8nm-189,2026082821,seed_only16,ft_transformer,resnet,1.0,1.0,1.0,0.0,0.003411273563300357,False
openml-kin8nm-189,2026082821,schema_only16,ft_transformer,resnet,1.0,1.0,1.0,0.0,0.003411273563300357,False
openml-pol-201,2026082801,iid4,ft_transformer,ft_transformer,0.98046875,0.9967447916666666,0.99609375,6.0736436192860215e-05,3.052251504959759e-05,True
openml-pol-201,2026082801,iid16,ft_transformer,ft_transformer,1.0,1.0,1.0,0.0,0.0,True
openml-pol-201,2026082801,iid64,ft_transformer,ft_transformer,1.0,1.0,1.0,0.0,0.0,True
openml-pol-201,2026082801,srswor16,ft_transformer,ft_transformer,1.0,1.0,1.0,0.0,0.0,True
openml-pol-201,2026082801,strength1_4,ft_transformer,ft_transformer,1.0,1.0,1.0,0.0,0.0,True
openml-pol-201,2026082801,strength1_16,ft_transformer,ft_transformer,1.0,1.0,1.0,0.0,0.0,True
openml-pol-201,2026082801,strength2_16,ft_transformer,ft_transformer,1.0,1.0,1.0,0.0,0.0,True
openml-pol-201,2026082801,strength3_64,ft_transformer,ft_transformer,1.0,1.0,1.0,0.0,0.0,True
openml-pol-201,2026082801,lhs16,ft_transformer,ft_transformer,1.0,1.0,1.0,0.0,0.0,True
openml-pol-201,2026082801,sobol16,ft_transformer,ft_transformer,1.0,1.0,1.0,0.0,0.0,True
openml-pol-201,2026082801,seed_only16,ft_transformer,ft_transformer,1.0,1.0,1.0,0.0,0.0,True
openml-pol-201,2026082801,schema_only16,ft_transformer,ft_transformer,1.0,1.0,1.0,0.0,0.0,True
openml-pol-201,2026082811,iid4,resnet,resnet,0.806640625,0.9677734375,0.9613281250000001,0.00013576210715306267,0.00012629510259322752,True
openml-pol-201,2026082811,iid16,resnet,resnet,0.86328125,0.9772135416666666,0.97265625,9.599340909812513e-05,8.929956749016087e-05,True
openml-pol-201,2026082811,iid64,resnet,resnet,0.96484375,0.994140625,0.9929687500000001,2.4684019482375033e-05,2.2962745926041368e-05,True
openml-pol-201,2026082811,srswor16,resnet,resnet,1.0,1.0,1.0,0.0,0.0,True
openml-pol-201,2026082811,strength1_4,resnet,resnet,0.67578125,0.9459635416666666,0.9351562500000001,0.0002276415130041253,0.0002117675457623815,True
openml-pol-201,2026082811,strength1_16,resnet,resnet,0.8828125,0.98046875,0.9765625,8.228006494125011e-05,7.654248642013789e-05,True
openml-pol-201,2026082811,strength2_16,resnet,resnet,1.0,1.0,1.0,0.0,0.0,True
openml-pol-201,2026082811,strength3_64,resnet,resnet,1.0,1.0,1.0,0.0,0.0,True
openml-pol-201,2026082811,lhs16,resnet,resnet,0.927734375,0.9879557291666666,0.985546875,5.073937338043757e-05,4.7201199959085034e-05,True
openml-pol-201,2026082811,sobol16,resnet,resnet,0.755859375,0.9593098958333334,0.9511718750000001,0.00017141680196093773,0.00015946351337528726,True
openml-pol-201,2026082811,seed_only16,resnet,resnet,1.0,1.0,1.0,0.0,0.0,True
openml-pol-201,2026082811,schema_only16,resnet,resnet,0.982421875,0.9970703125,0.996484375,1.2342009741187516e-05,1.1481372963020684e-05,True
openml-pol-201,2026082821,iid4,ft_transformer,ft_transformer,0.740234375,0.9567057291666666,0.9480468750000002,0.0003239457669082812,0.00011041607003003556,True
openml-pol-201,2026082821,iid16,ft_transformer,ft_transformer,0.966796875,0.9944661458333334,0.993359375,4.140660178526902e-05,1.411333225947823e-05,True
openml-pol-201,2026082821,iid64,ft_transformer,ft_transformer,1.0,1.0,1.0,0.0,0.0,True
openml-pol-201,2026082821,srswor16,ft_transformer,ft_transformer,1.0,1.0,1.0,0.0,0.0,True
openml-pol-201,2026082821,strength1_4,ft_transformer,ft_transformer,0.912109375,0.9853515625,0.982421875,0.00010960571060806504,3.735882068685414e-05,True
openml-pol-201,2026082821,strength1_16,ft_transformer,ft_transformer,1.0,1.0,1.0,0.0,0.0,True
openml-pol-201,2026082821,strength2_16,ft_transformer,ft_transformer,1.0,1.0,1.0,0.0,0.0,True
openml-pol-201,2026082821,strength3_64,ft_transformer,ft_transformer,1.0,1.0,1.0,0.0,0.0,True
openml-pol-201,2026082821,lhs16,ft_transformer,ft_transformer,0.994140625,0.9990234375,0.998828125,7.3070473738710034e-06,2.490588045790276e-06,True
openml-pol-201,2026082821,sobol16,ft_transformer,ft_transformer,0.755859375,0.9593098958333334,0.9511718750000001,0.00030446030724462514,0.00010377450190792817,True
openml-pol-201,2026082821,seed_only16,ft_transformer,ft_transformer,1.0,1.0,1.0,0.0,0.0,True
openml-pol-201,2026082821,schema_only16,ft_transformer,ft_transformer,0.974609375,0.9957682291666666,0.994921875,3.1663871953441015e-05,1.0792548198424529e-05,True
openml-puma32h-308,2026082801,iid4,ft_transformer,ft_transformer,0.984375,0.9973958333333334,0.996875,0.0009644307786738236,0.0011327369947898044,True
openml-puma32h-308,2026082801,iid16,ft_transformer,ft_transformer,1.0,1.0,1.0,0.0,0.0,True
openml-puma32h-308,2026082801,iid64,ft_transformer,ft_transformer,1.0,1.0,1.0,0.0,0.0,True
openml-puma32h-308,2026082801,srswor16,ft_transformer,ft_transformer,1.0,1.0,1.0,0.0,0.0,True
openml-puma32h-308,2026082801,strength1_4,ft_transformer,ft_transformer,1.0,1.0,1.0,0.0,0.0,True
openml-puma32h-308,2026082801,strength1_16,ft_transformer,ft_transformer,1.0,1.0,1.0,0.0,0.0,True
openml-puma32h-308,2026082801,strength2_16,ft_transformer,ft_transformer,1.0,1.0,1.0,0.0,0.0,True
openml-puma32h-308,2026082801,strength3_64,ft_transformer,ft_transformer,1.0,1.0,1.0,0.0,0.0,True
openml-puma32h-308,2026082801,lhs16,ft_transformer,ft_transformer,1.0,1.0,1.0,0.0,0.0,True
openml-puma32h-308,2026082801,sobol16,ft_transformer,ft_transformer,1.0,1.0,1.0,0.0,0.0,True
openml-puma32h-308,2026082801,seed_only16,ft_transformer,ft_transformer,1.0,1.0,1.0,0.0,0.0,True
openml-puma32h-308,2026082801,schema_only16,ft_transformer,ft_transformer,1.0,1.0,1.0,0.0,0.0,True
openml-puma32h-308,2026082811,iid4,ft_transformer,ft_transformer,0.982421875,0.9970703125,0.9964843750000001,0.0011287395352544932,0.0012763371334049243,True
openml-puma32h-308,2026082811,iid16,ft_transformer,ft_transformer,1.0,1.0,1.0,0.0,0.0,True
openml-puma32h-308,2026082811,iid64,ft_transformer,ft_transformer,1.0,1.0,1.0,0.0,0.0,True
openml-puma32h-308,2026082811,srswor16,ft_transformer,ft_transformer,1.0,1.0,1.0,0.0,0.0,True
openml-puma32h-308,2026082811,strength1_4,ft_transformer,ft_transformer,1.0,1.0,1.0,0.0,0.0,True
openml-puma32h-308,2026082811,strength1_16,ft_transformer,ft_transformer,1.0,1.0,1.0,0.0,0.0,True
openml-puma32h-308,2026082811,strength2_16,ft_transformer,ft_transformer,1.0,1.0,1.0,0.0,0.0,True
openml-puma32h-308,2026082811,strength3_64,ft_transformer,ft_transformer,1.0,1.0,1.0,0.0,0.0,True
openml-puma32h-308,2026082811,lhs16,ft_transformer,ft_transformer,1.0,1.0,1.0,0.0,0.0,True
openml-puma32h-308,2026082811,sobol16,ft_transformer,ft_transformer,1.0,1.0,1.0,0.0,0.0,True
openml-puma32h-308,2026082811,seed_only16,ft_transformer,ft_transformer,1.0,1.0,1.0,0.0,0.0,True
openml-puma32h-308,2026082811,schema_only16,ft_transformer,ft_transformer,1.0,1.0,1.0,0.0,0.0,True
openml-puma32h-308,2026082821,iid4,ft_transformer,ft_transformer,1.0,1.0,1.0,0.0,0.0,True
openml-puma32h-308,2026082821,iid16,ft_transformer,ft_transformer,1.0,1.0,1.0,0.0,0.0,True
openml-puma32h-308,2026082821,iid64,ft_transformer,ft_transformer,1.0,1.0,1.0,0.0,0.0,True
openml-puma32h-308,2026082821,srswor16,ft_transformer,ft_transformer,1.0,1.0,1.0,0.0,0.0,True
openml-puma32h-308,2026082821,strength1_4,ft_transformer,ft_transformer,1.0,1.0,1.0,0.0,0.0,True
openml-puma32h-308,2026082821,strength1_16,ft_transformer,ft_transformer,1.0,1.0,1.0,0.0,0.0,True
openml-puma32h-308,2026082821,strength2_16,ft_transformer,ft_transformer,1.0,1.0,1.0,0.0,0.0,True
openml-puma32h-308,2026082821,strength3_64,ft_transformer,ft_transformer,1.0,1.0,1.0,0.0,0.0,True
openml-puma32h-308,2026082821,lhs16,ft_transformer,ft_transformer,1.0,1.0,1.0,0.0,0.0,True
openml-puma32h-308,2026082821,sobol16,ft_transformer,ft_transformer,1.0,1.0,1.0,0.0,0.0,True
openml-puma32h-308,2026082821,seed_only16,ft_transformer,ft_transformer,1.0,1.0,1.0,0.0,0.0,True
openml-puma32h-308,2026082821,schema_only16,ft_transformer,ft_transformer,1.0,1.0,1.0,0.0,0.0,True
