dataset,model,task,split,strength3_design_count,joint_risk,through_triple_fraction,mean_member_loss,quotient_loss,iid64_residual,four_strength2_residual,sixteen_strength1_residual,sixteen_seed_blocks_residual,strength3_residual,strength3_expected_loss,component_reconstruction_error,ambiguity_error
openml-vehicle-54,onehot_linear,multiclass,validation,13824,1.9332083543514913e-14,1.0,0.2507593640937831,0.2507593640937637,3.020638053674205e-16,2.804635481513912e-32,2.3136730427138306e-16,1.208255221469682e-15,0.0,0.2507593640937637,0.0,4.130823619406818e-17
openml-vehicle-54,onehot_linear,multiclass,test,13824,1.8219027445319875e-14,0.9999999999999998,0.2948616617715013,0.29486166177148304,2.8467230383312304e-16,2.2846343965293585e-32,2.2253093193092296e-16,1.1386892153324922e-15,0.0,0.29486166177148304,0.0,4.414130976395046e-17
openml-vehicle-54,ordinal_forest,multiclass,validation,13824,0.0019765888272658405,1.0,0.30047634871692586,0.29849975988966004,3.088420042602876e-05,1.5881867761018131e-21,2.3873527600233474e-05,2.331031264831724e-05,0.0,0.29849975988966004,0.0,2.7755575615628914e-17
openml-vehicle-54,ordinal_forest,multiclass,test,13824,0.0020036484172146077,0.9999999999999998,0.332189575745823,0.33018592732860835,3.1307006518978246e-05,1.6940658945086007e-21,2.4183668173333884e-05,2.2197300358171014e-05,0.0,0.33018592732860835,0.0,1.3010426069826053e-17
openml-vehicle-54,onehot_adam_mlp,multiclass,validation,13824,0.032109279107917596,1.0,0.3437102594604384,0.3116009803525209,0.0005017074860612124,0.0002465010801107723,0.00037549936223832425,0.0003458229244636555,0.0,0.3116009803525209,0.0,4.163336342344337e-17
openml-vehicle-54,onehot_adam_mlp,multiclass,test,13824,0.03253853225111532,1.0,0.36187557031059886,0.3293370380594835,0.0005084145664236768,0.00025206629876316753,0.0003822031837147336,0.0003492494317262979,0.0,0.3293370380594835,0.0,4.163336342344337e-17
openml-segment-36,onehot_linear,multiclass,validation,13824,1.2692773374055857e-14,0.9999999999999999,0.10757315492527632,0.10757315492526362,1.9832458396962277e-16,7.801520907537358e-33,1.5111948251502967e-16,7.93298335878491e-16,0.0,0.10757315492526362,0.0,5.402470094370639e-18
openml-segment-36,onehot_linear,multiclass,test,13824,1.2448173412988441e-14,1.0,0.10743919854500086,0.1074391985449884,1.945027095779444e-16,5.2872795504505834e-33,1.5127764066163627e-16,7.780108383117775e-16,0.0,0.1074391985449884,0.0,1.408003842894132e-17
openml-segment-36,ordinal_forest,multiclass,validation,13824,0.000728173584584089,1.0000000000000002,0.06294871832653062,0.06222054474194654,1.137771225912639e-05,0.0,8.721036207312529e-06,8.725745298598538e-06,0.0,0.06222054474194654,0.0,7.806255641895632e-18
openml-segment-36,ordinal_forest,multiclass,test,13824,0.0006475284339642318,1.0,0.053125667539041584,0.052478139105077364,1.0117631780691122e-05,1.0058516248644817e-21,7.771141051577516e-06,7.398467473331e-06,0.0,0.052478139105077364,0.0,1.1709383462843448e-17
openml-segment-36,onehot_adam_mlp,multiclass,validation,13824,0.005476825352876864,1.0,0.07791878052105682,0.07244195516817994,8.5575396138701e-05,5.231521276383951e-05,6.0552627341360675e-05,4.974166749820673e-05,0.0,0.07244195516817994,0.0,6.938893903907228e-18
openml-segment-36,onehot_adam_mlp,multiclass,test,13824,0.0047884246211165665,1.0,0.07673922486713436,0.07195080024601778,7.481913470494635e-05,4.642249719937167e-05,5.281479408754561e-05,4.247552452491656e-05,0.0,0.07195080024601778,0.0,7.806255641895632e-18
