source_group,material_cells,strength2_residual,iid16_residual,four_strength1_residual,four_seed_blocks_residual,beats_all
adult,3,5.524570446723803e-05,0.00011945005473514092,8.204185100402479e-05,0.00017505576630227884,True
bank_marketing,3,6.69011263205629e-05,0.00013263816433511922,9.74018251478813e-05,0.00015799346161788564,True
churn,4,9.520121293540943e-05,0.0002135532214536607,0.00014600053710068746,0.00034473963531897684,True
titanic,3,7.235093527058504e-05,0.00035066557990293427,0.0001373453018406552,0.0009429757654383337,True
