dataset,model,task,metric,control,draws,strength2_mean,control_mean,strength2_minus_control,mc_standard_error,normal_ci_low,normal_ci_high,favorable_point_estimate,favorable_95_mc_interval
polish_bankruptcy_1year,catboost_native,binclass,brier,four_strength1,2048,0.03960661055115998,0.0396179537355063,-1.1343184346319923e-05,3.2155970894065204e-06,-1.7645754641556704e-05,-5.040614051083144e-06,True,True
polish_bankruptcy_1year,catboost_native,binclass,brier,four_seed_blocks,2048,0.03960661055115998,0.039619591527544164,-1.298097638418455e-05,4.271254781598192e-06,-2.1352635756117007e-05,-4.609317012252094e-06,True,True
polish_bankruptcy_1year,catboost_native,binclass,logloss,iid16,2048,0.08332579544924015,0.08341044581969945,-8.46503704592938e-05,8.90355599455136e-06,-0.00010210134020861446,-6.719940070997314e-05,True,True
polish_bankruptcy_1year,catboost_native,binclass,logloss,four_strength1,2048,0.08332579544924015,0.08341186467812631,-8.60692288861542e-05,8.488822023333826e-06,-0.0001027073200518885,-6.94311377204199e-05,True,True
polish_bankruptcy_1year,catboost_native,binclass,logloss,four_seed_blocks,2048,0.08332579544924015,0.08338686502896114,-6.106957972099036e-05,1.030187395597322e-05,-8.126125267469788e-05,-4.087790676728285e-05,True,True
polish_bankruptcy_1year,catboost_native,binclass,accuracy,iid16,2048,0.9790675547098003,0.9789802122978117,8.734241198860015e-05,6.072168395729938e-06,7.544096193296947e-05,9.924386204423084e-05,True,True
polish_bankruptcy_1year,catboost_native,binclass,accuracy,four_strength1,2048,0.9790675547098003,0.9789718497264511,9.570498334920963e-05,6.325383093360805e-06,8.330723248622245e-05,0.00010810273421219681,True,True
polish_bankruptcy_1year,catboost_native,binclass,accuracy,four_seed_blocks,2048,0.9790675547098003,0.9790392148846339,2.8339825166479038e-05,3.5749688451328423e-06,2.1332886230018667e-05,3.5346764102939406e-05,True,True
polish_bankruptcy_1year,catboost_native,binclass,roc_auc,iid16,2048,0.9296063752716733,0.9289687561315203,0.000637619140153034,2.7049973398668325e-05,0.0005846011922916441,0.0006906370880144239,True,True
polish_bankruptcy_1year,catboost_native,binclass,roc_auc,four_strength1,2048,0.9296063752716733,0.9289172513621409,0.000689123909532463,2.8636745004691444e-05,0.0006329958893232678,0.0007452519297416583,True,True
polish_bankruptcy_1year,catboost_native,binclass,roc_auc,four_seed_blocks,2048,0.9296063752716733,0.9290061819872918,0.000600193284381545,1.8275331567738265e-05,0.0005643736345087779,0.000636012934254312,True,True
polish_bankruptcy_1year,onehot_adam_mlp,binclass,brier,iid16,2048,0.13362602455678324,0.13533185784476393,-0.0017058332879806848,0.0004403536790162346,-0.0025689264988525045,-0.000842740077108865,True,True
polish_bankruptcy_1year,onehot_adam_mlp,binclass,brier,four_strength1,2048,0.13362602455678324,0.13477309434941706,-0.0011470697926338203,0.00039542612573981737,-0.0019221049990838623,-0.0003720345861837782,True,True
polish_bankruptcy_1year,onehot_adam_mlp,binclass,brier,four_seed_blocks,2048,0.13362602455678324,0.1345830476786179,-0.0009570231218346548,0.0004048024665390539,-0.0017504359562512005,-0.00016361028741810908,True,True
polish_bankruptcy_1year,onehot_adam_mlp,binclass,logloss,iid16,2048,0.28570112264681546,0.28700412788108093,-0.001303005234265464,0.0006523872077373272,-0.0025816841614306253,-2.432630710030295e-05,True,True
polish_bankruptcy_1year,onehot_adam_mlp,binclass,logloss,four_strength1,2048,0.28570112264681546,0.28649881092182017,-0.0007976882750047043,0.0005804332010307775,-0.0019353373490250281,0.00033996079901561956,True,False
polish_bankruptcy_1year,onehot_adam_mlp,binclass,logloss,four_seed_blocks,2048,0.28570112264681546,0.2860863770315841,-0.0003852543847686629,0.0006173319828489154,-0.001595225071152537,0.0008247163016152112,True,False
polish_bankruptcy_1year,onehot_adam_mlp,binclass,accuracy,iid16,2048,0.9609895337773545,0.9609895337773545,0.0,1.041088288565961e-17,-2.0405330455892835e-17,2.0405330455892835e-17,False,False
polish_bankruptcy_1year,onehot_adam_mlp,binclass,accuracy,four_strength1,2048,0.9609895337773545,0.9609895337773545,0.0,1.041088288565961e-17,-2.0405330455892835e-17,2.0405330455892835e-17,False,False
polish_bankruptcy_1year,onehot_adam_mlp,binclass,accuracy,four_seed_blocks,2048,0.9609895337773545,0.9609895337773545,0.0,1.041088288565961e-17,-2.0405330455892835e-17,2.0405330455892835e-17,False,False
polish_bankruptcy_1year,onehot_adam_mlp,binclass,roc_auc,iid16,2048,0.47582616338520284,0.47492782493283625,0.0008983384523665872,0.0006511582473091915,-0.00037793171235942814,0.0021746086170926025,True,False
polish_bankruptcy_1year,onehot_adam_mlp,binclass,roc_auc,four_strength1,2048,0.47582616338520284,0.4757112327562787,0.00011493062892414807,0.0005874562093553809,-0.0010364835414123984,0.0012663447992606945,True,False
polish_bankruptcy_1year,onehot_adam_mlp,binclass,roc_auc,four_seed_blocks,2048,0.47582616338520284,0.4754369179772398,0.00038924540796303475,0.0005705004861808493,-0.0007289355449514299,0.0015074263608774994,True,False
polish_bankruptcy_2year,ordinal_forest,binclass,brier,iid16,2048,0.06165258474343413,0.06167305666482756,-2.0471921393427905e-05,3.109659054468362e-06,-2.6566853140185894e-05,-1.4376989646669915e-05,True,True
polish_bankruptcy_2year,ordinal_forest,binclass,brier,four_strength1,2048,0.06165258474343413,0.06166976573982581,-1.7180996391683023e-05,2.4396460443990246e-06,-2.196270263870511e-05,-1.2399290144660936e-05,True,True
polish_bankruptcy_2year,ordinal_forest,binclass,brier,four_seed_blocks,2048,0.06165258474343413,0.061672101482271216,-1.9516738837085934e-05,3.588796872516949e-06,-2.6550780707219153e-05,-1.2482696966952715e-05,True,True
polish_bankruptcy_2year,ordinal_forest,binclass,logloss,iid16,2048,0.12567089278698676,0.125777556466746,-0.00010666367975922797,9.686984794117315e-06,-0.00012565016995569792,-8.767718956275804e-05,True,True
polish_bankruptcy_2year,ordinal_forest,binclass,logloss,four_strength1,2048,0.12567089278698676,0.12576204800633306,-9.115521934630055e-05,8.075154831857804e-06,-0.00010698252281674184,-7.532791587585926e-05,True,True
polish_bankruptcy_2year,ordinal_forest,binclass,logloss,four_seed_blocks,2048,0.12567089278698676,0.12577807186548198,-0.00010717907849522312,7.833769286239583e-06,-0.0001225332662962527,-9.182489069419354e-05,True,True
polish_bankruptcy_2year,ordinal_forest,binclass,accuracy,iid16,2048,0.9612860892388452,0.9611182025098425,0.00016788672900269752,7.677511585820398e-06,0.00015283880629448954,0.0001829346517109055,True,True
polish_bankruptcy_2year,ordinal_forest,binclass,accuracy,four_strength1,2048,0.9612860892388452,0.9611595334030512,0.00012655583579401775,6.187829790594068e-06,0.00011442768940445337,0.00013868398218358212,True,True
polish_bankruptcy_2year,ordinal_forest,binclass,accuracy,four_seed_blocks,2048,0.9612860892388452,0.9611348630249343,0.0001512262139108378,8.277996846618093e-06,0.00013500134009146632,0.00016745108773020927,True,True
polish_bankruptcy_2year,ordinal_forest,binclass,roc_auc,iid16,2048,0.8451161202185792,0.8449184396879269,0.00019768053065227775,5.359936391061051e-05,9.262577738748116e-05,0.00030273528391707436,True,True
polish_bankruptcy_2year,ordinal_forest,binclass,roc_auc,four_strength1,2048,0.8451161202185792,0.8450290561808046,8.706403777458682e-05,2.8468879742915268e-05,3.1265033478472896e-05,0.00014286304207070075,True,True
polish_bankruptcy_2year,ordinal_forest,binclass,roc_auc,four_seed_blocks,2048,0.8451161202185792,0.8448115364449922,0.0003045837735869972,5.823994512250625e-05,0.00019043348114688492,0.00041873406602710943,True,True
polish_bankruptcy_2year,catboost_native,binclass,brier,iid16,2048,0.040836763562133074,0.040868311379861855,-3.154781772878035e-05,4.351685898008058e-06,-4.007712208887614e-05,-2.3018513368684554e-05,True,True
polish_bankruptcy_2year,catboost_native,binclass,brier,four_strength1,2048,0.040836763562133074,0.040859891679744034,-2.3128117610959897e-05,4.192602719857754e-06,-3.13456189418811e-05,-1.4910616280038699e-05,True,True
polish_bankruptcy_2year,catboost_native,binclass,brier,four_seed_blocks,2048,0.040836763562133074,0.04085972443633633,-2.2960874203253878e-05,1.8554498806991822e-06,-2.6597555969424276e-05,-1.932419243708348e-05,True,True
polish_bankruptcy_2year,catboost_native,binclass,logloss,iid16,2048,0.08427773717812849,0.08436590206022013,-8.816488209163753e-05,7.637374161465047e-06,-0.00010313413544810902,-7.319562873516604e-05,True,True
polish_bankruptcy_2year,catboost_native,binclass,logloss,four_strength1,2048,0.08427773717812849,0.0843481789719417,-7.044179381321403e-05,7.368076003469051e-06,-8.488322278001337e-05,-5.600036484641468e-05,True,True
polish_bankruptcy_2year,catboost_native,binclass,logloss,four_seed_blocks,2048,0.08427773717812849,0.08434579064344325,-6.805346531475742e-05,6.228397850629315e-06,-8.026112510199088e-05,-5.584580552752396e-05,True,True
polish_bankruptcy_2year,catboost_native,binclass,accuracy,iid16,2048,0.975721784776903,0.9756304723384188,9.131243848414794e-05,1.0673905309535937e-05,7.03915840774575e-05,0.00011223329289083838,True,True
polish_bankruptcy_2year,catboost_native,binclass,accuracy,four_strength1,2048,0.975721784776903,0.9756596282398295,6.215653707342117e-05,9.792124294412928e-06,4.296397345637183e-05,8.134910069047051e-05,True,True
polish_bankruptcy_2year,catboost_native,binclass,accuracy,four_seed_blocks,2048,0.975721784776903,0.9755375579273297,0.00018422684957331015,1.0519915991805362e-05,0.00016360781422937164,0.00020484588491724866,True,True
polish_bankruptcy_2year,catboost_native,binclass,roc_auc,iid16,2048,0.9346994535519126,0.9341031989981785,0.0005962545537341324,4.2192101077819304e-05,0.0005135580356216066,0.0006789510718466582,True,True
polish_bankruptcy_2year,catboost_native,binclass,roc_auc,four_strength1,2048,0.9346994535519126,0.9341429496723447,0.00055650387956796,3.6327598164842446e-05,0.0004853017871648688,0.0006277059719710512,True,True
polish_bankruptcy_2year,catboost_native,binclass,roc_auc,four_seed_blocks,2048,0.9346994535519126,0.9342135069800205,0.0004859465718921596,5.7303426753604734e-05,0.0003736318554550943,0.0005982612883292249,True,True
polish_bankruptcy_2year,onehot_adam_mlp,binclass,brier,iid16,2048,0.11698793561649509,0.11716525677269302,-0.00017732115619792377,9.842066074413882e-05,-0.00037022565125643584,1.55833388605883e-05,True,False
polish_bankruptcy_2year,onehot_adam_mlp,binclass,brier,four_strength1,2048,0.11698793561649509,0.11711502981287637,-0.0001270941963812805,7.411713660287385e-05,-0.00027236378412291327,1.8175391360352242e-05,True,False
polish_bankruptcy_2year,onehot_adam_mlp,binclass,brier,four_seed_blocks,2048,0.11698793561649509,0.1171026680216842,-0.00011473240518911076,0.0001239160257416147,-0.00035760781564267555,0.00012814300526445402,True,False
polish_bankruptcy_2year,onehot_adam_mlp,binclass,logloss,iid16,2048,0.2754164230084807,0.2756449843025246,-0.00022856129404391634,0.00015888910680212457,-0.0005399839433760806,8.286135528824782e-05,True,False
polish_bankruptcy_2year,onehot_adam_mlp,binclass,logloss,four_strength1,2048,0.2754164230084807,0.2755856531489209,-0.0001692301404402352,0.00012370394688751465,-0.0004116898763397639,7.322959545929349e-05,True,False
polish_bankruptcy_2year,onehot_adam_mlp,binclass,logloss,four_seed_blocks,2048,0.2754164230084807,0.27543936346364023,-2.2940455159548012e-05,0.0001986423437098494,-0.0004122794488308528,0.00036639853851175676,True,False
polish_bankruptcy_2year,onehot_adam_mlp,binclass,accuracy,iid16,2048,0.9606299212598425,0.9606299212598425,0.0,0.0,0.0,0.0,False,False
polish_bankruptcy_2year,onehot_adam_mlp,binclass,accuracy,four_strength1,2048,0.9606299212598425,0.9606299212598425,0.0,0.0,0.0,0.0,False,False
polish_bankruptcy_2year,onehot_adam_mlp,binclass,accuracy,four_seed_blocks,2048,0.9606299212598425,0.9606299212598425,0.0,0.0,0.0,0.0,False,False
polish_bankruptcy_2year,onehot_adam_mlp,binclass,roc_auc,iid16,2048,0.4998088398917777,0.4998362584626523,-2.7418570874571113e-05,0.00024241443179449584,-0.0005025508571917829,0.0004477137154426407,False,False
polish_bankruptcy_2year,onehot_adam_mlp,binclass,roc_auc,four_strength1,2048,0.4998088398917777,0.49969211432451766,0.00011672556726005645,0.000202494794285887,-0.0002801642295402821,0.0005136153640603949,True,False
polish_bankruptcy_2year,onehot_adam_mlp,binclass,roc_auc,four_seed_blocks,2048,0.4998088398917777,0.4993645645447334,0.0004442753470443317,0.0002015409520926628,4.9255080942712604e-05,0.0008392956131459508,True,True
polish_bankruptcy_3year,ordinal_forest,binclass,brier,iid16,2048,0.07261948712228092,0.07264843000326648,-2.89428809855663e-05,4.648337582898995e-06,-3.805362264804833e-05,-1.9832139323084268e-05,True,True
polish_bankruptcy_3year,ordinal_forest,binclass,brier,four_strength1,2048,0.07261948712228092,0.0726410602341124,-2.157311183148547e-05,4.34557209708384e-06,-3.0090433141769798e-05,-1.3055790521201143e-05,True,True
polish_bankruptcy_3year,ordinal_forest,binclass,brier,four_seed_blocks,2048,0.07261948712228092,0.07264145790143743,-2.1970779156513243e-05,3.5422193344910243e-06,-2.891352905211565e-05,-1.5028029260910835e-05,True,True
polish_bankruptcy_3year,ordinal_forest,binclass,logloss,iid16,2048,0.14231656743342264,0.14246107804029662,-0.0001445106068739821,1.2966416031131394e-05,-0.00016992478229499962,-0.00011909643145296457,True,True
polish_bankruptcy_3year,ordinal_forest,binclass,logloss,four_strength1,2048,0.14231656743342264,0.14243666994119442,-0.00012010250777177989,9.640739706388721e-06,-0.00013899835759630179,-0.00010120665794725799,True,True
polish_bankruptcy_3year,ordinal_forest,binclass,logloss,four_seed_blocks,2048,0.14231656743342264,0.1424218120851084,-0.00010524465168576524,1.61882882287059e-05,-0.0001369736966140288,-7.351560675750168e-05,True,True
polish_bankruptcy_3year,ordinal_forest,binclass,accuracy,iid16,2048,0.9556681443951868,0.9554819852359088,0.00018615915927799875,7.168021176669073e-06,0.00017210983777172736,0.00020020848078427015,True,True
polish_bankruptcy_3year,ordinal_forest,binclass,accuracy,four_strength1,2048,0.9556681443951868,0.9555116717463584,0.000156472648828343,6.641040903128279e-06,0.00014345620865821156,0.00016948908899847443,True,True
polish_bankruptcy_3year,ordinal_forest,binclass,accuracy,four_seed_blocks,2048,0.9556681443951868,0.9556260885053831,4.2055889803660484e-05,3.4853178819736973e-06,3.522466675499204e-05,4.888711285232893e-05,True,True
polish_bankruptcy_3year,ordinal_forest,binclass,roc_auc,iid16,2048,0.8630959863518002,0.8627836542710952,0.0003123320807050245,4.27067126919734e-05,0.00022862692382875663,0.00039603723758129233,True,True
polish_bankruptcy_3year,ordinal_forest,binclass,roc_auc,four_strength1,2048,0.8630959863518002,0.8628878299986813,0.00020815635311888236,3.0577335073234826e-05,0.0001482247763753421,0.0002680879298624226,True,True
polish_bankruptcy_3year,ordinal_forest,binclass,roc_auc,four_seed_blocks,2048,0.8630959863518002,0.8627861555232558,0.0003098308285444107,5.406272091720109e-05,0.00020386789554669655,0.00041579376154212485,True,True
polish_bankruptcy_3year,catboost_native,binclass,brier,iid16,2048,0.04914749616173631,0.04918380085572572,-3.63046939894085e-05,5.507260415593907e-06,-4.709892440397256e-05,-2.551046357484444e-05,True,True
polish_bankruptcy_3year,catboost_native,binclass,brier,four_strength1,2048,0.04914749616173631,0.04918345636602559,-3.596020428928148e-05,3.284180857279419e-06,-4.239719876954915e-05,-2.9523209809013823e-05,True,True
polish_bankruptcy_3year,catboost_native,binclass,brier,four_seed_blocks,2048,0.04914749616173631,0.04918767874902226,-4.0182587285948757e-05,5.129555887258222e-06,-5.023651682497487e-05,-3.0128657746922642e-05,True,True
polish_bankruptcy_3year,catboost_native,binclass,logloss,iid16,2048,0.09784905011902102,0.09795070414600895,-0.00010165402698793236,1.0401573151903523e-05,-0.00012204111036566326,-8.126694361020145e-05,True,True
polish_bankruptcy_3year,catboost_native,binclass,logloss,four_strength1,2048,0.09784905011902102,0.09794861665036192,-9.956653134089721e-05,7.255650853961909e-06,-0.00011378760701466256,-8.534545566713187e-05,True,True
polish_bankruptcy_3year,catboost_native,binclass,logloss,four_seed_blocks,2048,0.09784905011902102,0.09793724830715303,-8.819818813200764e-05,8.398503467333362e-06,-0.00010465925492798103,-7.173712133603425e-05,True,True
polish_bankruptcy_3year,catboost_native,binclass,accuracy,iid16,2048,0.9708676377454085,0.9710061747941736,-0.0001385370487650972,6.605054323581742e-06,-0.00015148295523931743,-0.00012559114229087698,False,False
polish_bankruptcy_3year,catboost_native,binclass,accuracy,four_strength1,2048,0.9708676377454085,0.9709842191458202,-0.00011658140041170828,5.6154980624937124e-06,-0.00012758777661419596,-0.0001055750242092206,False,False
polish_bankruptcy_3year,catboost_native,binclass,accuracy,four_seed_blocks,2048,0.9708676377454085,0.9710606000633313,-0.00019296231792276242,7.486803863167796e-06,-0.0002076364534945713,-0.00017828818235095354,False,False
polish_bankruptcy_3year,catboost_native,binclass,roc_auc,iid16,2048,0.9301517464308162,0.9298334100296309,0.00031833640118528184,2.8453860733241236e-05,0.00026256683414812903,0.00037410596822243464,True,True
polish_bankruptcy_3year,catboost_native,binclass,roc_auc,four_strength1,2048,0.9301517464308162,0.9298556122048127,0.00029613422600349715,2.8664803263438785e-05,0.00023995121160715714,0.0003523172403998372,True,True
polish_bankruptcy_3year,catboost_native,binclass,roc_auc,four_seed_blocks,2048,0.9301517464308162,0.9298974166559104,0.0002543297749058038,1.2630363342802518e-05,0.00022957426275391083,0.0002790852870576967,True,True
polish_bankruptcy_3year,onehot_adam_mlp,binclass,brier,iid16,2048,0.12098010429146824,0.121164884400591,-0.00018478010912276188,8.626378696908787e-05,-0.00035385713158217415,-1.5703086663349642e-05,True,True
polish_bankruptcy_3year,onehot_adam_mlp,binclass,brier,four_strength1,2048,0.12098010429146824,0.12109604245905654,-0.00011593816758830033,5.4226983702172927e-05,-0.00022222305564455926,-9.653279532041405e-06,True,True
polish_bankruptcy_3year,onehot_adam_mlp,binclass,brier,four_seed_blocks,2048,0.12098010429146824,0.1210792494582483,-9.914516678005691e-05,0.00010766501108109295,-0.0003101685884989991,0.00011187825493888526,True,False
polish_bankruptcy_3year,onehot_adam_mlp,binclass,logloss,iid16,2048,0.2766796509150118,0.27690868263062485,-0.00022903171561305946,0.00014451747783309022,-0.0005122859721659163,5.422254093979739e-05,True,False
polish_bankruptcy_3year,onehot_adam_mlp,binclass,logloss,four_strength1,2048,0.2766796509150118,0.27685840164599695,-0.00017875073098516658,9.067963737399239e-05,-0.0003564828202381917,-1.0186417321415028e-06,True,True
polish_bankruptcy_3year,onehot_adam_mlp,binclass,logloss,four_seed_blocks,2048,0.2766796509150118,0.27667944199346073,2.0892155105922683e-07,0.0001809937099424193,-0.00035453874993608263,0.0003549565930382011,False,False
polish_bankruptcy_3year,onehot_adam_mlp,binclass,accuracy,iid16,2048,0.9531348955034832,0.9531348955034832,0.0,0.0,0.0,0.0,False,False
polish_bankruptcy_3year,onehot_adam_mlp,binclass,accuracy,four_strength1,2048,0.9531348955034832,0.9531348955034832,0.0,0.0,0.0,0.0,False,False
polish_bankruptcy_3year,onehot_adam_mlp,binclass,accuracy,four_seed_blocks,2048,0.9531348955034832,0.9531348955034832,0.0,0.0,0.0,0.0,False,False
polish_bankruptcy_3year,onehot_adam_mlp,binclass,roc_auc,iid16,2048,0.49886081884287736,0.49928841020149617,-0.00042759135861880626,0.00016663992545366287,-0.0007542056125079855,-0.00010097710472962702,False,False
polish_bankruptcy_3year,onehot_adam_mlp,binclass,roc_auc,four_strength1,2048,0.49886081884287736,0.4989896168879636,-0.0001287980450862536,0.00014164677500519434,-0.0004064257240964345,0.0001488296339239273,False,False
polish_bankruptcy_3year,onehot_adam_mlp,binclass,roc_auc,four_seed_blocks,2048,0.49886081884287736,0.49897694621531835,-0.00011612737244098836,0.00013703902396070187,-0.000384723859403964,0.0001524691145219873,False,False
polish_bankruptcy_4year,ordinal_forest,binclass,brier,iid16,2048,0.07939113629625338,0.07941755211256574,-2.6415816312352902e-05,2.1228162626775062e-06,-3.057653618720081e-05,-2.225509643750499e-05,True,True
polish_bankruptcy_4year,ordinal_forest,binclass,brier,four_strength1,2048,0.07939113629625338,0.07941346362049946,-2.2327324246076974e-05,2.2545023935673065e-06,-2.6746148937468896e-05,-1.7908499554685052e-05,True,True
polish_bankruptcy_4year,ordinal_forest,binclass,brier,four_seed_blocks,2048,0.07939113629625338,0.07941563008860245,-2.4493792349061794e-05,9.639908361369525e-07,-2.638321438789022e-05,-2.2604370310233367e-05,True,True
polish_bankruptcy_4year,ordinal_forest,binclass,logloss,iid16,2048,0.14959779734831075,0.14969119898103833,-9.34016327275855e-05,7.765914988420054e-06,-0.0001086228261048888,-7.81804393502822e-05,True,True
polish_bankruptcy_4year,ordinal_forest,binclass,logloss,four_strength1,2048,0.14959779734831075,0.1496628929834485,-6.509563513776295e-05,7.528295467862875e-06,-7.985109425477418e-05,-5.034017602075172e-05,True,True
polish_bankruptcy_4year,ordinal_forest,binclass,logloss,four_seed_blocks,2048,0.14959779734831075,0.14967153202330566,-7.373467499491304e-05,5.652817009174295e-06,-8.481419633289466e-05,-6.265515365693142e-05,True,True
polish_bankruptcy_4year,ordinal_forest,binclass,accuracy,iid16,2048,0.948509485094851,0.9485911961170393,-8.171102218834658e-05,4.87674561250138e-06,-9.126944358884928e-05,-7.215260078784388e-05,False,False
polish_bankruptcy_4year,ordinal_forest,binclass,accuracy,four_strength1,2048,0.948509485094851,0.9486004589049797,-9.097381012868055e-05,5.105584678844043e-06,-0.00010098075609921488,-8.096686415814623e-05,False,False
polish_bankruptcy_4year,ordinal_forest,binclass,accuracy,four_seed_blocks,2048,0.948509485094851,0.948509485094851,0.0,0.0,0.0,0.0,False,False
polish_bankruptcy_4year,ordinal_forest,binclass,roc_auc,iid16,2048,0.879186383478229,0.8787500496144331,0.0004363338637958236,3.2448350799331246e-05,0.0003727350962291344,0.0004999326313625129,True,True
polish_bankruptcy_4year,ordinal_forest,binclass,roc_auc,four_strength1,2048,0.879186383478229,0.8788456402382582,0.0003407432399707977,2.967229862656537e-05,0.0002825855346627296,0.0003989009452788658,True,True
polish_bankruptcy_4year,ordinal_forest,binclass,roc_auc,four_seed_blocks,2048,0.879186383478229,0.8788317119264929,0.00035467155173607434,2.9927826310212586e-05,0.00029601301216805766,0.000413330091304091,True,True
polish_bankruptcy_4year,catboost_native,binclass,brier,iid16,2048,0.04673440446582666,0.04678179437903559,-4.738991320892699e-05,5.237412671635305e-06,-5.765524204533219e-05,-3.712458437252179e-05,True,True
polish_bankruptcy_4year,catboost_native,binclass,brier,four_strength1,2048,0.04673440446582666,0.046780255177293596,-4.5850711466934035e-05,5.349854515643486e-06,-5.633642631759527e-05,-3.53649966162728e-05,True,True
polish_bankruptcy_4year,catboost_native,binclass,brier,four_seed_blocks,2048,0.04673440446582666,0.04677296369586609,-3.855923003942552e-05,3.4419227046858335e-06,-4.530539854060975e-05,-3.181306153824129e-05,True,True
polish_bankruptcy_4year,catboost_native,binclass,logloss,iid16,2048,0.09525728430185133,0.09537031421753672,-0.00011302991568538923,1.0856641793219627e-05,-0.00013430893360009968,-9.175089777067876e-05,True,True
polish_bankruptcy_4year,catboost_native,binclass,logloss,four_strength1,2048,0.09525728430185133,0.09536910579177829,-0.00011182148992695817,9.758511139880137e-06,-0.00013094817176112324,-9.269480809279311e-05,True,True
polish_bankruptcy_4year,catboost_native,binclass,logloss,four_seed_blocks,2048,0.09525728430185133,0.0953177179703208,-6.0433668469472845e-05,1.1870372613998922e-05,-8.369959879291074e-05,-3.7167738146034955e-05,True,True
polish_bankruptcy_4year,catboost_native,binclass,accuracy,iid16,2048,0.974254742547426,0.9738240229081978,0.0004307196392281387,1.3531381003991978e-05,0.00040419813246031445,0.000457241145995963,True,True
polish_bankruptcy_4year,catboost_native,binclass,accuracy,four_strength1,2048,0.974254742547426,0.9738339473238482,0.00042079522357774124,1.4147318420831888e-05,0.0003930664794729107,0.00044852396768257176,True,True
polish_bankruptcy_4year,catboost_native,binclass,accuracy,four_seed_blocks,2048,0.974254742547426,0.9738709984756098,0.0003837440718161833,8.481293666889565e-06,0.0003671207362290798,0.00040036740740328683,True,True
polish_bankruptcy_4year,catboost_native,binclass,roc_auc,iid16,2048,0.9390704669674629,0.9388151496614898,0.00025531730597305735,2.2871639497980387e-05,0.00021048889255701579,0.0003001457193890989,True,True
polish_bankruptcy_4year,catboost_native,binclass,roc_auc,four_strength1,2048,0.9390704669674629,0.9388168019833163,0.00025366498414658434,1.6875687370687872e-05,0.0002205886369000361,0.0002867413313931326,True,True
polish_bankruptcy_4year,catboost_native,binclass,roc_auc,four_seed_blocks,2048,0.9390704669674629,0.9389523371514596,0.0001181298160032318,3.351648109209551e-05,5.24375130627246e-05,0.00018382211894373902,True,True
polish_bankruptcy_4year,onehot_adam_mlp,binclass,brier,iid16,2048,0.1259425118416992,0.12615003025147936,-0.00020751840978017189,0.00017506812806959894,-0.0005506519407965858,0.00013561512123624203,True,False
polish_bankruptcy_4year,onehot_adam_mlp,binclass,brier,four_strength1,2048,0.1259425118416992,0.12593917535777166,3.33648392752961e-06,0.0001571386063184655,-0.0003046551844566628,0.00031132815231172203,False,False
polish_bankruptcy_4year,onehot_adam_mlp,binclass,brier,four_seed_blocks,2048,0.1259425118416992,0.1261674108570129,-0.00022489901531372314,0.00017497851838389533,-0.000567856911346158,0.0001180588807187117,True,False
polish_bankruptcy_4year,onehot_adam_mlp,binclass,logloss,iid16,2048,0.2657625930956609,0.26615734647122324,-0.0003947533755623289,0.00039199055104968206,-0.001163054855619706,0.00037354810449504795,True,False
polish_bankruptcy_4year,onehot_adam_mlp,binclass,logloss,four_strength1,2048,0.2657625930956609,0.265557261675132,0.00020533142052892028,0.0003578703734905669,-0.0004960945115125908,0.0009067573525704314,False,False
polish_bankruptcy_4year,onehot_adam_mlp,binclass,logloss,four_seed_blocks,2048,0.2657625930956609,0.2656708050786167,9.178801704423645e-05,0.00037727518316403266,-0.0006476713419572676,0.0008312473760457405,False,False
polish_bankruptcy_4year,onehot_adam_mlp,binclass,accuracy,iid16,2048,0.9471544715447154,0.9471544715447154,0.0,0.0,0.0,0.0,False,False
polish_bankruptcy_4year,onehot_adam_mlp,binclass,accuracy,four_strength1,2048,0.9471544715447154,0.9471544715447154,0.0,0.0,0.0,0.0,False,False
polish_bankruptcy_4year,onehot_adam_mlp,binclass,accuracy,four_seed_blocks,2048,0.9471544715447154,0.9471544715447154,0.0,0.0,0.0,0.0,False,False
polish_bankruptcy_4year,onehot_adam_mlp,binclass,roc_auc,iid16,2048,0.5161780486833296,0.5163055371785128,-0.00012748849518318117,0.0006369464184370876,-0.0013759034753198728,0.0011209264849535105,False,False
polish_bankruptcy_4year,onehot_adam_mlp,binclass,roc_auc,four_strength1,2048,0.5161780486833296,0.5161647360741421,1.3312609187465796e-05,0.0005744612369652333,-0.0011126314152643914,0.001139256633639323,True,False
polish_bankruptcy_4year,onehot_adam_mlp,binclass,roc_auc,four_seed_blocks,2048,0.5161780486833296,0.5156068378934191,0.0005712107899105145,0.000530671733298635,-0.0004689058073548099,0.001611327387175839,True,False
polish_bankruptcy_5year,catboost_native,binclass,brier,iid16,2048,0.059455180921651585,0.059509329720717284,-5.4148799065699416e-05,8.350186942946493e-06,-7.051516547387454e-05,-3.7782432657524294e-05,True,True
polish_bankruptcy_5year,catboost_native,binclass,brier,four_strength1,2048,0.059455180921651585,0.05950265212451714,-4.7471202865558004e-05,6.240515272455746e-06,-5.9702612799571265e-05,-3.5239792931544744e-05,True,True
polish_bankruptcy_5year,catboost_native,binclass,brier,four_seed_blocks,2048,0.059455180921651585,0.059499362598651115,-4.418167699953013e-05,1.2788600873718413e-05,-6.924733471201822e-05,-1.9116019287042037e-05,True,True
