dataset,model,task,metric,control,draws,strength2_mean,control_mean,strength2_minus_control,mc_standard_error,normal_ci_low,normal_ci_high,favorable_point_estimate,favorable_95_mc_interval
credit_card_default,onehot_adam_mlp,binclass,roc_auc,iid16,2048,0.7693630188250355,0.7691069039832706,0.0002561148417649095,2.5826115608830546e-05,0.00020549565517160163,0.0003067340283582174,True,True
credit_card_default,onehot_adam_mlp,binclass,roc_auc,four_strength1,2048,0.7693630188250355,0.7692360208120856,0.0001269980129499082,2.6787649066898867e-05,7.449422077878643e-05,0.00017950180512102997,True,True
credit_card_default,onehot_adam_mlp,binclass,roc_auc,four_seed_blocks,2048,0.7693630188250355,0.7692321457441473,0.00013087308088821636,2.5320423556866716e-05,8.12450507167576e-05,0.00018050111105967514,True,True
credit_card_fraud,native_histgb,binclass,brier,iid16,2048,0.001508225385792448,0.0015130624254505666,-4.837039658118526e-06,1.2553832456645822e-06,-7.297590819621107e-06,-2.3764884966159452e-06,True,True
credit_card_fraud,native_histgb,binclass,brier,four_strength1,2048,0.001508225385792448,0.0015104134955592568,-2.1881097668086796e-06,8.077207435054517e-07,-3.771242424079365e-06,-6.049771095379943e-07,True,True
credit_card_fraud,native_histgb,binclass,brier,four_seed_blocks,2048,0.001508225385792448,0.001515541503006347,-7.31611721389901e-06,1.0816741019696966e-06,-9.436198453759616e-06,-5.196035974038405e-06,True,True
credit_card_fraud,native_histgb,binclass,logloss,iid16,2048,0.00610077176686255,0.006111858743091061,-1.1086976228511652e-05,1.5156959528077553e-06,-1.4057740296014852e-05,-8.116212161008452e-06,True,True
credit_card_fraud,native_histgb,binclass,logloss,four_strength1,2048,0.00610077176686255,0.006104298481447602,-3.5267145850519446e-06,1.0139970062539618e-06,-5.514148717309709e-06,-1.5392804527941798e-06,True,True
credit_card_fraud,native_histgb,binclass,logloss,four_seed_blocks,2048,0.00610077176686255,0.006116709664748431,-1.5937897885881687e-05,2.061080259787925e-06,-1.997761519506602e-05,-1.1898180576697353e-05,True,True
credit_card_fraud,native_histgb,binclass,accuracy,iid16,2048,0.9991656901041666,0.9991627604166665,2.9296875000417444e-06,5.208845164647752e-06,-7.27964902266785e-06,1.3139024022751339e-05,True,False
credit_card_fraud,native_histgb,binclass,accuracy,four_strength1,2048,0.9991656901041666,0.9991590169270833,6.6731770832495485e-06,5.206816178522097e-06,-3.5321826266537605e-06,1.687853679315286e-05,True,False
credit_card_fraud,native_histgb,binclass,accuracy,four_seed_blocks,2048,0.9991656901041666,0.9991398111979166,2.5878906249943157e-05,5.175634626377439e-06,1.5734662382243377e-05,3.6023150117642936e-05,True,True
credit_card_fraud,native_histgb,binclass,roc_auc,iid16,2048,0.9260076038188647,0.9256851914649415,0.0003224123539231627,3.026777290495587e-05,0.0002630875190294492,0.0003817371888168762,True,True
credit_card_fraud,native_histgb,binclass,roc_auc,four_strength1,2048,0.9260076038188647,0.9257698214472037,0.00023778237166105498,2.322893074043819e-05,0.00019225366740979613,0.00028331107591231383,True,True
credit_card_fraud,native_histgb,binclass,roc_auc,four_seed_blocks,2048,0.9260076038188647,0.92590652389399,0.00010107992487473627,1.9420883793140502e-05,6.301499264018088e-05,0.00013914485710929164,True,True
credit_card_fraud,catboost_native,binclass,brier,iid16,2048,0.0014387135920813335,0.0014395852854713535,-8.716933900200421e-07,3.0672429377879226e-07,-1.4728730058264747e-06,-2.705137742136093e-07,True,True
credit_card_fraud,catboost_native,binclass,brier,four_strength1,2048,0.0014387135920813335,0.001439068051138481,-3.544590571474826e-07,2.944831674199443e-07,-9.316460652905734e-07,2.227279509956082e-07,True,False
credit_card_fraud,catboost_native,binclass,brier,four_seed_blocks,2048,0.0014387135920813335,0.0014397547831386118,-1.0411910572783074e-06,3.001244110150585e-07,-1.6294349028678219e-06,-4.529472116887929e-07,True,True
credit_card_fraud,catboost_native,binclass,logloss,iid16,2048,0.005873758605430832,0.005885203042052247,-1.1444436621415449e-05,2.1376655064307077e-06,-1.5634261014019636e-05,-7.254612228811262e-06,True,True
credit_card_fraud,catboost_native,binclass,logloss,four_strength1,2048,0.005873758605430832,0.005878004645912559,-4.246040481726762e-06,1.399090124156489e-06,-6.988257125073481e-06,-1.503823838380044e-06,True,True
credit_card_fraud,catboost_native,binclass,logloss,four_seed_blocks,2048,0.005873758605430832,0.005907092233644044,-3.333362821321233e-05,3.7221760177208456e-06,-4.062909320794519e-05,-2.603816321847947e-05,True,True
credit_card_fraud,catboost_native,binclass,accuracy,iid16,2048,0.999333333333333,0.999333333333333,0.0,1.041088288565961e-17,-2.0405330455892835e-17,2.0405330455892835e-17,False,False
credit_card_fraud,catboost_native,binclass,accuracy,four_strength1,2048,0.999333333333333,0.999333333333333,0.0,1.041088288565961e-17,-2.0405330455892835e-17,2.0405330455892835e-17,False,False
credit_card_fraud,catboost_native,binclass,accuracy,four_seed_blocks,2048,0.999333333333333,0.999333333333333,0.0,1.041088288565961e-17,-2.0405330455892835e-17,2.0405330455892835e-17,False,False
credit_card_fraud,catboost_native,binclass,roc_auc,iid16,2048,0.9599480579611853,0.9586885694908179,0.001259488470367387,0.00016312916462758308,0.0009397553076973241,0.0015792216330374497,True,True
credit_card_fraud,catboost_native,binclass,roc_auc,four_strength1,2048,0.9599480579611853,0.9589697673205342,0.000978290640651136,0.0001569661993411432,0.0006706368899424954,0.0012859443913597766,True,True
credit_card_fraud,catboost_native,binclass,roc_auc,four_seed_blocks,2048,0.9599480579611853,0.9578670179465776,0.002081040014607738,0.000177319037871392,0.0017334947003798096,0.002428585328835666,True,True
credit_card_fraud,onehot_adam_mlp,binclass,brier,iid16,2048,0.001564821605243166,0.0015657014197611127,-8.798145179466504e-07,1.1585907737493547e-06,-3.1506524344953857e-06,1.3910233986020849e-06,True,False
credit_card_fraud,onehot_adam_mlp,binclass,brier,four_strength1,2048,0.001564821605243166,0.001565721187636027,-8.995823928608856e-07,9.883817985928436e-07,-2.8368107181028592e-06,1.037645932381088e-06,True,False
credit_card_fraud,onehot_adam_mlp,binclass,brier,four_seed_blocks,2048,0.001564821605243166,0.001563636993889353,1.1846113538130539e-06,1.020673425145372e-06,-8.159085594718752e-07,3.185131267097983e-06,False,False
credit_card_fraud,onehot_adam_mlp,binclass,logloss,iid16,2048,0.0059396045564367155,0.005961559068633263,-2.1954512196547572e-05,4.695077959142127e-06,-3.115686499646614e-05,-1.2752159396629003e-05,True,True
credit_card_fraud,onehot_adam_mlp,binclass,logloss,four_strength1,2048,0.0059396045564367155,0.005957506609653394,-1.7902053216678655e-05,4.32124358123893e-06,-2.637169063590696e-05,-9.432415797450353e-06,True,True
credit_card_fraud,onehot_adam_mlp,binclass,logloss,four_seed_blocks,2048,0.0059396045564367155,0.005951209023832239,-1.1604467395523455e-05,4.756724858969537e-06,-2.0927648119103746e-05,-2.281286671943163e-06,True,True
credit_card_fraud,onehot_adam_mlp,binclass,accuracy,iid16,2048,0.9993129882812497,0.9993098958333331,3.0924479166305474e-06,2.5805013162392443e-06,-1.9653346631983714e-06,8.150230496459465e-06,True,False
credit_card_fraud,onehot_adam_mlp,binclass,accuracy,four_strength1,2048,0.9993129882812497,0.999325032552083,-1.2044270833344584e-05,2.104475306419017e-06,-1.6169042433925857e-05,-7.91949923276331e-06,False,False
credit_card_fraud,onehot_adam_mlp,binclass,accuracy,four_seed_blocks,2048,0.9993129882812497,0.999314778645833,-1.7903645832539894e-06,2.442137647934054e-06,-6.576954373204735e-06,2.996225206696756e-06,False,False
credit_card_fraud,onehot_adam_mlp,binclass,roc_auc,iid16,2048,0.8555677105070951,0.8557682726419031,-0.00020056213480801333,0.0006414855379542335,-0.0014578737891983108,0.0010567495195822842,False,False
credit_card_fraud,onehot_adam_mlp,binclass,roc_auc,four_strength1,2048,0.8555677105070951,0.8561396272433222,-0.0005719167362270294,0.000616243972076419,-0.0017797549214968106,0.0006359214490427518,False,False
credit_card_fraud,onehot_adam_mlp,binclass,roc_auc,four_seed_blocks,2048,0.8555677105070951,0.8562363379069282,-0.0006686273998330883,0.00067128572922848,-0.001984347429120909,0.0006470926294547324,False,False
heloc_credit_risk,ordinal_forest,binclass,brier,iid16,2048,0.3622599235286093,0.3623789666731057,-0.00011904314449640019,9.206819171207942e-06,-0.00013708851007196776,-0.00010099777892083261,True,True
heloc_credit_risk,ordinal_forest,binclass,brier,four_strength1,2048,0.3622599235286093,0.3623469850240115,-8.706149540221864e-05,9.185185820224348e-06,-0.00010506445960985836,-6.905853119457891e-05,True,True
heloc_credit_risk,ordinal_forest,binclass,brier,four_seed_blocks,2048,0.3622599235286093,0.3623566910621415,-9.676753353221601e-05,4.3317042197835696e-06,-0.00010525767380299181,-8.827739326144021e-05,True,True
heloc_credit_risk,ordinal_forest,binclass,logloss,iid16,2048,0.5424697882234211,0.5426185525159972,-0.00014876429257615342,1.1699775706715591e-05,-0.00017169585296131597,-0.00012583273219099087,True,True
heloc_credit_risk,ordinal_forest,binclass,logloss,four_strength1,2048,0.5424697882234211,0.5425806239897891,-0.00011083576636805592,1.1897968977545569e-05,-0.00013415578556404524,-8.75157471720666e-05,True,True
heloc_credit_risk,ordinal_forest,binclass,logloss,four_seed_blocks,2048,0.5424697882234211,0.5425880978543001,-0.00011830963087899882,3.224470221174747e-06,-0.00012462959251250132,-0.00011198966924549632,True,True
heloc_credit_risk,ordinal_forest,binclass,accuracy,iid16,2048,0.7360621030345803,0.7351461880292872,0.0009159150052930887,4.645832251649008e-05,0.0008248566931607682,0.0010069733174254093,True,True
heloc_credit_risk,ordinal_forest,binclass,accuracy,four_strength1,2048,0.7360621030345803,0.7352078692881088,0.0008542337464715333,4.31904607985492e-05,0.0007695804433063768,0.0009388870496366897,True,True
heloc_credit_risk,ordinal_forest,binclass,accuracy,four_seed_blocks,2048,0.7360621030345803,0.7349800965949189,0.001082006439661387,3.00433618515488e-05,0.0010231214504323515,0.0011408914288904227,True,True
heloc_credit_risk,ordinal_forest,binclass,roc_auc,iid16,2048,0.8043712123928711,0.8043599237719163,1.1288620954785777e-05,1.153887557820164e-05,-1.1327575178489437e-05,3.3904817088060995e-05,True,False
heloc_credit_risk,ordinal_forest,binclass,roc_auc,four_strength1,2048,0.8043712123928711,0.8043959316031863,-2.4719210315216067e-05,1.1581513723709398e-05,-4.741897721368649e-05,-2.0194434167456453e-06,False,False
heloc_credit_risk,ordinal_forest,binclass,roc_auc,four_seed_blocks,2048,0.8043712123928711,0.8043550707835541,1.614160931706632e-05,5.121715602812691e-06,6.103046735553445e-06,2.6180171898579193e-05,True,True
heloc_credit_risk,onehot_adam_mlp,binclass,brier,iid16,2048,0.36585438509900736,0.36600897744256383,-0.00015459234355647,1.6796034334816924e-05,-0.00018751257085271116,-0.00012167211626022883,True,True
heloc_credit_risk,onehot_adam_mlp,binclass,brier,four_strength1,2048,0.36585438509900736,0.3659829768410966,-0.00012859174208923463,1.5222889012872005e-05,-0.00015842860455446376,-9.87548796240055e-05,True,True
heloc_credit_risk,onehot_adam_mlp,binclass,brier,four_seed_blocks,2048,0.36585438509900736,0.3659634499903246,-0.00010906489131723429,1.438855570967835e-05,-0.00013726646050820387,-8.086332212626472e-05,True,True
heloc_credit_risk,onehot_adam_mlp,binclass,logloss,iid16,2048,0.5472155686868552,0.5474099901824596,-0.00019442149560444655,2.1119454538390564e-05,-0.00023581562649969205,-0.00015302736470920104,True,True
heloc_credit_risk,onehot_adam_mlp,binclass,logloss,four_strength1,2048,0.5472155686868552,0.547387180446967,-0.00017161176011182278,1.8775030781389935e-05,-0.00020841082044334704,-0.0001348126997802985,True,True
heloc_credit_risk,onehot_adam_mlp,binclass,logloss,four_seed_blocks,2048,0.5472155686868552,0.547354834303363,-0.0001392656165077888,1.7766690936623202e-05,-0.00017408833074357026,-0.00010444290227200733,True,True
heloc_credit_risk,onehot_adam_mlp,binclass,accuracy,iid16,2048,0.7337929908036345,0.7343763783521524,-0.0005833875485179441,5.0862985140905384e-05,-0.0006830789993941186,-0.0004836960976417695,False,False
heloc_credit_risk,onehot_adam_mlp,binclass,accuracy,four_strength1,2048,0.7337929908036345,0.7342433673694425,-0.00045037656580804164,5.0255817424317524e-05,-0.000548877967959704,-0.0003518751636563793,False,False
heloc_credit_risk,onehot_adam_mlp,binclass,accuracy,four_seed_blocks,2048,0.7337929908036345,0.7346999465199364,-0.0009069557163019493,4.594242974606714e-05,-0.0009970028786042409,-0.0008169085539996577,False,False
heloc_credit_risk,onehot_adam_mlp,binclass,roc_auc,iid16,2048,0.7983190738547283,0.7981460602963834,0.000173013558344981,1.753108397813339e-05,0.00013865263374783957,0.00020737448294212243,True,True
heloc_credit_risk,onehot_adam_mlp,binclass,roc_auc,four_strength1,2048,0.7983190738547283,0.7981775555974844,0.0001415182572439555,1.597528563972011e-05,0.00011020669739010409,0.00017282981709780692,True,True
heloc_credit_risk,onehot_adam_mlp,binclass,roc_auc,four_seed_blocks,2048,0.7983190738547283,0.7982002009310329,0.00011887292369539004,1.5875069443234518e-05,8.775778758665039e-05,0.00014998805980412968,True,True
kdd17_stock_direction,ordinal_forest,binclass,brier,iid16,2048,0.5002238121997313,0.5002768125280334,-5.300032830202195e-05,9.192194708473763e-06,-7.101702993063053e-05,-3.498362667341337e-05,True,True
kdd17_stock_direction,ordinal_forest,binclass,brier,four_strength1,2048,0.5002238121997313,0.5002629769322331,-3.916473250176189e-05,9.022932343482858e-06,-5.684967989498829e-05,-2.1479785108535488e-05,True,True
kdd17_stock_direction,ordinal_forest,binclass,brier,four_seed_blocks,2048,0.5002238121997313,0.5002821850488071,-5.837284907572737e-05,8.59941391651446e-06,-7.522770035209571e-05,-4.1517997799359036e-05,True,True
kdd17_stock_direction,ordinal_forest,binclass,logloss,iid16,2048,0.6933997644547277,0.6934537506994973,-5.3986244769599345e-05,9.28773660111761e-06,-7.219020850778986e-05,-3.578228103140883e-05,True,True
kdd17_stock_direction,ordinal_forest,binclass,logloss,four_strength1,2048,0.6933997644547277,0.6934394043641909,-3.963990946320717e-05,9.122806838075521e-06,-5.752061086583519e-05,-2.1759208060579148e-05,True,True
kdd17_stock_direction,ordinal_forest,binclass,logloss,four_seed_blocks,2048,0.6933997644547277,0.6934593394540718,-5.957499934405863e-05,8.706316033540603e-06,-7.663937876979821e-05,-4.2510619918319055e-05,True,True
kdd17_stock_direction,ordinal_forest,binclass,accuracy,iid16,2048,0.516171875,0.5161476236979167,2.425130208327797e-05,0.00012005370677285694,-0.00021105396319152163,0.0002595565673580776,True,False
kdd17_stock_direction,ordinal_forest,binclass,accuracy,four_strength1,2048,0.516171875,0.5161201171875001,5.175781249988631e-05,0.00011505832721139236,-0.00017375650883444271,0.00027727213383421537,True,False
kdd17_stock_direction,ordinal_forest,binclass,accuracy,four_seed_blocks,2048,0.516171875,0.5164900716145833,-0.0003181966145833215,0.000126127551355134,-0.000565406615239384,-7.09866139272589e-05,False,False
kdd17_stock_direction,ordinal_forest,binclass,roc_auc,iid16,2048,0.5224146985182563,0.5223071073573795,0.00010759116087677434,6.265337413073895e-05,-1.5209452419474005e-05,0.00023039177417302268,True,False
kdd17_stock_direction,ordinal_forest,binclass,roc_auc,four_strength1,2048,0.5224146985182563,0.5222625889847622,0.00015210953349409362,6.199044776969833e-05,3.060825586548489e-05,0.00027361081112270235,True,True
kdd17_stock_direction,ordinal_forest,binclass,roc_auc,four_seed_blocks,2048,0.5224146985182563,0.5222953674137484,0.00011933110450790263,5.585840317301043e-05,9.848634288802191e-06,0.00022881357472700307,True,True
kdd17_stock_direction,onehot_adam_mlp,binclass,brier,iid16,2048,0.5127624672940241,0.5129527194865968,-0.0001902521925727374,7.622582696556578e-05,-0.0003396548134252463,-4.084957172022848e-05,True,True
kdd17_stock_direction,onehot_adam_mlp,binclass,brier,four_strength1,2048,0.5127624672940241,0.5129892247377943,-0.00022675744377020912,7.481496154618446e-05,-0.00037339476840073067,-8.012011913968758e-05,True,True
kdd17_stock_direction,onehot_adam_mlp,binclass,brier,four_seed_blocks,2048,0.5127624672940241,0.5129653246185966,-0.00020285732457248074,7.536243108792937e-05,-0.00035056768950482225,-5.5146959640139194e-05,True,True
kdd17_stock_direction,onehot_adam_mlp,binclass,logloss,iid16,2048,0.7071771498210672,0.7073933310367526,-0.00021618121568545146,8.726730250287131e-05,-0.00038722512859107924,-4.51373027798237e-05,True,True
kdd17_stock_direction,onehot_adam_mlp,binclass,logloss,four_strength1,2048,0.7071771498210672,0.7074319982937254,-0.0002548484726582201,8.55532820795226e-05,-0.00042253290553408433,-8.71640397823558e-05,True,True
kdd17_stock_direction,onehot_adam_mlp,binclass,logloss,four_seed_blocks,2048,0.7071771498210672,0.707409113383148,-0.00023196356208088353,8.646432251168685e-05,-0.0004014336342037897,-6.249348995797732e-05,True,True
kdd17_stock_direction,onehot_adam_mlp,binclass,accuracy,iid16,2048,0.51268115234375,0.5126510416666668,3.0110677083250437e-05,0.00011984863960678863,-0.00020479265654605526,0.0002650140107125561,True,False
kdd17_stock_direction,onehot_adam_mlp,binclass,accuracy,four_strength1,2048,0.51268115234375,0.5128343098958335,-0.0001531575520834494,0.00011757521373347098,-0.0003836049710010525,7.728986683415374e-05,False,False
kdd17_stock_direction,onehot_adam_mlp,binclass,accuracy,four_seed_blocks,2048,0.51268115234375,0.5124895833333334,0.00019156901041661456,0.00012482995539565868,-5.309770215887645e-05,0.00043623572299210557,True,False
kdd17_stock_direction,onehot_adam_mlp,binclass,roc_auc,iid16,2048,0.5184057283271206,0.5182084193646582,0.0001973089624623947,7.505649662936127e-05,5.0198229068846624e-05,0.0003444196958559428,True,True
kdd17_stock_direction,onehot_adam_mlp,binclass,roc_auc,four_strength1,2048,0.5184057283271206,0.5181879127611879,0.00021781556593269968,7.577685018018618e-05,6.929293957953477e-05,0.0003663381922858646,True,True
kdd17_stock_direction,onehot_adam_mlp,binclass,roc_auc,four_seed_blocks,2048,0.5184057283271206,0.5182693534427218,0.0001363748843987711,7.802637973997471e-05,-1.6556819891579334e-05,0.00028930658868912156,True,False
kdd17_stock_return,ordinal_forest,regression,mse,iid16,2048,0.5547861008009707,0.5549062680796989,-0.00012016727872821154,1.8947175837830475e-05,-0.00015730374337035927,-8.30308140860638e-05,True,True
kdd17_stock_return,ordinal_forest,regression,mse,four_strength1,2048,0.5547861008009707,0.5548821342104155,-9.603340944486227e-05,1.6771287412390822e-05,-0.00012890513277314828,-6.316168611657626e-05,True,True
kdd17_stock_return,ordinal_forest,regression,mse,four_seed_blocks,2048,0.5547861008009707,0.5548985146126175,-0.00011241381164683872,1.8806062673190692e-05,-0.00014927369448629248,-7.555392880738497e-05,True,True
kdd17_stock_return,ordinal_forest,regression,r2,iid16,2048,-0.00749981364097011,-0.007718039207092945,0.00021822556612283509,3.440835323393441e-05,0.00015078519378432364,0.00028566593846134655,True,True
kdd17_stock_return,ordinal_forest,regression,r2,four_strength1,2048,-0.00749981364097011,-0.007674211741389711,0.00017439810041960154,3.045690747859012e-05,0.0001147025617615649,0.0002340936390776382,True,True
kdd17_stock_return,ordinal_forest,regression,r2,four_seed_blocks,2048,-0.00749981364097011,-0.007703958795510493,0.0002041451545403833,3.415208962734512e-05,0.00013720705887078686,0.0002710832502099797,True,True
kdd17_stock_return,onehot_adam_mlp,regression,mse,iid16,2048,0.572941868180325,0.5740543211857293,-0.0011124530054043014,0.00012456967768691238,-0.0013566095736706496,-0.0008682964371379531,True,True
kdd17_stock_return,onehot_adam_mlp,regression,mse,four_strength1,2048,0.572941868180325,0.5735949249842704,-0.000653056803945451,9.750224753683038e-05,-0.0008441612091176385,-0.0004619523987732634,True,True
kdd17_stock_return,onehot_adam_mlp,regression,mse,four_seed_blocks,2048,0.572941868180325,0.5734183714599901,-0.0004765032796650859,9.562026961233109e-05,-0.0006639190081052548,-0.00028908755122491694,True,True
kdd17_stock_return,onehot_adam_mlp,regression,r2,iid16,2048,-0.04047095733905366,-0.042491188548903866,0.002020231209850204,0.00022622038813460563,0.001576839249106377,0.002463623170594031,True,True
kdd17_stock_return,onehot_adam_mlp,regression,r2,four_strength1,2048,-0.04047095733905366,-0.041656918211761554,0.0011859608727078919,0.00017706553224947077,0.0008389124294989291,0.0015330093159168546,True,True
kdd17_stock_return,onehot_adam_mlp,regression,r2,four_seed_blocks,2048,-0.04047095733905366,-0.041336294384752365,0.0008653370456987025,0.00017364783233688838,0.0005249872943184012,0.0012056867970790038,True,True
polish_bankruptcy_1year,ordinal_forest,binclass,brier,iid16,2048,0.056917207524330264,0.05693823023357557,-2.102270924530386e-05,3.807011618194458e-06,-2.8484452016965e-05,-1.3560966473642723e-05,True,True
polish_bankruptcy_1year,ordinal_forest,binclass,brier,four_strength1,2048,0.056917207524330264,0.056936891374444104,-1.968385011383994e-05,2.9124328369149815e-06,-2.5392218474193303e-05,-1.3975481753486578e-05,True,True
polish_bankruptcy_1year,ordinal_forest,binclass,brier,four_seed_blocks,2048,0.056917207524330264,0.05693480546920884,-1.7597944878579297e-05,3.9850545633215225e-06,-2.540865182268948e-05,-9.787237934469114e-06,True,True
polish_bankruptcy_1year,ordinal_forest,binclass,logloss,iid16,2048,0.1155835898100903,0.11569342953317313,-0.00010983972308283019,1.124876979499494e-05,-0.00013188731188102027,-8.77921342846401e-05,True,True
polish_bankruptcy_1year,ordinal_forest,binclass,logloss,four_strength1,2048,0.1155835898100903,0.11567395776428603,-9.03679541957303e-05,1.0270747882286943e-05,-0.0001104986200450127,-7.023728834644789e-05,True,True
polish_bankruptcy_1year,ordinal_forest,binclass,logloss,four_seed_blocks,2048,0.1155835898100903,0.11567092666552437,-8.733685543406422e-05,4.9769894103928415e-06,-9.709175467843419e-05,-7.758195618969425e-05,True,True
polish_bankruptcy_1year,ordinal_forest,binclass,accuracy,iid16,2048,0.9647954329210275,0.9646560567316842,0.00013937618934334317,1.2171742456720001e-05,0.00011551957412817197,0.00016323280455851437,True,True
polish_bankruptcy_1year,ordinal_forest,binclass,accuracy,four_strength1,2048,0.9647954329210275,0.9646509462714081,0.00014448664961941304,1.1661794593843326e-05,0.00012162953221548013,0.00016734376702334596,True,True
polish_bankruptcy_1year,ordinal_forest,binclass,accuracy,four_seed_blocks,2048,0.9647954329210275,0.9646017000178402,0.00019373290318736025,1.1975341949626085e-05,0.00017026123296609311,0.00021720457340862739,True,True
polish_bankruptcy_1year,ordinal_forest,binclass,roc_auc,iid16,2048,0.8699589471142238,0.8689743193069308,0.000984627807293026,6.950008844822277e-05,0.0008484076339345093,0.0011208479806515425,True,True
polish_bankruptcy_1year,ordinal_forest,binclass,roc_auc,four_strength1,2048,0.8699589471142238,0.8691325125271674,0.000826434587056446,6.625770198355691e-05,0.0006965694911686745,0.0009562996829442175,True,True
polish_bankruptcy_1year,ordinal_forest,binclass,roc_auc,four_seed_blocks,2048,0.8699589471142238,0.8691239519817073,0.0008349951325165028,3.2205880278852457e-05,0.000771871607169952,0.0008981186578630536,True,True
polish_bankruptcy_1year,catboost_native,binclass,brier,iid16,2048,0.03960661055115998,0.03962285509660006,-1.6244545440080582e-05,3.530309883956491e-06,-2.3163952812635304e-05,-9.32513806752586e-06,True,True
