panel,dataset,model,method,metric,product_cells,exact_quotient_metric,bias,rmse,max_absolute_error
confirmation,compustat_kor_direction,onehot_linear,disjoint_pair32,brier,128,0.5008093155876953,-1.6900933560645703e-11,2.3837768595156484e-09,6.115281614427204e-09
confirmation,compustat_kor_direction,onehot_linear,disjoint_pair32,log_loss,128,0.6941252822190095,-1.2753977019462626e-11,2.4212354326057545e-09,6.369608396283866e-09
confirmation,compustat_kor_direction,onehot_linear,disjoint_pair32,roc_auc,128,0.5023013574660633,-7.931808538772477e-08,2.891849736367857e-07,9.049773755931412e-07
confirmation,compustat_kor_direction,onehot_linear,disjoint_pair32,accuracy,128,0.5243333333333333,0.0,0.0,0.0
confirmation,compustat_kor_direction,onehot_linear,independent_pair32,brier,128,0.5008093155876953,-5.021728204709225e-11,2.5531283321090066e-09,6.115281614427204e-09
confirmation,compustat_kor_direction,onehot_linear,independent_pair32,log_loss,128,0.6941252822190095,-4.824749855279059e-11,2.5980501498174857e-09,6.369608396283866e-09
confirmation,compustat_kor_direction,onehot_linear,independent_pair32,roc_auc,128,0.5023013574660633,-9.986566739880742e-08,3.1108597284050837e-07,9.049773755931412e-07
confirmation,compustat_kor_direction,onehot_linear,independent_pair32,accuracy,128,0.5243333333333333,0.0,0.0,0.0
confirmation,compustat_kor_direction,onehot_linear,mutually_disjoint_pack64,brier,128,0.5008093155876953,-1.2217259755947785e-11,1.3088605764007858e-09,5.4339812649573105e-09
confirmation,compustat_kor_direction,onehot_linear,mutually_disjoint_pack64,log_loss,128,0.6941252822190095,-1.6142869918404912e-11,1.334517194111978e-09,5.544053438555352e-09
confirmation,compustat_kor_direction,onehot_linear,mutually_disjoint_pack64,roc_auc,128,0.5023013574660633,-1.2792526864907356e-07,2.7042691597293465e-07,9.049773754821189e-07
confirmation,compustat_kor_direction,onehot_linear,mutually_disjoint_pack64,accuracy,128,0.5243333333333333,0.0,0.0,0.0
confirmation,compustat_kor_direction,onehot_linear,two_disjoint_pairs64,brier,128,0.5008093155876953,9.055380870062052e-11,1.6222339625941616e-09,5.316226348028863e-09
confirmation,compustat_kor_direction,onehot_linear,two_disjoint_pairs64,log_loss,128,0.6941252822190095,9.013339477993015e-11,1.6523031522408895e-09,5.330981767137644e-09
confirmation,compustat_kor_direction,onehot_linear,two_disjoint_pairs64,roc_auc,128,0.5023013574660633,-1.4692625846448194e-07,3.00709421900054e-07,9.049773754821189e-07
confirmation,compustat_kor_direction,onehot_linear,two_disjoint_pairs64,accuracy,128,0.5243333333333333,0.0,0.0,0.0
confirmation,compustat_kor_direction,ordinal_forest,disjoint_pair32,brier,128,0.5161188638224092,5.639478167925537e-05,0.00024344225847671924,0.0008153080952607583
confirmation,compustat_kor_direction,ordinal_forest,disjoint_pair32,log_loss,128,0.71121641781835,6.355296515632566e-05,0.00025607577075866905,0.0008542058455783819
confirmation,compustat_kor_direction,ordinal_forest,disjoint_pair32,roc_auc,128,0.49094932126696833,-1.3106264140325965e-06,0.0006903442257051612,0.002133936651583679
confirmation,compustat_kor_direction,ordinal_forest,disjoint_pair32,accuracy,128,0.521,-0.002394531250000005,0.0031450744117676394,0.008000000000000007
confirmation,compustat_kor_direction,ordinal_forest,independent_pair32,brier,128,0.5161188638224092,5.927928305600146e-05,0.00026519364717475605,0.0009956768060646048
confirmation,compustat_kor_direction,ordinal_forest,independent_pair32,log_loss,128,0.71121641781835,6.725873251962498e-05,0.00027898516921210693,0.0010707396475729825
confirmation,compustat_kor_direction,ordinal_forest,independent_pair32,roc_auc,128,0.49094932126696833,3.15445153421896e-05,0.0007408052094045838,0.0022606334841628883
confirmation,compustat_kor_direction,ordinal_forest,independent_pair32,accuracy,128,0.521,-0.0023190104166666723,0.003130169335586247,0.009000000000000008
confirmation,compustat_kor_direction,ordinal_forest,mutually_disjoint_pack64,brier,128,0.5161188638224092,1.3904448213241933e-05,0.00013092088330945648,0.00043844763845601875
confirmation,compustat_kor_direction,ordinal_forest,mutually_disjoint_pack64,log_loss,128,0.71121641781835,1.6011210866721782e-05,0.00013711199115530034,0.0004499456280419034
confirmation,compustat_kor_direction,ordinal_forest,mutually_disjoint_pack64,roc_auc,128,0.49094932126696833,-2.098283724551468e-06,0.00039650969067299365,0.0014552036199094731
confirmation,compustat_kor_direction,ordinal_forest,mutually_disjoint_pack64,accuracy,128,0.521,-0.0014759114583333382,0.0021339680045503115,0.007000000000000006
confirmation,compustat_kor_direction,ordinal_forest,two_disjoint_pairs64,brier,128,0.5161188638224092,1.4159068117222283e-05,0.00016063805269991727,0.000503553622375974
confirmation,compustat_kor_direction,ordinal_forest,two_disjoint_pairs64,log_loss,128,0.71121641781835,1.5987480120950668e-05,0.00016879999944168557,0.0005414661378951857
confirmation,compustat_kor_direction,ordinal_forest,two_disjoint_pairs64,roc_auc,128,0.49094932126696833,1.788435025452007e-05,0.00048597430798688374,0.0014248868778280466
confirmation,compustat_kor_direction,ordinal_forest,two_disjoint_pairs64,accuracy,128,0.521,-0.0019244791666666733,0.0025658430090756204,0.008333333333333304
confirmation,compustat_kor_direction,native_histgb,disjoint_pair32,brier,128,0.4974284343507416,4.4449300075071895e-06,0.00014627589508350373,0.0004496541578437041
confirmation,compustat_kor_direction,native_histgb,disjoint_pair32,log_loss,128,0.6905603147155597,4.538024040994025e-06,0.0001464192851026627,0.00045090400980629664
confirmation,compustat_kor_direction,native_histgb,disjoint_pair32,roc_auc,128,0.48690407239819006,2.972108314478562e-05,0.0008005328576759797,0.0022423076923076546
confirmation,compustat_kor_direction,native_histgb,disjoint_pair32,accuracy,128,0.533,-0.0013369140625000332,0.0023133678926933686,0.010000000000000009
confirmation,compustat_kor_direction,native_histgb,independent_pair32,brier,128,0.4974284343507416,2.749900154767914e-06,0.00016031921455924694,0.00047294553607918344
confirmation,compustat_kor_direction,native_histgb,independent_pair32,log_loss,128,0.6905603147155597,2.8760837549104143e-06,0.0001605183738716843,0.0004746617022229893
confirmation,compustat_kor_direction,native_histgb,independent_pair32,roc_auc,128,0.48690407239819006,1.9538762019218384e-05,0.0008571336847099729,0.0022418552036199135
confirmation,compustat_kor_direction,native_histgb,independent_pair32,accuracy,128,0.533,-0.0015100911458333695,0.0024862250711001183,0.010000000000000009
confirmation,compustat_kor_direction,native_histgb,mutually_disjoint_pack64,brier,128,0.4974284343507416,2.4601122393864863e-06,8.670033430263758e-05,0.0003520578799521279
confirmation,compustat_kor_direction,native_histgb,mutually_disjoint_pack64,log_loss,128,0.6905603147155597,2.4711736890592126e-06,8.677886257815482e-05,0.0003522549850698553
confirmation,compustat_kor_direction,native_histgb,mutually_disjoint_pack64,roc_auc,128,0.48690407239819006,-1.3553892109740596e-05,0.00046312353655846657,0.0015260180995474992
confirmation,compustat_kor_direction,native_histgb,mutually_disjoint_pack64,accuracy,128,0.533,-0.0013271484375000342,0.0018892686250240075,0.006333333333333413
confirmation,compustat_kor_direction,native_histgb,two_disjoint_pairs64,brier,128,0.4974284343507416,5.17138312825763e-06,0.00010306954544417447,0.00038853726192322746
