panel,dataset,method,mean_test_quotient_regret,mean_validation_quotient_regret,validation_winner_agreement,target_shift_floor,nuisance_selection_term,reconstruction_error
confirmation,kdd17_stock_direction,sobol16,0.0011667889016743933,8.598682689135e-05,0.5986328125,0.0017114244594316,-0.0005446355577572067,0.0
confirmation,kdd17_stock_direction,srswor16,0.0010985390905954972,0.0001101639601737499,0.509765625,0.0017114244594316,-0.0006128853688361028,0.0
confirmation,kdd17_stock_direction,strength2,0.0009103330388561308,8.86317935304663e-05,0.5185546875,0.0017114244594316,-0.0008010914205754692,0.0
confirmation,kdd17_stock_return,four_seed_blocks,0.0009059248550209382,1.9268981323817053e-05,0.7177734375,0.0,0.0009059248550209382,0.0
confirmation,kdd17_stock_return,four_strength1,0.0011539585528833468,2.1859547874225698e-05,0.6416015625,0.0,0.0011539585528833468,0.0
confirmation,kdd17_stock_return,iid16,0.0014711177741916243,3.295403617477628e-05,0.541015625,0.0,0.0014711177741916243,0.0
confirmation,kdd17_stock_return,lhs16,0.0011044545085574786,2.031116489010428e-05,0.6572265625,0.0,0.0011044545085574786,0.0
confirmation,kdd17_stock_return,sobol16,0.001599547143297016,2.6213432608693688e-05,0.5048828125,0.0,0.001599547143297016,0.0
confirmation,kdd17_stock_return,srswor16,0.0014488026544918903,3.0377008138285284e-05,0.548828125,0.0,0.0014488026544918903,0.0
confirmation,kdd17_stock_return,strength2,0.0,0.0,1.0,0.0,0.0,0.0
confirmation,polish_bankruptcy_1year,four_seed_blocks,0.0,0.0,1.0,0.0,0.0,0.0
confirmation,polish_bankruptcy_1year,four_strength1,0.0,0.0,1.0,0.0,0.0,0.0
confirmation,polish_bankruptcy_1year,iid16,0.0,0.0,1.0,0.0,0.0,0.0
confirmation,polish_bankruptcy_1year,lhs16,0.0,0.0,1.0,0.0,0.0,0.0
confirmation,polish_bankruptcy_1year,sobol16,0.0,0.0,1.0,0.0,0.0,0.0
confirmation,polish_bankruptcy_1year,srswor16,0.0,0.0,1.0,0.0,0.0,0.0
confirmation,polish_bankruptcy_1year,strength2,0.0,0.0,1.0,0.0,0.0,0.0
confirmation,polish_bankruptcy_2year,four_seed_blocks,0.0,0.0,1.0,0.0,0.0,0.0
confirmation,polish_bankruptcy_2year,four_strength1,0.0,0.0,1.0,0.0,0.0,0.0
confirmation,polish_bankruptcy_2year,iid16,0.0,0.0,1.0,0.0,0.0,0.0
confirmation,polish_bankruptcy_2year,lhs16,0.0,0.0,1.0,0.0,0.0,0.0
confirmation,polish_bankruptcy_2year,sobol16,0.0,0.0,1.0,0.0,0.0,0.0
confirmation,polish_bankruptcy_2year,srswor16,0.0,0.0,1.0,0.0,0.0,0.0
confirmation,polish_bankruptcy_2year,strength2,0.0,0.0,1.0,0.0,0.0,0.0
confirmation,polish_bankruptcy_3year,four_seed_blocks,8.616946093390722e-05,2.647373757512256e-05,0.9560546875,0.0,8.616946093390722e-05,0.0
confirmation,polish_bankruptcy_3year,four_strength1,0.0,0.0,1.0,0.0,0.0,0.0
confirmation,polish_bankruptcy_3year,iid16,1.531901527713906e-05,4.706442235577344e-06,0.9921875,0.0,1.531901527713906e-05,0.0
confirmation,polish_bankruptcy_3year,lhs16,0.0,0.0,1.0,0.0,0.0,0.0
confirmation,polish_bankruptcy_3year,sobol16,0.0,0.0,1.0,0.0,0.0,0.0
confirmation,polish_bankruptcy_3year,srswor16,0.0,0.0,1.0,0.0,0.0,0.0
confirmation,polish_bankruptcy_3year,strength2,0.0,0.0,1.0,0.0,0.0,0.0
confirmation,polish_bankruptcy_4year,four_seed_blocks,0.0,0.0,1.0,0.0,0.0,0.0
confirmation,polish_bankruptcy_4year,four_strength1,0.0,0.0,1.0,0.0,0.0,0.0
confirmation,polish_bankruptcy_4year,iid16,0.0,0.0,1.0,0.0,0.0,0.0
confirmation,polish_bankruptcy_4year,lhs16,0.0,0.0,1.0,0.0,0.0,0.0
confirmation,polish_bankruptcy_4year,sobol16,0.0,0.0,1.0,0.0,0.0,0.0
confirmation,polish_bankruptcy_4year,srswor16,0.0,0.0,1.0,0.0,0.0,0.0
confirmation,polish_bankruptcy_4year,strength2,0.0,0.0,1.0,0.0,0.0,0.0
confirmation,polish_bankruptcy_5year,four_seed_blocks,0.0,0.0,1.0,0.0,0.0,0.0
confirmation,polish_bankruptcy_5year,four_strength1,0.0,0.0,1.0,0.0,0.0,0.0
confirmation,polish_bankruptcy_5year,iid16,0.0,0.0,1.0,0.0,0.0,0.0
confirmation,polish_bankruptcy_5year,lhs16,0.0,0.0,1.0,0.0,0.0,0.0
confirmation,polish_bankruptcy_5year,sobol16,0.0,0.0,1.0,0.0,0.0,0.0
confirmation,polish_bankruptcy_5year,srswor16,0.0,0.0,1.0,0.0,0.0,0.0
confirmation,polish_bankruptcy_5year,strength2,0.0,0.0,1.0,0.0,0.0,0.0
menu_repeat,compustat_kor_direction,four_seed_blocks,0.0,0.0,1.0,0.0,0.0,0.0
menu_repeat,compustat_kor_direction,four_strength1,0.0,0.0,1.0,0.0,0.0,0.0
menu_repeat,compustat_kor_direction,iid16,0.0,0.0,1.0,0.0,0.0,0.0
menu_repeat,compustat_kor_direction,lhs16,0.0,0.0,1.0,0.0,0.0,0.0
menu_repeat,compustat_kor_direction,sobol16,0.0,0.0,1.0,0.0,0.0,0.0
menu_repeat,compustat_kor_direction,srswor16,0.0,0.0,1.0,0.0,0.0,0.0
menu_repeat,compustat_kor_direction,strength2,0.0,0.0,1.0,0.0,0.0,0.0
menu_repeat,credit_card_default,four_seed_blocks,0.0,0.0,1.0,0.0,0.0,0.0
menu_repeat,credit_card_default,four_strength1,0.0,0.0,1.0,0.0,0.0,0.0
menu_repeat,credit_card_default,iid16,0.0,0.0,1.0,0.0,0.0,0.0
menu_repeat,credit_card_default,lhs16,0.0,0.0,1.0,0.0,0.0,0.0
menu_repeat,credit_card_default,sobol16,0.0,0.0,1.0,0.0,0.0,0.0
menu_repeat,credit_card_default,srswor16,0.0,0.0,1.0,0.0,0.0,0.0
menu_repeat,credit_card_default,strength2,0.0,0.0,1.0,0.0,0.0,0.0
menu_repeat,credit_card_fraud,four_seed_blocks,0.0011349398667396,0.0,1.0,0.0011349400780867,-2.113470999771938e-10,0.0
menu_repeat,credit_card_fraud,four_strength1,0.0011349398667396,0.0,1.0,0.0011349400780867,-2.113470999771938e-10,0.0
menu_repeat,credit_card_fraud,iid16,0.0011349398667396,0.0,1.0,0.0011349400780867,-2.113470999771938e-10,0.0
menu_repeat,credit_card_fraud,lhs16,0.0011349398667396,0.0,1.0,0.0011349400780867,-2.113470999771938e-10,0.0
menu_repeat,credit_card_fraud,sobol16,0.0011349398667396,0.0,1.0,0.0011349400780867,-2.113470999771938e-10,0.0
menu_repeat,credit_card_fraud,srswor16,0.0011349398667396,0.0,1.0,0.0011349400780867,-2.113470999771938e-10,0.0
menu_repeat,credit_card_fraud,strength2,0.0011349398667396,0.0,1.0,0.0011349400780867,-2.113470999771938e-10,0.0
menu_repeat,heloc_credit_risk,four_seed_blocks,0.0,0.0,1.0,0.0,0.0,0.0
menu_repeat,heloc_credit_risk,four_strength1,0.0,0.0,1.0,0.0,0.0,0.0
menu_repeat,heloc_credit_risk,iid16,0.0,0.0,1.0,0.0,0.0,0.0
menu_repeat,heloc_credit_risk,lhs16,0.0,0.0,1.0,0.0,0.0,0.0
menu_repeat,heloc_credit_risk,sobol16,0.0,0.0,1.0,0.0,0.0,0.0
menu_repeat,heloc_credit_risk,srswor16,0.0,0.0,1.0,0.0,0.0,0.0
menu_repeat,heloc_credit_risk,strength2,0.0,0.0,1.0,0.0,0.0,0.0
menu_repeat,kdd17_stock_return,four_seed_blocks,0.0054518169422862,0.0,1.0,0.0054518132706647,3.6716215007573383e-09,0.0
menu_repeat,kdd17_stock_return,four_strength1,0.0054427570150032125,1.5969326944996094e-06,0.998046875,0.0054518132706647,-9.056255661487114e-06,0.0
menu_repeat,kdd17_stock_return,iid16,0.005252498542060463,3.5132519278991404e-05,0.95703125,0.0054518132706647,-0.00019931472860423675,0.0
menu_repeat,kdd17_stock_return,lhs16,0.0054518169422862,0.0,1.0,0.0054518132706647,3.6716215007573383e-09,0.0
menu_repeat,kdd17_stock_return,sobol16,0.0054518169422862,0.0,1.0,0.0054518132706647,3.6716215007573383e-09,0.0
menu_repeat,kdd17_stock_return,srswor16,0.005347627778531838,1.8364725986745508e-05,0.9775390625,0.0054518132706647,-0.00010418549213286193,0.0
menu_repeat,kdd17_stock_return,strength2,0.0054518169422862,0.0,1.0,0.0054518132706647,3.6716215007573383e-09,0.0
menu_repeat,polish_bankruptcy_3year,four_seed_blocks,0.00034885178582284474,3.8989472173097654e-05,0.8876953125,0.0,0.00034885178582284474,0.0
menu_repeat,polish_bankruptcy_3year,four_strength1,2.1234456528347068e-05,2.3732722192320315e-06,0.9931640625,0.0,2.1234456528347068e-05,0.0
menu_repeat,polish_bankruptcy_3year,iid16,0.0002032440839141791,2.2715605526935158e-05,0.9345703125,0.0,0.0002032440839141791,0.0
menu_repeat,polish_bankruptcy_3year,lhs16,9.100481369291601e-06,1.0171166653851562e-06,0.9970703125,0.0,9.100481369291601e-06,0.0
menu_repeat,polish_bankruptcy_3year,sobol16,0.0,0.0,1.0,0.0,0.0,0.0
menu_repeat,polish_bankruptcy_3year,srswor16,6.370336958504121e-05,7.119816657696094e-06,0.9794921875,0.0,6.370336958504121e-05,0.0
menu_repeat,polish_bankruptcy_3year,strength2,0.0,0.0,1.0,0.0,0.0,0.0
openml_external,openml-blood-transfusion-1464,four_seed_blocks,0.01924569688551,0.0,1.0,0.0192456901282052,6.75730479904324e-09,0.0
openml_external,openml-blood-transfusion-1464,four_strength1,0.01924569688551,0.0,1.0,0.0192456901282052,6.75730479904324e-09,0.0
openml_external,openml-blood-transfusion-1464,iid16,0.01924569688551,0.0,1.0,0.0192456901282052,6.75730479904324e-09,0.0
openml_external,openml-blood-transfusion-1464,lhs16,0.01924569688551,0.0,1.0,0.0192456901282052,6.75730479904324e-09,0.0
openml_external,openml-blood-transfusion-1464,sobol16,0.01924569688551,0.0,1.0,0.0192456901282052,6.75730479904324e-09,0.0
openml_external,openml-blood-transfusion-1464,srswor16,0.01924569688551,0.0,1.0,0.0192456901282052,6.75730479904324e-09,0.0
openml_external,openml-blood-transfusion-1464,strength2,0.01924569688551,0.0,1.0,0.0192456901282052,6.75730479904324e-09,0.0
openml_external,openml-breast-w-15,four_seed_blocks,0.009324503885654374,2.297660275837422e-05,0.9638671875,0.0096740469775177,-0.00034954309186332674,0.0
openml_external,openml-breast-w-15,four_strength1,0.008294746111048166,9.066443250601719e-05,0.857421875,0.0096740469775177,-0.001379300866469535,0.0
openml_external,openml-breast-w-15,iid16,0.008351430025246673,8.693849692357813e-05,0.86328125,0.0096740469775177,-0.001322616952271028,0.0
openml_external,openml-breast-w-15,lhs16,0.008474245172676772,7.886563649496016e-05,0.8759765625,0.0096740469775177,-0.0011998018048409286,0.0
openml_external,openml-breast-w-15,sobol16,0.0073122249316073815,0.00015524731593496093,0.755859375,0.0096740469775177,-0.0023618220459103193,0.0
openml_external,openml-breast-w-15,srswor16,0.00895605844336408,4.7195184044228125e-05,0.92578125,0.0096740469775177,-0.0007179885341536216,0.0
openml_external,openml-breast-w-15,strength2,0.0096740546898785,0.0,1.0,0.0096740469775177,7.712360798606266e-09,0.0
openml_external,openml-ilpd-1480,four_seed_blocks,0.005845430667153327,0.00016666363125383105,0.873046875,0.0,0.005845430667153327,0.0
openml_external,openml-ilpd-1480,four_strength1,0.001978453456574972,5.64092290397582e-05,0.95703125,0.0,0.001978453456574972,0.0
openml_external,openml-ilpd-1480,iid16,0.004811239087580047,0.0001371769888012302,0.8955078125,0.0,0.004811239087580047,0.0
openml_external,openml-ilpd-1480,lhs16,0.0010791564308590758,3.0768670385322654e-05,0.9765625,0.0,0.0010791564308590758,0.0
openml_external,openml-ilpd-1480,sobol16,0.0,0.0,1.0,0.0,0.0,0.0
openml_external,openml-ilpd-1480,srswor16,0.0037320826567209704,0.00010640831841590752,0.9189453125,0.0,0.0037320826567209704,0.0
openml_external,openml-ilpd-1480,strength2,0.0,0.0,1.0,0.0,0.0,0.0
openml_external,openml-kc1-1067,four_seed_blocks,0.0063040075086604,0.0,1.0,0.0063040118914341,-4.3827737003857e-09,0.0
openml_external,openml-kc1-1067,four_strength1,0.0063040075086604,0.0,1.0,0.0063040118914341,-4.3827737003857e-09,0.0
openml_external,openml-kc1-1067,iid16,0.0063040075086604,0.0,1.0,0.0063040118914341,-4.3827737003857e-09,0.0
openml_external,openml-kc1-1067,lhs16,0.0063040075086604,0.0,1.0,0.0063040118914341,-4.3827737003857e-09,0.0
openml_external,openml-kc1-1067,sobol16,0.0063040075086604,0.0,1.0,0.0063040118914341,-4.3827737003857e-09,0.0
openml_external,openml-kc1-1067,srswor16,0.0063040075086604,0.0,1.0,0.0063040118914341,-4.3827737003857e-09,0.0
openml_external,openml-kc1-1067,strength2,0.0063040075086604,0.0,1.0,0.0063040118914341,-4.3827737003857e-09,0.0
openml_external,openml-mammography-310,four_seed_blocks,0.0,0.0,1.0,0.0,0.0,0.0
openml_external,openml-mammography-310,four_strength1,0.0,0.0,1.0,0.0,0.0,0.0
openml_external,openml-mammography-310,iid16,0.0,0.0,1.0,0.0,0.0,0.0
openml_external,openml-mammography-310,lhs16,0.0,0.0,1.0,0.0,0.0,0.0
openml_external,openml-mammography-310,sobol16,0.0,0.0,1.0,0.0,0.0,0.0
openml_external,openml-mammography-310,srswor16,0.0,0.0,1.0,0.0,0.0,0.0
openml_external,openml-mammography-310,strength2,0.0,0.0,1.0,0.0,0.0,0.0
openml_external,openml-pc4-1049,four_seed_blocks,0.014637023001881303,8.913582539248711e-05,0.96484375,0.0151703577375119,-0.0005333347356305963,0.0
openml_external,openml-pc4-1049,four_strength1,0.014829615409800793,5.6947888445200095e-05,0.9775390625,0.0151703577375119,-0.0003407423277111063,0.0
openml_external,openml-pc4-1049,iid16,0.014340726989697471,0.00013865572838831327,0.9453125,0.0151703577375119,-0.000829630747814428,0.0
openml_external,openml-pc4-1049,lhs16,0.01508146702015705,1.4855970898747852e-05,0.994140625,0.0151703577375119,-8.889071735484859e-05,0.0
openml_external,openml-pc4-1049,sobol16,0.0151703558238122,0.0,1.0,0.0151703577375119,-1.9136996987079158e-09,0.0
openml_external,openml-pc4-1049,srswor16,0.015066652219547859,1.733196604853916e-05,0.9931640625,0.0151703577375119,-0.00010370551796404053,0.0
openml_external,openml-pc4-1049,strength2,0.0151703558238122,0.0,1.0,0.0151703577375119,-1.9136996987079158e-09,0.0
openml_external,openml-sonar-40,four_seed_blocks,0.19878770457078263,0.0002614415496457869,0.5517578125,0.2899002073925418,-0.09111250282175917,0.0
openml_external,openml-sonar-40,four_strength1,0.19581017116536623,0.00026998539113747927,0.537109375,0.2899002073925418,-0.09409003622717557,0.0
openml_external,openml-sonar-40,iid16,0.19561166893833848,0.0002705549805702588,0.5361328125,0.2899002073925418,-0.09428853845420332,0.0
openml_external,openml-sonar-40,lhs16,0.19263413553292208,0.00027909882206195115,0.521484375,0.2899002073925418,-0.09726607185961972,0.0
openml_external,openml-sonar-40,sobol16,0.2013682335221435,0.0002540368870196535,0.564453125,0.2899002073925418,-0.0885319738703983,0.0
openml_external,openml-sonar-40,srswor16,0.19303113998697757,0.0002779596431963922,0.5234375,0.2899002073925418,-0.09686906740556422,0.0
openml_external,openml-sonar-40,strength2,0.22161546067897503,0.0001959387648761453,0.6640625,0.2899002073925418,-0.06828474671356677,0.0
openml_external,openml-wdbc-1510,four_seed_blocks,0.0359669272777473,0.0,1.0,0.0359669277622902,-4.845428988597966e-10,0.0
openml_external,openml-wdbc-1510,four_strength1,0.0359669272777473,0.0,1.0,0.0359669277622902,-4.845428988597966e-10,0.0
openml_external,openml-wdbc-1510,iid16,0.0359669272777473,0.0,1.0,0.0359669277622902,-4.845428988597966e-10,0.0
openml_external,openml-wdbc-1510,lhs16,0.0359669272777473,0.0,1.0,0.0359669277622902,-4.845428988597966e-10,0.0
openml_external,openml-wdbc-1510,sobol16,0.0359669272777473,0.0,1.0,0.0359669277622902,-4.845428988597966e-10,0.0
openml_external,openml-wdbc-1510,srswor16,0.0359669272777473,0.0,1.0,0.0359669277622902,-4.845428988597966e-10,0.0
openml_external,openml-wdbc-1510,strength2,0.0359669272777473,0.0,1.0,0.0359669277622902,-4.845428988597966e-10,0.0
openml_taskbalanced,openml-abalone-183,four_seed_blocks,0.0,0.0,1.0,0.0,0.0,0.0
openml_taskbalanced,openml-abalone-183,four_strength1,0.0,0.0,1.0,0.0,0.0,0.0
openml_taskbalanced,openml-abalone-183,iid16,0.0,0.0,1.0,0.0,0.0,0.0
openml_taskbalanced,openml-abalone-183,lhs16,0.0,0.0,1.0,0.0,0.0,0.0
openml_taskbalanced,openml-abalone-183,sobol16,0.0,0.0,1.0,0.0,0.0,0.0
openml_taskbalanced,openml-abalone-183,srswor16,0.0,0.0,1.0,0.0,0.0,0.0
openml_taskbalanced,openml-abalone-183,strength2,0.0,0.0,1.0,0.0,0.0,0.0
openml_taskbalanced,openml-banknote-1462,four_seed_blocks,0.0,0.0,1.0,0.0,0.0,0.0
openml_taskbalanced,openml-banknote-1462,four_strength1,4.332273416771543e-05,4.372570532130137e-05,0.998046875,0.0,4.332273416771543e-05,0.0
openml_taskbalanced,openml-banknote-1462,iid16,0.000303259139174008,0.0003060799372491096,0.986328125,0.0,0.000303259139174008,0.0
openml_taskbalanced,openml-banknote-1462,lhs16,0.0,0.0,1.0,0.0,0.0,0.0
openml_taskbalanced,openml-banknote-1462,sobol16,0.0,0.0,1.0,0.0,0.0,0.0
openml_taskbalanced,openml-banknote-1462,srswor16,2.1661367083857714e-05,2.1862852660650685e-05,0.9990234375,0.0,2.1661367083857714e-05,0.0
openml_taskbalanced,openml-banknote-1462,strength2,0.0,0.0,1.0,0.0,0.0,0.0
openml_taskbalanced,openml-credit-g-31,four_seed_blocks,0.0008106856541839166,0.0007427924732342514,0.865234375,0.0,0.0008106856541839166,0.0
openml_taskbalanced,openml-credit-g-31,four_strength1,1.762360117791123e-05,1.614766246161416e-05,0.9970703125,0.0,1.762360117791123e-05,0.0
openml_taskbalanced,openml-credit-g-31,iid16,0.0001233652082453786,0.00011303363723129913,0.9794921875,0.0,0.0001233652082453786,0.0
openml_taskbalanced,openml-credit-g-31,lhs16,5.87453372597041e-06,5.382554153871387e-06,0.9990234375,0.0,5.87453372597041e-06,0.0
openml_taskbalanced,openml-credit-g-31,sobol16,0.0,0.0,1.0,0.0,0.0,0.0
openml_taskbalanced,openml-credit-g-31,srswor16,0.000129239741971349,0.00011841619138517051,0.978515625,0.0,0.000129239741971349,0.0
openml_taskbalanced,openml-credit-g-31,strength2,0.0,0.0,1.0,0.0,0.0,0.0
openml_taskbalanced,openml-kin8nm-189,four_seed_blocks,0.0,0.0,1.0,0.0,0.0,0.0
openml_taskbalanced,openml-kin8nm-189,four_strength1,0.0,0.0,1.0,0.0,0.0,0.0
openml_taskbalanced,openml-kin8nm-189,iid16,0.0,0.0,1.0,0.0,0.0,0.0
openml_taskbalanced,openml-kin8nm-189,lhs16,0.0,0.0,1.0,0.0,0.0,0.0
openml_taskbalanced,openml-kin8nm-189,sobol16,0.0,0.0,1.0,0.0,0.0,0.0
openml_taskbalanced,openml-kin8nm-189,srswor16,0.0,0.0,1.0,0.0,0.0,0.0
openml_taskbalanced,openml-kin8nm-189,strength2,0.0,0.0,1.0,0.0,0.0,0.0
openml_taskbalanced,openml-pol-201,four_seed_blocks,0.0,0.0,1.0,0.0,0.0,0.0
openml_taskbalanced,openml-pol-201,four_strength1,0.0,0.0,1.0,0.0,0.0,0.0
openml_taskbalanced,openml-pol-201,iid16,0.0,0.0,1.0,0.0,0.0,0.0
openml_taskbalanced,openml-pol-201,lhs16,0.0,0.0,1.0,0.0,0.0,0.0
openml_taskbalanced,openml-pol-201,sobol16,0.0,0.0,1.0,0.0,0.0,0.0
openml_taskbalanced,openml-pol-201,srswor16,0.0,0.0,1.0,0.0,0.0,0.0
openml_taskbalanced,openml-pol-201,strength2,0.0,0.0,1.0,0.0,0.0,0.0
openml_taskbalanced,openml-puma32h-308,four_seed_blocks,0.0,0.0,1.0,0.0,0.0,0.0
openml_taskbalanced,openml-puma32h-308,four_strength1,0.0,0.0,1.0,0.0,0.0,0.0
openml_taskbalanced,openml-puma32h-308,iid16,0.0,0.0,1.0,0.0,0.0,0.0
openml_taskbalanced,openml-puma32h-308,lhs16,0.0,0.0,1.0,0.0,0.0,0.0
openml_taskbalanced,openml-puma32h-308,sobol16,0.0,0.0,1.0,0.0,0.0,0.0
openml_taskbalanced,openml-puma32h-308,srswor16,0.0,0.0,1.0,0.0,0.0,0.0
openml_taskbalanced,openml-puma32h-308,strength2,0.0,0.0,1.0,0.0,0.0,0.0
openml_taskbalanced,openml-qsar-biodeg-1494,four_seed_blocks,0.002757196259339857,0.0005822242971132896,0.7607421875,0.0,0.002757196259339857,0.0
openml_taskbalanced,openml-qsar-biodeg-1494,four_strength1,0.003522458894585205,0.0007438212448835087,0.6943359375,0.0,0.003522458894585205,0.0
openml_taskbalanced,openml-qsar-biodeg-1494,iid16,0.003511205032302185,0.0007414448191810055,0.6953125,0.0,0.003511205032302185,0.0
openml_taskbalanced,openml-qsar-biodeg-1494,lhs16,0.003128573714679511,0.0006606463452958959,0.728515625,0.0,0.003128573714679511,0.0
openml_taskbalanced,openml-qsar-biodeg-1494,sobol16,0.0027121808102077774,0.0005727185943032767,0.7646484375,0.0,0.0027121808102077774,0.0
openml_taskbalanced,openml-qsar-biodeg-1494,srswor16,0.0028359732953209954,0.0005988592770308121,0.75390625,0.0,0.0028359732953209954,0.0
openml_taskbalanced,openml-qsar-biodeg-1494,strength2,0.0018793950012643106,0.0003968630923180382,0.8369140625,0.0,0.0018793950012643106,0.0
openml_taskbalanced,openml-spambase-44,four_seed_blocks,0.0003677551232786944,0.00023674182801419432,0.892578125,0.0,0.0003677551232786944,0.0
openml_taskbalanced,openml-spambase-44,four_strength1,0.0008023748144262422,0.0005165276247582421,0.765625,0.0,0.0008023748144262422,0.0
openml_taskbalanced,openml-spambase-44,iid16,0.0008257774131803409,0.0005315930138136909,0.7587890625,0.0,0.0008257774131803409,0.0
openml_taskbalanced,openml-spambase-44,lhs16,0.0006820185922623059,0.0004390484810445058,0.80078125,0.0,0.0006820185922623059,0.0
openml_taskbalanced,openml-spambase-44,sobol16,0.0008391503267541117,0.0005402018075596615,0.7548828125,0.0,0.0008391503267541117,0.0
openml_taskbalanced,openml-spambase-44,srswor16,0.00048811134544263067,0.00031422097172793063,0.857421875,0.0,0.00048811134544263067,0.0
openml_taskbalanced,openml-spambase-44,strength2,0.0001838775616393472,0.00011837091400709716,0.9462890625,0.0,0.0001838775616393472,0.0
subsample_repeat,compustat_kor_direction,four_seed_blocks,0.00013226583599232225,8.885211730822315e-05,0.8837890625,0.0,0.00013226583599232225,0.0
subsample_repeat,compustat_kor_direction,four_strength1,6.891161202961327e-05,4.629269977403223e-05,0.939453125,0.0,6.891161202961327e-05,0.0
subsample_repeat,compustat_kor_direction,iid16,0.00011225923895146679,7.541230124479444e-05,0.9013671875,0.0,0.00011225923895146679,0.0
subsample_repeat,compustat_kor_direction,lhs16,7.446900009651757e-05,5.0025982013873535e-05,0.9345703125,0.0,7.446900009651757e-05,0.0
subsample_repeat,compustat_kor_direction,sobol16,1.778364181409375e-05,1.1946503167492188e-05,0.984375,0.0,1.778364181409375e-05,0.0
subsample_repeat,compustat_kor_direction,srswor16,8.558377623032617e-05,5.7492546493556156e-05,0.9248046875,0.0,8.558377623032617e-05,0.0
subsample_repeat,compustat_kor_direction,strength2,1.8895119427474608e-05,1.269315961546045e-05,0.9833984375,0.0,1.8895119427474608e-05,0.0
subsample_repeat,credit_card_default,four_seed_blocks,0.00031028420304691346,2.898396085446211e-05,0.806640625,0.0,0.00031028420304691346,0.0
subsample_repeat,credit_card_default,four_strength1,0.00025230180146743975,2.356776614933535e-05,0.8427734375,0.0,0.00025230180146743975,0.0
