source_group,material_cells,strength2_residual,iid16_residual,four_strength1_residual,four_seed_blocks_residual,beats_all
blood_transfusion,1,0.00016489816551325094,0.0018265497989570112,0.0015316189249157653,0.0004243441181499403,True
breast_w,2,9.918473982715946e-05,0.0011246918469150896,0.0008900667819115389,0.0010072313776955948,True
ilpd,1,0.0003628871638273441,0.0005007390319438227,0.0004806196250181231,0.00034779870447892996,False
kc1,1,9.850671378788592e-05,0.00045587889507959844,0.00036151729190976286,0.00029674658240547554,True
mammography,1,1.3887707831103702e-05,9.349248116962997e-05,6.840404374623121e-05,3.0220459717047963e-05,True
pc4,2,7.24140432483613e-05,0.00027000902578614864,0.00022607426791314966,0.000146500347649819,True
sonar,2,0.000500722802584159,0.0011877380716106326,0.0010151942383173958,0.001189461346767847,True
wdbc,2,0.00019767047403416223,0.0010740764367468782,0.0011892501577735208,0.0007667983172920869,True
