dataset,task,model,alternate_view,seed_a,seed_b,seed_c,target_parameters,maximum_alternate_parameter_relative_mismatch,transformed_t_parameters,heterobag_val_loss,heterobag_val_rmse,heterobag_test_loss,heterobag_test_rmse,ttt_val_loss,ttt_val_rmse,ttt_test_loss,ttt_test_rmse,alternate_homogeneous_val_loss,alternate_homogeneous_val_rmse,alternate_homogeneous_test_loss,alternate_homogeneous_test_rmse,transformed_t_placebo_val_loss,transformed_t_placebo_val_rmse,transformed_t_placebo_test_loss,transformed_t_placebo_test_rmse,same_representation_prediction_correlation,same_representation_error_correlation,same_representation_mean_absolute_disagreement,same_representation_mean_squared_disagreement,cross_representation_prediction_correlation,cross_representation_error_correlation,cross_representation_mean_absolute_disagreement,cross_representation_mean_squared_disagreement,coordinate_placebo_prediction_correlation,coordinate_placebo_error_correlation,coordinate_placebo_mean_absolute_disagreement,coordinate_placebo_mean_squared_disagreement,heterobag_relative_test_gain_vs_ttt_pct,alternate_homogeneous_relative_test_gain_vs_ttt_pct,transformed_t_placebo_relative_test_gain_vs_ttt_pct
openml-abalone-183,regression,mlp,midrank,20261537,20261638,20261739,37479,0.005069505589796953,37479,0.40579304099082947,2.0697990347217123,0.4451014995574951,2.1677311145338574,0.40836143493652344,2.076338912848041,0.4519384503364563,2.18431631018745,0.4075445830821991,2.0742612064831336,0.4385443925857544,2.1517046764006795,0.40785595774650574,2.075053449951624,0.45179709792137146,2.1839746900710084,0.998145210680938,0.997890920157855,0.04783186689019203,0.0034560433123260736,0.9858376731911831,0.983863223608799,0.0923694521188736,0.015120081603527069,0.9979752573286605,0.9977243760444346,0.04241104796528816,0.002799025736749172,0.7592854375641791,1.4929904444092044,0.015639681617912654
openml-abalone-183,regression,resnet,midrank,20261537,20261638,20261739,153415,0.0013557996284587557,153415,0.4051765501499176,2.0682261921341207,0.4443316161632538,2.1658555620129616,0.40731731057167053,2.073682756525122,0.4506383240222931,2.1811721514141986,0.3996412754058838,2.0540501876703576,0.43587547540664673,2.1451472038819572,0.41041940450668335,2.0815642743471896,0.45155641436576843,2.1833928837456615,0.9861125691471223,0.982807416571572,0.08812309056520462,0.016023166477680206,0.97248810904947,0.9658181284674934,0.12805652618408203,0.03096402809023857,0.9754958016432316,0.9694280098408055,0.12847037613391876,0.028624851256608963,0.7022182724690609,1.651632472424702,-0.10181371195405496
openml-abalone-183,regression,ft_transformer,midrank,20261537,20261638,20261739,11167,0.0008954956568460643,11167,0.41964221000671387,2.1048224406485603,0.4541896879673004,2.1897499112735876,0.4207382798194885,2.1075694568024166,0.4490063786506653,2.1772191117976893,0.4151170253753662,2.0934430719969095,0.45551976561546326,2.1929538680027036,0.4221092462539673,2.1110003985325374,0.4546051025390625,2.190751085608976,0.9856734788405975,0.9789121424758157,0.1193263977766037,0.02501474879682064,0.969940546939669,0.9601496694296668,0.1436137557029724,0.040017370134592056,0.980558664350916,0.9643918144921299,0.13609518110752106,0.03348233550786972,-0.5755414973163566,-0.7226997099075804,-0.6215255845385989
openml-kin8nm-189,regression,mlp,midrank,20261537,20261638,20261739,35329,0.0,35329,0.11431284993886948,0.08885263110628734,0.11564306914806366,0.08936810954432992,0.12138663977384567,0.09156051172328583,0.12172503024339676,0.09168804487531898,0.11121466010808945,0.08764028596584085,0.11206350475549698,0.08797410695582968,0.12096671015024185,0.09140200053167898,0.12199725210666656,0.09179051168638239,0.993753087038303,0.9587127916473536,0.07967061549425125,0.010401117615401745,0.9863664543135551,0.8932874395121048,0.1317790150642395,0.028387248516082764,0.9940029944580236,0.9507622661185628,0.09192479401826859,0.01356902439147234,2.5302484463964787,4.050623965795829,-0.11175591234685481
openml-kin8nm-189,regression,resnet,midrank,20261537,20261638,20261739,151425,0.0,151425,0.07726626843214035,0.07304958210173972,0.08033768087625504,0.07448733079202889,0.08006607741117477,0.07436131181182255,0.08361410349607468,0.07599106574206936,0.07743416726589203,0.07312890704017053,0.07996746897697449,0.07431550644796937,0.07913365960121155,0.0739270526215259,0.08464314043521881,0.07645724600088302,0.9831279086544024,0.8285375943758099,0.1458645761013031,0.03478545323014259,0.9791113945640006,0.7747616915697586,0.15781010687351227,0.043143030256032944,0.9833727703661944,0.8216381719918149,0.14350903034210205,0.03567603603005409,1.9788312420100562,2.2049424859854048,-0.6134671941514565
openml-kin8nm-189,regression,ft_transformer,midrank,20261537,20261638,20261739,8801,0.0,8801,0.1314590722322464,0.09528357602244085,0.12608180940151215,0.09331446767150288,0.1339937448501587,0.09619777540209185,0.13033552467823029,0.09487551991004049,0.13043366372585297,0.09491123251072671,0.12484893202781677,0.09285711415088538,0.1324780285358429,0.09565214087497276,0.13055653870105743,0.09495592752927129,0.9685814579680837,0.8078354906988334,0.18199588358402252,0.05850124731659889,0.9677000171795161,0.7947537047300667,0.1839030385017395,0.061082497239112854,0.9726152693289429,0.8311825423584465,0.1707819104194641,0.04989474266767502,1.645368836995865,2.1274252421161286,-0.08475064938462258
openml-pol-201,regression,mlp,midrank,20261537,20261638,20261739,159839,0.0,159839,0.00844021886587143,3.8400943476194422,0.009020734578371048,3.9699587359113404,0.01012133527547121,4.205173763138259,0.010972426272928715,4.378409486552015,0.008500518277287483,3.853787317454978,0.009386776015162468,4.049703877647871,0.010356049984693527,4.2536534975156854,0.011258368380367756,4.4350933762936,0.9991586639954579,0.9306683100820172,0.02640637196600437,0.0016633536433801055,0.9955700058885403,0.604345050079205,0.04962225258350372,0.008703998290002346,0.9993347734774516,0.9404029326186233,0.025493234395980835,0.0014320926275104284,9.328747160246277,7.50742044374198,-1.294622851418662
openml-pol-201,regression,resnet,midrank,20261537,20261638,20261739,276323,0.0,276323,0.00606701523065567,3.2557614983023972,0.006452558562159538,3.3576159387590394,0.006661510560661554,3.4115473296573398,0.006979919504374266,3.4921287526968867,0.006049355957657099,3.251019769694517,0.006785539444535971,3.4431602041172695,0.007483960594981909,3.616019688878934,0.007627865299582481,3.650619321476112,0.9984902563161032,0.7904412472092596,0.025753764435648918,0.0031626459676772356,0.9969331596444932,0.5815268696105641,0.03487858548760414,0.00648918654769659,0.9981904028289857,0.7666388688762196,0.03322605416178703,0.004064380191266537,3.8518858685827753,1.4022549581483776,-4.538508743608798
openml-pol-201,regression,ft_transformer,midrank,20261537,20261638,20261739,32353,0.0,32353,0.009450729005038738,4.063475966972017,0.008806504309177399,3.9225349005825896,0.008986851200461388,3.9624958090010027,0.008974192664027214,3.9597041152222565,0.010774261318147182,4.3386917175842346,0.009189268574118614,4.00687240372998,0.009317943826317787,4.034828542680372,0.009054003283381462,3.9772726544514563,0.9960753406966575,0.6225025749772432,0.04046614468097687,0.008270034566521645,0.9941061915216374,0.489702012058038,0.04456315189599991,0.012178282253444195,0.9941319716772548,0.5199868915834912,0.04163720831274986,0.011838700622320175,0.9386866684502422,-1.191207401744855,-0.44368313181939983
openml-puma32h-308,regression,mlp,midrank,20261537,20261638,20261739,91009,0.0,91009,0.06540612131357193,0.007706721739571339,0.06581056863069534,0.007730512779098346,0.06694591790437698,0.0077969101777858015,0.067479208111763,0.007827903613388178,0.06633007526397705,0.007760965016711839,0.06643034517765045,0.007766828853116256,0.06655682623386383,0.007774219222423686,0.0672554299235344,0.007814913176537052,0.9980461252396777,0.9721884971943381,0.04953252896666527,0.004137886688113213,0.9951630323181817,0.9286509591400298,0.07534198462963104,0.009753108955919743,0.9981401715425834,0.9731224044088596,0.04594960808753967,0.0036933990195393562,1.2441496357116975,0.7802186037071823,0.16595039352436458
