dataset,model,method,metric,exact_metric,bias,rmse
openml-kr-vs-kp-3,native_histgb,disjoint_pair32,brier,0.005047243182887538,0.0,0.0
openml-kr-vs-kp-3,native_histgb,disjoint_pair32,log_loss,0.014834008072603126,-5.204170427930421e-18,5.204170427930421e-18
openml-kr-vs-kp-3,native_histgb,disjoint_pair32,roc_auc,1.0,0.0,0.0
openml-kr-vs-kp-3,native_histgb,disjoint_pair32,accuracy,0.9984350547730829,0.0,0.0
openml-kr-vs-kp-3,native_histgb,independent_pair32,brier,0.005047243182887538,0.0,0.0
openml-kr-vs-kp-3,native_histgb,independent_pair32,log_loss,0.014834008072603126,-5.204170427930421e-18,5.204170427930421e-18
openml-kr-vs-kp-3,native_histgb,independent_pair32,roc_auc,1.0,0.0,0.0
openml-kr-vs-kp-3,native_histgb,independent_pair32,accuracy,0.9984350547730829,0.0,0.0
openml-kr-vs-kp-3,native_histgb,mutually_disjoint_pack64,brier,0.005047243182887538,0.0,0.0
openml-kr-vs-kp-3,native_histgb,mutually_disjoint_pack64,log_loss,0.014834008072603126,-5.204170427930421e-18,5.204170427930421e-18
openml-kr-vs-kp-3,native_histgb,mutually_disjoint_pack64,roc_auc,1.0,0.0,0.0
openml-kr-vs-kp-3,native_histgb,mutually_disjoint_pack64,accuracy,0.9984350547730829,0.0,0.0
openml-kr-vs-kp-3,native_histgb,two_disjoint_pairs64,brier,0.005047243182887538,0.0,0.0
openml-kr-vs-kp-3,native_histgb,two_disjoint_pairs64,log_loss,0.014834008072603126,-5.204170427930421e-18,5.204170427930421e-18
openml-kr-vs-kp-3,native_histgb,two_disjoint_pairs64,roc_auc,1.0,0.0,0.0
openml-kr-vs-kp-3,native_histgb,two_disjoint_pairs64,accuracy,0.9984350547730829,0.0,0.0
openml-kr-vs-kp-3,catboost_native,disjoint_pair32,brier,0.01359805305806632,7.19037210672144e-06,0.00011552477532388906
openml-kr-vs-kp-3,catboost_native,disjoint_pair32,log_loss,0.04268535294135591,9.344117524403868e-06,0.0002149192912748386
openml-kr-vs-kp-3,catboost_native,disjoint_pair32,roc_auc,0.9999901835672916,-3.4510896240345576e-06,5.820428598039131e-06
openml-kr-vs-kp-3,catboost_native,disjoint_pair32,accuracy,0.9968701095461658,0.00025522055946792415,0.0006933414944619497
openml-kr-vs-kp-3,catboost_native,independent_pair32,brier,0.01359805305806632,-2.0072705018256944e-06,0.0001281491006828881
openml-kr-vs-kp-3,catboost_native,independent_pair32,log_loss,0.04268535294135591,-6.388725031085178e-06,0.00024284833941868648
openml-kr-vs-kp-3,catboost_native,independent_pair32,roc_auc,0.9999901835672916,-4.03585758810708e-06,6.294261230215764e-06
openml-kr-vs-kp-3,catboost_native,independent_pair32,accuracy,0.9968701095461658,0.00033621870109546933,0.0008065543086106596
openml-kr-vs-kp-3,catboost_native,mutually_disjoint_pack64,brier,0.01359805305806632,2.509396961105123e-06,6.60592685655284e-05
openml-kr-vs-kp-3,catboost_native,mutually_disjoint_pack64,log_loss,0.04268535294135591,3.390781255146879e-06,0.00012509438591367736
openml-kr-vs-kp-3,catboost_native,mutually_disjoint_pack64,roc_auc,0.9999901835672916,-3.441503263967795e-06,5.812339047780871e-06
openml-kr-vs-kp-3,catboost_native,mutually_disjoint_pack64,accuracy,0.9968701095461658,0.0001329592136150254,0.0004561511665243031
openml-kr-vs-kp-3,catboost_native,two_disjoint_pairs64,brier,0.01359805305806632,4.785396994115261e-06,8.5784641849582e-05
openml-kr-vs-kp-3,catboost_native,two_disjoint_pairs64,log_loss,0.04268535294135591,5.958400646658766e-06,0.00016305265855277883
openml-kr-vs-kp-3,catboost_native,two_disjoint_pairs64,roc_auc,0.9999901835672916,-3.89206218710564e-06,6.18111369871921e-06
openml-kr-vs-kp-3,catboost_native,two_disjoint_pairs64,accuracy,0.9968701095461658,0.0002246552230046983,0.0006009490281418561
openml-credit-approval-29,native_histgb,disjoint_pair32,brier,0.1901882842662894,0.0,0.0
openml-credit-approval-29,native_histgb,disjoint_pair32,log_loss,0.3576450735540036,5.551115123125783e-17,5.551115123125783e-17
openml-credit-approval-29,native_histgb,disjoint_pair32,roc_auc,0.9333617202469662,0.0,0.0
openml-credit-approval-29,native_histgb,disjoint_pair32,accuracy,0.8768115942028986,0.0,0.0
openml-credit-approval-29,native_histgb,independent_pair32,brier,0.1901882842662894,0.0,0.0
openml-credit-approval-29,native_histgb,independent_pair32,log_loss,0.3576450735540036,5.551115123125783e-17,5.551115123125783e-17
openml-credit-approval-29,native_histgb,independent_pair32,roc_auc,0.9333617202469662,0.0,0.0
openml-credit-approval-29,native_histgb,independent_pair32,accuracy,0.8768115942028986,0.0,0.0
openml-credit-approval-29,native_histgb,mutually_disjoint_pack64,brier,0.1901882842662894,0.0,0.0
openml-credit-approval-29,native_histgb,mutually_disjoint_pack64,log_loss,0.3576450735540036,5.551115123125783e-17,5.551115123125783e-17
openml-credit-approval-29,native_histgb,mutually_disjoint_pack64,roc_auc,0.9333617202469662,0.0,0.0
openml-credit-approval-29,native_histgb,mutually_disjoint_pack64,accuracy,0.8768115942028986,0.0,0.0
openml-credit-approval-29,native_histgb,two_disjoint_pairs64,brier,0.1901882842662894,0.0,0.0
openml-credit-approval-29,native_histgb,two_disjoint_pairs64,log_loss,0.3576450735540036,5.551115123125783e-17,5.551115123125783e-17
openml-credit-approval-29,native_histgb,two_disjoint_pairs64,roc_auc,0.9333617202469662,0.0,0.0
openml-credit-approval-29,native_histgb,two_disjoint_pairs64,accuracy,0.8768115942028986,0.0,0.0
openml-credit-approval-29,catboost_native,disjoint_pair32,brier,0.18188537597048088,-9.241723899171999e-06,0.00024286897809050497
openml-credit-approval-29,catboost_native,disjoint_pair32,log_loss,0.3185149743545652,-2.4051942745383255e-07,0.0003578506456427841
openml-credit-approval-29,catboost_native,disjoint_pair32,roc_auc,0.9346391313604429,-0.00021518888386205717,0.00040387614995680604
openml-credit-approval-29,catboost_native,disjoint_pair32,accuracy,0.8695652173913043,0.0017903645833333413,0.0036018962229589983
openml-credit-approval-29,catboost_native,independent_pair32,brier,0.18188537597048088,7.3761430513447144e-06,0.0002803124977407497
openml-credit-approval-29,catboost_native,independent_pair32,log_loss,0.3185149743545652,2.1337756120302508e-06,0.0004070356789989414
openml-credit-approval-29,catboost_native,independent_pair32,roc_auc,0.9346391313604429,-0.0002465835905897583,0.0004208894148907684
openml-credit-approval-29,catboost_native,independent_pair32,accuracy,0.8695652173913043,0.0020097373188405886,0.0038161910204603244
openml-credit-approval-29,catboost_native,mutually_disjoint_pack64,brier,0.18188537597048088,1.2218050569668825e-05,0.00013851519690256708
openml-credit-approval-29,catboost_native,mutually_disjoint_pack64,log_loss,0.3185149743545652,9.916837267804626e-06,0.00019600081745313689
openml-credit-approval-29,catboost_native,mutually_disjoint_pack64,roc_auc,0.9346391313604429,-0.00015510232595274782,0.00031614872180427253
openml-credit-approval-29,catboost_native,mutually_disjoint_pack64,accuracy,0.8695652173913043,0.0011463994565217442,0.0028822287276625705
openml-credit-approval-29,catboost_native,two_disjoint_pairs64,brier,0.18188537597048088,7.740732998290243e-06,0.0001912223433259084
openml-credit-approval-29,catboost_native,two_disjoint_pairs64,log_loss,0.3185149743545652,1.6834567738284413e-06,0.000257019900835869
openml-credit-approval-29,catboost_native,two_disjoint_pairs64,roc_auc,0.9346391313604429,-0.000212486028315962,0.0003693565276182335
openml-credit-approval-29,catboost_native,two_disjoint_pairs64,accuracy,0.8695652173913043,0.0015214560688405865,0.0033203981654472926
openml-sick-38,native_histgb,disjoint_pair32,brier,0.014597037599202318,0.0,0.0
openml-sick-38,native_histgb,disjoint_pair32,log_loss,0.023345083711330317,-6.938893903907228e-18,6.938893903907228e-18
openml-sick-38,native_histgb,disjoint_pair32,roc_auc,0.9985282394063899,0.0,0.0
openml-sick-38,native_histgb,disjoint_pair32,accuracy,0.9854304635761589,0.0,0.0
openml-sick-38,native_histgb,independent_pair32,brier,0.014597037599202318,0.0,0.0
openml-sick-38,native_histgb,independent_pair32,log_loss,0.023345083711330317,-6.938893903907228e-18,6.938893903907228e-18
openml-sick-38,native_histgb,independent_pair32,roc_auc,0.9985282394063899,0.0,0.0
openml-sick-38,native_histgb,independent_pair32,accuracy,0.9854304635761589,0.0,0.0
openml-sick-38,native_histgb,mutually_disjoint_pack64,brier,0.014597037599202318,0.0,0.0
openml-sick-38,native_histgb,mutually_disjoint_pack64,log_loss,0.023345083711330317,-6.938893903907228e-18,6.938893903907228e-18
openml-sick-38,native_histgb,mutually_disjoint_pack64,roc_auc,0.9985282394063899,0.0,0.0
openml-sick-38,native_histgb,mutually_disjoint_pack64,accuracy,0.9854304635761589,0.0,0.0
openml-sick-38,native_histgb,two_disjoint_pairs64,brier,0.014597037599202318,0.0,0.0
openml-sick-38,native_histgb,two_disjoint_pairs64,log_loss,0.023345083711330317,-6.938893903907228e-18,6.938893903907228e-18
openml-sick-38,native_histgb,two_disjoint_pairs64,roc_auc,0.9985282394063899,0.0,0.0
openml-sick-38,native_histgb,two_disjoint_pairs64,accuracy,0.9854304635761589,0.0,0.0
openml-sick-38,catboost_native,disjoint_pair32,brier,0.010290382046277627,3.244268903047405e-06,5.668887072650495e-05
openml-sick-38,catboost_native,disjoint_pair32,log_loss,0.01934791680705363,5.758408164184517e-06,7.69346883561761e-05
openml-sick-38,catboost_native,disjoint_pair32,roc_auc,0.9992334580241614,6.677299242655466e-06,2.6153155209331138e-05
openml-sick-38,catboost_native,disjoint_pair32,accuracy,0.990728476821192,0.0002548116721854399,0.0005926250440098038
openml-sick-38,catboost_native,independent_pair32,brier,0.010290382046277627,1.3774116969504487e-06,6.043496701522138e-05
openml-sick-38,catboost_native,independent_pair32,log_loss,0.01934791680705363,1.2164138400803412e-06,8.42046243582578e-05
openml-sick-38,catboost_native,independent_pair32,roc_auc,0.9992334580241614,1.0000977341017604e-05,2.934589599388131e-05
openml-sick-38,catboost_native,independent_pair32,accuracy,0.990728476821192,0.00028326779801325576,0.0006180953858886024
openml-sick-38,catboost_native,mutually_disjoint_pack64,brier,0.010290382046277627,-2.6395761562024286e-07,3.2871533708643304e-05
openml-sick-38,catboost_native,mutually_disjoint_pack64,log_loss,0.01934791680705363,-7.058669689102308e-07,4.4198709741346755e-05
openml-sick-38,catboost_native,mutually_disjoint_pack64,roc_auc,0.9992334580241614,5.090317808302373e-06,1.996139182559287e-05
openml-sick-38,catboost_native,mutually_disjoint_pack64,accuracy,0.990728476821192,2.4575745033113532e-05,0.00018041800263000175
openml-sick-38,catboost_native,two_disjoint_pairs64,brier,0.010290382046277627,-1.6189689504876202e-06,3.947910156056117e-05
openml-sick-38,catboost_native,two_disjoint_pairs64,log_loss,0.01934791680705363,-1.5625652817157198e-06,5.270844255666126e-05
openml-sick-38,catboost_native,two_disjoint_pairs64,roc_auc,0.9992334580241614,6.677299242655466e-06,2.2038081805356158e-05
openml-sick-38,catboost_native,two_disjoint_pairs64,accuracy,0.990728476821192,9.054221854304986e-05,0.0003462996798568328
openml-tic-tac-toe-50,native_histgb,disjoint_pair32,brier,0.035678097190648246,0.0,0.0
openml-tic-tac-toe-50,native_histgb,disjoint_pair32,log_loss,0.08381146977528131,5.551115123125783e-17,5.551115123125783e-17
openml-tic-tac-toe-50,native_histgb,disjoint_pair32,roc_auc,0.9983164983164983,0.0,0.0
openml-tic-tac-toe-50,native_histgb,disjoint_pair32,accuracy,0.9791666666666666,0.0,0.0
openml-tic-tac-toe-50,native_histgb,independent_pair32,brier,0.035678097190648246,0.0,0.0
openml-tic-tac-toe-50,native_histgb,independent_pair32,log_loss,0.08381146977528131,5.551115123125783e-17,5.551115123125783e-17
openml-tic-tac-toe-50,native_histgb,independent_pair32,roc_auc,0.9983164983164983,0.0,0.0
openml-tic-tac-toe-50,native_histgb,independent_pair32,accuracy,0.9791666666666666,0.0,0.0
openml-tic-tac-toe-50,native_histgb,mutually_disjoint_pack64,brier,0.035678097190648246,0.0,0.0
openml-tic-tac-toe-50,native_histgb,mutually_disjoint_pack64,log_loss,0.08381146977528131,5.551115123125783e-17,5.551115123125783e-17
openml-tic-tac-toe-50,native_histgb,mutually_disjoint_pack64,roc_auc,0.9983164983164983,0.0,0.0
openml-tic-tac-toe-50,native_histgb,mutually_disjoint_pack64,accuracy,0.9791666666666666,0.0,0.0
openml-tic-tac-toe-50,native_histgb,two_disjoint_pairs64,brier,0.035678097190648246,0.0,0.0
openml-tic-tac-toe-50,native_histgb,two_disjoint_pairs64,log_loss,0.08381146977528131,5.551115123125783e-17,5.551115123125783e-17
openml-tic-tac-toe-50,native_histgb,two_disjoint_pairs64,roc_auc,0.9983164983164983,0.0,0.0
openml-tic-tac-toe-50,native_histgb,two_disjoint_pairs64,accuracy,0.9791666666666666,0.0,0.0
openml-tic-tac-toe-50,catboost_native,disjoint_pair32,brier,0.22333559990669097,5.6631711333635516e-05,0.0016260139116017246
openml-tic-tac-toe-50,catboost_native,disjoint_pair32,log_loss,0.3728319588238955,2.5446433371132966e-05,0.0019533151270540758
openml-tic-tac-toe-50,catboost_native,disjoint_pair32,roc_auc,0.9713804713804713,-0.0006139332311207024,0.002594983681636887
openml-tic-tac-toe-50,catboost_native,disjoint_pair32,accuracy,0.84375,0.004287719726562499,0.0070926948468427444
openml-tic-tac-toe-50,catboost_native,independent_pair32,brier,0.22333559990669097,4.2680216640984196e-05,0.0018581891263939484
openml-tic-tac-toe-50,catboost_native,independent_pair32,log_loss,0.3728319588238955,-2.923974003140727e-06,0.0022249156344789573
openml-tic-tac-toe-50,catboost_native,independent_pair32,roc_auc,0.9713804713804713,-0.000683452831890297,0.0029745436035711025
openml-tic-tac-toe-50,catboost_native,independent_pair32,accuracy,0.84375,0.005315144856770832,0.007804018290844299
openml-tic-tac-toe-50,catboost_native,mutually_disjoint_pack64,brier,0.22333559990669097,2.8160784066116857e-05,0.0009426780313184791
openml-tic-tac-toe-50,catboost_native,mutually_disjoint_pack64,log_loss,0.3728319588238955,2.9432103755801177e-05,0.0011428255995222978
openml-tic-tac-toe-50,catboost_native,mutually_disjoint_pack64,roc_auc,0.9713804713804713,-8.408113876860713e-05,0.0015676355571085957
openml-tic-tac-toe-50,catboost_native,mutually_disjoint_pack64,accuracy,0.84375,0.003011067708333339,0.00504819740210639
openml-tic-tac-toe-50,catboost_native,two_disjoint_pairs64,brier,0.22333559990669097,9.060779798432592e-05,0.0011675852960865197
openml-tic-tac-toe-50,catboost_native,two_disjoint_pairs64,log_loss,0.3728319588238955,8.847263931517835e-05,0.0013999447943424312
openml-tic-tac-toe-50,catboost_native,two_disjoint_pairs64,roc_auc,0.9713804713804713,-0.00030555743446364857,0.0019689307698702325
openml-tic-tac-toe-50,catboost_native,two_disjoint_pairs64,accuracy,0.84375,0.004058837890625005,0.006115981194028625
openml-mushroom-24,native_histgb,disjoint_pair32,brier,1.183334061881566e-05,0.0,0.0
openml-mushroom-24,native_histgb,disjoint_pair32,log_loss,0.0005068348460003745,-7.806255641895632e-18,7.806255641895632e-18
openml-mushroom-24,native_histgb,disjoint_pair32,roc_auc,1.0,0.0,0.0
openml-mushroom-24,native_histgb,disjoint_pair32,accuracy,1.0,0.0,0.0
openml-mushroom-24,native_histgb,independent_pair32,brier,1.183334061881566e-05,0.0,0.0
openml-mushroom-24,native_histgb,independent_pair32,log_loss,0.0005068348460003745,-7.806255641895632e-18,7.806255641895632e-18
openml-mushroom-24,native_histgb,independent_pair32,roc_auc,1.0,0.0,0.0
openml-mushroom-24,native_histgb,independent_pair32,accuracy,1.0,0.0,0.0
openml-mushroom-24,native_histgb,mutually_disjoint_pack64,brier,1.183334061881566e-05,0.0,0.0
openml-mushroom-24,native_histgb,mutually_disjoint_pack64,log_loss,0.0005068348460003745,-7.806255641895632e-18,7.806255641895632e-18
openml-mushroom-24,native_histgb,mutually_disjoint_pack64,roc_auc,1.0,0.0,0.0
openml-mushroom-24,native_histgb,mutually_disjoint_pack64,accuracy,1.0,0.0,0.0
openml-mushroom-24,native_histgb,two_disjoint_pairs64,brier,1.183334061881566e-05,0.0,0.0
openml-mushroom-24,native_histgb,two_disjoint_pairs64,log_loss,0.0005068348460003745,-7.806255641895632e-18,7.806255641895632e-18
openml-mushroom-24,native_histgb,two_disjoint_pairs64,roc_auc,1.0,0.0,0.0
openml-mushroom-24,native_histgb,two_disjoint_pairs64,accuracy,1.0,0.0,0.0
openml-mushroom-24,catboost_native,disjoint_pair32,brier,3.457959874745015e-05,-3.2223701038851295e-08,7.715173321214693e-07
openml-mushroom-24,catboost_native,disjoint_pair32,log_loss,0.0012687193071166732,-7.370571024325509e-07,1.2111833764342487e-05
openml-mushroom-24,catboost_native,disjoint_pair32,roc_auc,1.0,0.0,0.0
openml-mushroom-24,catboost_native,disjoint_pair32,accuracy,1.0,0.0,0.0
openml-mushroom-24,catboost_native,independent_pair32,brier,3.457959874745015e-05,1.8745135559786056e-08,8.597806904457476e-07
openml-mushroom-24,catboost_native,independent_pair32,log_loss,0.0012687193071166732,-4.82848020099869e-07,1.3411894656923373e-05
openml-mushroom-24,catboost_native,independent_pair32,roc_auc,1.0,0.0,0.0
openml-mushroom-24,catboost_native,independent_pair32,accuracy,1.0,0.0,0.0
openml-mushroom-24,catboost_native,mutually_disjoint_pack64,brier,3.457959874745015e-05,-1.0078180228644941e-08,4.484508703460493e-07
openml-mushroom-24,catboost_native,mutually_disjoint_pack64,log_loss,0.0012687193071166732,1.0387235495785139e-07,6.949833138795881e-06
openml-mushroom-24,catboost_native,mutually_disjoint_pack64,roc_auc,1.0,0.0,0.0
openml-mushroom-24,catboost_native,mutually_disjoint_pack64,accuracy,1.0,0.0,0.0
openml-mushroom-24,catboost_native,two_disjoint_pairs64,brier,3.457959874745015e-05,7.387103059729509e-09,5.370037536223189e-07
openml-mushroom-24,catboost_native,two_disjoint_pairs64,log_loss,0.0012687193071166732,2.7671395424722927e-08,8.700092751277712e-06
openml-mushroom-24,catboost_native,two_disjoint_pairs64,roc_auc,1.0,0.0,0.0
openml-mushroom-24,catboost_native,two_disjoint_pairs64,accuracy,1.0,0.0,0.0
openml-colic-25,native_histgb,disjoint_pair32,brier,0.15810141003533892,0.0,0.0
openml-colic-25,native_histgb,disjoint_pair32,log_loss,0.2970228485852596,-5.551115123125783e-17,5.551115123125783e-17
openml-colic-25,native_histgb,disjoint_pair32,roc_auc,0.9416863672182821,0.0,0.0
openml-colic-25,native_histgb,disjoint_pair32,accuracy,0.9054054054054054,0.0,0.0
openml-colic-25,native_histgb,independent_pair32,brier,0.15810141003533892,0.0,0.0
openml-colic-25,native_histgb,independent_pair32,log_loss,0.2970228485852596,-5.551115123125783e-17,5.551115123125783e-17
openml-colic-25,native_histgb,independent_pair32,roc_auc,0.9416863672182821,0.0,0.0
openml-colic-25,native_histgb,independent_pair32,accuracy,0.9054054054054054,0.0,0.0
openml-colic-25,native_histgb,mutually_disjoint_pack64,brier,0.15810141003533892,0.0,0.0
openml-colic-25,native_histgb,mutually_disjoint_pack64,log_loss,0.2970228485852596,-5.551115123125783e-17,5.551115123125783e-17
openml-colic-25,native_histgb,mutually_disjoint_pack64,roc_auc,0.9416863672182821,0.0,0.0
openml-colic-25,native_histgb,mutually_disjoint_pack64,accuracy,0.9054054054054054,0.0,0.0
openml-colic-25,native_histgb,two_disjoint_pairs64,brier,0.15810141003533892,0.0,0.0
openml-colic-25,native_histgb,two_disjoint_pairs64,log_loss,0.2970228485852596,-5.551115123125783e-17,5.551115123125783e-17
openml-colic-25,native_histgb,two_disjoint_pairs64,roc_auc,0.9416863672182821,0.0,0.0
openml-colic-25,native_histgb,two_disjoint_pairs64,accuracy,0.9054054054054054,0.0,0.0
openml-colic-25,catboost_native,disjoint_pair32,brier,0.15556042453677388,0.00010647316592656968,0.0016357032419825526
openml-colic-25,catboost_native,disjoint_pair32,log_loss,0.27829300143015323,0.00020223072351185489,0.00252511597086857
openml-colic-25,catboost_native,disjoint_pair32,roc_auc,0.9550827423167849,0.0001362108451536645,0.0011212128090851287
openml-colic-25,catboost_native,disjoint_pair32,accuracy,0.8918918918918919,0.0,0.0
openml-colic-25,catboost_native,independent_pair32,brier,0.15556042453677388,5.842041649174463e-05,0.0018173303446091624
openml-colic-25,catboost_native,independent_pair32,log_loss,0.27829300143015323,8.09645763326571e-05,0.0027609653054072696
openml-colic-25,catboost_native,independent_pair32,roc_auc,0.9550827423167849,0.0002516437647754141,0.0012131745406573698
openml-colic-25,catboost_native,independent_pair32,accuracy,0.8918918918918919,0.0,0.0
openml-colic-25,catboost_native,mutually_disjoint_pack64,brier,0.15556042453677388,3.9581464523343144e-05,0.0008843766118771065
openml-colic-25,catboost_native,mutually_disjoint_pack64,log_loss,0.27829300143015323,6.329538927241839e-05,0.0014103708923187354
openml-colic-25,catboost_native,mutually_disjoint_pack64,roc_auc,0.9550827423167849,0.0002831954294720256,0.0007137202889179206
openml-colic-25,catboost_native,mutually_disjoint_pack64,accuracy,0.8918918918918919,0.0,0.0
openml-colic-25,catboost_native,two_disjoint_pairs64,brier,0.15556042453677388,2.8558957456763592e-05,0.0011040766456254627
openml-colic-25,catboost_native,two_disjoint_pairs64,log_loss,0.27829300143015323,3.773090286238813e-05,0.001708424432493399
openml-colic-25,catboost_native,two_disjoint_pairs64,roc_auc,0.9550827423167849,0.0003278294917257688,0.0008092827386305657
openml-colic-25,catboost_native,two_disjoint_pairs64,accuracy,0.8918918918918919,0.0,0.0
openml-hepatitis-55,native_histgb,disjoint_pair32,brier,0.25730539708403033,0.0,0.0
openml-hepatitis-55,native_histgb,disjoint_pair32,log_loss,0.4263962902751182,-5.551115123125783e-17,5.551115123125783e-17
openml-hepatitis-55,native_histgb,disjoint_pair32,roc_auc,0.8066666666666666,0.0,0.0
openml-hepatitis-55,native_histgb,disjoint_pair32,accuracy,0.8064516129032258,0.0,0.0
openml-hepatitis-55,native_histgb,independent_pair32,brier,0.25730539708403033,0.0,0.0
openml-hepatitis-55,native_histgb,independent_pair32,log_loss,0.4263962902751182,-5.551115123125783e-17,5.551115123125783e-17
openml-hepatitis-55,native_histgb,independent_pair32,roc_auc,0.8066666666666666,0.0,0.0
openml-hepatitis-55,native_histgb,independent_pair32,accuracy,0.8064516129032258,0.0,0.0
openml-hepatitis-55,native_histgb,mutually_disjoint_pack64,brier,0.25730539708403033,0.0,0.0
openml-hepatitis-55,native_histgb,mutually_disjoint_pack64,log_loss,0.4263962902751182,-5.551115123125783e-17,5.551115123125783e-17
openml-hepatitis-55,native_histgb,mutually_disjoint_pack64,roc_auc,0.8066666666666666,0.0,0.0
openml-hepatitis-55,native_histgb,mutually_disjoint_pack64,accuracy,0.8064516129032258,0.0,0.0
openml-hepatitis-55,native_histgb,two_disjoint_pairs64,brier,0.25730539708403033,0.0,0.0
openml-hepatitis-55,native_histgb,two_disjoint_pairs64,log_loss,0.4263962902751182,-5.551115123125783e-17,5.551115123125783e-17
openml-hepatitis-55,native_histgb,two_disjoint_pairs64,roc_auc,0.8066666666666666,0.0,0.0
openml-hepatitis-55,native_histgb,two_disjoint_pairs64,accuracy,0.8064516129032258,0.0,0.0
openml-hepatitis-55,catboost_native,disjoint_pair32,brier,0.1645171265542817,-5.8331262388795215e-06,0.001485610644935934
openml-hepatitis-55,catboost_native,disjoint_pair32,log_loss,0.28790854235722424,-9.9679925711314e-06,0.0015945620287618927
openml-hepatitis-55,catboost_native,disjoint_pair32,roc_auc,0.9666666666666667,-0.001360677083333341,0.00315265540633784
openml-hepatitis-55,catboost_native,disjoint_pair32,accuracy,0.9032258064516129,0.00034652217741935453,0.0033433717644711664
openml-hepatitis-55,catboost_native,independent_pair32,brier,0.1645171265542817,2.2271341668813634e-05,0.001620877023840109
openml-hepatitis-55,catboost_native,independent_pair32,log_loss,0.28790854235722424,2.423607546843821e-05,0.0017457867803902438
openml-hepatitis-55,catboost_native,independent_pair32,roc_auc,0.9666666666666667,-0.001809895833333343,0.003691676072222798
openml-hepatitis-55,catboost_native,independent_pair32,accuracy,0.9032258064516129,0.00037802419354838676,0.003492037918485637
openml-hepatitis-55,catboost_native,mutually_disjoint_pack64,brier,0.1645171265542817,2.4220322204637356e-05,0.0008320810477756436
openml-hepatitis-55,catboost_native,mutually_disjoint_pack64,log_loss,0.28790854235722424,2.589587892893561e-05,0.0008938778736481327
openml-hepatitis-55,catboost_native,mutually_disjoint_pack64,roc_auc,0.9666666666666667,-4.557291666666696e-05,0.0005511981898051265
openml-hepatitis-55,catboost_native,mutually_disjoint_pack64,accuracy,0.9032258064516129,3.150201612903223e-05,0.0010080645161290314
openml-hepatitis-55,catboost_native,two_disjoint_pairs64,brier,0.1645171265542817,5.359260250239274e-06,0.0010684176666687867
openml-hepatitis-55,catboost_native,two_disjoint_pairs64,log_loss,0.28790854235722424,5.3307672542712435e-06,0.001143261656489339
openml-hepatitis-55,catboost_native,two_disjoint_pairs64,roc_auc,0.9666666666666667,-0.0002929687500000019,0.0013975424859373775
openml-hepatitis-55,catboost_native,two_disjoint_pairs64,accuracy,0.9032258064516129,0.0,0.0
openml-vote-56,native_histgb,disjoint_pair32,brier,0.04578236045784521,0.0,0.0
openml-vote-56,native_histgb,disjoint_pair32,log_loss,0.08070838906558554,-4.163336342344337e-17,4.163336342344337e-17
openml-vote-56,native_histgb,disjoint_pair32,roc_auc,0.9983351831298557,0.0,0.0
openml-vote-56,native_histgb,disjoint_pair32,accuracy,0.9770114942528736,0.0,0.0
openml-vote-56,native_histgb,independent_pair32,brier,0.04578236045784521,0.0,0.0
openml-vote-56,native_histgb,independent_pair32,log_loss,0.08070838906558554,-4.163336342344337e-17,4.163336342344337e-17
openml-vote-56,native_histgb,independent_pair32,roc_auc,0.9983351831298557,0.0,0.0
openml-vote-56,native_histgb,independent_pair32,accuracy,0.9770114942528736,0.0,0.0
openml-vote-56,native_histgb,mutually_disjoint_pack64,brier,0.04578236045784521,0.0,0.0
openml-vote-56,native_histgb,mutually_disjoint_pack64,log_loss,0.08070838906558554,-4.163336342344337e-17,4.163336342344337e-17
openml-vote-56,native_histgb,mutually_disjoint_pack64,roc_auc,0.9983351831298557,0.0,0.0
openml-vote-56,native_histgb,mutually_disjoint_pack64,accuracy,0.9770114942528736,0.0,0.0
openml-vote-56,native_histgb,two_disjoint_pairs64,brier,0.04578236045784521,0.0,0.0
openml-vote-56,native_histgb,two_disjoint_pairs64,log_loss,0.08070838906558554,-4.163336342344337e-17,4.163336342344337e-17
openml-vote-56,native_histgb,two_disjoint_pairs64,roc_auc,0.9983351831298557,0.0,0.0
openml-vote-56,native_histgb,two_disjoint_pairs64,accuracy,0.9770114942528736,0.0,0.0
openml-vote-56,catboost_native,disjoint_pair32,brier,0.037085615262697234,3.025610455995854e-05,0.0004901946896108149
openml-vote-56,catboost_native,disjoint_pair32,log_loss,0.07964377663936653,2.7787055802311973e-05,0.0006763261384342793
openml-vote-56,catboost_native,disjoint_pair32,roc_auc,0.9972253052164262,-3.901914539400711e-05,0.0003092493496831163
openml-vote-56,catboost_native,disjoint_pair32,accuracy,0.9770114942528736,0.0,0.0
openml-vote-56,catboost_native,independent_pair32,brier,0.037085615262697234,2.7202285160405815e-05,0.0005278970942764563
openml-vote-56,catboost_native,independent_pair32,log_loss,0.07964377663936653,3.100185225682503e-05,0.0007523904676088532
openml-vote-56,catboost_native,independent_pair32,roc_auc,0.9972253052164262,-3.4683684794672986e-05,0.0003308612657522741
openml-vote-56,catboost_native,independent_pair32,accuracy,0.9770114942528736,0.0,0.0
openml-vote-56,catboost_native,mutually_disjoint_pack64,brier,0.037085615262697234,-2.7538487343695475e-06,0.0002800966696522222
openml-vote-56,catboost_native,mutually_disjoint_pack64,log_loss,0.07964377663936653,-1.0231263762755253e-05,0.00039739786485320995
