dataset,model,task,split,strength3_design_count,joint_risk,through_triple_fraction,mean_member_loss,quotient_loss,iid64_residual,four_strength2_residual,sixteen_strength1_residual,sixteen_seed_blocks_residual,strength3_residual,strength3_expected_loss,component_reconstruction_error,ambiguity_error
openml-breast-w-15,onehot_linear,binclass,validation,1152,1.2390881971262907e-20,1.0,0.052898356457812934,0.05289835645781293,1.9360753080098293e-22,-1.597937633149047e-38,1.2907168720065523e-22,7.744301232039317e-22,0.0,0.05289835645781293,0.0,6.9265030219359655e-18
openml-breast-w-15,onehot_linear,binclass,test,1152,6.195440985631454e-21,1.0,0.05158632198318262,0.05158632198318262,9.680376540049146e-23,-7.989688165745235e-39,6.453584360032762e-23,3.8721506160196586e-22,0.0,0.05158632198318262,0.0,6.195440985631454e-21
openml-breast-w-15,ordinal_forest,binclass,validation,1152,0.00031808657238494644,0.9999999999999998,0.05258055002412826,0.05226246345174332,4.970102693514788e-06,2.117582368135751e-22,4.412696111195889e-06,2.101486201497873e-06,-8.205631676526035e-22,0.05226246345174332,8.205631676526035e-22,6.2341624917916505e-18
openml-breast-w-15,ordinal_forest,binclass,test,1152,0.00038885163486188784,1.0,0.061649228307923076,0.06126037667306118,6.0758067947169975e-06,0.0,4.687789160018353e-06,4.397292377827895e-06,1.0587911840678754e-20,0.06126037667306118,1.0587911840678754e-20,6.938893903907228e-18
openml-breast-w-15,native_histgb,binclass,validation,1152,0.0,0.0,0.061815166263246825,0.061815166263246825,0.0,0.0,0.0,0.0,0.0,0.061815166263246825,0.0,0.0
openml-breast-w-15,native_histgb,binclass,test,1152,0.0,0.0,0.08753882666986662,0.08753882666986662,0.0,0.0,0.0,0.0,0.0,0.08753882666986662,0.0,0.0
openml-breast-w-15,onehot_adam_mlp,binclass,validation,1152,0.03559967236098751,1.0,0.1778043227660181,0.1422046504050306,0.0005562448806404298,5.497397728988703e-05,0.0004441838625236956,0.0004939472977561823,-3.957337929572091e-18,0.1422046504050306,3.957337929572091e-18,2.0816681711721685e-17
openml-breast-w-15,onehot_adam_mlp,binclass,test,1152,0.03560128746642098,1.0,0.180748479632998,0.14514719216657704,0.0005562701166628278,4.959236991357973e-05,0.0004403456017957511,0.0004992183964699695,-8.104411239329146e-18,0.14514719216657704,8.104411239329146e-18,1.3877787807814457e-17
openml-sonar-40,onehot_linear,binclass,validation,1152,2.6879637488802973e-36,1.0,0.2699380872284999,0.2699380872284999,4.1999433576254646e-38,2.61012178719941e-53,8.972293643497971e-55,1.6799773430501858e-37,0.0,0.2699380872284999,0.0,2.6879637488802973e-36
openml-sonar-40,onehot_linear,binclass,test,1152,0.0,0.0,0.6285220520954118,0.6285220520954118,0.0,0.0,0.0,0.0,0.0,0.6285220520954118,0.0,0.0
openml-sonar-40,ordinal_forest,binclass,validation,1152,0.0021042434751672285,1.0,0.2954140192073509,0.29330977573218364,3.2878804299487945e-05,0.0,2.6310807658191497e-05,2.457774673421797e-05,1.0206747014414319e-19,0.29330977573218364,1.0206747014414319e-19,1.6046192152785466e-17
openml-sonar-40,ordinal_forest,binclass,test,1152,0.0022386321805180896,1.0000000000000002,0.34086045749940536,0.3386218253188873,3.497862782059515e-05,8.470329472543003e-22,2.449730444203303e-05,2.762149334106107e-05,7.877406409464993e-20,0.3386218253188873,7.877406409464993e-20,2.6454533008646308e-17
openml-sonar-40,native_histgb,binclass,validation,1152,3.44686076890576e-08,1.0,0.3028786581077826,0.30287862363917495,5.38571995141525e-10,-3.877409121342317e-26,0.0,2.1542879805661e-09,0.0,0.30287862363917495,0.0,5.4272061143432993e-17
openml-sonar-40,native_histgb,binclass,test,1152,6.385397089536803e-07,1.0,0.4054466063135681,0.4054459677738591,9.977182952401254e-09,-2.0679515313825692e-25,-1.0339757656912846e-24,3.990873180960502e-08,0.0,0.4054459677738591,0.0,4.328550118706288e-17
openml-sonar-40,onehot_adam_mlp,binclass,validation,1152,0.033726867226636856,1.0000000000000002,0.30424821403430297,0.2705213468076661,0.0005269823004162009,0.00024224042378444274,0.0004289354144593285,0.0005455911386744439,-1.1926223897340549e-18,0.2705213468076661,1.1926223897340549e-18,1.3877787807814457e-17
openml-sonar-40,onehot_adam_mlp,binclass,test,1152,0.03576898611102215,1.0,0.46102475773000773,0.42525577161898553,0.0005588904079847211,0.0002503614012920795,0.00048309981471666486,0.0005671091800428624,-1.2536087619363645e-18,0.42525577161898553,1.2536087619363645e-18,4.163336342344337e-17
openml-pc4-1049,onehot_linear,binclass,validation,1152,1.1750579188573596e-20,1.0,0.16273616021302773,0.16273616021302773,1.8360279982146244e-22,-5.7856362579534463e-39,1.748809852333367e-22,7.344111992858498e-22,-7.052966104933725e-38,0.16273616021302773,7.052966104933725e-38,1.1750579188573596e-20
openml-pc4-1049,onehot_linear,binclass,test,1152,4.673971882894169e-18,0.9999999999999999,0.1657376945666714,0.16573769456667137,7.303081067022139e-20,2.938735877055719e-38,4.853246955651318e-20,2.9212324268088558e-19,1.3842621475283258e-34,0.16573769456667137,1.3842621475283258e-34,2.3081603732734745e-17
openml-pc4-1049,ordinal_forest,binclass,validation,1152,0.0008594886537353781,0.9999999999999999,0.14558778680022477,0.14472829814648935,1.3429510214615282e-05,0.0,9.592254820361208e-06,1.0203275696551623e-05,2.821678505540888e-20,0.14472829814648935,2.821678505540888e-20,4.0440741033709315e-17
openml-pc4-1049,ordinal_forest,binclass,test,1152,0.0008336031820700376,1.0,0.1340248122458604,0.13319120906379037,1.3025049719844337e-05,2.117582368135751e-22,1.000729943516948e-05,8.902060571227849e-06,2.8031496598197e-20,0.13319120906379037,2.8031496598197e-20,4.228388472693467e-18
openml-pc4-1049,native_histgb,binclass,validation,1152,5.6356963167745674e-05,1.0,0.1636277934444153,0.16357143648124756,8.805775494960262e-07,-1.6791766434826462e-22,-1.9852334701272664e-23,3.5223101979841047e-06,-8.999725064576941e-21,0.16357143648124756,8.999725064576941e-21,1.734723475976807e-18
openml-pc4-1049,native_histgb,binclass,test,1152,5.542311590716222e-05,1.0,0.15447824107362712,0.15442281795771992,8.659861860494097e-07,-7.568702604860203e-23,-1.3234889800848443e-22,3.463944744197639e-06,-6.352747104407253e-22,0.15442281795771992,6.352747104407253e-22,3.7174581989096733e-17
openml-pc4-1049,onehot_adam_mlp,binclass,validation,1152,0.006619165630959042,1.0000000000000002,0.148812044744062,0.142192879113103,0.00010342446298373503,2.6087271755602385e-05,7.301106772969086e-05,5.661600085610531e-05,-1.1943164556285635e-19,0.142192879113103,1.1943164556285635e-19,2.42861286636753e-17
openml-pc4-1049,onehot_adam_mlp,binclass,test,1152,0.007806685643086718,1.0000000000000002,0.15616825053068933,0.1483615648876026,0.00012197946317322997,3.620702162418065e-05,0.00010302983452140535,6.434811325368165e-05,9.910285482875314e-20,0.1483615648876026,9.910285482875314e-20,1.214306433183765e-17
openml-kc1-1067,onehot_linear,binclass,validation,1152,1.4349581080830957e-14,1.0,0.22072376000033325,0.2207237600003189,2.242122043879837e-16,3.108571300862523e-32,1.0233731905126674e-16,8.968488175519348e-16,1.232595164407831e-32,0.2207237600003189,1.232595164407831e-32,5.151244919084434e-20
openml-kc1-1067,onehot_linear,binclass,test,1152,1.0210549076351475e-14,1.0,0.22682842240890322,0.22682842240889303,1.595398293179918e-16,1.7758428256742462e-32,7.096516097299737e-17,6.381593172719672e-16,7.395570986446986e-32,0.22682842240889303,7.395570986446986e-32,2.425282541566327e-17
openml-kc1-1067,ordinal_forest,binclass,validation,1152,0.0008052675930675338,1.0000000000000002,0.19984446326074848,0.19903919566768094,1.2582306141680216e-05,4.235164736271502e-22,9.052822730682448e-06,9.287844685991359e-06,1.546099826535115e-19,0.19903919566768094,1.546099826535115e-19,4.119968255444917e-18
openml-kc1-1067,ordinal_forest,binclass,test,1152,0.0007323547593195849,1.0,0.23386478467687305,0.23313242991755345,1.1443043114368514e-05,0.0,8.082228069877052e-06,8.379054462510633e-06,9.799112408548187e-20,0.23313242991755345,9.799112408548187e-20,1.2902005852577503e-17
openml-kc1-1067,native_histgb,binclass,validation,1152,0.00040133141266843496,1.0,0.22708271487631954,0.2266813834636511,6.270803322944296e-06,-6.28657265540301e-22,1.5881867761018131e-22,2.5083213291777185e-05,-2.7062702664774896e-19,0.2266813834636511,2.7062702664774896e-19,2.9815559743351372e-18
openml-kc1-1067,native_histgb,binclass,test,1152,0.0005034100217149445,1.0,0.2620909820503628,0.26158757202864785,7.865781589296009e-06,-8.37106779903664e-22,1.164670302474663e-21,3.146312635718404e-05,-1.9587636905255695e-19,0.26158757202864785,1.9587636905255695e-19,5.421010862427522e-19
