split_seed,dataset,validation_gap_catboost_minus_histgb,test_gap_catboost_minus_histgb,winner_flip,absolute_partition_gap_movement,pair_cross64_gap_rmse_quadrature_scale,partition_to_nuisance_scale_ratio
2026082831,openml-kr-vs-kp-3,0.008550811186745914,0.009415352261570316,False,0.0008645410748244018,8.213902615419304e-05,10.525338749469318
2026082831,openml-credit-approval-29,-0.008302849011287777,-0.00785500552259652,False,0.00044784348869125745,0.0001782503379496,2.512441175948202
2026082831,openml-sick-38,-0.004306651635571488,-0.009871583657644005,False,0.005564932022072517,3.9813980727869344e-05,139.7733138042418
2026082831,openml-tic-tac-toe-50,0.18765751992261384,0.19304543619525225,False,0.0053879162726384044,0.0011160266463173,4.827766693938376
2026082831,openml-mushroom-24,2.274621384942218e-05,9.836303707775942e-05,False,7.561682322833724e-05,5.325613120451672e-07,141.98707551239485
2026082831,openml-colic-25,-0.002541005524369949,-0.09179363679398578,False,0.08925263126961583,0.0011365324143133,78.53065178395535
2026082831,openml-hepatitis-55,-0.09278841020032919,-0.1337561664696414,False,0.040967756269312205,0.0010335355001027,39.63846066752553
2026082831,openml-vote-56,-0.008696730644914566,0.02034727593795569,True,0.029044006582870256,0.000335832964825,86.48348918935002
2026082901,openml-kr-vs-kp-3,0.006869962273628603,0.00509236826185111,False,0.0017775940117774926,6.0372709815801294e-05,29.443667796277126
2026082901,openml-credit-approval-29,-0.02917712862877689,-0.0234486797847418,False,0.005728448844035089,0.0003540550882836,16.17954107595418
2026082901,openml-sick-38,-0.000980367950435327,-0.005237064157953612,False,0.004256696207518285,8.184809693676514e-05,52.00727160225799
2026082901,openml-tic-tac-toe-50,0.18850634390323534,0.2045417197047902,False,0.01603537580155487,0.0012973753857514,12.359858201154072
2026082901,openml-mushroom-24,2.2932911877145147e-05,8.033794696843145e-05,False,5.74050350912863e-05,9.806776156733501e-07,58.53609195706075
2026082901,openml-colic-25,-0.01874730426985652,-0.0297568371983839,False,0.011009532928527382,0.0005508083884953,19.987954356692455
2026082901,openml-hepatitis-55,-0.054628884361647145,-0.014904687359801605,False,0.03972419700184554,0.0005167484333531,76.87337674945897
2026082901,openml-vote-56,0.025830426668582596,-0.012837189996923987,True,0.03866761666550658,0.0004094106789421,94.44701531826693
2026082911,openml-kr-vs-kp-3,0.008703305126204494,0.0032218291459653638,False,0.005481475980239131,5.4092365166920766e-05,101.33548354419582
2026082911,openml-credit-approval-29,-0.05194095355884351,0.013260292833623621,True,0.06520124639246713,0.0002793573943689,233.39724563140393
2026082911,openml-sick-38,-0.00558242282576624,0.00088211403998739,True,0.00646453686575363,6.054800576391196e-05,106.76713104243387
2026082911,openml-tic-tac-toe-50,0.21863885464135907,0.23718206155466537,False,0.018543206913306298,0.0008586706293985,21.59525000441187
2026082911,openml-mushroom-24,2.0017918585909677e-05,0.000724203747091364,False,0.0007041858285054543,3.889259994083348e-07,1810.5907796771567
2026082911,openml-colic-25,-0.066811558418925,-0.07322739026800515,False,0.00641583184908015,0.0006317125313539,10.15625229933242
2026082911,openml-hepatitis-55,-0.03425887581653547,-0.09939509123530307,False,0.0651362154187676,0.0008026642292582,81.15001646325348
2026082911,openml-vote-56,-0.018920175957739274,-0.013699534499415938,False,0.005220641458323336,0.0003036216996974,17.19455975487394
2026082921,openml-kr-vs-kp-3,0.0028622447356754788,0.0032483181591750517,False,0.0003860734234995729,3.96741374253582e-05,9.73111070721879
2026082921,openml-credit-approval-29,-0.0382113734227372,-0.019336796326766742,False,0.018874577095970457,0.0002885787960884,65.40528047039406
2026082921,openml-sick-38,-0.011397385672298088,-0.005965428499386442,False,0.005431957172911646,8.323256519906358e-05,65.2624025214203
2026082921,openml-tic-tac-toe-50,0.17681814544645374,0.22229639471672977,False,0.04547824927027602,0.0012916464605742,35.20951797449181
2026082921,openml-mushroom-24,2.9174129139254105e-05,0.0004893731598942849,False,0.00046019903075503074,5.281964476452714e-07,871.2649106343353
2026082921,openml-colic-25,-0.031009289869943335,-0.05587856665720639,False,0.024869276787263056,0.0009031722993588,27.53547335864796
2026082921,openml-hepatitis-55,-0.01982203079188688,-0.024832295289778927,False,0.005010264497892047,0.0006218998551004,8.05638473268849
2026082921,openml-vote-56,-0.023413075614842842,-0.0027178830589702774,False,0.020695192555872564,0.0003138466314317,65.94046417342636
