panel,dataset,task,model,method,product_cells,score_bias,score_rmse,prediction_residual,max_absolute_score_error,family,mean_pack_sampling_attempts
modern_split_2026082921,openml-kr-vs-kp-3,binclass,native_histgb,disjoint_pair_mean32,128.0,-1.734723475976807e-18,2.453868921672826e-18,0.0,0.0,pair32,
modern_split_2026082921,openml-kr-vs-kp-3,binclass,native_histgb,independent_pair_mean32,128.0,-1.734723475976807e-18,2.453868921672826e-18,0.0,0.0,pair32,
modern_split_2026082921,openml-kr-vs-kp-3,binclass,catboost_native,disjoint_pair_mean32,128.0,2.6652976947965507e-06,5.562934188973199e-05,2.2955865336851394e-06,0.00019132527118620284,pair32,
modern_split_2026082921,openml-kr-vs-kp-3,binclass,catboost_native,independent_pair_mean32,128.0,3.867963349429154e-06,6.143067429387196e-05,2.7228530687537562e-06,0.00019132527118620284,pair32,
modern_split_2026082921,openml-credit-approval-29,binclass,native_histgb,disjoint_pair_mean32,128.0,-2.7755575615628914e-17,3.926190274676522e-17,0.0,0.0,pair32,
modern_split_2026082921,openml-credit-approval-29,binclass,native_histgb,independent_pair_mean32,128.0,-2.7755575615628914e-17,3.926190274676522e-17,0.0,0.0,pair32,
modern_split_2026082921,openml-credit-approval-29,binclass,catboost_native,disjoint_pair_mean32,128.0,1.1657546185872558e-05,0.0004260977185726964,9.841391840880526e-06,0.001318431399629033,pair32,
modern_split_2026082921,openml-credit-approval-29,binclass,catboost_native,independent_pair_mean32,128.0,1.0072443131503572e-06,0.00044694834481605973,1.2240877258395555e-05,0.001318431399629033,pair32,
modern_split_2026082921,openml-sick-38,binclass,native_histgb,disjoint_pair_mean32,128.0,-6.938893903907228e-18,9.815475686691304e-18,0.0,0.0,pair32,
modern_split_2026082921,openml-sick-38,binclass,native_histgb,independent_pair_mean32,128.0,-6.938893903907228e-18,9.815475686691304e-18,0.0,0.0,pair32,
modern_split_2026082921,openml-sick-38,binclass,catboost_native,disjoint_pair_mean32,128.0,3.5019840585077955e-06,0.0001116756515967062,3.2266585981755534e-06,0.00028100606607913553,pair32,
modern_split_2026082921,openml-sick-38,binclass,catboost_native,independent_pair_mean32,128.0,3.513316934888183e-06,0.00012567377066430885,3.846989701131482e-06,0.00028100606607913553,pair32,
modern_split_2026082921,openml-tic-tac-toe-50,binclass,native_histgb,disjoint_pair_mean32,128.0,0.0,0.0,0.0,0.0,pair32,
modern_split_2026082921,openml-tic-tac-toe-50,binclass,native_histgb,independent_pair_mean32,128.0,0.0,0.0,0.0,0.0,pair32,
modern_split_2026082921,openml-tic-tac-toe-50,binclass,catboost_native,disjoint_pair_mean32,128.0,2.4213079673096605e-05,0.00172149751544443,5.848263225728097e-05,0.006835385592707688,pair32,
modern_split_2026082921,openml-tic-tac-toe-50,binclass,catboost_native,independent_pair_mean32,128.0,2.629295495273909e-05,0.0018158590585071193,7.27418095941795e-05,0.006835385592707688,pair32,
modern_split_2026082921,openml-mushroom-24,binclass,native_histgb,disjoint_pair_mean32,128.0,0.0,0.0,0.0,0.0,pair32,
modern_split_2026082921,openml-mushroom-24,binclass,native_histgb,independent_pair_mean32,128.0,0.0,0.0,0.0,0.0,pair32,
modern_split_2026082921,openml-mushroom-24,binclass,catboost_native,disjoint_pair_mean32,128.0,4.8830216387956956e-09,7.965620180650552e-07,2.0474110921624128e-08,1.8821640614403296e-06,pair32,
modern_split_2026082921,openml-mushroom-24,binclass,catboost_native,independent_pair_mean32,128.0,3.5075539139785197e-08,8.191655669568019e-07,2.340877677448201e-08,1.8821640614403296e-06,pair32,
modern_split_2026082921,openml-colic-25,binclass,native_histgb,disjoint_pair_mean32,128.0,0.0,0.0,0.0,0.0,pair32,
modern_split_2026082921,openml-colic-25,binclass,native_histgb,independent_pair_mean32,128.0,0.0,0.0,0.0,0.0,pair32,
