dataset,family,mean_selection_entropy_bits,joint_risk,joint_risk_fraction_of_member_loss,strength1_residual,iid4_residual,seed_only_residual,strength2_residual,iid16_residual,four_strength1_residual,four_seed_blocks_residual,quotient_loss,mean_member_loss,strength1_expected_loss,strength2_expected_loss,ambiguity_error
australian_credit_approval,ordinal_forest,1.1870853603642237,0.004797230204040544,0.02419533230325565,0.0006717582517788733,0.001199307551010136,0.0014433593587583255,7.926825379641657e-05,0.000299826887752534,0.00016793956294471833,0.0003608398396895814,0.1934736653519194,0.19827089555595995,0.19414542360369827,0.19355293360571582,3.469446951953614e-18
australian_credit_approval,catboost_native,0.6774212838293646,0.0010309880784649362,0.00511389880369548,0.00015172989697423805,0.00025774701961623405,0.0002013990402801637,-4.235164736271502e-22,6.443675490405851e-05,3.793247424355951e-05,5.0349760070040925e-05,0.200574111678282,0.20160509975674695,0.20072584157525625,0.200574111678282,3.2526065174565133e-18
bank_marketing_subscription,ordinal_forest,0.5029272549083051,0.001669681029718972,0.010285110921831804,0.0001912720899307509,0.000417420257429743,0.0006041198589333819,3.0453970251294077e-05,0.00010435506435743575,4.7818022482687724e-05,0.00015102996473334546,0.16066994198541112,0.16233962301513008,0.16086121407534187,0.1607003959556624,1.6263032587282567e-17
bank_marketing_subscription,catboost_native,0.2717822215997982,0.0003564985129446415,0.0022112861296671076,5.9529997687668936e-05,8.912462823616037e-05,7.561815303489226e-05,2.541098841762901e-21,2.2281157059040092e-05,1.4882499421917234e-05,1.8904538258723065e-05,0.1608612236812924,0.16121772219423708,0.16092075367898007,0.1608612236812924,2.813504637599884e-17
german_credit_risk,ordinal_forest,0.3342822215997982,0.007933783983425487,0.02295361680955616,0.0003099030915009605,0.0019834459958563717,0.0033853545746126697,1.7323248258296905e-05,0.0004958614989640929,7.747577287524012e-05,0.0008463386436531674,0.3377103926729721,0.3456441766563976,0.33802029576447307,0.3377277159212304,6.938893903907228e-18
german_credit_risk,catboost_native,1.3522170014624826,0.0054659082906673186,0.0166762661592113,0.000970887975998269,0.0013664770726668296,0.0011408563155358524,1.2705494208814505e-20,0.0003416192681667074,0.00024272199399956725,0.0002852140788839631,0.32229980607748404,0.32776571436815133,0.3232706940534823,0.32229980607748404,3.122502256758253e-17
lendingclub_loan_default,ordinal_forest,0.16864503330850694,0.0006313493647845566,0.002449260053239,0.000111291836799856,0.00015783734119613916,0.00017586821654977082,1.467098052009203e-05,3.945933529903479e-05,2.7822959199964e-05,4.3967054137442706e-05,0.2571401208184795,0.2577714701832641,0.25725141265527934,0.2571547917989996,3.8055496254241206e-17
lendingclub_loan_default,catboost_native,1.3522170014624826,0.00039378009501495965,0.0015295812944105894,7.788709557325995e-05,9.844502375373991e-05,9.39043346898141e-05,2.0117032497289633e-21,2.4611255938434978e-05,1.947177389331499e-05,2.3476083672453525e-05,0.25704928386890424,0.2574430639639192,0.2571271709644775,0.25704928386890424,9.053088140253962e-18
