source_group,material_cells,strength3_residual,iid64_residual,four_strength2_residual,sixteen_strength1_residual,sixteen_seed_blocks_residual,beats_all
abalone,2,0.0,6.0697518928345646e-05,2.925956674236066e-05,4.189798903274739e-05,5.3366192363192646e-05,True
banknote,2,-1.906995419069551e-18,0.0001068261876995521,2.4497720290637877e-05,4.341862080541486e-05,9.723518879541458e-05,True
credit_g,2,7.308165366419603e-05,0.00021916160247565465,0.00013377782025261468,0.00018311082212451945,0.00027331465408864407,True
kin8nm,2,9.17971956586848e-19,0.00012387893402424676,0.0,9.373391038000851e-05,9.008900731574984e-05,False
pol,2,1.3422295840428457e-18,2.504441797082164e-05,0.0,1.877321366956966e-05,1.935972345869866e-05,False
puma32h,2,-2.7674683969166128e-18,0.000922941830366219,0.0,0.0007436037349474966,0.0006774422977126009,True
qsar_biodeg,2,-6.397216334138103e-19,0.00014721617197565077,5.410799634922719e-05,0.00012280595161065784,0.00013100824869993947,True
spambase,2,9.579413237854103e-20,6.75287084276171e-05,1.99031147618994e-05,5.4285266322690083e-05,4.438447183166135e-05,True
