git_commit,git_dirty,dataset,task_generation_seed,seed,split,model,hyperparameters,training_seconds,extrapolation_multiplier,parameter_count,program_complexity,regime_count,residual_usage,compiled_metric,status,error,mae,rmse,r2,nrmse,relative_error
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202608310,202608310,0,iid_test,TabALU-soft,"{""device"": ""cuda:0"", ""discrete_warm_start"": true, ""end_temperature"": 0.12, ""entropy_weight"": 0.0002, ""epochs"": 350, ""gradient_clip"": 5.0, ""learning_rate"": 0.025, ""n_nodes"": 3, ""operators"": [""identity"", ""add"", ""subtract"", ""multiply"", ""safe_divide"", ""abs"", ""square""], ""patience"": 100, ""selector"": ""straight_through_gumbel"", ""start_temperature"": 2.0, ""weight_decay"": 1e-05}",2.240226614056155,1.0,60,2,1,0.0,0.0,ok,,0.0,0.0,1.0,0.0,0.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202608310,202608310,0,iid_test,TabALU-hard,"{""device"": ""cuda:0"", ""discrete_warm_start"": true, ""end_temperature"": 0.12, ""entropy_weight"": 0.0002, ""epochs"": 350, ""gradient_clip"": 5.0, ""learning_rate"": 0.025, ""n_nodes"": 3, ""operators"": [""identity"", ""add"", ""subtract"", ""multiply"", ""safe_divide"", ""abs"", ""square""], ""patience"": 100, ""selector"": ""straight_through_gumbel"", ""start_temperature"": 2.0, ""weight_decay"": 1e-05}",2.240226614056155,1.0,60,2,1,0.0,0.0,ok,,0.0,0.0,1.0,0.0,0.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202608310,202608310,0,iid_test,TabALU-compiled,"{""device"": ""cuda:0"", ""discrete_warm_start"": true, ""end_temperature"": 0.12, ""entropy_weight"": 0.0002, ""epochs"": 350, ""gradient_clip"": 5.0, ""learning_rate"": 0.025, ""n_nodes"": 3, ""operators"": [""identity"", ""add"", ""subtract"", ""multiply"", ""safe_divide"", ""abs"", ""square""], ""patience"": 100, ""selector"": ""straight_through_gumbel"", ""start_temperature"": 2.0, ""weight_decay"": 1e-05}",2.240226614056155,1.0,0,2,1,0.0,0.0,ok,,0.0,0.0,1.0,0.0,0.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202608310,202608310,0,ood_test,TabALU-soft,"{""device"": ""cuda:0"", ""discrete_warm_start"": true, ""end_temperature"": 0.12, ""entropy_weight"": 0.0002, ""epochs"": 350, ""gradient_clip"": 5.0, ""learning_rate"": 0.025, ""n_nodes"": 3, ""operators"": [""identity"", ""add"", ""subtract"", ""multiply"", ""safe_divide"", ""abs"", ""square""], ""patience"": 100, ""selector"": ""straight_through_gumbel"", ""start_temperature"": 2.0, ""weight_decay"": 1e-05}",2.240226614056155,2.0,60,2,1,0.0,0.0,ok,,0.0,0.0,1.0,0.0,0.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202608310,202608310,0,ood_test,TabALU-hard,"{""device"": ""cuda:0"", ""discrete_warm_start"": true, ""end_temperature"": 0.12, ""entropy_weight"": 0.0002, ""epochs"": 350, ""gradient_clip"": 5.0, ""learning_rate"": 0.025, ""n_nodes"": 3, ""operators"": [""identity"", ""add"", ""subtract"", ""multiply"", ""safe_divide"", ""abs"", ""square""], ""patience"": 100, ""selector"": ""straight_through_gumbel"", ""start_temperature"": 2.0, ""weight_decay"": 1e-05}",2.240226614056155,2.0,60,2,1,0.0,0.0,ok,,0.0,0.0,1.0,0.0,0.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202608310,202608310,0,ood_test,TabALU-compiled,"{""device"": ""cuda:0"", ""discrete_warm_start"": true, ""end_temperature"": 0.12, ""entropy_weight"": 0.0002, ""epochs"": 350, ""gradient_clip"": 5.0, ""learning_rate"": 0.025, ""n_nodes"": 3, ""operators"": [""identity"", ""add"", ""subtract"", ""multiply"", ""safe_divide"", ""abs"", ""square""], ""patience"": 100, ""selector"": ""straight_through_gumbel"", ""start_temperature"": 2.0, ""weight_decay"": 1e-05}",2.240226614056155,2.0,0,2,1,0.0,0.0,ok,,0.0,0.0,1.0,0.0,0.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202608310,202608310,0,ood_test,TabALU-soft,"{""device"": ""cuda:0"", ""discrete_warm_start"": true, ""end_temperature"": 0.12, ""entropy_weight"": 0.0002, ""epochs"": 350, ""gradient_clip"": 5.0, ""learning_rate"": 0.025, ""n_nodes"": 3, ""operators"": [""identity"", ""add"", ""subtract"", ""multiply"", ""safe_divide"", ""abs"", ""square""], ""patience"": 100, ""selector"": ""straight_through_gumbel"", ""start_temperature"": 2.0, ""weight_decay"": 1e-05}",2.240226614056155,4.0,60,2,1,0.0,0.0,ok,,0.0,0.0,1.0,0.0,0.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202608310,202608310,0,ood_test,TabALU-hard,"{""device"": ""cuda:0"", ""discrete_warm_start"": true, ""end_temperature"": 0.12, ""entropy_weight"": 0.0002, ""epochs"": 350, ""gradient_clip"": 5.0, ""learning_rate"": 0.025, ""n_nodes"": 3, ""operators"": [""identity"", ""add"", ""subtract"", ""multiply"", ""safe_divide"", ""abs"", ""square""], ""patience"": 100, ""selector"": ""straight_through_gumbel"", ""start_temperature"": 2.0, ""weight_decay"": 1e-05}",2.240226614056155,4.0,60,2,1,0.0,0.0,ok,,0.0,0.0,1.0,0.0,0.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202608310,202608310,0,ood_test,TabALU-compiled,"{""device"": ""cuda:0"", ""discrete_warm_start"": true, ""end_temperature"": 0.12, ""entropy_weight"": 0.0002, ""epochs"": 350, ""gradient_clip"": 5.0, ""learning_rate"": 0.025, ""n_nodes"": 3, ""operators"": [""identity"", ""add"", ""subtract"", ""multiply"", ""safe_divide"", ""abs"", ""square""], ""patience"": 100, ""selector"": ""straight_through_gumbel"", ""start_temperature"": 2.0, ""weight_decay"": 1e-05}",2.240226614056155,4.0,0,2,1,0.0,0.0,ok,,0.0,0.0,1.0,0.0,0.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202608310,202608310,0,ood_test,TabALU-soft,"{""device"": ""cuda:0"", ""discrete_warm_start"": true, ""end_temperature"": 0.12, ""entropy_weight"": 0.0002, ""epochs"": 350, ""gradient_clip"": 5.0, ""learning_rate"": 0.025, ""n_nodes"": 3, ""operators"": [""identity"", ""add"", ""subtract"", ""multiply"", ""safe_divide"", ""abs"", ""square""], ""patience"": 100, ""selector"": ""straight_through_gumbel"", ""start_temperature"": 2.0, ""weight_decay"": 1e-05}",2.240226614056155,8.0,60,2,1,0.0,0.0,ok,,0.0,0.0,1.0,0.0,0.0
