dataset,model,model_seed,method,family,variant,scope,representation_id,reference_id,member,is_reference,rmse,mae,prediction_rmse_normalized,prediction_pearson,prediction_spearman,fit_seconds,best_epoch,best_validation_mse_normalized,lambda
wine-quality-red,mlp,2,raw,T6,rbf_basis_reference,reference,basis_reference__density,basis_reference__density,-1,True,0.6836443463567258,0.5166668176651001,0.0,1.0,1.0,0.5003804340958595,46,0.6593576669692993,0.0
wine-quality-red,mlp,2,raw,T6,orthogonal,one,T6_basis_orthogonal_m0,basis_reference__density,0,False,0.7490690783238297,0.5928083688020707,0.4392149828693764,0.7919300113232286,0.7894191180980965,0.5003804340958595,46,0.6593576669692993,0.0
wine-quality-red,mlp,2,raw,T6,orthogonal,one,T6_basis_orthogonal_m1,basis_reference__density,1,False,0.7361710588320809,0.5946758970618248,0.4533635423789781,0.7677652180431829,0.7334947123056655,0.5003804340958595,46,0.6593576669692993,0.0
wine-quality-red,mlp,2,raw,T6,orthogonal,one,T6_basis_orthogonal_m2,basis_reference__density,2,False,0.7732112375105492,0.5928260877728462,0.5270944121104331,0.7868741595087985,0.8090936806765467,0.5003804340958595,46,0.6593576669692993,0.0
wine-quality-red,mlp,2,raw,T6,orthogonal,one,T6_basis_orthogonal_m3,basis_reference__density,3,False,0.7499780685247692,0.6010784476995468,0.5029769622672452,0.7283810435095702,0.7306290758642916,0.5003804340958595,46,0.6593576669692993,0.0
wine-quality-red,mlp,2,raw,T6,orthogonal,one,T6_basis_orthogonal_m4,basis_reference__density,4,False,0.8093520254592907,0.6187422558665275,0.57885839406942,0.7318755445958467,0.7354118505511085,0.5003804340958595,46,0.6593576669692993,0.0
wine-quality-red,mlp,2,raw,T6,orthogonal,one,T6_basis_orthogonal_m5,basis_reference__density,5,False,0.7230261824421745,0.5667886272072792,0.46816509474417956,0.810578446867496,0.7981225961384406,0.5003804340958595,46,0.6593576669692993,0.0
wine-quality-red,mlp,2,raw,T6,orthogonal,one,T6_basis_orthogonal_m6,basis_reference__density,6,False,0.6798364805395801,0.5181198969483376,0.3348495787289502,0.8833638763386303,0.8928138444115055,0.5003804340958595,46,0.6593576669692993,0.0
wine-quality-red,mlp,2,raw,T6,orthogonal,one,T6_basis_orthogonal_m7,basis_reference__density,7,False,0.7638956364795041,0.5855688080191612,0.4989100543345614,0.7400330644136098,0.7879297195796212,0.5003804340958595,46,0.6593576669692993,0.0
wine-quality-red,mlp,2,generic_noise,T6,rbf_basis_reference,reference,basis_reference__density,basis_reference__density,-1,True,0.6786075135499056,0.5204281657934189,0.0,1.0,1.0,0.4773781739640981,49,0.666092574596405,0.0
wine-quality-red,mlp,2,generic_noise,T6,orthogonal,one,T6_basis_orthogonal_m0,basis_reference__density,0,False,0.7428728312275908,0.5940885037183762,0.43316188027806485,0.800011345106218,0.7801113844503059,0.4773781739640981,49,0.666092574596405,0.0
wine-quality-red,mlp,2,generic_noise,T6,orthogonal,one,T6_basis_orthogonal_m1,basis_reference__density,1,False,0.7267952172582476,0.5914277702569961,0.4287336903473649,0.7836864284706188,0.7516491142619888,0.4773781739640981,49,0.666092574596405,0.0
wine-quality-red,mlp,2,generic_noise,T6,orthogonal,one,T6_basis_orthogonal_m2,basis_reference__density,2,False,0.7855867185831965,0.6103222325444222,0.5414589913219762,0.7905215506922365,0.8137845352679279,0.4773781739640981,49,0.666092574596405,0.0
wine-quality-red,mlp,2,generic_noise,T6,orthogonal,one,T6_basis_orthogonal_m3,basis_reference__density,3,False,0.7448568618839679,0.6046526998281478,0.5146122997331003,0.7211903336509825,0.6842969531784304,0.4773781739640981,49,0.666092574596405,0.0
wine-quality-red,mlp,2,generic_noise,T6,orthogonal,one,T6_basis_orthogonal_m4,basis_reference__density,4,False,0.7746168178909943,0.5835778832435607,0.5012117482685646,0.7728111059889344,0.7703283030579912,0.4773781739640981,49,0.666092574596405,0.0
wine-quality-red,mlp,2,generic_noise,T6,orthogonal,one,T6_basis_orthogonal_m5,basis_reference__density,5,False,0.7135300861970003,0.5610851585865021,0.43844047210863046,0.8112257454579406,0.8003418621876067,0.4773781739640981,49,0.666092574596405,0.0
wine-quality-red,mlp,2,generic_noise,T6,orthogonal,one,T6_basis_orthogonal_m6,basis_reference__density,6,False,0.669367152776756,0.5160508215427398,0.3159911838572646,0.889446928373654,0.8862615163336701,0.4773781739640981,49,0.666092574596405,0.0
wine-quality-red,mlp,2,generic_noise,T6,orthogonal,one,T6_basis_orthogonal_m7,basis_reference__density,7,False,0.7464667702872572,0.5862222842872142,0.46527599095241867,0.7650032411826309,0.8166351568729956,0.4773781739640981,49,0.666092574596405,0.0
wine-quality-red,mlp,2,orbit_augmentation,T6,rbf_basis_reference,reference,basis_reference__density,basis_reference__density,-1,True,0.6756951818377658,0.522778508067131,0.0,1.0,1.0,0.5661527621559799,31,0.6651526755756803,0.0
wine-quality-red,mlp,2,orbit_augmentation,T6,orthogonal,one,T6_basis_orthogonal_m0,basis_reference__density,0,False,0.6773776060692277,0.5233025088906288,0.13400565917434512,0.983663107941995,0.9838693050053423,0.5661527621559799,31,0.6651526755756803,0.0
wine-quality-red,mlp,2,orbit_augmentation,T6,orthogonal,one,T6_basis_orthogonal_m1,basis_reference__density,1,False,0.6791081347810041,0.5255827143788337,0.17299910453672143,0.9749080273135534,0.9752240552326246,0.5661527621559799,31,0.6651526755756803,0.0
wine-quality-red,mlp,2,orbit_augmentation,T6,orthogonal,one,T6_basis_orthogonal_m2,basis_reference__density,2,False,0.6758834552304452,0.5184818431735039,0.1591569591489242,0.9788497168580017,0.9799233327809584,0.5661527621559799,31,0.6651526755756803,0.0
wine-quality-red,mlp,2,orbit_augmentation,T6,orthogonal,one,T6_basis_orthogonal_m3,basis_reference__density,3,False,0.6732477330686387,0.5267290145158767,0.1535911412992397,0.981671072905923,0.9820825394848997,0.5661527621559799,31,0.6651526755756803,0.0
wine-quality-red,mlp,2,orbit_augmentation,T6,orthogonal,one,T6_basis_orthogonal_m4,basis_reference__density,4,False,0.6771027625369941,0.5219144448637962,0.17500806835796429,0.9729636464546585,0.9715029393373148,0.5661527621559799,31,0.6651526755756803,0.0
wine-quality-red,mlp,2,orbit_augmentation,T6,orthogonal,one,T6_basis_orthogonal_m5,basis_reference__density,5,False,0.6707175112636274,0.5181623637676239,0.19839485095403817,0.962245777591697,0.9636871677166372,0.5661527621559799,31,0.6651526755756803,0.0
