dataset,problem_type,model,seed,method,track,representation_id,member,is_reference,split,task_error,disagreement,fit_seconds,prediction_reused_due_to_coordinate_identity
wine-quality-red,regression,tabm_d,0,Raw,representation,rbf_reference,-1,True,validation,0.6602696025341545,0.0,0.2873454899527132,False
wine-quality-red,regression,tabm_d,0,Raw,representation,rbf_reference,-1,True,test,0.6734519602982222,0.0,0.2873454899527132,False
wine-quality-red,regression,tabm_d,0,Raw,representation,orthogonal_all__m0,0,False,validation,0.657031243549283,0.3066792172779155,0.3719639510381967,False
wine-quality-red,regression,tabm_d,0,Raw,representation,orthogonal_all__m0,0,False,test,0.6971062755625841,0.3207287927552261,0.3719639510381967,False
wine-quality-red,regression,tabm_d,0,Raw,representation,orthogonal_all__m1,1,False,validation,0.6610325646457377,0.3038179276738692,0.459447099128738,False
wine-quality-red,regression,tabm_d,0,Raw,representation,orthogonal_all__m1,1,False,test,0.693931332909082,0.32353286201811166,0.459447099128738,False
wine-quality-red,regression,tabm_d,0,Raw,representation,orthogonal_all__m2,2,False,validation,0.6537985777582579,0.2955566535369646,0.3805606630630791,False
wine-quality-red,regression,tabm_d,0,Raw,representation,orthogonal_all__m2,2,False,test,0.7156308510618531,0.32510059071899755,0.3805606630630791,False
wine-quality-red,regression,tabm_d,0,Raw,representation,orthogonal_all__m3,3,False,validation,0.6564832456144398,0.29654245692568565,0.442105873953551,False
wine-quality-red,regression,tabm_d,0,Raw,representation,orthogonal_all__m3,3,False,test,0.7204133279492005,0.34559390669853174,0.442105873953551,False
wine-quality-red,regression,tabm_d,0,Raw,representation,orthogonal_all__m4,4,False,validation,0.6443038052760589,0.2978432789398548,0.5215754678938538,False
wine-quality-red,regression,tabm_d,0,Raw,representation,orthogonal_all__m4,4,False,test,0.6983214201477912,0.329098637487271,0.5215754678938538,False
wine-quality-red,regression,tabm_d,0,Raw,representation,orthogonal_all__m5,5,False,validation,0.6584681879387243,0.19632145189085354,0.3283723779022693,False
wine-quality-red,regression,tabm_d,0,Raw,representation,orthogonal_all__m5,5,False,test,0.699669670947058,0.2110138868568138,0.3283723779022693,False
wine-quality-red,regression,tabm_d,0,Raw,representation,orthogonal_all__m6,6,False,validation,0.6359623546055442,0.28320730518622533,0.4582026740536093,False
wine-quality-red,regression,tabm_d,0,Raw,representation,orthogonal_all__m6,6,False,test,0.6909416045451459,0.3157693784682491,0.4582026740536093,False
