dataset,problem_type,model,seed,method,track,representation_id,member,is_reference,split,task_error,disagreement,fit_seconds,prediction_reused_due_to_coordinate_identity
credit-g,classification,tabicl_v2,1,Raw,representation,rbf_reference,-1,True,validation,0.4177010677554251,0.0,1.1542362379841506,False
credit-g,classification,tabicl_v2,1,Raw,representation,rbf_reference,-1,True,test,0.47583499632765963,0.0,1.1542362379841506,False
credit-g,classification,tabicl_v2,1,Raw,representation,orthogonal_all__m0,0,False,validation,0.42994557348263446,0.0584540150402144,0.9027841510251164,False
credit-g,classification,tabicl_v2,1,Raw,representation,orthogonal_all__m0,0,False,test,0.4757366226113615,0.051107946399944,0.9027841510251164,False
credit-g,classification,tabicl_v2,1,Raw,representation,orthogonal_all__m1,1,False,validation,0.41843936266142256,0.05683647054692174,0.5173669301439077,False
credit-g,classification,tabicl_v2,1,Raw,representation,orthogonal_all__m1,1,False,test,0.47878172511618744,0.05486709365040402,0.5173669301439077,False
credit-g,classification,tabicl_v2,1,Raw,representation,orthogonal_all__m2,2,False,validation,0.4322684084244163,0.057910294727948695,0.918383577140048,False
credit-g,classification,tabicl_v2,1,Raw,representation,orthogonal_all__m2,2,False,test,0.48407821068894,0.05107140748752426,0.918383577140048,False
credit-g,classification,tabicl_v2,1,Raw,representation,orthogonal_all__m3,3,False,validation,0.4284805694036552,0.05319094050067942,1.2335608990397304,False
credit-g,classification,tabicl_v2,1,Raw,representation,orthogonal_all__m3,3,False,test,0.47802023404675376,0.044514758907859026,1.2335608990397304,False
credit-g,classification,tabicl_v2,1,Raw,representation,orthogonal_all__m4,4,False,validation,0.4240377957711927,0.055530869161848274,0.5913845878094435,False
credit-g,classification,tabicl_v2,1,Raw,representation,orthogonal_all__m4,4,False,test,0.4851428127961841,0.047474375130791766,0.5913845878094435,False
credit-g,classification,tabicl_v2,1,Raw,representation,orthogonal_all__m5,5,False,validation,0.430236847823047,0.0554308919217845,1.492437605978921,False
