dataset,problem_type,model,seed,method,track,representation_id,member,is_reference,split,task_error,disagreement,fit_seconds,prediction_reused_due_to_coordinate_identity
bike-sharing,regression,tabm_d,0,Raw,representation,rbf_reference,-1,True,validation,62.19958550712453,0.0,0.5099521549418569,False
bike-sharing,regression,tabm_d,0,Raw,representation,rbf_reference,-1,True,test,62.70433265327878,0.0,0.5099521549418569,False
bike-sharing,regression,tabm_d,0,Raw,representation,orthogonal_all__m0,0,False,validation,58.260613890832666,0.13061898576649497,0.4058613909874111,False
bike-sharing,regression,tabm_d,0,Raw,representation,orthogonal_all__m0,0,False,test,57.87722244566584,0.14000648469814206,0.4058613909874111,False
bike-sharing,regression,tabm_d,0,Raw,representation,orthogonal_all__m1,1,False,validation,66.44205378186042,0.13637569039104103,0.5428841898683459,False
bike-sharing,regression,tabm_d,0,Raw,representation,orthogonal_all__m1,1,False,test,64.92149072471712,0.15152392756717464,0.5428841898683459,False
bike-sharing,regression,tabm_d,0,Raw,representation,orthogonal_all__m2,2,False,validation,58.293315845896494,0.13777393567803095,0.4939178770873695,False
bike-sharing,regression,tabm_d,0,Raw,representation,orthogonal_all__m2,2,False,test,60.272558996764474,0.13941529050122572,0.4939178770873695,False
bike-sharing,regression,tabm_d,0,Raw,representation,orthogonal_all__m3,3,False,validation,61.8498150032591,0.13328729141589646,0.4400087581016123,False
bike-sharing,regression,tabm_d,0,Raw,representation,orthogonal_all__m3,3,False,test,60.797998648042686,0.14769784646461892,0.4400087581016123,False
bike-sharing,regression,tabm_d,0,Raw,representation,orthogonal_all__m4,4,False,validation,60.1704681246876,0.17725718087377818,0.4774726298637688,False
bike-sharing,regression,tabm_d,0,Raw,representation,orthogonal_all__m4,4,False,test,59.64016166125711,0.17334307254784517,0.4774726298637688,False
bike-sharing,regression,tabm_d,0,Raw,representation,orthogonal_all__m5,5,False,validation,61.800258432028144,0.1347425336437087,0.440641911001876,False
bike-sharing,regression,tabm_d,0,Raw,representation,orthogonal_all__m5,5,False,test,59.304313498702925,0.15637149053140892,0.440641911001876,False
bike-sharing,regression,tabm_d,0,Raw,representation,orthogonal_all__m6,6,False,validation,69.54772032935406,0.12392525364192487,0.5256049570161849,False
bike-sharing,regression,tabm_d,0,Raw,representation,orthogonal_all__m6,6,False,test,62.18588373164685,0.12300467788344817,0.5256049570161849,False
bike-sharing,regression,tabm_d,0,Raw,representation,orthogonal_all__m7,7,False,validation,63.714770361539,0.14907854580077115,0.3812714838422835,False
bike-sharing,regression,tabm_d,0,Raw,representation,orthogonal_all__m7,7,False,test,64.08191608868815,0.15890013566055716,0.3812714838422835,False
bike-sharing,regression,tabm_d,0,PCA,representation,pca__v1__rbf_reference,-1,True,validation,59.55707606777768,0.0,0.44243676494807005,False
bike-sharing,regression,tabm_d,0,PCA,representation,pca__v1__rbf_reference,-1,True,test,59.61949517374112,0.0,0.44243676494807005,False
bike-sharing,regression,tabm_d,0,PCA,representation,pca__v1__orthogonal_all__m0,0,False,validation,59.55707606777768,0.0,0.0,True
bike-sharing,regression,tabm_d,0,PCA,representation,pca__v1__orthogonal_all__m0,0,False,test,59.61949517374112,0.0,0.0,True
bike-sharing,regression,tabm_d,0,PCA,representation,pca__v1__orthogonal_all__m1,1,False,validation,59.55707606777768,0.0,0.0,True
