dataset,problem_type,model,seed,method,track,representation_id,member,is_reference,split,task_error,disagreement,fit_seconds,prediction_reused_due_to_coordinate_identity
bike-sharing,regression,catboost,1,Raw,representation,rbf_reference,-1,True,validation,58.349127066000214,0.0,0.3383169670123607,False
bike-sharing,regression,catboost,1,Raw,representation,rbf_reference,-1,True,test,59.04610073940021,0.0,0.3383169670123607,False
bike-sharing,regression,catboost,1,Raw,representation,orthogonal_all__m0,0,False,validation,57.63550640509859,0.09228460365929513,0.3952068071812391,False
bike-sharing,regression,catboost,1,Raw,representation,orthogonal_all__m0,0,False,test,59.205197142576765,0.07683037167201298,0.3952068071812391,False
bike-sharing,regression,catboost,1,Raw,representation,orthogonal_all__m1,1,False,validation,58.866714607426765,0.09070848976424506,0.3243910057935864,False
bike-sharing,regression,catboost,1,Raw,representation,orthogonal_all__m1,1,False,test,59.66785932128842,0.08369499013806696,0.3243910057935864,False
bike-sharing,regression,catboost,1,Raw,representation,orthogonal_all__m2,2,False,validation,58.21090694992444,0.10255915070205299,0.4381096640136093,False
bike-sharing,regression,catboost,1,Raw,representation,orthogonal_all__m2,2,False,test,61.66781609727364,0.08981672649888801,0.4381096640136093,False
bike-sharing,regression,catboost,1,Raw,representation,orthogonal_all__m3,3,False,validation,59.28878801508748,0.08953442935317615,0.4043421808164567,False
bike-sharing,regression,catboost,1,Raw,representation,orthogonal_all__m3,3,False,test,59.13227000231018,0.08399537396006236,0.4043421808164567,False
bike-sharing,regression,catboost,1,Raw,representation,orthogonal_all__m4,4,False,validation,56.795164629736604,0.09173035850390321,0.3366141309961676,False
bike-sharing,regression,catboost,1,Raw,representation,orthogonal_all__m4,4,False,test,58.55776417028487,0.0827296452524243,0.3366141309961676,False
bike-sharing,regression,catboost,1,Raw,representation,orthogonal_all__m5,5,False,validation,56.38202654014203,0.09295158946279276,0.4017249359749257,False
bike-sharing,regression,catboost,1,Raw,representation,orthogonal_all__m5,5,False,test,60.01239192951729,0.07960626899984942,0.4017249359749257,False
bike-sharing,regression,catboost,1,Raw,representation,orthogonal_all__m6,6,False,validation,57.16704764413541,0.09324971852461895,0.3956825330387801,False
bike-sharing,regression,catboost,1,Raw,representation,orthogonal_all__m6,6,False,test,59.64219876190467,0.07509140259144331,0.3956825330387801,False
bike-sharing,regression,catboost,1,Raw,representation,orthogonal_all__m7,7,False,validation,57.02918056971742,0.08637971318310976,0.3346890311222523,False
bike-sharing,regression,catboost,1,Raw,representation,orthogonal_all__m7,7,False,test,59.590175207155745,0.08255462564418709,0.3346890311222523,False
bike-sharing,regression,catboost,1,PCA,representation,pca__v1__rbf_reference,-1,True,validation,58.87116481041212,0.0,0.31584707205183804,False
bike-sharing,regression,catboost,1,PCA,representation,pca__v1__rbf_reference,-1,True,test,62.195506671941914,0.0,0.31584707205183804,False
bike-sharing,regression,catboost,1,PCA,representation,pca__v1__orthogonal_all__m0,0,False,validation,58.87116481041212,0.0,0.0,True
bike-sharing,regression,catboost,1,PCA,representation,pca__v1__orthogonal_all__m0,0,False,test,62.195506671941914,0.0,0.0,True
bike-sharing,regression,catboost,1,PCA,representation,pca__v1__orthogonal_all__m1,1,False,validation,58.87116481041212,0.0,0.0,True
bike-sharing,regression,catboost,1,PCA,representation,pca__v1__orthogonal_all__m1,1,False,test,62.195506671941914,0.0,0.0,True
bike-sharing,regression,catboost,1,PCA,representation,pca__v1__orthogonal_all__m2,2,False,validation,58.87116481041212,0.0,0.0,True
bike-sharing,regression,catboost,1,PCA,representation,pca__v1__orthogonal_all__m2,2,False,test,62.195506671941914,0.0,0.0,True
bike-sharing,regression,catboost,1,PCA,representation,pca__v1__orthogonal_all__m3,3,False,validation,58.87116481041212,0.0,0.0,True
bike-sharing,regression,catboost,1,PCA,representation,pca__v1__orthogonal_all__m3,3,False,test,62.195506671941914,0.0,0.0,True
bike-sharing,regression,catboost,1,PCA,representation,pca__v1__orthogonal_all__m4,4,False,validation,58.87116481041212,0.0,0.0,True
bike-sharing,regression,catboost,1,PCA,representation,pca__v1__orthogonal_all__m4,4,False,test,62.195506671941914,0.0,0.0,True
bike-sharing,regression,catboost,1,PCA,representation,pca__v1__orthogonal_all__m5,5,False,validation,58.87116481041212,0.0,0.0,True
bike-sharing,regression,catboost,1,PCA,representation,pca__v1__orthogonal_all__m5,5,False,test,62.195506671941914,0.0,0.0,True
bike-sharing,regression,catboost,1,PCA,representation,pca__v1__orthogonal_all__m6,6,False,validation,58.87116481041212,0.0,0.0,True
bike-sharing,regression,catboost,1,PCA,representation,pca__v1__orthogonal_all__m6,6,False,test,62.195506671941914,0.0,0.0,True
bike-sharing,regression,catboost,1,PCA,representation,pca__v1__orthogonal_all__m7,7,False,validation,58.87116481041212,0.0,0.0,True
bike-sharing,regression,catboost,1,PCA,representation,pca__v1__orthogonal_all__m7,7,False,test,62.195506671941914,0.0,0.0,True
bike-sharing,regression,catboost,1,GramAnchor,representation,gram_anchor__pivot_tie_v2__rbf_reference,-1,True,validation,55.805172673950665,0.0,0.8000279909465462,False
