dataset,problem_type,model,seed,method,track,representation_id,member,is_reference,split,task_error,disagreement,fit_seconds,prediction_reused_due_to_coordinate_identity
bike-sharing,regression,tabm_d,1,Raw,representation,rbf_reference,-1,True,validation,64.65001069972945,0.0,0.4792320809792727,False
bike-sharing,regression,tabm_d,1,Raw,representation,rbf_reference,-1,True,test,64.45619208016396,0.0,0.4792320809792727,False
bike-sharing,regression,tabm_d,1,Raw,representation,orthogonal_all__m0,0,False,validation,58.27796780006776,0.14263395105005933,0.3900581710040569,False
bike-sharing,regression,tabm_d,1,Raw,representation,orthogonal_all__m0,0,False,test,58.61781966486556,0.15838611411227682,0.3900581710040569,False
bike-sharing,regression,tabm_d,1,Raw,representation,orthogonal_all__m1,1,False,validation,66.78300287523014,0.13940817061020455,0.4475581902079284,False
bike-sharing,regression,tabm_d,1,Raw,representation,orthogonal_all__m1,1,False,test,64.78307429056743,0.1525035707482063,0.4475581902079284,False
bike-sharing,regression,tabm_d,1,Raw,representation,orthogonal_all__m2,2,False,validation,58.25699753082699,0.16037851545923773,0.4897136120125651,False
bike-sharing,regression,tabm_d,1,Raw,representation,orthogonal_all__m2,2,False,test,60.049545093809776,0.1564962760114116,0.4897136120125651,False
bike-sharing,regression,tabm_d,1,Raw,representation,orthogonal_all__m3,3,False,validation,61.30644638447118,0.15021750319996502,0.4560380759648978,False
bike-sharing,regression,tabm_d,1,Raw,representation,orthogonal_all__m3,3,False,test,61.67820993532087,0.1632834381918026,0.4560380759648978,False
bike-sharing,regression,tabm_d,1,Raw,representation,orthogonal_all__m4,4,False,validation,57.996166688911146,0.1888020011944195,0.4724335270002484,False
bike-sharing,regression,tabm_d,1,Raw,representation,orthogonal_all__m4,4,False,test,59.346451633171625,0.1880682890738265,0.4724335270002484,False
bike-sharing,regression,tabm_d,1,Raw,representation,orthogonal_all__m5,5,False,validation,64.10968305288888,0.14618816050288075,0.4106124870013445,False
bike-sharing,regression,tabm_d,1,Raw,representation,orthogonal_all__m5,5,False,test,62.012945541497665,0.1694832844624196,0.4106124870013445,False
bike-sharing,regression,tabm_d,1,Raw,representation,orthogonal_all__m6,6,False,validation,69.27302364526598,0.11588908222450879,0.4458291949704289,False
bike-sharing,regression,tabm_d,1,Raw,representation,orthogonal_all__m6,6,False,test,62.93836291759186,0.12104089624581449,0.4458291949704289,False
bike-sharing,regression,tabm_d,1,Raw,representation,orthogonal_all__m7,7,False,validation,64.47932529427004,0.14719004177189762,0.5089799067936838,False
bike-sharing,regression,tabm_d,1,Raw,representation,orthogonal_all__m7,7,False,test,63.761006368156615,0.14892068834787145,0.5089799067936838,False
bike-sharing,regression,tabm_d,1,PCA,representation,pca__v1__rbf_reference,-1,True,validation,60.192955661469675,0.0,0.4695480668451637,False
bike-sharing,regression,tabm_d,1,PCA,representation,pca__v1__rbf_reference,-1,True,test,59.170491074121635,0.0,0.4695480668451637,False
bike-sharing,regression,tabm_d,1,PCA,representation,pca__v1__orthogonal_all__m0,0,False,validation,60.192955661469675,0.0,0.0,True
bike-sharing,regression,tabm_d,1,PCA,representation,pca__v1__orthogonal_all__m0,0,False,test,59.170491074121635,0.0,0.0,True
bike-sharing,regression,tabm_d,1,PCA,representation,pca__v1__orthogonal_all__m1,1,False,validation,60.192955661469675,0.0,0.0,True
bike-sharing,regression,tabm_d,1,PCA,representation,pca__v1__orthogonal_all__m1,1,False,test,59.170491074121635,0.0,0.0,True
bike-sharing,regression,tabm_d,1,PCA,representation,pca__v1__orthogonal_all__m2,2,False,validation,60.192955661469675,0.0,0.0,True
bike-sharing,regression,tabm_d,1,PCA,representation,pca__v1__orthogonal_all__m2,2,False,test,59.170491074121635,0.0,0.0,True
bike-sharing,regression,tabm_d,1,PCA,representation,pca__v1__orthogonal_all__m3,3,False,validation,60.192955661469675,0.0,0.0,True
bike-sharing,regression,tabm_d,1,PCA,representation,pca__v1__orthogonal_all__m3,3,False,test,59.170491074121635,0.0,0.0,True
bike-sharing,regression,tabm_d,1,PCA,representation,pca__v1__orthogonal_all__m4,4,False,validation,60.192955661469675,0.0,0.0,True
bike-sharing,regression,tabm_d,1,PCA,representation,pca__v1__orthogonal_all__m4,4,False,test,59.170491074121635,0.0,0.0,True
bike-sharing,regression,tabm_d,1,PCA,representation,pca__v1__orthogonal_all__m5,5,False,validation,60.192955661469675,0.0,0.0,True
bike-sharing,regression,tabm_d,1,PCA,representation,pca__v1__orthogonal_all__m5,5,False,test,59.170491074121635,0.0,0.0,True
bike-sharing,regression,tabm_d,1,PCA,representation,pca__v1__orthogonal_all__m6,6,False,validation,60.192955661469675,0.0,0.0,True
bike-sharing,regression,tabm_d,1,PCA,representation,pca__v1__orthogonal_all__m6,6,False,test,59.170491074121635,0.0,0.0,True
bike-sharing,regression,tabm_d,1,PCA,representation,pca__v1__orthogonal_all__m7,7,False,validation,60.192955661469675,0.0,0.0,True
bike-sharing,regression,tabm_d,1,PCA,representation,pca__v1__orthogonal_all__m7,7,False,test,59.170491074121635,0.0,0.0,True
bike-sharing,regression,tabm_d,1,GramAnchor,representation,gram_anchor__pivot_tie_v2__rbf_reference,-1,True,validation,63.92420892131744,0.0,0.5890798668842763,False
bike-sharing,regression,tabm_d,1,GramAnchor,representation,gram_anchor__pivot_tie_v2__rbf_reference,-1,True,test,68.27390200231574,0.0,0.5890798668842763,False
bike-sharing,regression,tabm_d,1,GramAnchor,representation,gram_anchor__pivot_tie_v2__orthogonal_all__m0,0,False,validation,63.92420892131744,0.0,0.0,True
bike-sharing,regression,tabm_d,1,GramAnchor,representation,gram_anchor__pivot_tie_v2__orthogonal_all__m0,0,False,test,68.27390200231574,0.0,0.0,True
bike-sharing,regression,tabm_d,1,GramAnchor,representation,gram_anchor__pivot_tie_v2__orthogonal_all__m1,1,False,validation,63.92420892131744,0.0,0.0,True
bike-sharing,regression,tabm_d,1,GramAnchor,representation,gram_anchor__pivot_tie_v2__orthogonal_all__m1,1,False,test,68.27390200231574,0.0,0.0,True
bike-sharing,regression,tabm_d,1,GramAnchor,representation,gram_anchor__pivot_tie_v2__orthogonal_all__m2,2,False,validation,63.92420892131744,0.0,0.0,True
bike-sharing,regression,tabm_d,1,GramAnchor,representation,gram_anchor__pivot_tie_v2__orthogonal_all__m2,2,False,test,68.27390200231574,0.0,0.0,True
bike-sharing,regression,tabm_d,1,GramAnchor,representation,gram_anchor__pivot_tie_v2__orthogonal_all__m3,3,False,validation,63.92420892131744,0.0,0.0,True
bike-sharing,regression,tabm_d,1,GramAnchor,representation,gram_anchor__pivot_tie_v2__orthogonal_all__m3,3,False,test,68.27390200231574,0.0,0.0,True
bike-sharing,regression,tabm_d,1,GramAnchor,representation,gram_anchor__pivot_tie_v2__orthogonal_all__m4,4,False,validation,63.92420892131744,0.0,0.0,True
bike-sharing,regression,tabm_d,1,GramAnchor,representation,gram_anchor__pivot_tie_v2__orthogonal_all__m4,4,False,test,68.27390200231574,0.0,0.0,True
bike-sharing,regression,tabm_d,1,GramAnchor,representation,gram_anchor__pivot_tie_v2__orthogonal_all__m5,5,False,validation,63.92420892131744,0.0,0.0,True
bike-sharing,regression,tabm_d,1,GramAnchor,representation,gram_anchor__pivot_tie_v2__orthogonal_all__m5,5,False,test,68.27390200231574,0.0,0.0,True
bike-sharing,regression,tabm_d,1,GramAnchor,representation,gram_anchor__pivot_tie_v2__orthogonal_all__m6,6,False,validation,63.92420892131744,0.0,0.0,True
bike-sharing,regression,tabm_d,1,GramAnchor,representation,gram_anchor__pivot_tie_v2__orthogonal_all__m6,6,False,test,68.27390200231574,0.0,0.0,True
bike-sharing,regression,tabm_d,1,GramAnchor,representation,gram_anchor__pivot_tie_v2__orthogonal_all__m7,7,False,validation,63.92420892131744,0.0,0.0,True
bike-sharing,regression,tabm_d,1,GramAnchor,representation,gram_anchor__pivot_tie_v2__orthogonal_all__m7,7,False,test,68.27390200231574,0.0,0.0,True
bike-sharing,regression,tabm_d,1,GramAnchor-m8,representation,gram_anchor__pivot_tie_v2__rbf_reference,-1,True,validation,60.579430097421564,0.0,0.5771276040468365,False
bike-sharing,regression,tabm_d,1,GramAnchor-m8,representation,gram_anchor__pivot_tie_v2__rbf_reference,-1,True,test,63.01905156669542,0.0,0.5771276040468365,False
bike-sharing,regression,tabm_d,1,GramAnchor-m8,representation,gram_anchor__pivot_tie_v2__orthogonal_all__m0,0,False,validation,60.579430097421564,0.0,0.0,True
bike-sharing,regression,tabm_d,1,GramAnchor-m8,representation,gram_anchor__pivot_tie_v2__orthogonal_all__m0,0,False,test,63.01905156669542,0.0,0.0,True
