dataset,model,seed,method,representation_id,shape_match,train_relative_error,validation_relative_error,test_relative_error
california_housing,tabm_d,0,GramDistance,gram_distance__pivot_tie_v2__orthogonal_all__m6,True,6.951477698736288e-16,6.900687213680539e-16,7.046616083533898e-16
california_housing,tabm_d,0,GramDistance,gram_distance__pivot_tie_v2__orthogonal_all__m7,True,7.160831548736593e-16,7.087470043098552e-16,7.184266151070749e-16
california_housing,tabm_d,0,NystromGram,nystrom_gram__nystrom_degeneracy_v3__orthogonal_all__m0,True,9.551282614133628e-16,1.001489923802178e-15,1.000120228157994e-15
california_housing,tabm_d,0,NystromGram,nystrom_gram__nystrom_degeneracy_v3__orthogonal_all__m1,True,1.6042460329327868e-15,1.6605533559342654e-15,1.6921202817548833e-15
california_housing,tabm_d,0,NystromGram,nystrom_gram__nystrom_degeneracy_v3__orthogonal_all__m2,True,1.4870628595116218e-15,1.5854537438616481e-15,1.5984558897015997e-15
california_housing,tabm_d,0,NystromGram,nystrom_gram__nystrom_degeneracy_v3__orthogonal_all__m3,True,1.1219903458837284e-15,1.1868109795332962e-15,1.1841085911631355e-15
california_housing,tabm_d,0,NystromGram,nystrom_gram__nystrom_degeneracy_v3__orthogonal_all__m4,True,1.2579211057402102e-15,1.3030214637520958e-15,1.324704584586993e-15
california_housing,tabm_d,0,NystromGram,nystrom_gram__nystrom_degeneracy_v3__orthogonal_all__m5,True,2.037093327551965e-15,2.1945517843664558e-15,2.1536771724546745e-15
california_housing,tabm_d,0,NystromGram,nystrom_gram__nystrom_degeneracy_v3__orthogonal_all__m6,True,1.6752520120073069e-15,1.7673097563519573e-15,1.7533359367179215e-15
california_housing,tabm_d,0,NystromGram,nystrom_gram__nystrom_degeneracy_v3__orthogonal_all__m7,True,1.0734233036816572e-15,1.1087863137433928e-15,1.1134910139762809e-15
california_housing,tabm_d,0,HybridSpectral-t0.01,hybrid_spectral__pivot_tie_v2__orthogonal_all__m0,True,2.090940390723864e-14,1.937593958458838e-14,2.1955447909741247e-14
california_housing,tabm_d,0,HybridSpectral-t0.01,hybrid_spectral__pivot_tie_v2__orthogonal_all__m1,True,2.1396547889398352e-14,1.980300556856414e-14,2.196229573051289e-14
california_housing,tabm_d,0,HybridSpectral-t0.01,hybrid_spectral__pivot_tie_v2__orthogonal_all__m2,True,2.009763788982263e-14,1.9355338066509506e-14,2.1795431167773727e-14
california_housing,tabm_d,0,HybridSpectral-t0.01,hybrid_spectral__pivot_tie_v2__orthogonal_all__m3,True,1.3748611956952246e-14,1.2934507833728097e-14,1.4133726553457655e-14
california_housing,tabm_d,0,HybridSpectral-t0.01,hybrid_spectral__pivot_tie_v2__orthogonal_all__m4,True,1.1810247518985112e-14,1.11475458866765e-14,1.2341763967134872e-14
california_housing,tabm_d,0,HybridSpectral-t0.01,hybrid_spectral__pivot_tie_v2__orthogonal_all__m5,True,2.4256519418494242e-14,2.2690094096392666e-14,2.527929833133839e-14
california_housing,tabm_d,0,HybridSpectral-t0.01,hybrid_spectral__pivot_tie_v2__orthogonal_all__m6,True,1.3878743514426277e-14,1.2893476756556535e-14,1.4435298425486657e-14
california_housing,tabm_d,0,HybridSpectral-t0.01,hybrid_spectral__pivot_tie_v2__orthogonal_all__m7,True,1.5224273344422765e-14,1.459491935440648e-14,1.59991970787751e-14
california_housing,tabm_d,0,HybridSpectral-t0.05,hybrid_spectral__pivot_tie_v2__orthogonal_all__m0,True,2.090940390723864e-14,1.937593958458838e-14,2.1955447909741247e-14
california_housing,tabm_d,0,HybridSpectral-t0.05,hybrid_spectral__pivot_tie_v2__orthogonal_all__m1,True,2.1396547889398352e-14,1.980300556856414e-14,2.196229573051289e-14
california_housing,tabm_d,0,HybridSpectral-t0.05,hybrid_spectral__pivot_tie_v2__orthogonal_all__m2,True,2.009763788982263e-14,1.9355338066509506e-14,2.1795431167773727e-14
california_housing,tabm_d,0,HybridSpectral-t0.05,hybrid_spectral__pivot_tie_v2__orthogonal_all__m3,True,1.3748611956952246e-14,1.2934507833728097e-14,1.4133726553457655e-14
california_housing,tabm_d,0,HybridSpectral-t0.05,hybrid_spectral__pivot_tie_v2__orthogonal_all__m4,True,1.1810247518985112e-14,1.11475458866765e-14,1.2341763967134872e-14
california_housing,tabm_d,0,HybridSpectral-t0.05,hybrid_spectral__pivot_tie_v2__orthogonal_all__m5,True,2.4256519418494242e-14,2.2690094096392666e-14,2.527929833133839e-14
california_housing,tabm_d,0,HybridSpectral-t0.05,hybrid_spectral__pivot_tie_v2__orthogonal_all__m6,True,1.3878743514426277e-14,1.2893476756556535e-14,1.4435298425486657e-14
california_housing,tabm_d,0,HybridSpectral-t0.05,hybrid_spectral__pivot_tie_v2__orthogonal_all__m7,True,1.5224273344422765e-14,1.459491935440648e-14,1.59991970787751e-14
california_housing,tabm_d,0,HybridSpectral-t0.10,hybrid_spectral__pivot_tie_v2__orthogonal_all__m0,True,2.090940390723864e-14,1.937593958458838e-14,2.1955447909741247e-14
california_housing,tabm_d,0,HybridSpectral-t0.10,hybrid_spectral__pivot_tie_v2__orthogonal_all__m1,True,2.1396547889398352e-14,1.980300556856414e-14,2.196229573051289e-14
california_housing,tabm_d,0,HybridSpectral-t0.10,hybrid_spectral__pivot_tie_v2__orthogonal_all__m2,True,2.009763788982263e-14,1.9355338066509506e-14,2.1795431167773727e-14
california_housing,tabm_d,0,HybridSpectral-t0.10,hybrid_spectral__pivot_tie_v2__orthogonal_all__m3,True,1.3748611956952246e-14,1.2934507833728097e-14,1.4133726553457655e-14
california_housing,tabm_d,0,HybridSpectral-t0.10,hybrid_spectral__pivot_tie_v2__orthogonal_all__m4,True,1.1810247518985112e-14,1.11475458866765e-14,1.2341763967134872e-14
california_housing,tabm_d,0,HybridSpectral-t0.10,hybrid_spectral__pivot_tie_v2__orthogonal_all__m5,True,2.4256519418494242e-14,2.2690094096392666e-14,2.527929833133839e-14
california_housing,tabm_d,0,HybridSpectral-t0.10,hybrid_spectral__pivot_tie_v2__orthogonal_all__m6,True,1.3878743514426277e-14,1.2893476756556535e-14,1.4435298425486657e-14
california_housing,tabm_d,0,HybridSpectral-t0.10,hybrid_spectral__pivot_tie_v2__orthogonal_all__m7,True,1.5224273344422765e-14,1.459491935440648e-14,1.59991970787751e-14
