dataset,problem_type,model,seed,method,track,representation_id,member,is_reference,split,task_error,disagreement,fit_seconds,prediction_reused_due_to_coordinate_identity
california_housing,regression,tabm_d,0,Raw,representation,rbf_reference,-1,True,validation,56237.98631293107,0.0,0.3776059779338538,False
california_housing,regression,tabm_d,0,Raw,representation,rbf_reference,-1,True,test,61213.62526426933,0.0,0.3776059779338538,False
california_housing,regression,tabm_d,0,Raw,representation,orthogonal_all__m0,0,False,validation,58895.71263701143,0.15201869667108361,0.4475840269587934,False
california_housing,regression,tabm_d,0,Raw,representation,orthogonal_all__m0,0,False,test,61771.135478930264,0.15940003239340894,0.4475840269587934,False
california_housing,regression,tabm_d,0,Raw,representation,orthogonal_all__m1,1,False,validation,58403.03418833108,0.17372544989177738,0.4556734140496701,False
california_housing,regression,tabm_d,0,Raw,representation,orthogonal_all__m1,1,False,test,62734.62975735932,0.17403111790194672,0.4556734140496701,False
california_housing,regression,tabm_d,0,Raw,representation,orthogonal_all__m2,2,False,validation,56765.43813739699,0.16406995173623198,0.4825201409403234,False
california_housing,regression,tabm_d,0,Raw,representation,orthogonal_all__m2,2,False,test,63388.63685186665,0.1780714703126604,0.4825201409403234,False
california_housing,regression,tabm_d,0,Raw,representation,orthogonal_all__m3,3,False,validation,59315.23212541342,0.1906672653314416,0.510304600931704,False
california_housing,regression,tabm_d,0,Raw,representation,orthogonal_all__m3,3,False,test,62479.292379104336,0.2193358462975641,0.510304600931704,False
california_housing,regression,tabm_d,0,Raw,representation,orthogonal_all__m4,4,False,validation,59054.171345209135,0.15845875686795655,0.4206637190654874,False
california_housing,regression,tabm_d,0,Raw,representation,orthogonal_all__m4,4,False,test,64016.08994303276,0.17442526237050215,0.4206637190654874,False
california_housing,regression,tabm_d,0,Raw,representation,orthogonal_all__m5,5,False,validation,56727.438322864364,0.15526370238406423,0.4824202710296958,False
california_housing,regression,tabm_d,0,Raw,representation,orthogonal_all__m5,5,False,test,62132.2866859907,0.1558394269527192,0.4824202710296958,False
california_housing,regression,tabm_d,0,Raw,representation,orthogonal_all__m6,6,False,validation,59405.79591585554,0.16964764148048753,0.4951704901177436,False
california_housing,regression,tabm_d,0,Raw,representation,orthogonal_all__m6,6,False,test,64822.62616388094,0.17386756197661585,0.4951704901177436,False
california_housing,regression,tabm_d,0,Raw,representation,orthogonal_all__m7,7,False,validation,58751.94424986838,0.15849283304447406,0.4844854618422687,False
california_housing,regression,tabm_d,0,Raw,representation,orthogonal_all__m7,7,False,test,62147.92170185637,0.17321735799121457,0.4844854618422687,False
california_housing,regression,tabm_d,0,PCA,representation,pca__v1__rbf_reference,-1,True,validation,58307.765878715945,0.0,3.518568475963548,False
california_housing,regression,tabm_d,0,PCA,representation,pca__v1__rbf_reference,-1,True,test,63918.81208952665,0.0,3.518568475963548,False
california_housing,regression,tabm_d,0,PCA,representation,pca__v1__orthogonal_all__m0,0,False,validation,58307.765878715945,0.0,0.0,True
california_housing,regression,tabm_d,0,PCA,representation,pca__v1__orthogonal_all__m0,0,False,test,63918.81208952665,0.0,0.0,True
california_housing,regression,tabm_d,0,PCA,representation,pca__v1__orthogonal_all__m1,1,False,validation,58307.765878715945,0.0,0.0,True
california_housing,regression,tabm_d,0,PCA,representation,pca__v1__orthogonal_all__m1,1,False,test,63918.81208952665,0.0,0.0,True
