dataset,problem_type,model,seed,method,track,representation_id,member,is_reference,split,task_error,disagreement,fit_seconds,prediction_reused_due_to_coordinate_identity
phoneme,classification,tabicl_v2,1,Raw,representation,rbf_reference,-1,True,validation,0.2678213435389434,0.0,1.3706665658392012,False
phoneme,classification,tabicl_v2,1,Raw,representation,rbf_reference,-1,True,test,0.27519762861127134,0.0,1.3706665658392012,False
phoneme,classification,tabicl_v2,1,Raw,representation,orthogonal_all__m0,0,False,validation,0.26665744672829894,0.06432254574876985,1.5503361120354384,False
phoneme,classification,tabicl_v2,1,Raw,representation,orthogonal_all__m0,0,False,test,0.2909461106757743,0.07328135677514525,1.5503361120354384,False
phoneme,classification,tabicl_v2,1,Raw,representation,orthogonal_all__m1,1,False,validation,0.2722460854921077,0.07634937056683641,1.016824072925374,False
phoneme,classification,tabicl_v2,1,Raw,representation,orthogonal_all__m1,1,False,test,0.2929876222596012,0.07262922418465903,1.016824072925374,False
phoneme,classification,tabicl_v2,1,Raw,representation,orthogonal_all__m2,2,False,validation,0.26320378858688365,0.0708650627190376,1.4150391628500074,False
phoneme,classification,tabicl_v2,1,Raw,representation,orthogonal_all__m2,2,False,test,0.29243289232053216,0.0694765102448133,1.4150391628500074,False
phoneme,classification,tabicl_v2,1,Raw,representation,orthogonal_all__m3,3,False,validation,0.26367512000837773,0.059820331048593044,1.2848895790521055,False
phoneme,classification,tabicl_v2,1,Raw,representation,orthogonal_all__m3,3,False,test,0.2852290378259614,0.0738452307045076,1.2848895790521055,False
phoneme,classification,tabicl_v2,1,Raw,representation,orthogonal_all__m4,4,False,validation,0.2667351658616421,0.07217103436843766,1.492298805853352,False
phoneme,classification,tabicl_v2,1,Raw,representation,orthogonal_all__m4,4,False,test,0.29285622689628144,0.07074613681397982,1.492298805853352,False
phoneme,classification,tabicl_v2,1,Raw,representation,orthogonal_all__m5,5,False,validation,0.27610467480602724,0.07598359093598828,1.4591497608926147,False
phoneme,classification,tabicl_v2,1,Raw,representation,orthogonal_all__m5,5,False,test,0.2928474898344813,0.08439334584683988,1.4591497608926147,False
phoneme,classification,tabicl_v2,1,Raw,representation,orthogonal_all__m6,6,False,validation,0.2713296888114676,0.07891957749012278,1.4884452389087528,False
phoneme,classification,tabicl_v2,1,Raw,representation,orthogonal_all__m6,6,False,test,0.28844234771246124,0.07266425356380136,1.4884452389087528,False
phoneme,classification,tabicl_v2,1,Raw,representation,orthogonal_all__m7,7,False,validation,0.2703786107783231,0.06742630322228453,1.6060975608415902,False
phoneme,classification,tabicl_v2,1,Raw,representation,orthogonal_all__m7,7,False,test,0.2948388455484854,0.0759943520311526,1.6060975608415902,False
phoneme,classification,tabicl_v2,1,PCA,representation,pca__v1__rbf_reference,-1,True,validation,0.27331588183905653,0.0,0.2641241999808699,False
phoneme,classification,tabicl_v2,1,PCA,representation,pca__v1__rbf_reference,-1,True,test,0.2933890997742921,0.0,0.2641241999808699,False
phoneme,classification,tabicl_v2,1,PCA,representation,pca__v1__orthogonal_all__m0,0,False,validation,0.27331588183905653,0.0,0.0,True
phoneme,classification,tabicl_v2,1,PCA,representation,pca__v1__orthogonal_all__m0,0,False,test,0.2933890997742921,0.0,0.0,True
