dataset,model,seed,method,representation_id,shape_match,train_relative_error,validation_relative_error,test_relative_error
bike-sharing,tabicl_v2,1,PCA,pca__v1__orthogonal_all__m0,True,3.88846050472508e-15,3.760890661402245e-15,3.83994634085064e-15
bike-sharing,tabicl_v2,1,PCA,pca__v1__orthogonal_all__m1,True,5.310647886437429e-15,5.215238527497265e-15,5.316404638940064e-15
bike-sharing,tabicl_v2,1,PCA,pca__v1__orthogonal_all__m2,True,3.241825625494265e-15,3.2193258020875068e-15,3.2265217381580235e-15
bike-sharing,tabicl_v2,1,PCA,pca__v1__orthogonal_all__m3,True,4.306675664294251e-15,4.226869441358984e-15,4.295886094502138e-15
bike-sharing,tabicl_v2,1,PCA,pca__v1__orthogonal_all__m4,True,4.395639061914259e-15,4.37882295447312e-15,4.392629217967348e-15
bike-sharing,tabicl_v2,1,PCA,pca__v1__orthogonal_all__m5,True,3.8740389869849124e-15,3.8383726300146835e-15,3.873806106695295e-15
bike-sharing,tabicl_v2,1,PCA,pca__v1__orthogonal_all__m6,True,3.728078821732979e-15,3.696577445938808e-15,3.727431495147821e-15
bike-sharing,tabicl_v2,1,PCA,pca__v1__orthogonal_all__m7,True,5.7273599325719706e-15,5.535460538111464e-15,5.6989948590690446e-15
bike-sharing,tabicl_v2,1,GramAnchor,gram_anchor__pivot_tie_v2__orthogonal_all__m0,True,8.108169670916009e-16,8.078316124982516e-16,8.076239553845359e-16
bike-sharing,tabicl_v2,1,GramAnchor,gram_anchor__pivot_tie_v2__orthogonal_all__m1,True,8.831684117439959e-16,8.802568088010755e-16,8.858058856608751e-16
bike-sharing,tabicl_v2,1,GramAnchor,gram_anchor__pivot_tie_v2__orthogonal_all__m2,True,9.852357639501782e-16,9.757081245870457e-16,9.623300674382478e-16
bike-sharing,tabicl_v2,1,GramAnchor,gram_anchor__pivot_tie_v2__orthogonal_all__m3,True,7.820773747645243e-16,7.579280106099532e-16,7.641654149194107e-16
bike-sharing,tabicl_v2,1,GramAnchor,gram_anchor__pivot_tie_v2__orthogonal_all__m4,True,8.425606437350406e-16,8.522503633284598e-16,8.328738836373832e-16
bike-sharing,tabicl_v2,1,GramAnchor,gram_anchor__pivot_tie_v2__orthogonal_all__m5,True,7.670526111377212e-16,7.710769257155662e-16,7.597043785117726e-16
bike-sharing,tabicl_v2,1,GramAnchor,gram_anchor__pivot_tie_v2__orthogonal_all__m6,True,7.498640817293248e-16,7.285576554484952e-16,7.32531608796144e-16
bike-sharing,tabicl_v2,1,GramAnchor,gram_anchor__pivot_tie_v2__orthogonal_all__m7,True,8.651954223443993e-16,8.409183656780381e-16,8.417261343848434e-16
bike-sharing,tabicl_v2,1,GramAnchor-m8,gram_anchor__pivot_tie_v2__orthogonal_all__m0,True,8.846653069346155e-16,8.719563234460251e-16,8.855691930254985e-16
bike-sharing,tabicl_v2,1,GramAnchor-m8,gram_anchor__pivot_tie_v2__orthogonal_all__m1,True,1.1136068656514003e-15,1.1054803852632152e-15,1.1270873662517608e-15
bike-sharing,tabicl_v2,1,GramAnchor-m8,gram_anchor__pivot_tie_v2__orthogonal_all__m2,True,1.1941715327912387e-15,1.1923775276120462e-15,1.174521445925389e-15
bike-sharing,tabicl_v2,1,GramAnchor-m8,gram_anchor__pivot_tie_v2__orthogonal_all__m3,True,8.987965555131066e-16,8.845344088982178e-16,8.91848729631388e-16
bike-sharing,tabicl_v2,1,GramAnchor-m8,gram_anchor__pivot_tie_v2__orthogonal_all__m4,True,9.341820748295675e-16,9.434790065766879e-16,9.263692990268084e-16
bike-sharing,tabicl_v2,1,GramAnchor-m8,gram_anchor__pivot_tie_v2__orthogonal_all__m5,True,9.819420067024853e-16,9.890595426592803e-16,9.798460551230363e-16
bike-sharing,tabicl_v2,1,GramAnchor-m8,gram_anchor__pivot_tie_v2__orthogonal_all__m6,True,8.328315222801411e-16,8.174255501184745e-16,8.238414178337252e-16
bike-sharing,tabicl_v2,1,GramAnchor-m8,gram_anchor__pivot_tie_v2__orthogonal_all__m7,True,9.462701824745619e-16,9.255264999067053e-16,9.3284347851705e-16
bike-sharing,tabicl_v2,1,GramDistance,gram_distance__pivot_tie_v2__orthogonal_all__m0,True,6.87715397108933e-16,6.8637929085397255e-16,6.686313163841051e-16
bike-sharing,tabicl_v2,1,GramDistance,gram_distance__pivot_tie_v2__orthogonal_all__m1,True,1.0525985870689548e-15,1.0494511327636301e-15,1.0273823710453649e-15
bike-sharing,tabicl_v2,1,GramDistance,gram_distance__pivot_tie_v2__orthogonal_all__m2,True,1.1202890059214587e-15,1.1257252050732155e-15,1.0880065515294983e-15
bike-sharing,tabicl_v2,1,GramDistance,gram_distance__pivot_tie_v2__orthogonal_all__m3,True,1.1742810219419287e-15,1.1793263752066039e-15,1.1454994621239201e-15
bike-sharing,tabicl_v2,1,GramDistance,gram_distance__pivot_tie_v2__orthogonal_all__m4,True,1.149071245798777e-15,1.1403343264152338e-15,1.1129582844612269e-15
bike-sharing,tabicl_v2,1,GramDistance,gram_distance__pivot_tie_v2__orthogonal_all__m5,True,9.149068563155331e-16,9.118039822221082e-16,8.755330881361694e-16
bike-sharing,tabicl_v2,1,GramDistance,gram_distance__pivot_tie_v2__orthogonal_all__m6,True,1.2191961447968497e-15,1.2158850938841103e-15,1.1836353434310936e-15
bike-sharing,tabicl_v2,1,GramDistance,gram_distance__pivot_tie_v2__orthogonal_all__m7,True,9.029720471108997e-16,8.944294892419985e-16,8.81058812170484e-16
bike-sharing,tabicl_v2,1,NystromGram,nystrom_gram__nystrom_degeneracy_v3__orthogonal_all__m0,True,8.009251762113113e-16,7.779551721818209e-16,8.098042265078011e-16
bike-sharing,tabicl_v2,1,NystromGram,nystrom_gram__nystrom_degeneracy_v3__orthogonal_all__m1,True,1.4219953273085098e-15,1.4021042870604797e-15,1.449882432043354e-15
bike-sharing,tabicl_v2,1,NystromGram,nystrom_gram__nystrom_degeneracy_v3__orthogonal_all__m2,True,1.5592511820445048e-15,1.5138375140736982e-15,1.5774607736775668e-15
bike-sharing,tabicl_v2,1,NystromGram,nystrom_gram__nystrom_degeneracy_v3__orthogonal_all__m3,True,1.2041800327756426e-15,1.2087565631371994e-15,1.2200964867468249e-15
bike-sharing,tabicl_v2,1,NystromGram,nystrom_gram__nystrom_degeneracy_v3__orthogonal_all__m4,True,1.1793263746012332e-15,1.1945072993108683e-15,1.1925397968762198e-15
bike-sharing,tabicl_v2,1,NystromGram,nystrom_gram__nystrom_degeneracy_v3__orthogonal_all__m5,True,1.2317869374783596e-15,1.263583906393818e-15,1.2553691810770417e-15
bike-sharing,tabicl_v2,1,NystromGram,nystrom_gram__nystrom_degeneracy_v3__orthogonal_all__m6,True,9.917216911560358e-16,9.557126636493092e-16,1.0003657073647882e-15
bike-sharing,tabicl_v2,1,NystromGram,nystrom_gram__nystrom_degeneracy_v3__orthogonal_all__m7,True,1.1275914412975253e-15,1.1296928753481676e-15,1.1532318369546657e-15
bike-sharing,tabicl_v2,1,HybridSpectral-t0.01,hybrid_spectral__pivot_tie_v2__orthogonal_all__m0,True,5.7450636073931536e-15,5.5159046806621275e-15,5.444500348077317e-15
bike-sharing,tabicl_v2,1,HybridSpectral-t0.01,hybrid_spectral__pivot_tie_v2__orthogonal_all__m1,True,7.332424362171672e-15,6.932255923521758e-15,6.849102661300988e-15
bike-sharing,tabicl_v2,1,HybridSpectral-t0.01,hybrid_spectral__pivot_tie_v2__orthogonal_all__m2,True,5.413075758407077e-15,5.09032161829698e-15,5.082072359701486e-15
bike-sharing,tabicl_v2,1,HybridSpectral-t0.01,hybrid_spectral__pivot_tie_v2__orthogonal_all__m3,True,6.247233531248885e-15,5.82083816304968e-15,5.886997545745062e-15
bike-sharing,tabicl_v2,1,HybridSpectral-t0.01,hybrid_spectral__pivot_tie_v2__orthogonal_all__m4,True,5.749516970833465e-15,5.565735511084895e-15,5.505375849665206e-15
