dataset,model,seed,method,representation_id,shape_match,train_relative_error,validation_relative_error,test_relative_error
bike-sharing,tabicl_v2,1,HybridSpectral-t0.01,hybrid_spectral__pivot_tie_v2__orthogonal_all__m5,True,6.219742695875451e-15,5.7740577437109155e-15,5.717844829815672e-15
bike-sharing,tabicl_v2,1,HybridSpectral-t0.01,hybrid_spectral__pivot_tie_v2__orthogonal_all__m6,True,5.6247559245024365e-15,5.390763834967709e-15,5.319373102812142e-15
bike-sharing,tabicl_v2,1,HybridSpectral-t0.01,hybrid_spectral__pivot_tie_v2__orthogonal_all__m7,True,6.542942584531698e-15,6.476447740120092e-15,6.3651929268190784e-15
bike-sharing,tabicl_v2,1,HybridSpectral-t0.05,hybrid_spectral__pivot_tie_v2__orthogonal_all__m0,True,6.933788949634513e-14,6.058727527092064e-14,6.751625092385716e-14
bike-sharing,tabicl_v2,1,HybridSpectral-t0.05,hybrid_spectral__pivot_tie_v2__orthogonal_all__m1,True,6.897724920616458e-14,6.036824314830215e-14,6.72117776670144e-14
bike-sharing,tabicl_v2,1,HybridSpectral-t0.05,hybrid_spectral__pivot_tie_v2__orthogonal_all__m2,True,4.270128227820602e-15,4.057501797187534e-15,3.979625336280482e-15
bike-sharing,tabicl_v2,1,HybridSpectral-t0.05,hybrid_spectral__pivot_tie_v2__orthogonal_all__m3,True,6.926718902794362e-14,6.051309701364746e-14,6.73857602937597e-14
bike-sharing,tabicl_v2,1,HybridSpectral-t0.05,hybrid_spectral__pivot_tie_v2__orthogonal_all__m4,True,6.900385375995816e-14,6.036121688098223e-14,6.727132112848221e-14
bike-sharing,tabicl_v2,1,HybridSpectral-t0.05,hybrid_spectral__pivot_tie_v2__orthogonal_all__m5,True,6.875200044350272e-14,5.994616537016098e-14,6.69033135165181e-14
bike-sharing,tabicl_v2,1,HybridSpectral-t0.05,hybrid_spectral__pivot_tie_v2__orthogonal_all__m6,True,6.924681835655533e-14,6.046265365360137e-14,6.739147593595626e-14
bike-sharing,tabicl_v2,1,HybridSpectral-t0.05,hybrid_spectral__pivot_tie_v2__orthogonal_all__m7,True,6.893281782566226e-14,6.018201871130422e-14,6.710083919610993e-14
bike-sharing,tabicl_v2,1,HybridSpectral-t0.10,hybrid_spectral__pivot_tie_v2__orthogonal_all__m0,True,6.933788949634513e-14,6.058727527092064e-14,6.751625092385716e-14
bike-sharing,tabicl_v2,1,HybridSpectral-t0.10,hybrid_spectral__pivot_tie_v2__orthogonal_all__m1,True,6.897724920616458e-14,6.036824314830215e-14,6.72117776670144e-14
bike-sharing,tabicl_v2,1,HybridSpectral-t0.10,hybrid_spectral__pivot_tie_v2__orthogonal_all__m2,True,4.270128227820602e-15,4.057501797187534e-15,3.979625336280482e-15
bike-sharing,tabicl_v2,1,HybridSpectral-t0.10,hybrid_spectral__pivot_tie_v2__orthogonal_all__m3,True,6.926718902794362e-14,6.051309701364746e-14,6.73857602937597e-14
bike-sharing,tabicl_v2,1,HybridSpectral-t0.10,hybrid_spectral__pivot_tie_v2__orthogonal_all__m4,True,6.900385375995816e-14,6.036121688098223e-14,6.727132112848221e-14
bike-sharing,tabicl_v2,1,HybridSpectral-t0.10,hybrid_spectral__pivot_tie_v2__orthogonal_all__m5,True,6.875200044350272e-14,5.994616537016098e-14,6.69033135165181e-14
bike-sharing,tabicl_v2,1,HybridSpectral-t0.10,hybrid_spectral__pivot_tie_v2__orthogonal_all__m6,True,6.924681835655533e-14,6.046265365360137e-14,6.739147593595626e-14
bike-sharing,tabicl_v2,1,HybridSpectral-t0.10,hybrid_spectral__pivot_tie_v2__orthogonal_all__m7,True,6.893281782566226e-14,6.018201871130422e-14,6.710083919610993e-14
