dataset,seeds,phase_materiality,phase_materiality_sd,canonical_rmse,iid4_rmse,phasecover4_rmse,full16_rmse,full_gain_vs_canonical,cover_gain_vs_iid,iid4_quotient_mse,phasecover4_quotient_mse,cover_quotient_ratio,cover_better_quotient_fraction,cover_better_rmse_fraction,epochs,fit_wall_seconds
ETTh1,3,0.22898527239314337,0.033395544497993486,0.32666287819544476,0.290170191321522,0.2941247721513112,0.2887609700361888,0.03790190815925598,-0.003954580829789241,0.0011474429982930208,0.0005300141153081009,0.4631870802808369,0.9114583333333334,0.2760416666666667,16.666666666666668,17.953975073760375
Exchange,3,0.020253747896595658,0.007543768022009268,1.107609510421753,1.103878823729853,1.1037768522898357,1.1033543745676677,0.004255135854085286,0.00010197144001722336,0.000102124553630271,6.640925918569944e-05,0.556698480038404,0.6614583333333334,0.4947916666666667,7.666666666666667,4.038229370955378
Solar,3,0.29162161247093293,0.041644397051677585,0.39205262064933777,0.36762000946328044,0.367034246524175,0.3635871509710948,0.028465469678243,0.0005857629391054312,0.002858892390880404,0.000737446011044085,0.2839969653289667,0.9427083333333334,0.5572916666666666,17.0,50.1215176100377
