dataset,seed,phase_materiality,phase_spread_rms,epochs,fit_wall_seconds,canonical,full16,iid4,phasecover4,iid4_quotient_mse,phasecover4_quotient_mse,full_gain_vs_canonical,cover_gain_vs_iid,cover_quotient_ratio,cover_better_quotient_than_iid_fraction,cover_better_rmse_than_iid_fraction
ETTh1,20261121,0.19176472699601127,0.06973977386951447,14,5.258422549813986,0.3636736273765564,0.3319055438041687,0.33233095426112413,0.3314574062824249,0.0010105450323862897,0.00048228036030195653,0.031768083572387695,0.0008735479786992073,0.47724776714116846,0.9375,0.546875
ETTh1,20261122,0.2563268475473849,0.07320471107959747,21,8.29550110292621,0.2855912744998932,0.26108571887016296,0.26293912529945374,0.26655998826026917,0.001103120848256367,0.0005105943419039249,0.024505555629730225,-0.0036208629608154297,0.4628634684141714,0.921875,0.09375
ETTh1,20261123,0.23886424263603395,0.07899807393550873,15,4.40005142102018,0.33072373270988464,0.2732916474342346,0.2752404944039881,0.2843569219112396,0.0013286631142364058,0.0005971676437184215,0.057432085275650024,-0.009116427507251501,0.44945000528717083,0.875,0.1875
Exchange,20261121,0.011546385876267756,0.01411295123398304,7,1.222809226019308,1.2222830057144165,1.2244430780410767,1.2248497679829597,1.2248358726501465,3.9747395419453824e-05,1.0325953553547151e-05,-0.0021600723266601562,1.389533281326294e-05,0.25978943889473705,0.96875,0.484375
Exchange,20261122,0.024395719305883818,0.02646501734852791,8,1.3469564118422568,1.084822177886963,1.0791773796081543,1.0800065826624632,1.0779194831848145,0.00013683946153264515,0.0001137515646405518,0.005644798278808594,0.002087099477648735,0.8312774938347345,0.46875,0.765625
Exchange,20261123,0.024819138507635403,0.025209378451108932,8,1.468463733093813,1.0157233476638794,1.006442666053772,1.0067801205441356,1.008575201034546,0.000129786803938714,7.515025936299935e-05,0.009280681610107422,-0.001795080490410328,0.5790285073857407,0.546875,0.234375
Solar,20261121,0.3352707945664965,0.13474008440971375,15,15.128939071903005,0.4018843472003937,0.3706279993057251,0.3759719645604491,0.3767656981945038,0.003996829939751478,0.0006912316312082112,0.03125634789466858,-0.0007937336340546608,0.17294496929513886,0.953125,0.390625
Solar,20261122,0.2523236850906409,0.09863997250795364,15,14.939789097057655,0.390926331281662,0.35831335186958313,0.361440516076982,0.3591947853565216,0.0020553209324134514,0.0008461364195682108,0.03261297941207886,0.002245730720460415,0.41168092351136565,0.890625,0.734375
Solar,20261123,0.28727035775566145,0.11012428253889084,21,20.05278944107704,0.38334718346595764,0.3618201017379761,0.3654475477524102,0.36514225602149963,0.002524526300476282,0.000674969982355833,0.021527081727981567,0.0003052917309105396,0.26736500318039547,0.984375,0.546875
