dataset,seed,designs,exact_iid4_rmse,phasecover4_rmse,cover_minus_exact_iid_rmse,exact_iid4_quotient_mse,phasecover4_quotient_mse,cover_quotient_ratio,cover_better_quotient_fraction,cover_better_rmse_fraction
ETTh1,20261121,1820,0.3333127280513009,0.3314574062824249,-0.0018553217688759838,0.0009727272735160243,0.00048228036030195653,0.4958022391607298,0.8934065934065935,0.615934065934066
ETTh1,20261122,1820,0.2631174797540183,0.26655998826026917,0.0034425085062508853,0.0010717857904507713,0.0005105943419039249,0.4763958866157195,0.9065934065934066,0.10274725274725274
ETTh1,20261123,1820,0.2754433185353384,0.2843569219112396,0.008913603375901247,0.0012481390708541896,0.0005971676437184215,0.4784463988534046,0.8626373626373627,0.15274725274725276
Exchange,20261121,1820,1.2244586415343233,1.2248358726501465,0.0003772311158232178,3.983508355219413e-05,1.0325953553547151e-05,0.25921756985943095,0.9807692307692307,0.38351648351648354
Exchange,20261122,1820,1.0792359551885626,1.0779194831848145,-0.0013164720037481814,0.00014007943131478636,0.0001137515646405518,0.8120504457569463,0.48406593406593407,0.6401098901098901
Exchange,20261123,1820,1.0065011954242056,1.008575201034546,0.0020740056103403237,0.00012710256501372646,7.515025936299935e-05,0.5912568275461907,0.610989010989011,0.24725274725274726
Solar,20261121,1820,0.37543904381793936,0.3767656981945038,0.001326654376564429,0.003630977732053917,0.0006912316312082112,0.19037066107734174,0.9576923076923077,0.40164835164835166
Solar,20261122,1820,0.3610022452833888,0.3591947853565216,-0.0018074599268672054,0.0019459686202226093,0.0008461364195682108,0.43481503800992277,0.871978021978022,0.7137362637362638
Solar,20261123,1820,0.3651396454690577,0.36514225602149963,2.6105524419395287e-06,0.002425471263268264,0.000674969982355833,0.27828405661930095,0.9560439560439561,0.47527472527472525
