dataset,seeds,designs,exact_iid4_rmse,phasecover4_rmse,cover_minus_exact_iid_rmse,exact_iid4_quotient_mse,phasecover4_quotient_mse,cover_quotient_ratio,cover_better_quotient_fraction,cover_better_rmse_fraction
ETTh1,3,1820,0.2906245087802192,0.2941247721513112,0.0035002633710920494,0.001097550711606995,0.0005300141153081009,0.48354817487661794,0.8875457875457876,0.2904761904761905
Exchange,3,1820,1.1033985973823637,1.1037768522898357,0.0003782549074717867,0.00010233902662690231,6.640925918569944e-05,0.5541749477208561,0.6919413919413918,0.4236263736263736
Solar,3,1820,0.36719364485679523,0.367034246524175,-0.00015939833262027894,0.00266747253851493,0.000737446011044085,0.3011565852355218,0.9285714285714285,0.5302197802197802
