dataset,seed,draw,phases,rmse,mae,quotient_mse
Exchange,20261122,36,4-5-10-14,1.0820204019546509,0.9052478671073914,8.130744390655309e-05
Exchange,20261122,37,1-7-8-11,1.0768377780914307,0.9027258157730103,0.00013780414883513004
Exchange,20261122,38,6-11-12-14,1.0824054479599,0.9056349992752075,0.0001023403528961353
Exchange,20261122,39,7-10-12-15,1.0837163925170898,0.9066578149795532,0.00017766134988050908
Exchange,20261122,40,4-7-11-15,1.0833334922790527,0.9055549502372742,0.0002020490646827966
Exchange,20261122,41,4-7-9-12,1.0790237188339233,0.9025545716285706,0.00010547091369517148
Exchange,20261122,42,4-7-9-11,1.0803463459014893,0.9045300483703613,5.627057180390693e-05
Exchange,20261122,43,1-4-12-14,1.0758540630340576,0.9008787274360657,9.22611216083169e-05
Exchange,20261122,44,1-8-12-13,1.0756345987319946,0.9022051095962524,0.00015793701459188014
Exchange,20261122,45,3-6-9-14,1.0799713134765625,0.904111385345459,3.161265340168029e-05
Exchange,20261122,46,3-7-9-10,1.0787243843078613,0.9039616584777832,4.522942253970541e-05
Exchange,20261122,47,0-4-13-14,1.0840033292770386,0.907288134098053,0.00013257921091280878
Exchange,20261122,48,0-3-7-15,1.0825587511062622,0.9048688411712646,0.00023107310698833317
Exchange,20261122,49,0-3-6-13,1.080513596534729,0.9041522145271301,7.167112198658288e-05
Exchange,20261122,50,4-5-12-13,1.0798572301864624,0.9028601050376892,0.00016710825730115175
Exchange,20261122,51,9-10-13-14,1.0844494104385376,0.9102802872657776,0.00015055174299050122
Exchange,20261122,52,6-10-11-14,1.0838173627853394,0.9079753756523132,7.714019739069045e-05
Exchange,20261122,53,8-9-14-15,1.0843333005905151,0.908576250076294,0.00010237542301183566
Exchange,20261122,54,2-3-7-8,1.0734907388687134,0.8991311192512512,0.00010074673627968878
Exchange,20261122,55,4-6-11-13,1.0813065767288208,0.9048420786857605,7.890992856118828e-05
Exchange,20261122,56,1-2-7-11,1.0736379623413086,0.901131272315979,0.0003647463454399258
Exchange,20261122,57,5-6-10-11,1.0819047689437866,0.9057679176330566,7.384907803498209e-05
Exchange,20261122,58,6-7-8-13,1.0831528902053833,0.9059198498725891,0.00017498256056569517
Exchange,20261122,59,0-4-7-13,1.0831127166748047,0.9057846069335938,0.00017650515655986965
Exchange,20261122,60,0-3-9-13,1.0796793699264526,0.905295729637146,2.772875268419739e-05
Exchange,20261122,61,0-1-4-5,1.076206922531128,0.9008891582489014,0.00012293590407352895
Exchange,20261122,62,0-4-7-14,1.0838991403579712,0.9058364629745483,0.00020214548567309976
Exchange,20261122,63,3-5-12-14,1.078909993171692,0.9019739031791687,0.0001131754252128303
Exchange,20261123,0,0-3-5-9,1.003544807434082,0.8552919626235962,0.0001042551375576295
Exchange,20261123,1,4-6-9-11,1.0038784742355347,0.857185959815979,6.096414290368557e-05
Exchange,20261123,2,0-3-6-10,1.0057437419891357,0.8580423593521118,3.68954824807588e-05
Exchange,20261123,3,1-3-8-15,1.0072836875915527,0.8587462306022644,0.00013324366591405123
Exchange,20261123,4,3-4-7-13,1.0029267072677612,0.8544953465461731,0.00015877063560765237
Exchange,20261123,5,6-9-12-13,1.008296251296997,0.862457275390625,0.0001682486617937684
Exchange,20261123,6,4-5-7-8,1.0007652044296265,0.8526490330696106,0.00020242469327058643
Exchange,20261123,7,2-5-10-11,1.0030120611190796,0.855416476726532,5.346821853891015e-05
Exchange,20261123,8,4-6-9-13,1.0047963857650757,0.8581505417823792,2.8965299861738458e-05
Exchange,20261123,9,11-12-13-14,1.0125298500061035,0.8676216006278992,0.0005669437232427299
Exchange,20261123,10,1-2-4-15,1.00774085521698,0.8592380881309509,0.0001881451316876337
Exchange,20261123,11,1-13-14-15,1.013742208480835,0.8680288791656494,0.0002459650859236717
Exchange,20261123,12,0-11-13-15,1.0117653608322144,0.8660763502120972,0.00032878475030884147
Exchange,20261123,13,3-4-7-12,1.0038185119628906,0.8551525473594666,0.0001694127422524616
Exchange,20261123,14,3-4-5-15,1.0029664039611816,0.8532989025115967,0.00036261521745473146
Exchange,20261123,15,0-10-11-15,1.0096646547317505,0.8636274933815002,0.00020740852050948888
Exchange,20261123,16,0-1-6-13,1.013120174407959,0.8676803112030029,0.0002534337399993092
Exchange,20261123,17,0-3-7-12,1.007143497467041,0.8594225645065308,5.350253195501864e-05
Exchange,20261123,18,1-3-11-13,1.009523868560791,0.8628016710281372,0.00010236803791485727
Exchange,20261123,19,1-2-3-7,1.0040842294692993,0.8546019196510315,0.00041471057920716703
Exchange,20261123,20,0-4-7-14,1.0073626041412354,0.860822319984436,3.272263711551204e-05
Exchange,20261123,21,3-10-12-15,1.00709867477417,0.8589862585067749,6.900509470142424e-05
Exchange,20261123,22,4-7-9-12,1.0041427612304688,0.8570814728736877,4.0249167795991525e-05
Exchange,20261123,23,1-5-14-15,1.010799527168274,0.8641775250434875,0.00010692267096601427
Exchange,20261123,24,1-4-5-7,1.0052648782730103,0.8578322529792786,0.00012319089728407562
Exchange,20261123,25,0-1-5-7,1.0086172819137573,0.8620988130569458,7.187302981037647e-05
Exchange,20261123,26,0-8-9-12,1.008055329322815,0.8618311285972595,0.00013543579552788287
Exchange,20261123,27,0-4-5-14,1.0077283382415771,0.8610365986824036,4.1278170101577416e-05
Exchange,20261123,28,2-5-13-15,1.0056010484695435,0.8574228882789612,0.0001054044914781116
Exchange,20261123,29,5-12-14-15,1.0099208354949951,0.8632558584213257,8.628685463918373e-05
Exchange,20261123,30,1-8-9-10,1.0060194730758667,0.8596492409706116,8.050254837144166e-05
Exchange,20261123,31,1-6-7-14,1.009140133857727,0.8630330562591553,7.449294935213402e-05
Exchange,20261123,32,7-10-11-13,1.0059854984283447,0.8603450655937195,0.0001611607731319964
Exchange,20261123,33,5-11-14-15,1.0080959796905518,0.8616222739219666,5.8319794334238395e-05
Exchange,20261123,34,3-5-8-14,1.003244400024414,0.8547987341880798,0.0001597408263478428
Exchange,20261123,35,2-6-12-13,1.0080664157867432,0.8610124588012695,6.29859569016844e-05
Exchange,20261123,36,4-5-10-14,1.0048449039459229,0.8579444289207458,3.8429094274761155e-05
Exchange,20261123,37,1-7-8-11,1.0069735050201416,0.8607330918312073,6.241756636882201e-05
Exchange,20261123,38,6-11-12-14,1.0106910467147827,0.8652424216270447,0.00029027354321442544
Exchange,20261123,39,7-10-12-15,1.0073317289352417,0.8605281710624695,6.931708776392043e-05
Exchange,20261123,40,4-7-11-15,1.004996418952942,0.8577146530151367,2.6712348699220456e-05
Exchange,20261123,41,4-7-9-12,1.0041427612304688,0.8570814728736877,4.0249167795991525e-05
Exchange,20261123,42,4-7-9-11,1.0023291110992432,0.8554562330245972,5.5915104894666e-05
Exchange,20261123,43,1-4-12-14,1.0124614238739014,0.8664767146110535,0.00014612854283768684
Exchange,20261123,44,1-8-12-13,1.0121175050735474,0.8664476871490479,0.0002466884907335043
Exchange,20261123,45,3-6-9-14,1.0040556192398071,0.8562256693840027,7.717379048699513e-05
Exchange,20261123,46,3-7-9-10,1.000327467918396,0.8519865870475769,0.00018585924408398569
Exchange,20261123,47,0-4-13-14,1.0106656551361084,0.8648946285247803,0.00015128107042983174
Exchange,20261123,48,0-3-7-15,1.0058624744415283,0.8573495745658875,0.00010643623681971803
Exchange,20261123,49,0-3-6-13,1.007789969444275,0.860488772392273,3.168731200275943e-05
Exchange,20261123,50,4-5-12-13,1.007621169090271,0.8609938025474548,7.39388051442802e-05
Exchange,20261123,51,9-10-13-14,1.0072317123413086,0.8617526888847351,0.0001307868806179613
Exchange,20261123,52,6-10-11-14,1.0076944828033447,0.8621231317520142,0.0001467481633881107
Exchange,20261123,53,8-9-14-15,1.006054162979126,0.8591622710227966,5.9062480431748554e-05
Exchange,20261123,54,2-3-7-8,0.9996275305747986,0.8494148850440979,0.0005906667793169618
Exchange,20261123,55,4-6-11-13,1.0070017576217651,0.860880970954895,0.0001055753164109774
Exchange,20261123,56,1-2-7-11,1.006454348564148,0.8592208027839661,3.945511707570404e-05
Exchange,20261123,57,5-6-10-11,1.0045909881591797,0.8581944108009338,7.286341860890388e-05
Exchange,20261123,58,6-7-8-13,1.0044291019439697,0.8577843308448792,4.673266448662616e-05
Exchange,20261123,59,0-4-7-13,1.007190227508545,0.8607537150382996,3.7954065192025155e-05
Exchange,20261123,60,0-3-9-13,1.0064027309417725,0.8591499328613281,2.9678349164896645e-05
Exchange,20261123,61,0-1-4-5,1.009330153465271,0.862545371055603,9.09346854314208e-05
Exchange,20261123,62,0-4-7-14,1.0073626041412354,0.860822319984436,3.272263711551204e-05
Exchange,20261123,63,3-5-12-14,1.0068570375442505,0.8590623736381531,7.056983304210007e-05
Solar,20261121,0,0-3-5-9,0.3782416582107544,0.22170418500900269,0.0031845748890191317
Solar,20261121,1,4-6-9-11,0.37944677472114563,0.22331726551055908,0.0020475948695093393
Solar,20261121,2,0-3-6-10,0.37620487809181213,0.2205105423927307,0.0014114755904302
Solar,20261121,3,1-3-8-15,0.3626934587955475,0.2146880179643631,0.0017248056828975677
Solar,20261121,4,3-4-7-13,0.3755364418029785,0.2214917540550232,0.00426093814894557
Solar,20261121,5,6-9-12-13,0.38046085834503174,0.22274063527584076,0.0030372876208275557
Solar,20261121,6,4-5-7-8,0.38947927951812744,0.22943808138370514,0.01191764697432518
Solar,20261121,7,2-5-10-11,0.37390029430389404,0.2202211171388626,0.0007434494327753782
Solar,20261121,8,4-6-9-13,0.37608033418655396,0.22132539749145508,0.0014368722913786769
Solar,20261121,9,11-12-13-14,0.3960987329483032,0.23243044316768646,0.01656370796263218
Solar,20261121,10,1-2-4-15,0.36362338066101074,0.21561987698078156,0.00587955117225647
Solar,20261121,11,1-13-14-15,0.3728674650192261,0.2226232886314392,0.009907315485179424
Solar,20261121,12,0-11-13-15,0.39063772559165955,0.22945235669612885,0.0123790567740798
Solar,20261121,13,3-4-7-12,0.3764321804046631,0.22175723314285278,0.003999633714556694
Solar,20261121,14,3-4-5-15,0.3779767155647278,0.22366195917129517,0.008465793915092945
Solar,20261121,15,0-10-11-15,0.3896629214286804,0.22833509743213654,0.009791041724383831
Solar,20261121,16,0-1-6-13,0.3664736747741699,0.21678292751312256,0.0013891995185986161
Solar,20261121,17,0-3-7-12,0.3748493790626526,0.21984274685382843,0.0007467979448847473
Solar,20261121,18,1-3-11-13,0.3651210069656372,0.2166200429201126,0.0017694156849756837
Solar,20261121,19,1-2-3-7,0.3721635639667511,0.21871113777160645,0.010840170085430145
Solar,20261121,20,0-4-7-14,0.3745925724506378,0.2208973914384842,0.001452102791517973
Solar,20261121,21,3-10-12-15,0.3760077655315399,0.22148378193378448,0.0032768351957201958
Solar,20261121,22,4-7-9-12,0.3779793977737427,0.2221018224954605,0.0013949045678600669
Solar,20261121,23,1-5-14-15,0.3628864884376526,0.21640926599502563,0.0027271730359643698
Solar,20261121,24,1-4-5-7,0.3796879053115845,0.2241489142179489,0.012937117367982864
Solar,20261121,25,0-1-5-7,0.37168699502944946,0.2189275473356247,0.0048617287538945675
Solar,20261121,26,0-8-9-12,0.3850180208683014,0.22429156303405762,0.00408529955893755
Solar,20261121,27,0-4-5-14,0.3763497471809387,0.2230413407087326,0.003833485534414649
Solar,20261121,28,2-5-13-15,0.36875417828559875,0.21866172552108765,0.0019859939347952604
Solar,20261121,29,5-12-14-15,0.37769263982772827,0.22301644086837769,0.005721602123230696
Solar,20261121,30,1-8-9-10,0.3752044141292572,0.22172611951828003,0.004053017590194941
Solar,20261121,31,1-6-7-14,0.3651414215564728,0.21607662737369537,0.0016434130957350135
Solar,20261121,32,7-10-11-13,0.3848396837711334,0.22548973560333252,0.005137688480317593
Solar,20261121,33,5-11-14-15,0.3776828944683075,0.22294573485851288,0.00471638236194849
Solar,20261121,34,3-5-8-14,0.3730592429637909,0.21971462666988373,0.0020172265358269215
Solar,20261121,35,2-6-12-13,0.3705739378929138,0.2184334248304367,0.000569576455745846
Solar,20261121,36,4-5-10-14,0.37412166595458984,0.2210208624601364,0.0016189012676477432
Solar,20261121,37,1-7-8-11,0.37136733531951904,0.21961712837219238,0.0022981937509030104
Solar,20261121,38,6-11-12-14,0.38186511397361755,0.22425730526447296,0.005131123121827841
Solar,20261121,39,7-10-12-15,0.38127902150154114,0.22357217967510223,0.004711892455816269
Solar,20261121,40,4-7-11-15,0.37365832924842834,0.22060024738311768,0.0005670419777743518
Solar,20261121,41,4-7-9-12,0.3779793977737427,0.2221018224954605,0.0013949045678600669
Solar,20261121,42,4-7-9-11,0.38002094626426697,0.22353482246398926,0.0019445465877652168
Solar,20261121,43,1-4-12-14,0.3638601005077362,0.21650105714797974,0.0018110073870047927
Solar,20261121,44,1-8-12-13,0.36947348713874817,0.21875686943531036,0.0027914789970964193
Solar,20261121,45,3-6-9-14,0.37253352999687195,0.21903754770755768,0.0005036882357671857
Solar,20261121,46,3-7-9-10,0.3794330060482025,0.22273790836334229,0.00248291646130383
Solar,20261121,47,0-4-13-14,0.37667346000671387,0.22290681302547455,0.003913842607289553
Solar,20261121,48,0-3-7-15,0.372903972864151,0.21952353417873383,0.001531225279904902
Solar,20261121,49,0-3-6-13,0.3733559846878052,0.219687357544899,0.001103404676541686
Solar,20261121,50,4-5-12-13,0.375434011220932,0.22201420366764069,0.002652643248438835
Solar,20261121,51,9-10-13-14,0.38843730092048645,0.22769148647785187,0.009479613043367863
Solar,20261121,52,6-10-11-14,0.38167598843574524,0.22410154342651367,0.0040942090563476086
Solar,20261121,53,8-9-14-15,0.3815288245677948,0.22383910417556763,0.005777132231742144
Solar,20261121,54,2-3-7-8,0.37918248772621155,0.22297020256519318,0.00756315141916275
Solar,20261121,55,4-6-11-13,0.3752065598964691,0.22133897244930267,0.0009613221045583487
Solar,20261121,56,1-2-7-11,0.3662152588367462,0.21643878519535065,0.0028570194263011217
Solar,20261121,57,5-6-10-11,0.37968674302101135,0.22314965724945068,0.0019006314687430859
Solar,20261121,58,6-7-8-13,0.3793591558933258,0.22288544476032257,0.0028354281093925238
Solar,20261121,59,0-4-7-13,0.3755883574485779,0.22124959528446198,0.0013566543348133564
Solar,20261121,60,0-3-9-13,0.3758537769317627,0.22038155794143677,0.0012204785598441958
Solar,20261121,61,0-1-4-5,0.3742734491825104,0.22100597620010376,0.008468340151011944
Solar,20261121,62,0-4-7-14,0.3745925724506378,0.2208973914384842,0.001452102791517973
Solar,20261121,63,3-5-12-14,0.37153786420822144,0.21954095363616943,0.001464345958083868
Solar,20261122,0,0-3-5-9,0.36261817812919617,0.21886920928955078,0.0019145474070683122
Solar,20261122,1,4-6-9-11,0.36272600293159485,0.21293608844280243,0.0012613727012649179
Solar,20261122,2,0-3-6-10,0.36160603165626526,0.2183280736207962,0.0011478682281449437
Solar,20261122,3,1-3-8-15,0.35407933592796326,0.21023070812225342,0.0017870418960228562
Solar,20261122,4,3-4-7-13,0.3624153137207031,0.21436329185962677,0.0013040808262303472
Solar,20261122,5,6-9-12-13,0.3609335124492645,0.21128495037555695,0.0020569832995533943
Solar,20261122,6,4-5-7-8,0.3647845983505249,0.21464775502681732,0.0034907637163996696
Solar,20261122,7,2-5-10-11,0.3633996844291687,0.21566182374954224,0.0008663882617838681
Solar,20261122,8,4-6-9-13,0.3595876395702362,0.21076083183288574,0.0007531375158578157
Solar,20261122,9,11-12-13-14,0.3702995181083679,0.21770918369293213,0.0072206296026706696
Solar,20261122,10,1-2-4-15,0.35803231596946716,0.21344494819641113,0.00387313193641603
Solar,20261122,11,1-13-14-15,0.3577720820903778,0.21233050525188446,0.00390473916195333
Solar,20261122,12,0-11-13-15,0.3667656481266022,0.2231968641281128,0.0052426462061703205
Solar,20261122,13,3-4-7-12,0.3636646568775177,0.2152613401412964,0.0015045077307149768
Solar,20261122,14,3-4-5-15,0.3641127347946167,0.21691161394119263,0.002776501467451453
Solar,20261122,15,0-10-11-15,0.36751601099967957,0.22384999692440033,0.003719710512086749
Solar,20261122,16,0-1-6-13,0.3535935878753662,0.21207629144191742,0.002424811013042927
Solar,20261122,17,0-3-7-12,0.36213281750679016,0.21944798529148102,0.0010726837208494544
Solar,20261122,18,1-3-11-13,0.3547775447368622,0.2094685286283493,0.0009059375151991844
Solar,20261122,19,1-2-3-7,0.36111122369766235,0.21472299098968506,0.005283018574118614
Solar,20261122,20,0-4-7-14,0.363078773021698,0.21951718628406525,0.0012665385147556663
Solar,20261122,21,3-10-12-15,0.3637107312679291,0.21706271171569824,0.0014916257932782173
Solar,20261122,22,4-7-9-12,0.36348557472229004,0.21394938230514526,0.0010412635747343302
Solar,20261122,23,1-5-14-15,0.3555925786495209,0.21082192659378052,0.0016024477081373334
Solar,20261122,24,1-4-5-7,0.36060070991516113,0.2121667116880417,0.0041780960746109486
Solar,20261122,25,0-1-5-7,0.3581816554069519,0.2150140255689621,0.0031192824244499207
Solar,20261122,26,0-8-9-12,0.3613191246986389,0.2174481749534607,0.002226229989901185
Solar,20261122,27,0-4-5-14,0.36245831847190857,0.2186867743730545,0.0017911404138430953
Solar,20261122,28,2-5-13-15,0.359190434217453,0.214333176612854,0.0009218372870236635
Solar,20261122,29,5-12-14-15,0.3638899326324463,0.21598321199417114,0.0027903812006115913
Solar,20261122,30,1-8-9-10,0.3579866588115692,0.2107013463973999,0.002897929400205612
Solar,20261122,31,1-6-7-14,0.35542064905166626,0.2088996320962906,0.0013423796044662595
Solar,20261122,32,7-10-11-13,0.36690396070480347,0.2160794883966446,0.0026442797388881445
Solar,20261122,33,5-11-14-15,0.3647114336490631,0.2167457789182663,0.0023369838017970324
Solar,20261122,34,3-5-8-14,0.35983482003211975,0.2124825119972229,0.0007924235542304814
Solar,20261122,35,2-6-12-13,0.35750168561935425,0.21106071770191193,0.0005892868502996862
Solar,20261122,36,4-5-10-14,0.36327996850013733,0.21425855159759521,0.0006743319681845605
Solar,20261122,37,1-7-8-11,0.35690388083457947,0.21013987064361572,0.0019082041690126061
Solar,20261122,38,6-11-12-14,0.36410680413246155,0.21380586922168732,0.002774059073999524
Solar,20261122,39,7-10-12-15,0.3653831481933594,0.21698224544525146,0.0018470456125214696
Solar,20261122,40,4-7-11-15,0.363538533449173,0.21622581779956818,0.0004836292937397957
Solar,20261122,41,4-7-9-12,0.36348557472229004,0.21394938230514526,0.0010412635747343302
Solar,20261122,42,4-7-9-11,0.3653871417045593,0.21536469459533691,0.0013753460953012109
Solar,20261122,43,1-4-12-14,0.3552004396915436,0.20918594300746918,0.001059281756170094
Solar,20261122,44,1-8-12-13,0.3530215919017792,0.20711879432201385,0.0019263060530647635
Solar,20261122,45,3-6-9-14,0.3604050278663635,0.21260793507099152,0.0005077364039607346
Solar,20261122,46,3-7-9-10,0.36582595109939575,0.21661870181560516,0.0015633656876161695
Solar,20261122,47,0-4-13-14,0.3627573251724243,0.2192789763212204,0.0027554917614907026
Solar,20261122,48,0-3-7-15,0.36369746923446655,0.22227127850055695,0.0021795001812279224
Solar,20261122,49,0-3-6-13,0.3586694300174713,0.21641968190670013,0.0011066118022426963
Solar,20261122,50,4-5-12-13,0.36038491129875183,0.21167802810668945,0.0009628865518607199
Solar,20261122,51,9-10-13-14,0.3663404583930969,0.21557925641536713,0.003504285356029868
Solar,20261122,52,6-10-11-14,0.36475706100463867,0.21455664932727814,0.0018808041932061315
Solar,20261122,53,8-9-14-15,0.3621279299259186,0.21482031047344208,0.002126923995092511
Solar,20261122,54,2-3-7-8,0.3629303276538849,0.21602636575698853,0.002877870574593544
Solar,20261122,55,4-6-11-13,0.36030250787734985,0.21147210896015167,0.0007004602812230587
Solar,20261122,56,1-2-7-11,0.35758858919143677,0.21216130256652832,0.0018509859219193459
Solar,20261122,57,5-6-10-11,0.3638763725757599,0.21367734670639038,0.0015079518780112267
Solar,20261122,58,6-7-8-13,0.3603815734386444,0.21128983795642853,0.0021875302772969007
Solar,20261122,59,0-4-7-13,0.36114439368247986,0.21783457696437836,0.0008819929789751768
Solar,20261122,60,0-3-9-13,0.3607074022293091,0.21836180984973907,0.0012799483956769109
Solar,20261122,61,0-1-4-5,0.3588556945323944,0.21497821807861328,0.004284089431166649
Solar,20261122,62,0-4-7-14,0.363078773021698,0.21951718628406525,0.0012665385147556663
Solar,20261122,63,3-5-12-14,0.36225926876068115,0.21433047950267792,0.0014834706671535969
Solar,20261123,0,0-3-5-9,0.3630844056606293,0.21272577345371246,0.0016410838579759002
Solar,20261123,1,4-6-9-11,0.36871659755706787,0.2160615175962448,0.001983045367524028
Solar,20261123,2,0-3-6-10,0.3614482879638672,0.21201364696025848,0.0012643119553104043
Solar,20261123,3,1-3-8-15,0.3595838248729706,0.21156562864780426,0.0013095360482111573
Solar,20261123,4,3-4-7-13,0.3690528869628906,0.21528662741184235,0.0020085035357624292
Solar,20261123,5,6-9-12-13,0.3667055070400238,0.21571505069732666,0.002140437252819538
Solar,20261123,6,4-5-7-8,0.3741399645805359,0.21794867515563965,0.005081493407487869
Solar,20261123,7,2-5-10-11,0.3646007776260376,0.214036226272583,0.0008432485046796501
Solar,20261123,8,4-6-9-13,0.36858069896698,0.21597172319889069,0.0010772868990898132
Solar,20261123,9,11-12-13-14,0.3738080859184265,0.21926146745681763,0.008051209151744843
Solar,20261123,10,1-2-4-15,0.36854812502861023,0.21675653755664825,0.005554616451263428
Solar,20261123,11,1-13-14-15,0.36537736654281616,0.2162567526102066,0.005790094379335642
Solar,20261123,12,0-11-13-15,0.36771389842033386,0.21661444008350372,0.006523265037685633
Solar,20261123,13,3-4-7-12,0.36820557713508606,0.21498240530490875,0.0017950079636648297
Solar,20261123,14,3-4-5-15,0.37242594361305237,0.21719329059123993,0.004824947100132704
Solar,20261123,15,0-10-11-15,0.3645302951335907,0.2152242511510849,0.004931332543492317
Solar,20261123,16,0-1-6-13,0.35906994342803955,0.21157081425189972,0.0019347365014255047
Solar,20261123,17,0-3-7-12,0.3605533540248871,0.21196550130844116,0.0009073223336599767
Solar,20261123,18,1-3-11-13,0.36048150062561035,0.2116965800523758,0.0011995426611974835
Solar,20261123,19,1-2-3-7,0.3658137619495392,0.21333031356334686,0.0055705769918859005
Solar,20261123,20,0-4-7-14,0.3636641502380371,0.21411152184009552,0.001010427251458168
Solar,20261123,21,3-10-12-15,0.36304420232772827,0.2140776365995407,0.0013115316396579146
Solar,20261123,22,4-7-9-12,0.3676900863647461,0.21609549224376678,0.0014499351382255554
Solar,20261123,23,1-5-14-15,0.36098209023475647,0.21250784397125244,0.0023921288084238768
Solar,20261123,24,1-4-5-7,0.3695092499256134,0.2150084525346756,0.00526345893740654
Solar,20261123,25,0-1-5-7,0.3594730794429779,0.21070222556591034,0.002636195393279195
Solar,20261123,26,0-8-9-12,0.3657471537590027,0.2169572114944458,0.0036960758734494448
Solar,20261123,27,0-4-5-14,0.3670320212841034,0.2155631184577942,0.002236461266875267
Solar,20261123,28,2-5-13-15,0.3661995232105255,0.2151329070329666,0.0020170279312878847
Solar,20261123,29,5-12-14-15,0.3666936159133911,0.21557873487472534,0.003322181524708867
Solar,20261123,30,1-8-9-10,0.36399045586586,0.21589237451553345,0.0037213086616247892
Solar,20261123,31,1-6-7-14,0.35853469371795654,0.21013645827770233,0.000728086510207504
Solar,20261123,32,7-10-11-13,0.36727669835090637,0.21565872430801392,0.0037622053641825914
Solar,20261123,33,5-11-14-15,0.36574968695640564,0.2146274298429489,0.0030251797288656235
Solar,20261123,34,3-5-8-14,0.3655705153942108,0.21341918408870697,0.0010640389518812299
Solar,20261123,35,2-6-12-13,0.3651231527328491,0.21456952393054962,0.0007084870594553649
Solar,20261123,36,4-5-10-14,0.3680242598056793,0.2154344916343689,0.0010468714172020555
Solar,20261123,37,1-7-8-11,0.3601657748222351,0.21194462478160858,0.0014991755597293377
Solar,20261123,38,6-11-12-14,0.3663671016693115,0.2148711085319519,0.0029558336827903986
Solar,20261123,39,7-10-12-15,0.3645513951778412,0.21507985889911652,0.0029236236587166786
Solar,20261123,40,4-7-11-15,0.3649417757987976,0.21430926024913788,0.0008327995892614126
Solar,20261123,41,4-7-9-12,0.3676900863647461,0.21609549224376678,0.0014499351382255554
Solar,20261123,42,4-7-9-11,0.3677891194820404,0.21575278043746948,0.0019171411404386163
Solar,20261123,43,1-4-12-14,0.3639236092567444,0.21455007791519165,0.0015600812621414661
Solar,20261123,44,1-8-12-13,0.36191660165786743,0.21403950452804565,0.0013396056601777673
Solar,20261123,45,3-6-9-14,0.3631872832775116,0.21276958286762238,0.00048146757762879133
Solar,20261123,46,3-7-9-10,0.3656586706638336,0.21483738720417023,0.0028329843189567327
Solar,20261123,47,0-4-13-14,0.36818549036979675,0.21730977296829224,0.00328991306014359
Solar,20261123,48,0-3-7-15,0.3601275384426117,0.21185295283794403,0.0017395123140886426
Solar,20261123,49,0-3-6-13,0.3623526394367218,0.2124377340078354,0.001179644139483571
Solar,20261123,50,4-5-12-13,0.3707687258720398,0.21695955097675323,0.0019402623875066638
Solar,20261123,51,9-10-13-14,0.36970165371894836,0.21868522465229034,0.005068720784038305
Solar,20261123,52,6-10-11-14,0.36510488390922546,0.21432627737522125,0.002360575133934617
Solar,20261123,53,8-9-14-15,0.3664214611053467,0.21719332039356232,0.003476823680102825
Solar,20261123,54,2-3-7-8,0.3677995800971985,0.2149229496717453,0.003401803784072399
Solar,20261123,55,4-6-11-13,0.3692612946033478,0.21631912887096405,0.0018367563607171178
Solar,20261123,56,1-2-7-11,0.35976818203926086,0.2113742232322693,0.0014755810843780637
Solar,20261123,57,5-6-10-11,0.36693206429481506,0.2147587090730667,0.002686562016606331
Solar,20261123,58,6-7-8-13,0.3668000102043152,0.21482984721660614,0.0022914346773177385
Solar,20261123,59,0-4-7-13,0.36443331837654114,0.21440713107585907,0.0007643208373337984
Solar,20261123,60,0-3-9-13,0.362242192029953,0.21387450397014618,0.0012355961371213198
Solar,20261123,61,0-1-4-5,0.3671622574329376,0.21526463329792023,0.005163216032087803
Solar,20261123,62,0-4-7-14,0.3636641502380371,0.21411152184009552,0.001010427251458168
Solar,20261123,63,3-5-12-14,0.3649807572364807,0.21345382928848267,0.001032686559483409
