method,family,units,datasets,model_families,tau,median_disagreement_reduction,median_C,p90_C,p95_C,max_C,fallback_rate,median_invariant_feature_fraction,median_invariant_dimension_fraction,median_input_dimension_ratio,median_fit_seconds,median_predict_seconds,mean_predictive_rank
BlockGuard-Greedy-t0,BlockGuard-Greedy,20,4,5,0.0,0.06654491843941271,0.0,0.018011775839853833,0.021020495537326996,0.0322135932556196,0.4,0.275,0.275,1.258122123772237,0.14264080667635426,0.0018628435209393501,3.875
BlockGuard-Greedy-t005,BlockGuard-Greedy,20,4,5,0.005,0.37898009699375484,0.00045958008170049903,0.018267066116189303,0.02344575316251392,0.0322135932556196,0.1,0.5394736842105263,0.5394736842105263,1.4347826086956523,0.16222632746212184,0.0007110594888217747,4.65
BlockGuard-Greedy-t01,BlockGuard-Greedy,20,4,5,0.01,0.6417324067975223,0.00045958008170049903,0.018267066116189303,0.023454930668077342,0.03239714336688812,0.1,0.825,0.825,1.6940639269406392,0.036491998529527336,9.519298328086734e-05,4.85
BlockGuard-Greedy-t02,BlockGuard-Greedy,20,4,5,0.02,1.0,0.00022004631581123423,0.02392557344169897,0.03322419774573282,0.0489382309437819,0.1,1.0,1.0,1.6970319634703195,0.0,0.0,4.675
BlockGuard-Grouped-t0,BlockGuard-Grouped,20,4,5,0.0,0.4847840712996497,4.142593584814845e-07,0.019716397380272,0.026163060347865537,0.13066397502139052,0.25,0.6947368421052632,0.6947368421052632,1.573972602739726,0.16523132851580158,0.003149462107103318,3.975
BlockGuard-Grouped-t005,BlockGuard-Grouped,20,4,5,0.005,0.6883753063618634,0.00022004631581123423,0.01803493854745909,0.026163060347865537,0.13066397502139052,0.1,0.9,0.9,1.891304347826087,0.036491998529527336,0.00011629221262410283,4.4
BlockGuard-Grouped-t01,BlockGuard-Grouped,20,4,5,0.01,1.0,0.00045958008170049903,0.023914453452809296,0.047092426491425546,0.13066397502139052,0.1,1.0,1.0,1.9,0.0,0.0,4.825
BlockGuard-Grouped-t02,BlockGuard-Grouped,20,4,5,0.02,1.0,0.00045958008170049903,0.0429544969855947,0.04956787045101556,0.13066397502139052,0.1,1.0,1.0,1.9099526066350712,0.0,0.0,4.75
