dataset,problem_type,model,seed,embedding,k,split,method,tau,selected_features,selected_blocks,selection_key,selection_source_model,general_validation_C,invariant_feature_fraction,invariant_dimension_fraction,raw_disagreement,method_disagreement,maximum_method_disagreement,disagreement_reduction,coordinate_error,raw_task_error,method_task_error,inference_passes,input_dimension,raw_input_dimension,input_dimension_ratio,fit_seconds,predict_seconds,raw_loss,method_loss,trivial_loss,absolute_task_difference,relative_task_difference,safety_denominator,normalized_excess_risk,denominator_sensitive
steel-plates-fault,classification,controlled_mlp,0,PLE,8,validation,BlockGuard-Greedy-t01-transferred,0.01,"[""V15"",""V23"",""V25""]",3,n3__1dd20d671a38a22f,controlled_mlp,0.0004897287921325638,0.125,0.125,0.02957577085532742,0.027488295883488754,0.0469866608010801,0.07058057698816178,3.0153062820330448e-15,0.004558137890676894,0.04427039231856897,1,235,211,1.113744075829384,0.31652902578935027,0.0006482729222625494,0.004558137890676894,0.04427039231856897,0.6459857848778665,0.03971225442789207,8.712385491697951,0.6414276469871896,0.06191228989648648,False
steel-plates-fault,classification,controlled_mlp,0,PLE,8,test,BlockGuard-Greedy-t01-transferred,0.01,"[""V15"",""V23"",""V25""]",3,n3__1dd20d671a38a22f,controlled_mlp,0.0004897287921325638,0.125,0.125,0.03934244198531908,0.03782136637624369,0.0684130248682626,0.03866246049604627,3.0153062820330448e-15,0.005849078136784801,0.030975019092163394,1,235,211,1.113744075829384,0.31652902578935027,0.0006482729222625494,0.005849078136784801,0.030975019092163394,0.6455976337440515,0.025125940955378595,4.29570957470405,0.6397485556072667,0.03927471306524228,False
steel-plates-fault,classification,controlled_mlp,0,PLE,16,validation,BlockGuard-Greedy-t01-transferred,0.01,"[""V15"",""V23"",""V25""]",3,n3__1dd20d671a38a22f,controlled_mlp,0.0004897287921325638,0.125,0.125,0.05854382928359765,0.05302860360604004,0.06689860302064386,0.09420678054455223,4.658657593704352e-15,0.0708222088916694,0.08923228673042288,1,403,403,1.0,1.4383589040953666,0.000833580968901515,0.0708222088916694,0.08923228673042288,0.6459857848778665,0.01841007783875348,0.25994780630061654,0.575163575986197,0.03200842092127769,False
steel-plates-fault,classification,controlled_mlp,0,PLE,16,test,BlockGuard-Greedy-t01-transferred,0.01,"[""V15"",""V23"",""V25""]",3,n3__1dd20d671a38a22f,controlled_mlp,0.0004897287921325638,0.125,0.125,0.06107002729085466,0.06639609918274661,0.0828996447800154,-0.08721253498914905,4.658657593704352e-15,0.03394742035718244,0.055623946834610936,1,403,403,1.0,1.4383589040953666,0.000833580968901515,0.03394742035718244,0.055623946834610936,0.6455976337440515,0.021676526477428494,0.6385323612031767,0.6116502133868691,0.0354394161941019,False
steel-plates-fault,classification,controlled_mlp,0,RBF,8,validation,BlockGuard-Greedy-t01-transferred,0.01,"[""V15"",""V23"",""V25""]",3,n3__1dd20d671a38a22f,controlled_mlp,0.0004897287921325638,0.125,0.125,0.013754002028745941,0.04761454346471322,0.08039751747622279,-2.4618682886041867,1.470176907369571e-15,0.0009342786878791279,0.00034312637077548515,1,235,211,1.113744075829384,0.7700424350332469,0.0010179681703448296,0.0009342786878791279,0.00034312637077548515,0.6459857848778665,-0.0005911523171036428,-0.6327365964491775,0.6450515061899874,-0.0009164420382417189,False
steel-plates-fault,classification,controlled_mlp,0,RBF,8,test,BlockGuard-Greedy-t01-transferred,0.01,"[""V15"",""V23"",""V25""]",3,n3__1dd20d671a38a22f,controlled_mlp,0.0004897287921325638,0.125,0.125,0.01312923658077259,0.048586214144920536,0.07366313867226311,-2.7006122820632026,1.470176907369571e-15,0.0002623554773872489,0.0033190855632381816,1,235,211,1.113744075829384,0.7700424350332469,0.0010179681703448296,0.0002623554773872489,0.0033190855632381816,0.6455976337440515,0.003056730085850933,11.651100698534519,0.6453352782666643,0.004736654245931115,False
steel-plates-fault,classification,controlled_mlp,0,RBF,16,validation,BlockGuard-Greedy-t01-transferred,0.01,"[""V15"",""V23"",""V25""]",3,n3__1dd20d671a38a22f,controlled_mlp,0.0004897287921325638,0.125,0.125,0.0904443567901693,0.11328770392792177,0.14847595635761943,-0.25256796497264045,1.6722557836979342e-15,0.14986593983548407,0.20610300694343847,1,403,403,1.0,0.28198485216125846,0.0005695840809494257,0.14986593983548407,0.20610300694343847,0.6459857848778665,0.0562370671079544,0.3752491538083227,0.49611984504238243,0.11335379479357491,False
steel-plates-fault,classification,controlled_mlp,0,RBF,16,test,BlockGuard-Greedy-t01-transferred,0.01,"[""V15"",""V23"",""V25""]",3,n3__1dd20d671a38a22f,controlled_mlp,0.0004897287921325638,0.125,0.125,0.11088807474325144,0.11143358782385857,0.15665196539464862,-0.004919492757631483,1.6722557836979342e-15,0.09380930501391026,0.1728414416268809,1,403,403,1.0,0.28198485216125846,0.0005695840809494257,0.09380930501391026,0.1728414416268809,0.6455976337440515,0.07903213661297064,0.8424765176679603,0.5517883287301413,0.14322908350535674,False
steel-plates-fault,classification,controlled_mlp,1,PLE,8,validation,BlockGuard-Greedy-t01-transferred,0.01,"[""V10"",""V17"",""V4""]",3,n3__32b960518acaa9ba,controlled_mlp,-0.00013525550206541328,0.125,0.125,0.036071863134953086,0.05993267624454232,0.09189136370614935,-0.6614799191358782,2.6676574911663877e-15,0.003866928515065683,0.04510711676178706,1,235,211,1.113744075829384,0.7915196160320193,0.0010164959821850061,0.003866928515065683,0.04510711676178706,0.6459857848778665,0.041240188246721377,10.664843708914768,0.6421188563628009,0.06422516304897365,False
steel-plates-fault,classification,controlled_mlp,1,PLE,8,test,BlockGuard-Greedy-t01-transferred,0.01,"[""V10"",""V17"",""V4""]",3,n3__32b960518acaa9ba,controlled_mlp,-0.00013525550206541328,0.125,0.125,0.04423913499115628,0.04007255352481919,0.08194233439988309,0.09418315858051973,2.6676574911663877e-15,0.007988466725483074,0.020736285756829186,1,235,211,1.113744075829384,0.7915196160320193,0.0010164959821850061,0.007988466725483074,0.020736285756829186,0.6455976337440515,0.012747819031346112,1.5957779470597009,0.6376091670185685,0.019993155197178758,False
