dataset,problem_type,model,method,family,tau,disagreement_reduction,normalized_excess_risk,absolute_task_difference,method_loss,raw_fallback,invariant_feature_fraction,invariant_dimension_fraction,input_dimension_ratio,fit_seconds,predict_seconds,predictive_rank
california_housing,regression,catboost,BlockGuard-Greedy-t0,BlockGuard-Greedy,0.0,0.009314084787551746,0.014794938129408478,770.6101784721104,62392.91026930238,False,0.125,0.125,1.1159420289855073,1.1588414264842868,0.002997660427354276,7.0
california_housing,regression,catboost,BlockGuard-Greedy-t005,BlockGuard-Greedy,0.005,0.009314084787551746,0.014794938129408478,770.6101784721104,62392.91026930238,False,0.125,0.125,1.1159420289855073,1.1588414264842868,0.002997660427354276,7.0
california_housing,regression,catboost,BlockGuard-Greedy-t01,BlockGuard-Greedy,0.01,0.009314084787551746,0.014794938129408478,770.6101784721104,62392.91026930238,False,0.125,0.125,1.1159420289855073,1.1588414264842868,0.002997660427354276,7.0
california_housing,regression,catboost,BlockGuard-Greedy-t02,BlockGuard-Greedy,0.02,1.0,0.0019163947400576498,101.0404475457035,61723.340538375975,False,1.0,1.0,2.0869565217391304,0.0,0.0,3.0
california_housing,regression,catboost,BlockGuard-Grouped-t0,BlockGuard-Grouped,0.0,0.05676697219913868,0.0038574392690530453,201.63821728123366,61823.93830811151,True,0.375,0.375,1.3478260869565217,0.8968760335119441,0.0021388476015999913,5.0
california_housing,regression,catboost,BlockGuard-Grouped-t005,BlockGuard-Grouped,0.005,0.5567669721991386,0.001788288342793965,94.34399848588146,61716.64408931615,False,0.875,0.875,1.891304347826087,0.8968760335119441,0.0021388476015999913,1.0
california_housing,regression,catboost,BlockGuard-Grouped-t01,BlockGuard-Grouped,0.01,1.0,0.0019163947400576498,101.0404475457035,61723.340538375975,False,1.0,1.0,2.0869565217391304,0.0,0.0,3.0
california_housing,regression,catboost,BlockGuard-Grouped-t02,BlockGuard-Grouped,0.02,1.0,0.0019163947400576498,101.0404475457035,61723.340538375975,False,1.0,1.0,2.0869565217391304,0.0,0.0,3.0
california_housing,regression,controlled_mlp,BlockGuard-Greedy-t0,BlockGuard-Greedy,0.0,-0.3389136096836566,0.0025399218694172497,129.59102600000188,65034.08246050815,False,0.25,0.25,1.2318840579710146,0.5292829800164327,0.0008405224652960896,7.5
california_housing,regression,controlled_mlp,BlockGuard-Greedy-t005,BlockGuard-Greedy,0.005,-0.3389136096836566,0.0025399218694172497,129.59102600000188,65034.08246050815,False,0.25,0.25,1.2318840579710146,0.5292829800164327,0.0008405224652960896,7.5
california_housing,regression,controlled_mlp,BlockGuard-Greedy-t01,BlockGuard-Greedy,0.01,0.39602567785593656,-0.015064963134214541,-731.3189297427052,64173.17250476545,False,0.6875,0.6875,1.7173913043478262,0.15266738005448133,0.00019038596656173468,1.0
california_housing,regression,controlled_mlp,BlockGuard-Greedy-t02,BlockGuard-Greedy,0.02,1.0,-0.0016681211657757905,-72.65560920138887,64831.835825306756,False,1.0,1.0,2.0869565217391304,0.0,0.0,4.0
california_housing,regression,controlled_mlp,BlockGuard-Grouped-t0,BlockGuard-Grouped,0.0,1.0,-0.0016681211657757905,-72.65560920138887,64831.835825306756,False,1.0,1.0,2.0869565217391304,0.0,0.0,4.0
california_housing,regression,controlled_mlp,BlockGuard-Grouped-t005,BlockGuard-Grouped,0.005,1.0,-0.0016681211657757905,-72.65560920138887,64831.835825306756,False,1.0,1.0,2.0869565217391304,0.0,0.0,4.0
california_housing,regression,controlled_mlp,BlockGuard-Grouped-t01,BlockGuard-Grouped,0.01,1.0,-0.0016681211657757905,-72.65560920138887,64831.835825306756,False,1.0,1.0,2.0869565217391304,0.0,0.0,4.0
california_housing,regression,controlled_mlp,BlockGuard-Grouped-t02,BlockGuard-Grouped,0.02,1.0,-0.0016681211657757905,-72.65560920138887,64831.835825306756,False,1.0,1.0,2.0869565217391304,0.0,0.0,4.0
california_housing,regression,tabicl_v2,BlockGuard-Greedy-t0,BlockGuard-Greedy,0.0,0.0,0.0,0.0,58786.472722064536,True,0.0,0.0,1.0,0.0,0.0,7.0
california_housing,regression,tabicl_v2,BlockGuard-Greedy-t005,BlockGuard-Greedy,0.005,0.1977202839647777,-0.003734045347319154,-204.99617347582534,58581.47654858871,False,0.5,0.5,1.463768115942029,0.27604075497947633,0.07120220991782844,3.5
california_housing,regression,tabicl_v2,BlockGuard-Greedy-t01,BlockGuard-Greedy,0.01,0.1977202839647777,-0.003734045347319154,-204.99617347582534,58581.47654858871,False,0.5,0.5,1.463768115942029,0.27604075497947633,0.07120220991782844,3.5
california_housing,regression,tabicl_v2,BlockGuard-Greedy-t02,BlockGuard-Greedy,0.02,0.1977202839647777,-0.003734045347319154,-204.99617347582534,58581.47654858871,False,0.5,0.5,1.463768115942029,0.27604075497947633,0.07120220991782844,3.5
california_housing,regression,tabicl_v2,BlockGuard-Grouped-t0,BlockGuard-Grouped,0.0,0.1433997292955944,0.011297452767769249,620.2213342372197,59406.694056301756,False,0.25,0.25,1.2318840579710144,0.26857491594273597,0.0687076774192974,8.0
california_housing,regression,tabicl_v2,BlockGuard-Grouped-t005,BlockGuard-Grouped,0.005,0.1977202839647777,-0.003734045347319154,-204.99617347582534,58581.47654858871,False,0.5,0.5,1.463768115942029,0.27604075497947633,0.07120220991782844,3.5
