absolute_task_difference,dataset,denominator_sensitive,disagreement_reduction,family,fit_seconds,gate_kind,gate_penalty,global_alpha,inference_passes,maximum_method_disagreement,mean_gate,mean_inference_seconds,method,method_disagreement,method_loss,model,normalized_excess_risk,panel,parameter_count,peak_gpu_memory_bytes,problem_type,raw_disagreement,raw_loss,relative_task_difference,safety_denominator,seed,single_model,split,trivial_loss
0.21940811570829455,steel-plates-fault,False,-10.27028005312301,DualView-D1,1.3048826910089701,fixed,0.0,0.75,1,0.1765825867651286,0.75,0.003476903191767633,DualViewGram-D1-a75,0.12305363001720755,0.21943489735665128,controlled_mlp,0.3396626018235691,guarded_development,245506,78504960,classification,0.010918418126008255,2.678164835674249e-05,8192.479894653565,0.6459590032295097,0,True,validation,0.6459857848778665
0.19961450744142326,steel-plates-fault,False,-10.09748856488471,DualView-D1,1.3048826910089701,fixed,0.0,0.75,1,0.2233025813156176,0.75,0.003476903191767633,DualViewGram-D1-a75,0.16126705654268048,0.19963741399466675,controlled_mlp,0.3092043399995498,guarded_development,245506,78504960,classification,0.014531851562611262,2.29065532434954e-05,8714.296966441527,0.6455747271908081,0,True,test,0.6455976337440515
0.1483511915862381,steel-plates-fault,False,-34.907798000151104,DualView-D1,1.7155797218438238,fixed,0.0,0.75,1,0.13319314639716096,0.75,0.0033689683536067606,DualViewGram-D1-a75,0.09756584945172325,0.1487365002188775,controlled_mlp,0.22978792154714564,guarded_development,245506,78504960,classification,0.00271712148573724,0.00038530863263939785,385.019122385137,0.6456004762452271,1,True,validation,0.6459857848778665
0.06282365616019187,steel-plates-fault,False,-2.6178235237449865,DualView-D1,1.7155797218438238,fixed,0.0,0.75,1,0.13789035192640844,0.75,0.0033689683536067606,DualViewGram-D1-a75,0.09904216921769446,0.06423264385398403,controlled_mlp,0.09752369363444258,guarded_development,245506,78504960,classification,0.02737617480997831,0.0014089876937921665,44.5877962149602,0.6441886460502594,1,True,test,0.6455976337440515
0.05872049394961646,steel-plates-fault,False,0.37057814656260857,DualView-D1,1.7849406288005412,fixed,0.0,0.75,1,0.004101978731999887,0.75,0.004383633355610072,DualViewGram-D1-a75,0.0027457203013843317,0.05894235756824354,tabm_d,0.09093182820605945,guarded_development,917408,310754816,classification,0.004362289434962315,0.0002218636186270856,264.6693239431719,0.6457639212592394,0,True,validation,0.6459857848778665
0.025413492727313074,steel-plates-fault,False,-0.3863707806869707,DualView-D1,1.7849406288005412,fixed,0.0,0.75,1,0.023667846309328368,0.75,0.004383633355610072,DualViewGram-D1-a75,0.012683703984758148,0.026460319258517214,tabm_d,0.03942822263648314,guarded_development,917408,310754816,classification,0.009148854088278716,0.0010468265312041421,24.276699118506748,0.6445508072128474,0,True,test,0.6455976337440515
0.05239794387758128,steel-plates-fault,False,-0.0015329464455553499,DualView-D1,1.5292603368870914,fixed,0.0,0.75,1,0.009069191244777751,0.75,0.0041697795502841474,DualViewGram-D1-a75,0.004748863774084156,0.05352177357389195,tabm_d,0.08125451262329322,guarded_development,917408,310754816,classification,0.004741595162633335,0.001123829696310668,46.62445212970823,0.6448619551815559,1,True,validation,0.6459857848778665
0.035002405044141864,steel-plates-fault,False,-0.4828532266130747,DualView-D1,1.5292603368870914,fixed,0.0,0.75,1,0.017280754013097532,0.75,0.0041697795502841474,DualViewGram-D1-a75,0.010755805274963722,0.03581445113818814,tabm_d,0.05428534029693829,guarded_development,917408,310754816,classification,0.007253452386201852,0.0008120460940462759,43.10396331042162,0.6447855876500053,1,True,test,0.6455976337440515
0.07986937625149948,steel-plates-fault,False,-0.6162534017620573,DualView-D1,1.8564926320686936,fixed,0.0,0.75,1,0.11919999254018732,0.75,0.0038950867485255,DualViewGram-D1-a75,0.10425506584613617,0.10330627911698034,resnet_tabular,0.12829414453901544,guarded_development,510722,83989504,classification,0.06450415865016967,0.02343690286548087,3.407846877632257,0.6225488820123857,0,True,validation,0.6459857848778665
0.07250456514720524,steel-plates-fault,False,-0.5125252837793584,DualView-D1,1.8564926320686936,fixed,0.0,0.75,1,0.16919677873043987,0.75,0.0038950867485255,DualViewGram-D1-a75,0.14691462324203264,0.11185230840345997,resnet_tabular,0.11959518060921559,guarded_development,510722,83989504,classification,0.09713201148937885,0.03934774325625473,1.8426613357471242,0.6062498904877969,0,True,test,0.6455976337440515
0.05717120451802597,steel-plates-fault,False,-2.5178367457989745,DualView-D1,1.404378189938143,fixed,0.0,0.75,1,0.14368290073340018,0.75,0.0038409719010815023,DualViewGram-D1-a75,0.11841256385828246,0.10182886456508533,resnet_tabular,0.09507488866267808,guarded_development,510722,83989504,classification,0.03366061941324923,0.04465766004705936,1.280210482541631,0.6013281248308071,1,True,validation,0.6459857848778665
0.12005684420706625,steel-plates-fault,False,-1.6264863776091678,DualView-D1,1.404378189938143,fixed,0.0,0.75,1,0.1956736547958308,0.75,0.0038409719010815023,DualViewGram-D1-a75,0.16824189414861068,0.1519770237821948,resnet_tabular,0.19563509037439558,guarded_development,510722,83989504,classification,0.06405587920914996,0.03192017957512855,3.761158170319684,0.6136774541689229,1,True,test,0.6455976337440515
0.03239265875416643,cardiotocography,False,-0.5242801815798437,DualView-D1,4.067544406047091,fixed,0.0,0.75,1,0.007177211552055545,0.75,0.002728748694062233,DualViewGram-D1-a75,0.004919702276972113,0.03348296087499082,controlled_mlp,0.016057906847682712,guarded_development,237290,78161408,classification,0.003227557726213482,0.001090302120824396,29.709800738233717,2.0172404200265337,0,True,validation,2.018330722147358
