dataset,problem_type,model,seed,candidate,features,family,selection_key,selected_blocks,selected_dimensions,invariant_feature_fraction,invariant_dimension_fraction,validation_C,validation_raw_loss,validation_method_loss,input_dimension,raw_input_dimension,fit_seconds,predict_seconds,stage
sylvine,classification,catboost,0,raw_only,[],BlockGuard-Grouped,n0__4f53cda18c2baa0c,0,0,0.0,0.0,0.0,0.23182875290392665,0.23182875290392665,160,160,0.0,0.0,
sylvine,classification,catboost,0,very_safe_gram,"[""V11"",""V3"",""V4"",""V19"",""V17""]",BlockGuard-Grouped,n5__f69ebf19dbbe9256,5,40,0.25,0.25,0.011005647310242579,0.23182875290392665,0.23690586081642445,200,160,2.2412594580091536,0.005152830155566335,
sylvine,classification,catboost,0,very_safe_plus_safe_gram,"[""V11"",""V3"",""V4"",""V19"",""V17"",""V16"",""V12"",""V1"",""V2"",""V6""]",BlockGuard-Grouped,n10__58faa6ec968933f7,10,80,0.5,0.5,0.016713018313251435,0.23182875290392665,0.23953877623358205,240,160,2.851562164956704,0.004587159957736731,
sylvine,classification,catboost,0,all_except_dangerous_gram,"[""V11"",""V3"",""V4"",""V19"",""V17"",""V16"",""V12"",""V1"",""V2"",""V6"",""V14"",""V9"",""V5"",""V13"",""V7""]",BlockGuard-Grouped,n15__74d35c2a004ee75e,15,120,0.75,0.75,0.02200713593517708,0.23182875290392665,0.2419810502507548,280,160,2.5811473501380533,0.003288310021162033,
sylvine,classification,catboost,0,all_gram,"[""V11"",""V3"",""V4"",""V19"",""V17"",""V16"",""V12"",""V1"",""V2"",""V6"",""V14"",""V9"",""V5"",""V13"",""V7"",""V20"",""V15"",""V18"",""V10"",""V8""]",BlockGuard-Grouped,n20__6d3f20de7354bc39,20,160,1.0,1.0,0.029049605968052356,0.23182875290392665,0.24522987145313546,320,160,0.0,0.0,
sylvine,classification,catboost,0,stage_0_raw,[],BlockGuard-Greedy,n0__4f53cda18c2baa0c,0,0,0.0,0.0,0.0,0.23182875290392665,0.23182875290392665,160,160,0.0,0.0,0.0
sylvine,classification,catboost,0,stage_1,"[""V7"",""V9"",""V16""]",BlockGuard-Greedy,n3__d7323201e5de4e2b,3,24,0.15,0.15,0.005187231187230857,0.23182875290392665,0.23422171823910826,184,160,2.147976933978498,0.008033107034862041,1.0
sylvine,classification,catboost,0,stage_2,"[""V7"",""V9"",""V16"",""V15"",""V2"",""V14""]",BlockGuard-Greedy,n6__cf1723796d84b6ab,6,48,0.3,0.3,-0.029491205293269887,0.23182875290392665,0.21822391644835454,208,160,2.502100404817611,0.0035093219485133886,2.0
sylvine,classification,catboost,0,stage_3,"[""V7"",""V9"",""V16"",""V15"",""V2"",""V14"",""V6"",""V5"",""V1""]",BlockGuard-Greedy,n9__49025cd918ebeae7,9,72,0.45,0.45,0.004619091059352166,0.23182875290392665,0.23395962472862697,232,160,2.2854440649971366,0.01056331698782742,3.0
sylvine,classification,catboost,0,stage_4,"[""V7"",""V9"",""V16"",""V15"",""V2"",""V14"",""V6"",""V5"",""V1"",""V13"",""V19"",""V4""]",BlockGuard-Greedy,n12__9ff2591af3d3bae9,12,96,0.6,0.6,0.0327604230599142,0.23182875290392665,0.24694173975927225,256,160,1.583220565924421,0.0020561290439218283,4.0
sylvine,classification,catboost,0,stage_5,"[""V7"",""V9"",""V16"",""V15"",""V2"",""V14"",""V6"",""V5"",""V1"",""V13"",""V19"",""V4"",""V17"",""V3""]",BlockGuard-Greedy,n14__c3d81e5875aae589,14,112,0.7,0.7,0.004904258980651766,0.23182875290392665,0.23409117794569884,272,160,2.7793754290323704,0.005207621958106756,5.0
sylvine,classification,catboost,0,stage_6,"[""V7"",""V9"",""V16"",""V15"",""V2"",""V14"",""V6"",""V5"",""V1"",""V13"",""V19"",""V4"",""V17"",""V3"",""V12"",""V11""]",BlockGuard-Greedy,n16__f3cb62e51ed5d7d5,16,128,0.8,0.8,0.0070083247773234224,0.23182875290392665,0.2350618222707042,288,160,3.0721300540026277,0.0022345969919115305,6.0
sylvine,classification,catboost,0,stage_7,"[""V7"",""V9"",""V16"",""V15"",""V2"",""V14"",""V6"",""V5"",""V1"",""V13"",""V19"",""V4"",""V17"",""V3"",""V12"",""V11"",""V20"",""V18""]",BlockGuard-Greedy,n18__847f30b43952b897,18,144,0.9,0.9,0.009666690135984268,0.23182875290392665,0.23628817519809686,304,160,2.8002030421048403,0.00424110097810626,7.0
sylvine,classification,catboost,0,stage_8,"[""V7"",""V9"",""V16"",""V15"",""V2"",""V14"",""V6"",""V5"",""V1"",""V13"",""V19"",""V4"",""V17"",""V3"",""V12"",""V11"",""V20"",""V18"",""V10"",""V8""]",BlockGuard-Greedy,n20__6d3f20de7354bc39,20,160,1.0,1.0,0.029049605968052356,0.23182875290392665,0.24522987145313546,320,160,0.0,0.0,8.0
sylvine,classification,catboost,1,raw_only,[],BlockGuard-Grouped,n0__4f53cda18c2baa0c,0,0,0.0,0.0,0.0,0.24498898239494735,0.24498898239494735,160,160,0.0,0.0,
sylvine,classification,catboost,1,very_safe_gram,"[""V8"",""V1"",""V4"",""V6"",""V12""]",BlockGuard-Grouped,n5__6f4813263d8d27a2,5,40,0.25,0.25,-0.026982820334913015,0.24498898239494735,0.23289641025224286,200,160,1.3353896311018616,0.0068469790276139975,
sylvine,classification,catboost,1,very_safe_plus_safe_gram,"[""V8"",""V1"",""V4"",""V6"",""V12"",""V3"",""V11"",""V19"",""V5"",""V9""]",BlockGuard-Grouped,n10__a5eb59a3b1dd59aa,10,80,0.5,0.5,-0.011884542403130763,0.24498898239494735,0.23966282728554475,240,160,2.095159772085026,0.0052768089808523655,
sylvine,classification,catboost,1,all_except_dangerous_gram,"[""V8"",""V1"",""V4"",""V6"",""V12"",""V3"",""V11"",""V19"",""V5"",""V9"",""V17"",""V2"",""V14"",""V15"",""V18""]",BlockGuard-Grouped,n15__7e21cd3ac5a5b539,15,120,0.75,0.75,-0.009393180008743151,0.24498898239494735,0.24077935176718954,280,160,2.7207012218423188,0.004719951888546348,
sylvine,classification,catboost,1,all_gram,"[""V8"",""V1"",""V4"",""V6"",""V12"",""V3"",""V11"",""V19"",""V5"",""V9"",""V17"",""V2"",""V14"",""V15"",""V18"",""V20"",""V7"",""V16"",""V10"",""V13""]",BlockGuard-Grouped,n20__6d3f20de7354bc39,20,160,1.0,1.0,-0.016357282824462537,0.24498898239494735,0.23765833199746095,320,160,0.0,0.0,
sylvine,classification,catboost,1,stage_0_raw,[],BlockGuard-Greedy,n0__4f53cda18c2baa0c,0,0,0.0,0.0,0.0,0.24498898239494735,0.24498898239494735,160,160,0.0,0.0,0.0
