dataset,problem_type,model,seed,embedding,k,split,method,tau,selected_features,selected_blocks,selection_key,selection_source_model,general_validation_C,invariant_feature_fraction,invariant_dimension_fraction,raw_disagreement,method_disagreement,maximum_method_disagreement,disagreement_reduction,coordinate_error,raw_task_error,method_task_error,inference_passes,input_dimension,raw_input_dimension,input_dimension_ratio,fit_seconds,predict_seconds,raw_loss,method_loss,trivial_loss,absolute_task_difference,relative_task_difference,safety_denominator,normalized_excess_risk,denominator_sensitive
steel-plates-fault,classification,tabm_d,0,PLE,8,validation,BlockGuard-Greedy-t01-transferred,0.01,[],0,n0__4f53cda18c2baa0c,tabm_d,0.0,0.0,0.0,0.07090100580329259,0.07090100580329259,0.07893565169124697,0.0,0.0,0.07361845631277968,0.07361845631277968,1,211,211,1.0,0.0,0.0,0.07361845631277968,0.07361845631277968,0.6459857848778665,0.0,0.0,0.5723673285650869,0.0,False
steel-plates-fault,classification,tabm_d,0,PLE,8,test,BlockGuard-Greedy-t01-transferred,0.01,[],0,n0__4f53cda18c2baa0c,tabm_d,0.0,0.0,0.0,0.08230142810016886,0.08230142810016886,0.09319791488046707,0.0,0.0,0.07222359074382438,0.07222359074382438,1,211,211,1.0,0.0,0.0,0.07222359074382438,0.07222359074382438,0.6455976337440515,0.0,0.0,0.5733740430002272,0.0,False
steel-plates-fault,classification,tabm_d,0,PLE,16,validation,BlockGuard-Greedy-t01-transferred,0.01,[],0,n0__4f53cda18c2baa0c,tabm_d,0.0,0.0,0.0,0.04883293584511485,0.04883293584511485,0.0732826982708471,0.0,0.0,0.02497218044899431,0.02497218044899431,1,403,403,1.0,0.0,0.0,0.02497218044899431,0.02497218044899431,0.6459857848778665,0.0,0.0,0.6210136044288722,0.0,False
steel-plates-fault,classification,tabm_d,0,PLE,16,test,BlockGuard-Greedy-t01-transferred,0.01,[],0,n0__4f53cda18c2baa0c,tabm_d,0.0,0.0,0.0,0.06214982348719582,0.06214982348719582,0.09370074760103236,0.0,0.0,0.017500753228741697,0.017500753228741697,1,403,403,1.0,0.0,0.0,0.017500753228741697,0.017500753228741697,0.6455976337440515,0.0,0.0,0.6280968805153099,0.0,False
steel-plates-fault,classification,tabm_d,0,RBF,8,validation,BlockGuard-Greedy-t01-transferred,0.01,[],0,n0__4f53cda18c2baa0c,tabm_d,0.0,0.0,0.0,0.07520072587693918,0.07520072587693918,0.092407194253172,0.0,0.0,0.10725896144176962,0.10725896144176962,1,211,211,1.0,0.0,0.0,0.10725896144176962,0.10725896144176962,0.6459857848778665,0.0,0.0,0.5387268234360969,0.0,False
steel-plates-fault,classification,tabm_d,0,RBF,8,test,BlockGuard-Greedy-t01-transferred,0.01,[],0,n0__4f53cda18c2baa0c,tabm_d,0.0,0.0,0.0,0.07855725028446123,0.07855725028446123,0.09383079432512487,0.0,0.0,0.10938353611218656,0.10938353611218656,1,211,211,1.0,0.0,0.0,0.10938353611218656,0.10938353611218656,0.6455976337440515,0.0,0.0,0.536214097631865,0.0,False
steel-plates-fault,classification,tabm_d,0,RBF,16,validation,BlockGuard-Greedy-t01-transferred,0.01,[],0,n0__4f53cda18c2baa0c,tabm_d,0.0,0.0,0.0,0.04121145605327706,0.04121145605327706,0.04655707593638277,0.0,0.0,0.08054401402850789,0.08054401402850789,1,403,403,1.0,0.0,0.0,0.08054401402850789,0.08054401402850789,0.6459857848778665,0.0,0.0,0.5654417708493586,0.0,False
steel-plates-fault,classification,tabm_d,0,RBF,16,test,BlockGuard-Greedy-t01-transferred,0.01,[],0,n0__4f53cda18c2baa0c,tabm_d,0.0,0.0,0.0,0.050956804776896465,0.050956804776896465,0.054607344764174434,0.0,0.0,0.07747361172859264,0.07747361172859264,1,403,403,1.0,0.0,0.0,0.07747361172859264,0.07747361172859264,0.6455976337440515,0.0,0.0,0.5681240220154589,0.0,False
steel-plates-fault,classification,tabm_d,1,PLE,8,validation,BlockGuard-Greedy-t01-transferred,0.01,[],0,n0__4f53cda18c2baa0c,tabm_d,0.0,0.0,0.0,0.05896950283888444,0.05896950283888444,0.06578395049483785,0.0,0.0,0.06593009742762826,0.06593009742762826,1,211,211,1.0,0.0,0.0,0.06593009742762826,0.06593009742762826,0.6459857848778665,0.0,0.0,0.5800556874502383,0.0,False
steel-plates-fault,classification,tabm_d,1,PLE,8,test,BlockGuard-Greedy-t01-transferred,0.01,[],0,n0__4f53cda18c2baa0c,tabm_d,0.0,0.0,0.0,0.07146751265658662,0.07146751265658662,0.07997155947837217,0.0,0.0,0.0676884535020783,0.0676884535020783,1,211,211,1.0,0.0,0.0,0.0676884535020783,0.0676884535020783,0.6455976337440515,0.0,0.0,0.5779091802419732,0.0,False
