stage,dataset,problem_type,model,seed,embedding,k,split,method,alpha,raw_disagreement,method_disagreement,disagreement_reduction,coordinate_error,fit_seconds,raw_loss,method_loss,trivial_loss,absolute_task_difference,relative_task_difference,safety_denominator,normalized_excess_risk,denominator_sensitive
full,steel-plates-fault,classification,controlled_mlp,0,PLE,8,validation,Raw embedding,0.0,0.02957577085532742,0.02957577085532742,0.0,2.1564628234719632e-15,0.0,0.004558137890676894,0.004558137890676894,0.6459857848778665,0.0,0.0,0.6414276469871896,0.0,False
full,steel-plates-fault,classification,controlled_mlp,0,PLE,8,validation,Gram-after-embedding,1.0,0.02957577085532742,0.0,1.0,2.1564628234719632e-15,0.23803546209819615,0.004558137890676894,0.0014554836216669627,0.6459857848778665,-0.003102654269009931,-0.6806846004716149,0.6414276469871896,-0.004837107168023109,False
full,steel-plates-fault,classification,controlled_mlp,0,PLE,8,validation,GuardedGram-G2-after-embedding,0.75,0.02957577085532742,0.007393942752237322,0.7499999987014552,2.1564628234719632e-15,0.23803546209819615,0.004558137890676894,0.00208100833006515,0.6459857848778665,-0.0024771295606117434,-0.543452089432925,0.6414276469871896,-0.0038619002037827907,False
full,steel-plates-fault,classification,controlled_mlp,0,PLE,8,test,Raw embedding,0.0,0.03934244198531908,0.03934244198531908,0.0,2.1564628234719632e-15,0.0,0.005849078136784801,0.005849078136784801,0.6455976337440515,0.0,0.0,0.6397485556072667,0.0,False
full,steel-plates-fault,classification,controlled_mlp,0,PLE,8,test,Gram-after-embedding,1.0,0.03934244198531908,0.0,1.0,2.1564628234719632e-15,0.23803546209819615,0.005849078136784801,0.0004714425601345538,0.6455976337440515,-0.005377635576650247,-0.9193988267707255,0.6397485556072667,-0.008405858097710982,False
full,steel-plates-fault,classification,controlled_mlp,0,PLE,8,test,GuardedGram-G2-after-embedding,0.75,0.03934244198531908,0.009835610437980612,0.7500000014831097,2.1564628234719632e-15,0.23803546209819615,0.005849078136784801,0.001696353683515974,0.6455976337440515,-0.004152724453268827,-0.709979308902095,0.6397485556072667,-0.006491182226002758,False
full,steel-plates-fault,classification,controlled_mlp,0,PLE,16,validation,Raw embedding,0.0,0.05854382928359765,0.05854382928359765,0.0,3.723022678026724e-15,0.0,0.0708222088916694,0.0708222088916694,0.6459857848778665,0.0,0.0,0.575163575986197,0.0,False
full,steel-plates-fault,classification,controlled_mlp,0,PLE,16,validation,Gram-after-embedding,1.0,0.05854382928359765,0.0,1.0,3.723022678026724e-15,0.1665039611980319,0.0708222088916694,0.0037509078207847517,0.6459857848778665,-0.06707130107088465,-0.947037689455264,0.575163575986197,-0.11661256705256705,False
full,steel-plates-fault,classification,controlled_mlp,0,PLE,16,validation,GuardedGram-G2-after-embedding,0.75,0.05854382928359765,0.01463595741465307,0.7499999983985732,3.723022678026724e-15,0.1665039611980319,0.0708222088916694,0.01069461683117289,0.6459857848778665,-0.06012759206049651,-0.8489934584286757,0.575163575986197,-0.1045399857899546,False
full,steel-plates-fault,classification,controlled_mlp,0,PLE,16,test,Raw embedding,0.0,0.06107002729085466,0.06107002729085466,0.0,3.723022678026724e-15,0.0,0.03394742035718244,0.03394742035718244,0.6455976337440515,0.0,0.0,0.6116502133868691,0.0,False
full,steel-plates-fault,classification,controlled_mlp,0,PLE,16,test,Gram-after-embedding,1.0,0.06107002729085466,0.0,1.0,3.723022678026724e-15,0.1665039611980319,0.03394742035718244,0.006901589063027638,0.6455976337440515,-0.027045831294154804,-0.7966976874704581,0.6116502133868691,-0.04421780733860106,False
full,steel-plates-fault,classification,controlled_mlp,0,PLE,16,test,GuardedGram-G2-after-embedding,0.75,0.06107002729085466,0.015267506923657276,0.7499999983470842,3.723022678026724e-15,0.1665039611980319,0.03394742035718244,0.011197663762519672,0.6455976337440515,-0.02274975659466277,-0.6701468434213287,0.6116502133868691,-0.03719406303921868,False
full,steel-plates-fault,classification,controlled_mlp,0,RBF,8,validation,Raw embedding,0.0,0.013754002028745941,0.013754002028745941,0.0,9.3338706002943e-16,0.0,0.0009342786878791279,0.0009342786878791279,0.6459857848778665,0.0,0.0,0.6450515061899874,0.0,False
