absolute_task_difference,dataset,denominator_sensitive,disagreement_reduction,family,fit_seconds,inference_passes,input_dimension,input_dimension_ratio,invariant_dimension_fraction,invariant_feature_fraction,maximum_method_disagreement,method,method_disagreement,method_loss,model,normalized_excess_risk,panel,predict_seconds,problem_type,raw_disagreement,raw_fallback,raw_input_dimension,raw_loss,relative_task_difference,safety_denominator,seed,selected_blocks,selected_candidate,selected_features,selection_key,split,tau,trivial_loss
0.08460405248630704,cardiotocography,False,-1.106195742908008,BlockGuard-Grouped,0.4873395459726453,1,299,1.365296803652968,0.5263157894736842,0.5263157894736842,0.02530483115372349,BlockGuard-Grouped-t01,0.016873753831228522,0.10830187362916927,controlled_mlp,0.04242357264821063,guarded_development,0.0009457799606025219,classification,0.008011484159554449,False,219,0.023697821142862237,3.5701194627249393,1.9942698647252077,1,10,very_safe_plus_safe_gram,"[""V16"",""V17"",""V2"",""V21"",""V22"",""V23"",""V3"",""V4"",""V5"",""V7""]",n10__123b6d5b71db384d,test,0.01,2.01796768586807
0.0008423695744011958,cardiotocography,False,-0.08710428123995673,BlockGuard-Greedy,0.4895178999286145,1,243,1.1095890410958904,0.15789473684210525,0.15789473684210525,0.011802948689084033,BlockGuard-Greedy-t01,0.008413044663268358,0.005761691905933427,controlled_mlp,0.00041837926142578236,guarded_development,0.00047770701348781586,classification,0.007738949067215886,False,219,0.004919322331532231,0.17123691387362724,2.013411399815826,1,3,stage_1,"[""V21"",""V24"",""V7""]",n3__2c5a11164347e346,validation,0.01,2.018330722147358
0.013545596615945094,cardiotocography,False,-0.5215347995549005,BlockGuard-Greedy,0.4895178999286145,1,243,1.1095890410958904,0.15789473684210525,0.15789473684210525,0.01585072880872064,BlockGuard-Greedy-t01,0.012189751944844939,0.03724341775880733,controlled_mlp,0.006792258588238535,guarded_development,0.00047770701348781586,classification,0.008011484159554449,False,219,0.023697821142862237,0.5715967106969669,1.9942698647252077,1,3,stage_1,"[""V21"",""V24"",""V7""]",n3__2c5a11164347e346,test,0.01,2.01796768586807
-0.002267618548039318,cardiotocography,False,1.0,BlockGuard-Grouped,0.0,1,371,1.6940639269406392,1.0,1.0,0.0,BlockGuard-Grouped-t01,0.0,0.015742935589510756,tabm_d,-0.0011336277983416297,guarded_development,0.0,classification,0.014906891226504232,False,219,0.018010554137550074,-0.12590498497275973,2.000320168009808,0,19,all_gram,"[""V1"",""V10"",""V11"",""V12"",""V16"",""V17"",""V18"",""V19"",""V2"",""V21"",""V22"",""V23"",""V24"",""V3"",""V4"",""V5"",""V6"",""V7"",""V9""]",n19__5e2c9f4614fefc50,validation,0.01,2.018330722147358
-0.0014202333806652059,cardiotocography,False,1.0,BlockGuard-Grouped,0.0,1,371,1.6940639269406392,1.0,1.0,0.0,BlockGuard-Grouped-t01,0.0,0.014723601724094442,tabm_d,-0.000709469706899366,guarded_development,0.0,classification,0.015318426824853536,False,219,0.016143835104759648,-0.08797372938023146,2.0018238507633104,0,19,all_gram,"[""V1"",""V10"",""V11"",""V12"",""V16"",""V17"",""V18"",""V19"",""V2"",""V21"",""V22"",""V23"",""V24"",""V3"",""V4"",""V5"",""V6"",""V7"",""V9""]",n19__5e2c9f4614fefc50,test,0.01,2.01796768586807
-0.002267618548039318,cardiotocography,False,1.0,BlockGuard-Greedy,0.0,1,371,1.6940639269406392,1.0,1.0,0.0,BlockGuard-Greedy-t01,0.0,0.015742935589510756,tabm_d,-0.0011336277983416297,guarded_development,0.0,classification,0.014906891226504232,False,219,0.018010554137550074,-0.12590498497275973,2.000320168009808,0,19,stage_8,"[""V1"",""V10"",""V11"",""V12"",""V16"",""V17"",""V18"",""V19"",""V2"",""V21"",""V22"",""V23"",""V24"",""V3"",""V4"",""V5"",""V6"",""V7"",""V9""]",n19__5e2c9f4614fefc50,validation,0.01,2.018330722147358
-0.0014202333806652059,cardiotocography,False,1.0,BlockGuard-Greedy,0.0,1,371,1.6940639269406392,1.0,1.0,0.0,BlockGuard-Greedy-t01,0.0,0.014723601724094442,tabm_d,-0.000709469706899366,guarded_development,0.0,classification,0.015318426824853536,False,219,0.016143835104759648,-0.08797372938023146,2.0018238507633104,0,19,stage_8,"[""V1"",""V10"",""V11"",""V12"",""V16"",""V17"",""V18"",""V19"",""V2"",""V21"",""V22"",""V23"",""V24"",""V3"",""V4"",""V5"",""V6"",""V7"",""V9""]",n19__5e2c9f4614fefc50,test,0.01,2.01796768586807
0.011787131404292328,cardiotocography,False,1.0,BlockGuard-Grouped,0.0,1,371,1.6940639269406392,1.0,1.0,0.0,BlockGuard-Grouped-t01,0.0,0.028231499939653078,tabm_d,0.005888012265543868,guarded_development,0.0,classification,0.017076324793406955,False,219,0.01644436853536075,0.7167883265901124,2.0018863536119973,1,19,all_gram,"[""V1"",""V10"",""V11"",""V12"",""V16"",""V17"",""V18"",""V19"",""V2"",""V21"",""V22"",""V23"",""V24"",""V3"",""V4"",""V5"",""V6"",""V7"",""V9""]",n19__5e2c9f4614fefc50,validation,0.01,2.018330722147358
0.013595970820613404,cardiotocography,False,1.0,BlockGuard-Grouped,0.0,1,371,1.6940639269406392,1.0,1.0,0.0,BlockGuard-Grouped-t01,0.0,0.028867720903383864,tabm_d,0.006788834279669188,guarded_development,0.0,classification,0.017228847698661256,False,219,0.01527175008277046,0.8902693369735232,2.0026959357852996,1,19,all_gram,"[""V1"",""V10"",""V11"",""V12"",""V16"",""V17"",""V18"",""V19"",""V2"",""V21"",""V22"",""V23"",""V24"",""V3"",""V4"",""V5"",""V6"",""V7"",""V9""]",n19__5e2c9f4614fefc50,test,0.01,2.01796768586807
0.011787131404292328,cardiotocography,False,1.0,BlockGuard-Greedy,0.0,1,371,1.6940639269406392,1.0,1.0,0.0,BlockGuard-Greedy-t01,0.0,0.028231499939653078,tabm_d,0.005888012265543868,guarded_development,0.0,classification,0.017076324793406955,False,219,0.01644436853536075,0.7167883265901124,2.0018863536119973,1,19,stage_8,"[""V1"",""V10"",""V11"",""V12"",""V16"",""V17"",""V18"",""V19"",""V2"",""V21"",""V22"",""V23"",""V24"",""V3"",""V4"",""V5"",""V6"",""V7"",""V9""]",n19__5e2c9f4614fefc50,validation,0.01,2.018330722147358
0.013595970820613404,cardiotocography,False,1.0,BlockGuard-Greedy,0.0,1,371,1.6940639269406392,1.0,1.0,0.0,BlockGuard-Greedy-t01,0.0,0.028867720903383864,tabm_d,0.006788834279669188,guarded_development,0.0,classification,0.017228847698661256,False,219,0.01527175008277046,0.8902693369735232,2.0026959357852996,1,19,stage_8,"[""V1"",""V10"",""V11"",""V12"",""V16"",""V17"",""V18"",""V19"",""V2"",""V21"",""V22"",""V23"",""V24"",""V3"",""V4"",""V5"",""V6"",""V7"",""V9""]",n19__5e2c9f4614fefc50,test,0.01,2.01796768586807
0.008293202113564747,cardiotocography,False,1.0,BlockGuard-Grouped,0.0,1,371,1.6940639269406392,1.0,1.0,0.0,BlockGuard-Grouped-t01,0.0,0.02645617068576217,catboost,0.0041462532823765535,guarded_development,0.0,classification,0.006113880866491075,False,219,0.018162968572197423,0.4565994859595468,2.0001677535751607,0,19,all_gram,"[""V1"",""V10"",""V11"",""V12"",""V16"",""V17"",""V18"",""V19"",""V2"",""V21"",""V22"",""V23"",""V24"",""V3"",""V4"",""V5"",""V6"",""V7"",""V9""]",n19__5e2c9f4614fefc50,validation,0.01,2.018330722147358
0.009692997037101296,cardiotocography,False,1.0,BlockGuard-Grouped,0.0,1,371,1.6940639269406392,1.0,1.0,0.0,BlockGuard-Grouped-t01,0.0,0.02839966755027284,catboost,0.004848289924455235,guarded_development,0.0,classification,0.005497931148668518,False,219,0.018706670513171545,0.5181572546689356,1.9992610153548984,0,19,all_gram,"[""V1"",""V10"",""V11"",""V12"",""V16"",""V17"",""V18"",""V19"",""V2"",""V21"",""V22"",""V23"",""V24"",""V3"",""V4"",""V5"",""V6"",""V7"",""V9""]",n19__5e2c9f4614fefc50,test,0.01,2.01796768586807
0.008293202113564747,cardiotocography,False,1.0,BlockGuard-Greedy,0.0,1,371,1.6940639269406392,1.0,1.0,0.0,BlockGuard-Greedy-t01,0.0,0.02645617068576217,catboost,0.0041462532823765535,guarded_development,0.0,classification,0.006113880866491075,False,219,0.018162968572197423,0.4565994859595468,2.0001677535751607,0,19,stage_8,"[""V1"",""V10"",""V11"",""V12"",""V16"",""V17"",""V18"",""V19"",""V2"",""V21"",""V22"",""V23"",""V24"",""V3"",""V4"",""V5"",""V6"",""V7"",""V9""]",n19__5e2c9f4614fefc50,validation,0.01,2.018330722147358
0.009692997037101296,cardiotocography,False,1.0,BlockGuard-Greedy,0.0,1,371,1.6940639269406392,1.0,1.0,0.0,BlockGuard-Greedy-t01,0.0,0.02839966755027284,catboost,0.004848289924455235,guarded_development,0.0,classification,0.005497931148668518,False,219,0.018706670513171545,0.5181572546689356,1.9992610153548984,0,19,stage_8,"[""V1"",""V10"",""V11"",""V12"",""V16"",""V17"",""V18"",""V19"",""V2"",""V21"",""V22"",""V23"",""V24"",""V3"",""V4"",""V5"",""V6"",""V7"",""V9""]",n19__5e2c9f4614fefc50,test,0.01,2.01796768586807
0.0077377372945954745,cardiotocography,False,1.0,BlockGuard-Grouped,0.0,1,371,1.6940639269406392,1.0,1.0,0.0,BlockGuard-Grouped-t01,0.0,0.02517961844755131,catboost,0.0038671500065690662,guarded_development,0.0,classification,0.003364708122294675,False,219,0.017441881152955835,0.44362974536632355,2.0008888409944023,1,19,all_gram,"[""V1"",""V10"",""V11"",""V12"",""V16"",""V17"",""V18"",""V19"",""V2"",""V21"",""V22"",""V23"",""V24"",""V3"",""V4"",""V5"",""V6"",""V7"",""V9""]",n19__5e2c9f4614fefc50,validation,0.01,2.018330722147358
0.008866607386197729,cardiotocography,False,1.0,BlockGuard-Grouped,0.0,1,371,1.6940639269406392,1.0,1.0,0.0,BlockGuard-Grouped-t01,0.0,0.026549838447037268,catboost,0.004432673245492084,guarded_development,0.0,classification,0.004347307561716605,False,219,0.01768323106083954,0.5014133082179367,2.0002844548072303,1,19,all_gram,"[""V1"",""V10"",""V11"",""V12"",""V16"",""V17"",""V18"",""V19"",""V2"",""V21"",""V22"",""V23"",""V24"",""V3"",""V4"",""V5"",""V6"",""V7"",""V9""]",n19__5e2c9f4614fefc50,test,0.01,2.01796768586807
0.0077377372945954745,cardiotocography,False,1.0,BlockGuard-Greedy,0.0,1,371,1.6940639269406392,1.0,1.0,0.0,BlockGuard-Greedy-t01,0.0,0.02517961844755131,catboost,0.0038671500065690662,guarded_development,0.0,classification,0.003364708122294675,False,219,0.017441881152955835,0.44362974536632355,2.0008888409944023,1,19,stage_8,"[""V1"",""V10"",""V11"",""V12"",""V16"",""V17"",""V18"",""V19"",""V2"",""V21"",""V22"",""V23"",""V24"",""V3"",""V4"",""V5"",""V6"",""V7"",""V9""]",n19__5e2c9f4614fefc50,validation,0.01,2.018330722147358
0.008866607386197729,cardiotocography,False,1.0,BlockGuard-Greedy,0.0,1,371,1.6940639269406392,1.0,1.0,0.0,BlockGuard-Greedy-t01,0.0,0.026549838447037268,catboost,0.004432673245492084,guarded_development,0.0,classification,0.004347307561716605,False,219,0.01768323106083954,0.5014133082179367,2.0002844548072303,1,19,stage_8,"[""V1"",""V10"",""V11"",""V12"",""V16"",""V17"",""V18"",""V19"",""V2"",""V21"",""V22"",""V23"",""V24"",""V3"",""V4"",""V5"",""V6"",""V7"",""V9""]",n19__5e2c9f4614fefc50,test,0.01,2.01796768586807
6.276917395474439e-06,cardiotocography,False,1.0,BlockGuard-Grouped,0.0,1,371,1.6940639269406392,1.0,1.0,0.0,BlockGuard-Grouped-t01,0.0,5.2695411278573355e-05,tabicl_v2,3.1100263645275527e-06,guarded_development,0.0,classification,0.00022804033300818837,False,219,4.6418493883098916e-05,0.13522449503170716,2.0182843036534748,0,19,all_gram,"[""V1"",""V10"",""V11"",""V12"",""V16"",""V17"",""V18"",""V19"",""V2"",""V21"",""V22"",""V23"",""V24"",""V3"",""V4"",""V5"",""V6"",""V7"",""V9""]",n19__5e2c9f4614fefc50,validation,0.01,2.018330722147358
8.805923256354717e-06,cardiotocography,False,1.0,BlockGuard-Grouped,0.0,1,371,1.6940639269406392,1.0,1.0,0.0,BlockGuard-Grouped-t01,0.0,1.9133386059057533e-05,tabicl_v2,4.3637806416850066e-06,guarded_development,0.0,classification,1.5479404406428855e-05,False,219,1.0327462802702816e-05,0.852670537244647,2.0179573584052672,0,19,all_gram,"[""V1"",""V10"",""V11"",""V12"",""V16"",""V17"",""V18"",""V19"",""V2"",""V21"",""V22"",""V23"",""V24"",""V3"",""V4"",""V5"",""V6"",""V7"",""V9""]",n19__5e2c9f4614fefc50,test,0.01,2.01796768586807
6.276917395474439e-06,cardiotocography,False,1.0,BlockGuard-Greedy,0.0,1,371,1.6940639269406392,1.0,1.0,0.0,BlockGuard-Greedy-t01,0.0,5.2695411278573355e-05,tabicl_v2,3.1100263645275527e-06,guarded_development,0.0,classification,0.00022804033300818837,False,219,4.6418493883098916e-05,0.13522449503170716,2.0182843036534748,0,19,stage_8,"[""V1"",""V10"",""V11"",""V12"",""V16"",""V17"",""V18"",""V19"",""V2"",""V21"",""V22"",""V23"",""V24"",""V3"",""V4"",""V5"",""V6"",""V7"",""V9""]",n19__5e2c9f4614fefc50,validation,0.01,2.018330722147358
8.805923256354717e-06,cardiotocography,False,1.0,BlockGuard-Greedy,0.0,1,371,1.6940639269406392,1.0,1.0,0.0,BlockGuard-Greedy-t01,0.0,1.9133386059057533e-05,tabicl_v2,4.3637806416850066e-06,guarded_development,0.0,classification,1.5479404406428855e-05,False,219,1.0327462802702816e-05,0.852670537244647,2.0179573584052672,0,19,stage_8,"[""V1"",""V10"",""V11"",""V12"",""V16"",""V17"",""V18"",""V19"",""V2"",""V21"",""V22"",""V23"",""V24"",""V3"",""V4"",""V5"",""V6"",""V7"",""V9""]",n19__5e2c9f4614fefc50,test,0.01,2.01796768586807
6.276917395474439e-06,cardiotocography,False,1.0,BlockGuard-Grouped,0.0,1,371,1.6940639269406392,1.0,1.0,0.0,BlockGuard-Grouped-t01,0.0,5.2695411278573355e-05,tabicl_v2,3.1100263645275527e-06,guarded_development,0.0,classification,0.00022804033300818837,False,219,4.6418493883098916e-05,0.13522449503170716,2.0182843036534748,1,19,all_gram,"[""V1"",""V10"",""V11"",""V12"",""V16"",""V17"",""V18"",""V19"",""V2"",""V21"",""V22"",""V23"",""V24"",""V3"",""V4"",""V5"",""V6"",""V7"",""V9""]",n19__5e2c9f4614fefc50,validation,0.01,2.018330722147358
8.805923256354717e-06,cardiotocography,False,1.0,BlockGuard-Grouped,0.0,1,371,1.6940639269406392,1.0,1.0,0.0,BlockGuard-Grouped-t01,0.0,1.9133386059057533e-05,tabicl_v2,4.3637806416850066e-06,guarded_development,0.0,classification,1.5479404406428855e-05,False,219,1.0327462802702816e-05,0.852670537244647,2.0179573584052672,1,19,all_gram,"[""V1"",""V10"",""V11"",""V12"",""V16"",""V17"",""V18"",""V19"",""V2"",""V21"",""V22"",""V23"",""V24"",""V3"",""V4"",""V5"",""V6"",""V7"",""V9""]",n19__5e2c9f4614fefc50,test,0.01,2.01796768586807
6.276917395474439e-06,cardiotocography,False,1.0,BlockGuard-Greedy,0.0,1,371,1.6940639269406392,1.0,1.0,0.0,BlockGuard-Greedy-t01,0.0,5.2695411278573355e-05,tabicl_v2,3.1100263645275527e-06,guarded_development,0.0,classification,0.00022804033300818837,False,219,4.6418493883098916e-05,0.13522449503170716,2.0182843036534748,1,19,stage_8,"[""V1"",""V10"",""V11"",""V12"",""V16"",""V17"",""V18"",""V19"",""V2"",""V21"",""V22"",""V23"",""V24"",""V3"",""V4"",""V5"",""V6"",""V7"",""V9""]",n19__5e2c9f4614fefc50,validation,0.01,2.018330722147358
8.805923256354717e-06,cardiotocography,False,1.0,BlockGuard-Greedy,0.0,1,371,1.6940639269406392,1.0,1.0,0.0,BlockGuard-Greedy-t01,0.0,1.9133386059057533e-05,tabicl_v2,4.3637806416850066e-06,guarded_development,0.0,classification,1.5479404406428855e-05,False,219,1.0327462802702816e-05,0.852670537244647,2.0179573584052672,1,19,stage_8,"[""V1"",""V10"",""V11"",""V12"",""V16"",""V17"",""V18"",""V19"",""V2"",""V21"",""V22"",""V23"",""V24"",""V3"",""V4"",""V5"",""V6"",""V7"",""V9""]",n19__5e2c9f4614fefc50,test,0.01,2.01796768586807
-3.205594024438207e-06,cardiotocography,False,1.0,BlockGuard-Grouped,0.0,1,371,1.6940639269406392,1.0,1.0,0.0,BlockGuard-Grouped-t01,0.0,4.934027260950043e-05,tabpfn_2_6,-1.5882815669866997e-06,guarded_development,0.0,classification,2.116020412262012e-05,False,219,5.2545866633938636e-05,-0.06100563621435752,2.0182781762807243,0,19,all_gram,"[""V1"",""V10"",""V11"",""V12"",""V16"",""V17"",""V18"",""V19"",""V2"",""V21"",""V22"",""V23"",""V24"",""V3"",""V4"",""V5"",""V6"",""V7"",""V9""]",n19__5e2c9f4614fefc50,validation,0.01,2.018330722147358
-4.583052311181984e-06,cardiotocography,False,1.0,BlockGuard-Grouped,0.0,1,371,1.6940639269406392,1.0,1.0,0.0,BlockGuard-Grouped-t01,0.0,4.819012302641302e-05,tabpfn_2_6,-2.2711821407109274e-06,guarded_development,0.0,classification,1.696648248746828e-05,False,219,5.2773175337595006e-05,-0.08684435381922281,2.0179149126927323,0,19,all_gram,"[""V1"",""V10"",""V11"",""V12"",""V16"",""V17"",""V18"",""V19"",""V2"",""V21"",""V22"",""V23"",""V24"",""V3"",""V4"",""V5"",""V6"",""V7"",""V9""]",n19__5e2c9f4614fefc50,test,0.01,2.01796768586807
-3.205594024438207e-06,cardiotocography,False,1.0,BlockGuard-Greedy,0.0,1,371,1.6940639269406392,1.0,1.0,0.0,BlockGuard-Greedy-t01,0.0,4.934027260950043e-05,tabpfn_2_6,-1.5882815669866997e-06,guarded_development,0.0,classification,2.116020412262012e-05,False,219,5.2545866633938636e-05,-0.06100563621435752,2.0182781762807243,0,19,stage_8,"[""V1"",""V10"",""V11"",""V12"",""V16"",""V17"",""V18"",""V19"",""V2"",""V21"",""V22"",""V23"",""V24"",""V3"",""V4"",""V5"",""V6"",""V7"",""V9""]",n19__5e2c9f4614fefc50,validation,0.01,2.018330722147358
-4.583052311181984e-06,cardiotocography,False,1.0,BlockGuard-Greedy,0.0,1,371,1.6940639269406392,1.0,1.0,0.0,BlockGuard-Greedy-t01,0.0,4.819012302641302e-05,tabpfn_2_6,-2.2711821407109274e-06,guarded_development,0.0,classification,1.696648248746828e-05,False,219,5.2773175337595006e-05,-0.08684435381922281,2.0179149126927323,0,19,stage_8,"[""V1"",""V10"",""V11"",""V12"",""V16"",""V17"",""V18"",""V19"",""V2"",""V21"",""V22"",""V23"",""V24"",""V3"",""V4"",""V5"",""V6"",""V7"",""V9""]",n19__5e2c9f4614fefc50,test,0.01,2.01796768586807
2.831826275882175e-06,cardiotocography,False,1.0,BlockGuard-Grouped,0.0,1,371,1.6940639269406392,1.0,1.0,0.0,BlockGuard-Grouped-t01,0.0,5.140809159411911e-05,tabpfn_2_6,1.403087413551189e-06,guarded_development,0.0,classification,3.9545939608800937e-05,False,219,4.8576265318236935e-05,0.058296500509664034,2.01828214588204,1,19,all_gram,"[""V1"",""V10"",""V11"",""V12"",""V16"",""V17"",""V18"",""V19"",""V2"",""V21"",""V22"",""V23"",""V24"",""V3"",""V4"",""V5"",""V6"",""V7"",""V9""]",n19__5e2c9f4614fefc50,validation,0.01,2.018330722147358
1.0205400408156272e-05,cardiotocography,False,1.0,BlockGuard-Grouped,0.0,1,371,1.6940639269406392,1.0,1.0,0.0,BlockGuard-Grouped-t01,0.0,4.908872189893593e-05,tabpfn_2_6,5.057363964118701e-06,guarded_development,0.0,classification,1.3583677366828411e-05,False,219,3.8883321490779656e-05,0.2624621564435092,2.0179288025465794,1,19,all_gram,"[""V1"",""V10"",""V11"",""V12"",""V16"",""V17"",""V18"",""V19"",""V2"",""V21"",""V22"",""V23"",""V24"",""V3"",""V4"",""V5"",""V6"",""V7"",""V9""]",n19__5e2c9f4614fefc50,test,0.01,2.01796768586807
2.831826275882175e-06,cardiotocography,False,1.0,BlockGuard-Greedy,0.0,1,371,1.6940639269406392,1.0,1.0,0.0,BlockGuard-Greedy-t01,0.0,5.140809159411911e-05,tabpfn_2_6,1.403087413551189e-06,guarded_development,0.0,classification,3.9545939608800937e-05,False,219,4.8576265318236935e-05,0.058296500509664034,2.01828214588204,1,19,stage_8,"[""V1"",""V10"",""V11"",""V12"",""V16"",""V17"",""V18"",""V19"",""V2"",""V21"",""V22"",""V23"",""V24"",""V3"",""V4"",""V5"",""V6"",""V7"",""V9""]",n19__5e2c9f4614fefc50,validation,0.01,2.018330722147358
1.0205400408156272e-05,cardiotocography,False,1.0,BlockGuard-Greedy,0.0,1,371,1.6940639269406392,1.0,1.0,0.0,BlockGuard-Greedy-t01,0.0,4.908872189893593e-05,tabpfn_2_6,5.057363964118701e-06,guarded_development,0.0,classification,1.3583677366828411e-05,False,219,3.8883321490779656e-05,0.2624621564435092,2.0179288025465794,1,19,stage_8,"[""V1"",""V10"",""V11"",""V12"",""V16"",""V17"",""V18"",""V19"",""V2"",""V21"",""V22"",""V23"",""V24"",""V3"",""V4"",""V5"",""V6"",""V7"",""V9""]",n19__5e2c9f4614fefc50,test,0.01,2.01796768586807
-0.039436093851322074,sylvine,False,0.7583645510549593,BlockGuard-Grouped,0.10543242888525128,1,280,1.75,0.75,0.75,0.023332791866247954,BlockGuard-Grouped-t01,0.020635786345422635,0.25488673765211695,controlled_mlp,-0.09888085806349473,guarded_development,0.0007722750306129456,classification,0.08540049250023818,False,160,0.294322831503439,-0.13398924456481143,0.39882434905650627,0,15,all_except_dangerous_gram,"[""V10"",""V13"",""V14"",""V15"",""V16"",""V17"",""V18"",""V19"",""V20"",""V3"",""V4"",""V5"",""V7"",""V8"",""V9""]",n15__3a788eb66efdd2c5,validation,0.01,0.6931471805599453
0.0037233813734673937,sylvine,False,0.7016065523455728,BlockGuard-Grouped,0.10543242888525128,1,280,1.75,0.75,0.75,0.024174171818585024,BlockGuard-Grouped-t01,0.021500283925641964,0.2589091606628531,controlled_mlp,0.008501619920535414,guarded_development,0.0007722750306129456,classification,0.07205347200030238,False,160,0.2551857792893857,0.014590865462158086,0.4379614012705596,0,15,all_except_dangerous_gram,"[""V10"",""V13"",""V14"",""V15"",""V16"",""V17"",""V18"",""V19"",""V20"",""V3"",""V4"",""V5"",""V7"",""V8"",""V9""]",n15__3a788eb66efdd2c5,test,0.01,0.6931471805599453
0.003418684466471811,sylvine,False,0.8229781247946517,BlockGuard-Greedy,0.10748836700804532,1,304,1.9,0.9,0.9,0.017569291239404823,BlockGuard-Greedy-t01,0.015117755325852451,0.29774151596991083,controlled_mlp,0.008571905086937018,guarded_development,0.000485375989228487,classification,0.08540049250023818,False,160,0.294322831503439,0.011615423951341896,0.39882434905650627,0,18,stage_7,"[""V10"",""V11"",""V12"",""V13"",""V14"",""V15"",""V16"",""V17"",""V18"",""V19"",""V20"",""V3"",""V4"",""V5"",""V6"",""V7"",""V8"",""V9""]",n18__8ce7f6420efccea3,validation,0.01,0.6931471805599453
0.035619944830213524,sylvine,False,0.8072858345337186,BlockGuard-Greedy,0.10748836700804532,1,304,1.9,0.9,0.9,0.016358114168840206,BlockGuard-Greedy-t01,0.01388572472548635,0.2908057241195992,controlled_mlp,0.08133124226673248,guarded_development,0.000485375989228487,classification,0.07205347200030238,False,160,0.2551857792893857,0.13958436449477776,0.4379614012705596,0,18,stage_7,"[""V10"",""V11"",""V12"",""V13"",""V14"",""V15"",""V16"",""V17"",""V18"",""V19"",""V20"",""V3"",""V4"",""V5"",""V6"",""V7"",""V8"",""V9""]",n18__8ce7f6420efccea3,test,0.01,0.6931471805599453
-0.034103371607352106,sylvine,False,0.8062482677166365,BlockGuard-Grouped,0.14955412014387548,1,280,1.75,0.75,0.75,0.022591041051779233,BlockGuard-Grouped-t01,0.019532406511578837,0.2697538815777858,controlled_mlp,-0.08760404318018088,guarded_development,0.0006454149261116982,classification,0.10081151936754057,False,160,0.3038572531851379,-0.11223484465112697,0.3892899273748074,1,15,all_except_dangerous_gram,"[""V10"",""V13"",""V14"",""V15"",""V16"",""V17"",""V18"",""V19"",""V20"",""V3"",""V4"",""V5"",""V6"",""V7"",""V9""]",n15__9cb01e49709010c6,validation,0.01,0.6931471805599453
0.01732483327298917,sylvine,False,0.7431300960578462,BlockGuard-Grouped,0.14955412014387548,1,280,1.75,0.75,0.75,0.020375237820247777,BlockGuard-Grouped-t01,0.01889305986193017,0.26734927488815036,controlled_mlp,0.03909714341052571,guarded_development,0.0006454149261116982,classification,0.07355108392217415,False,160,0.2500244416151612,0.06929255860375298,0.4431227389447841,1,15,all_except_dangerous_gram,"[""V10"",""V13"",""V14"",""V15"",""V16"",""V17"",""V18"",""V19"",""V20"",""V3"",""V4"",""V5"",""V6"",""V7"",""V9""]",n15__9cb01e49709010c6,test,0.01,0.6931471805599453
-0.00871646401028181,sylvine,False,0.8447319430627145,BlockGuard-Greedy,0.11767824087291956,1,288,1.8,0.8,0.8,0.01949748940919264,BlockGuard-Greedy-t01,0.015652808729093557,0.2951407891748561,controlled_mlp,-0.022390674398029366,guarded_development,0.0010180731769651175,classification,0.10081151936754057,False,160,0.3038572531851379,-0.02868604885653638,0.3892899273748074,1,16,stage_6,"[""V10"",""V13"",""V14"",""V15"",""V16"",""V17"",""V18"",""V19"",""V20"",""V3"",""V4"",""V5"",""V6"",""V7"",""V8"",""V9""]",n16__22283c8e95f4d10f,validation,0.01,0.6931471805599453
0.026140227127479543,sylvine,False,0.7851204615695115,BlockGuard-Greedy,0.11767824087291956,1,288,1.8,0.8,0.8,0.02028938870815177,BlockGuard-Greedy-t01,0.0158046229642589,0.27616466874264073,controlled_mlp,0.058990940500430473,guarded_development,0.0010180731769651175,classification,0.07355108392217415,False,160,0.2500244416151612,0.10455068695929619,0.4431227389447841,1,16,stage_6,"[""V10"",""V13"",""V14"",""V15"",""V16"",""V17"",""V18"",""V19"",""V20"",""V3"",""V4"",""V5"",""V6"",""V7"",""V8"",""V9""]",n16__22283c8e95f4d10f,test,0.01,0.6931471805599453
0.0,sylvine,False,0.0,BlockGuard-Grouped,0.0,1,160,1.0,0.0,0.0,0.17241705991630796,BlockGuard-Grouped-t01,0.09767069940043095,0.2611763589999647,tabm_d,0.0,guarded_development,0.0,classification,0.09767069940043095,True,160,0.2611763589999647,0.0,0.43197082155998057,0,0,raw_only,[],n0__4f53cda18c2baa0c,validation,0.01,0.6931471805599453
0.0,sylvine,False,0.0,BlockGuard-Grouped,0.0,1,160,1.0,0.0,0.0,0.17307876901684552,BlockGuard-Grouped-t01,0.0931771334417581,0.22014984363889678,tabm_d,0.0,guarded_development,0.0,classification,0.0931771334417581,True,160,0.22014984363889678,0.0,0.4729973369210485,0,0,raw_only,[],n0__4f53cda18c2baa0c,test,0.01,0.6931471805599453
0.0,sylvine,False,0.0,BlockGuard-Greedy,0.0,1,160,1.0,0.0,0.0,0.17241705991630796,BlockGuard-Greedy-t01,0.09767069940043095,0.2611763589999647,tabm_d,0.0,guarded_development,0.0,classification,0.09767069940043095,True,160,0.2611763589999647,0.0,0.43197082155998057,0,0,stage_0_raw,[],n0__4f53cda18c2baa0c,validation,0.01,0.6931471805599453
0.0,sylvine,False,0.0,BlockGuard-Greedy,0.0,1,160,1.0,0.0,0.0,0.17307876901684552,BlockGuard-Greedy-t01,0.0931771334417581,0.22014984363889678,tabm_d,0.0,guarded_development,0.0,classification,0.0931771334417581,True,160,0.22014984363889678,0.0,0.4729973369210485,0,0,stage_0_raw,[],n0__4f53cda18c2baa0c,test,0.01,0.6931471805599453
