candidate,stage,features,family,selection_key,selected_blocks,selected_dimensions,invariant_feature_fraction,invariant_dimension_fraction,validation_C,validation_raw_loss,validation_method_loss,input_dimension,raw_input_dimension,fit_seconds,predict_seconds
stage_0_raw,0,[],BlockGuard-Greedy,n0__4f53cda18c2baa0c,0,0,0.0,0.0,0.0,0.29760926535003135,0.29760926535003135,135,135,0.0,0.0
stage_1,1,['capitalGain'],BlockGuard-Greedy,n1__085d15d525be705c,1,8,0.16666666666666666,0.16666666666666666,0.007181505711084213,0.29760926535003135,0.2994793569882609,143,135,0.9920599509496242,0.3846813009586185
stage_2,2,"['capitalGain', 'age']",BlockGuard-Greedy,n2__064017274a229c9d,2,16,0.3333333333333333,0.3333333333333333,0.032103887096734694,0.29760926535003135,0.3059692407130816,151,135,1.5063003259710968,1.3553836960345507
stage_3,3,"['capitalGain', 'age', 'capitalLoss']",BlockGuard-Greedy,n3__da8e3d7443c6ad72,3,24,0.5,0.5,0.026082624118988366,0.29760926535003135,0.30440128073375794,159,135,1.0200112448073924,1.1900860010646284
stage_4,4,"['capitalGain', 'age', 'capitalLoss', 'fnlwgt']",BlockGuard-Greedy,n4__04a9a4308ef56073,4,32,0.6666666666666666,0.6666666666666666,0.012726341136568448,0.29760926535003135,0.3009232534052132,167,135,0.9848408401012421,0.8617950389161706
stage_5,5,"['capitalGain', 'age', 'capitalLoss', 'fnlwgt', 'hoursPerWeek']",BlockGuard-Greedy,n5__3454e4cf1c539b66,5,40,0.8333333333333334,0.8333333333333334,-0.0017054537393252644,0.29760926535003135,0.29716515865352383,175,135,1.1628763710614294,1.0696460488252342
stage_6,6,"['capitalGain', 'age', 'capitalLoss', 'fnlwgt', 'hoursPerWeek', 'educationNum']",BlockGuard-Greedy,n6__7d1e3dfa7b413b02,6,48,1.0,1.0,0.05058818516167818,0.29760926535003135,0.31078262284218594,224,135,0.0,0.0
