dataset,problem_type,model,seed,candidate,features,family,selection_key,selected_blocks,selected_dimensions,invariant_feature_fraction,invariant_dimension_fraction,validation_C,validation_raw_loss,validation_method_loss,input_dimension,raw_input_dimension,fit_seconds,predict_seconds,stage
cardiotocography,classification,catboost,0,raw_only,[],BlockGuard-Grouped,n0__4f53cda18c2baa0c,0,0,0.0,0.0,0.0,0.018162968572197423,0.018162968572197423,219,219,0.0,0.0,
cardiotocography,classification,catboost,0,very_safe_gram,"[""V10"",""V7"",""V12"",""V21"",""V2""]",BlockGuard-Grouped,n5__21161ec1fa588a98,5,40,0.2631578947368421,0.2631578947368421,0.00037340605335462227,0.018162968572197423,0.018909843319107104,259,219,12.060302641009912,0.004813663894310594,
cardiotocography,classification,catboost,0,very_safe_plus_safe_gram,"[""V10"",""V7"",""V12"",""V21"",""V2"",""V3"",""V11"",""V18"",""V4"",""V9""]",BlockGuard-Grouped,n10__90efac44d479d1e7,10,80,0.5263157894736842,0.5263157894736842,0.0005370307820147884,0.018162968572197423,0.019237120225060654,299,219,13.531387350987643,0.00430619902908802,
cardiotocography,classification,catboost,0,all_except_dangerous_gram,"[""V10"",""V7"",""V12"",""V21"",""V2"",""V3"",""V11"",""V18"",""V4"",""V9"",""V19"",""V16"",""V23"",""V6"",""V5""]",BlockGuard-Grouped,n15__f4493453fb7304b8,15,120,0.7894736842105263,0.7894736842105263,0.0011419325329493492,0.018162968572197423,0.020447025201361116,339,219,14.58335372293368,0.005324651021510363,
cardiotocography,classification,catboost,0,all_gram,"[""V10"",""V7"",""V12"",""V21"",""V2"",""V3"",""V11"",""V18"",""V4"",""V9"",""V19"",""V16"",""V23"",""V6"",""V5"",""V1"",""V17"",""V24"",""V22""]",BlockGuard-Grouped,n19__5e2c9f4614fefc50,19,152,1.0,1.0,0.0041462532823765535,0.018162968572197423,0.02645617068576217,371,219,0.0,0.0,
cardiotocography,classification,catboost,0,stage_0_raw,[],BlockGuard-Greedy,n0__4f53cda18c2baa0c,0,0,0.0,0.0,0.0,0.018162968572197423,0.018162968572197423,219,219,0.0,0.0,0.0
cardiotocography,classification,catboost,0,stage_1,"[""V7"",""V10"",""V12""]",BlockGuard-Greedy,n3__2b2b3e3fb7c5a0ba,3,24,0.15789473684210525,0.15789473684210525,0.0018949969393620312,0.018162968572197423,0.021953280343432982,243,219,9.918924181023613,0.011417364934459329,1.0
cardiotocography,classification,catboost,0,stage_2,"[""V7"",""V10"",""V12"",""V21"",""V24"",""V11""]",BlockGuard-Greedy,n6__b405e28d33dce004,6,48,0.3157894736842105,0.3157894736842105,0.0011987294742618227,0.018162968572197423,0.020560628611876026,267,219,11.32991012907587,0.004305338952690363,2.0
cardiotocography,classification,catboost,0,stage_3,"[""V7"",""V10"",""V12"",""V21"",""V24"",""V11"",""V18"",""V6"",""V2""]",BlockGuard-Greedy,n9__50a2d5b74b5551a9,9,72,0.47368421052631576,0.47368421052631576,0.003531837343778923,0.018162968572197423,0.025227235738096574,291,219,12.820625792024657,0.004579852102324367,3.0
cardiotocography,classification,catboost,0,stage_4,"[""V7"",""V10"",""V12"",""V21"",""V24"",""V11"",""V18"",""V6"",""V2"",""V22"",""V16""]",BlockGuard-Greedy,n11__f3eb5d42edbe27a8,11,88,0.5789473684210527,0.5789473684210527,0.004121817011942519,0.018162968572197423,0.026407294045622372,307,219,12.660632529994473,0.003894992871209979,4.0
