stage,dataset,problem_type,model,seed,embedding,k,split,method,alpha,raw_disagreement,method_disagreement,disagreement_reduction,coordinate_error,fit_seconds,raw_loss,method_loss,trivial_loss,absolute_task_difference,relative_task_difference,safety_denominator,normalized_excess_risk,denominator_sensitive
full,steel-plates-fault,classification,tabm_d,0,PLE,8,validation,Raw embedding,0.0,0.07090100580329259,0.07090100580329259,0.0,2.1564628234719632e-15,0.0,0.07361845631277968,0.07361845631277968,0.6459857848778665,0.0,0.0,0.5723673285650869,0.0,False
full,steel-plates-fault,classification,tabm_d,0,PLE,8,validation,Gram-after-embedding,1.0,0.07090100580329259,0.0,1.0,2.1564628234719632e-15,0.44971565599553287,0.07361845631277968,0.006169373161843467,0.6459857848778665,-0.06744908315093621,-0.916198009699743,0.5723673285650869,-0.11784230123691665,False
full,steel-plates-fault,classification,tabm_d,0,PLE,8,test,Raw embedding,0.0,0.08230142810016886,0.08230142810016886,0.0,2.1564628234719632e-15,0.0,0.07222359074382438,0.07222359074382438,0.6455976337440515,0.0,0.0,0.5733740430002272,0.0,False
full,steel-plates-fault,classification,tabm_d,0,PLE,8,test,Gram-after-embedding,1.0,0.08230142810016886,0.0,1.0,2.1564628234719632e-15,0.44971565599553287,0.07222359074382438,0.007100075728920139,0.6455976337440515,-0.06512351501490424,-0.9016931219315311,0.5733740430002272,-0.11357946145266717,False
full,steel-plates-fault,classification,tabm_d,0,PLE,16,validation,Raw embedding,0.0,0.04883293584511485,0.04883293584511485,0.0,3.723022678026724e-15,0.0,0.02497218044899431,0.02497218044899431,0.6459857848778665,0.0,0.0,0.6210136044288722,0.0,False
full,steel-plates-fault,classification,tabm_d,0,PLE,16,validation,Gram-after-embedding,1.0,0.04883293584511485,0.0,1.0,3.723022678026724e-15,0.47137802792713046,0.02497218044899431,0.010023721801579146,0.6459857848778665,-0.014948458647415164,-0.5986044621913332,0.6210136044288722,-0.02407106469295921,False
full,steel-plates-fault,classification,tabm_d,0,PLE,16,test,Raw embedding,0.0,0.06214982348719582,0.06214982348719582,0.0,3.723022678026724e-15,0.0,0.017500753228741697,0.017500753228741697,0.6455976337440515,0.0,0.0,0.6280968805153099,0.0,False
full,steel-plates-fault,classification,tabm_d,0,PLE,16,test,Gram-after-embedding,1.0,0.06214982348719582,0.0,1.0,3.723022678026724e-15,0.47137802792713046,0.017500753228741697,0.010515796524191882,0.6455976337440515,-0.006984956704549815,-0.3991232041989105,0.6280968805153099,-0.011120826931697452,False
full,steel-plates-fault,classification,tabm_d,0,RBF,8,validation,Raw embedding,0.0,0.07520072587693918,0.07520072587693918,0.0,9.3338706002943e-16,0.0,0.10725896144176962,0.10725896144176962,0.6459857848778665,0.0,0.0,0.5387268234360969,0.0,False
full,steel-plates-fault,classification,tabm_d,0,RBF,8,validation,Gram-after-embedding,1.0,0.07520072587693918,0.0,1.0,9.3338706002943e-16,0.4880575709976256,0.10725896144176962,0.005694699239808639,0.6459857848778665,-0.10156426220196098,-0.9469070074587635,0.5387268234360969,-0.18852646236206652,False
full,steel-plates-fault,classification,tabm_d,0,RBF,8,test,Raw embedding,0.0,0.07855725028446123,0.07855725028446123,0.0,9.3338706002943e-16,0.0,0.10938353611218656,0.10938353611218656,0.6455976337440515,0.0,0.0,0.536214097631865,0.0,False
full,steel-plates-fault,classification,tabm_d,0,RBF,8,test,Gram-after-embedding,1.0,0.07855725028446123,0.0,1.0,9.3338706002943e-16,0.4880575709976256,0.10938353611218656,0.006715488370084398,0.6455976337440515,-0.10266804774210216,-0.9386060406458535,0.536214097631865,-0.19146838584722994,False
full,steel-plates-fault,classification,tabm_d,0,RBF,16,validation,Raw embedding,0.0,0.04121145605327706,0.04121145605327706,0.0,1.5550870031189595e-15,0.0,0.08054401402850789,0.08054401402850789,0.6459857848778665,0.0,0.0,0.5654417708493586,0.0,False
full,steel-plates-fault,classification,tabm_d,0,RBF,16,validation,Gram-after-embedding,1.0,0.04121145605327706,0.0,1.0,1.5550870031189595e-15,0.47294115205295384,0.08054401402850789,0.004572091432737637,0.6459857848778665,-0.07597192259577025,-0.9432348699293857,0.5654417708493586,-0.13435852551475225,False
full,steel-plates-fault,classification,tabm_d,0,RBF,16,test,Raw embedding,0.0,0.050956804776896465,0.050956804776896465,0.0,1.5550870031189595e-15,0.0,0.07747361172859264,0.07747361172859264,0.6455976337440515,0.0,0.0,0.5681240220154589,0.0,False
full,steel-plates-fault,classification,tabm_d,0,RBF,16,test,Gram-after-embedding,1.0,0.050956804776896465,0.0,1.0,1.5550870031189595e-15,0.47294115205295384,0.07747361172859264,0.0037270776363531604,0.6455976337440515,-0.07374653409223948,-0.9518922952835871,0.5681240220154589,-0.12980710414359634,False
full,steel-plates-fault,classification,tabm_d,1,PLE,8,validation,Raw embedding,0.0,0.05896950283888444,0.05896950283888444,0.0,2.1564628234719632e-15,0.0,0.06593009742762826,0.06593009742762826,0.6459857848778665,0.0,0.0,0.5800556874502383,0.0,False
full,steel-plates-fault,classification,tabm_d,1,PLE,8,validation,Gram-after-embedding,1.0,0.05896950283888444,0.0,1.0,2.1564628234719632e-15,0.4319634030107409,0.06593009742762826,0.014975213712404158,0.6459857848778665,-0.0509548837152241,-0.772862254164837,0.5800556874502383,-0.08784481355438034,False
full,steel-plates-fault,classification,tabm_d,1,PLE,8,test,Raw embedding,0.0,0.07146751265658662,0.07146751265658662,0.0,2.1564628234719632e-15,0.0,0.0676884535020783,0.0676884535020783,0.6455976337440515,0.0,0.0,0.5779091802419732,0.0,False
full,steel-plates-fault,classification,tabm_d,1,PLE,8,test,Gram-after-embedding,1.0,0.07146751265658662,0.0,1.0,2.1564628234719632e-15,0.4319634030107409,0.0676884535020783,0.013055242473017857,0.6455976337440515,-0.05463321102906045,-0.8071274819032909,0.5779091802419732,-0.09453598056044943,False
full,steel-plates-fault,classification,tabm_d,1,PLE,16,validation,Raw embedding,0.0,0.048056597833775354,0.048056597833775354,0.0,3.723022678026724e-15,0.0,0.03491453604861551,0.03491453604861551,0.6459857848778665,0.0,0.0,0.611071248829251,0.0,False
full,steel-plates-fault,classification,tabm_d,1,PLE,16,validation,Gram-after-embedding,1.0,0.048056597833775354,0.0,1.0,3.723022678026724e-15,0.46102345478720963,0.03491453604861551,0.005543269565874077,0.6459857848778665,-0.029371266482741434,-0.8412331884302988,0.611071248829251,-0.04806520768079619,False
full,steel-plates-fault,classification,tabm_d,1,PLE,16,test,Raw embedding,0.0,0.06620130453002365,0.06620130453002365,0.0,3.723022678026724e-15,0.0,0.022113495387409303,0.022113495387409303,0.6455976337440515,0.0,0.0,0.6234841383566423,0.0,False
full,steel-plates-fault,classification,tabm_d,1,PLE,16,test,Gram-after-embedding,1.0,0.06620130453002365,0.0,1.0,3.723022678026724e-15,0.46102345478720963,0.022113495387409303,0.006240444682655664,0.6455976337440515,-0.015873050704753637,-0.7177992636022268,0.6234841383566423,-0.025458627939744016,False
full,steel-plates-fault,classification,tabm_d,1,RBF,8,validation,Raw embedding,0.0,0.019246354512371857,0.019246354512371857,0.0,9.3338706002943e-16,0.0,0.04958107966298647,0.04958107966298647,0.6459857848778665,0.0,0.0,0.59640470521488,0.0,False
full,steel-plates-fault,classification,tabm_d,1,RBF,8,validation,Gram-after-embedding,1.0,0.019246354512371857,0.0,1.0,9.3338706002943e-16,0.5261545970570296,0.04958107966298647,0.004240933131736076,0.6459857848778665,-0.045340146531250396,-0.914464687728411,0.59640470521488,-0.07602244941195542,False
full,steel-plates-fault,classification,tabm_d,1,RBF,8,test,Raw embedding,0.0,0.031498908372228136,0.031498908372228136,0.0,9.3338706002943e-16,0.0,0.04263754500288539,0.04263754500288539,0.6455976337440515,0.0,0.0,0.6029600887411661,0.0,False
full,steel-plates-fault,classification,tabm_d,1,RBF,8,test,Gram-after-embedding,1.0,0.031498908372228136,0.0,1.0,9.3338706002943e-16,0.5261545970570296,0.04263754500288539,0.0048387056445875695,0.6455976337440515,-0.03779883935829782,-0.8865153787756748,0.6029600887411661,-0.06268879162004337,False
full,steel-plates-fault,classification,tabm_d,1,RBF,16,validation,Raw embedding,0.0,0.0501384798299406,0.0501384798299406,0.0,1.5550870031189595e-15,0.0,0.0844915619904178,0.0844915619904178,0.6459857848778665,0.0,0.0,0.5614942228874487,0.0,False
full,steel-plates-fault,classification,tabm_d,1,RBF,16,validation,Gram-after-embedding,1.0,0.0501384798299406,0.0,1.0,1.5550870031189595e-15,0.5071657299995422,0.0844915619904178,0.0031148346221480556,0.6459857848778665,-0.08137672736826974,-0.9631343704771217,0.5614942228874487,-0.14492887736189886,False
full,steel-plates-fault,classification,tabm_d,1,RBF,16,test,Raw embedding,0.0,0.06017124499958037,0.06017124499958037,0.0,1.5550870031189595e-15,0.0,0.08800993211818862,0.08800993211818862,0.6455976337440515,0.0,0.0,0.5575877016258629,0.0,False
full,steel-plates-fault,classification,tabm_d,1,RBF,16,test,Gram-after-embedding,1.0,0.06017124499958037,0.0,1.0,1.5550870031189595e-15,0.5071657299995422,0.08800993211818862,0.0027366240849378463,0.6455976337440515,-0.08527330803325078,-0.9689055085139388,0.5575877016258629,-0.15293254816166754,False
full,cardiotocography,classification,tabm_d,0,PLE,8,validation,Raw embedding,0.0,0.008943205498689693,0.008943205498689693,0.0,1.7553569433902088e-15,0.0,0.009883368627436466,0.009883368627436466,2.018330722147358,0.0,0.0,2.0084473535199217,0.0,False
full,cardiotocography,classification,tabm_d,0,PLE,8,validation,Gram-after-embedding,1.0,0.008943205498689693,0.0,1.0,1.7553569433902088e-15,0.4901294391602278,0.009883368627436466,0.01326095816700604,2.018330722147358,0.003377589539569575,0.3417447701174786,2.0084473535199217,0.0016816918470131425,False
full,cardiotocography,classification,tabm_d,0,PLE,8,test,Raw embedding,0.0,0.008942620989580385,0.008942620989580385,0.0,1.7553569433902088e-15,0.0,0.0076688819610814,0.0076688819610814,2.01796768586807,0.0,0.0,2.0102988039069887,0.0,False
full,cardiotocography,classification,tabm_d,0,PLE,8,test,Gram-after-embedding,1.0,0.008942620989580385,0.0,1.0,1.7553569433902088e-15,0.4901294391602278,0.0076688819610814,0.007451958930614262,2.01796768586807,-0.0002169230304671383,-0.02828613500220698,2.0102988039069887,-0.00010790586456379087,False
full,cardiotocography,classification,tabm_d,0,PLE,16,validation,Raw embedding,0.0,0.014889884885652476,0.014889884885652476,0.0,1.100863744284972e-15,0.0,0.023766385665555466,0.023766385665555466,2.018330722147358,0.0,0.0,1.9945643364818026,0.0,False
full,cardiotocography,classification,tabm_d,0,PLE,16,validation,Gram-after-embedding,1.0,0.014889884885652476,0.0,1.0,1.100863744284972e-15,0.4737071059644222,0.023766385665555466,0.013216740086116629,2.018330722147358,-0.010549645579438837,-0.4438893539764609,1.9945643364818026,-0.00528919793986053,False
full,cardiotocography,classification,tabm_d,0,PLE,16,test,Raw embedding,0.0,0.01860457657743795,0.01860457657743795,0.0,1.100863744284972e-15,0.0,0.019929583530280272,0.019929583530280272,2.01796768586807,0.0,0.0,1.9980381023377898,0.0,False
full,cardiotocography,classification,tabm_d,0,PLE,16,test,Gram-after-embedding,1.0,0.01860457657743795,0.0,1.0,1.100863744284972e-15,0.4737071059644222,0.019929583530280272,0.007434564713333672,2.01796768586807,-0.0124950188169466,-0.6269583505326206,1.9980381023377898,-0.006253643913160062,False
full,cardiotocography,classification,tabm_d,0,RBF,8,validation,Raw embedding,0.0,0.009892525145157365,0.009892525145157365,0.0,1.186261389573777e-15,0.0,0.018010554137550074,0.018010554137550074,2.018330722147358,0.0,0.0,2.000320168009808,0.0,False
full,cardiotocography,classification,tabm_d,0,RBF,8,validation,Gram-after-embedding,1.0,0.009892525145157365,0.0,1.0,1.186261389573777e-15,0.540167534025386,0.018010554137550074,0.0062608557816359895,2.018330722147358,-0.011749698355914084,-0.652378503525176,2.000320168009808,-0.005873908859102436,False
full,cardiotocography,classification,tabm_d,0,RBF,8,test,Raw embedding,0.0,0.0108177321588921,0.0108177321588921,0.0,1.186261389573777e-15,0.0,0.016143835104759648,0.016143835104759648,2.01796768586807,0.0,0.0,2.0018238507633104,0.0,False
full,cardiotocography,classification,tabm_d,0,RBF,8,test,Gram-after-embedding,1.0,0.0108177321588921,0.0,1.0,1.186261389573777e-15,0.540167534025386,0.016143835104759648,0.0035174309001332073,2.01796768586807,-0.01262640420462644,-0.7821192500228046,2.0018238507633104,-0.006307450178402009,False
full,cardiotocography,classification,tabm_d,0,RBF,16,validation,Raw embedding,0.0,0.014700056032330249,0.014700056032330249,0.0,3.134465595416298e-15,0.0,0.03791555415444338,0.03791555415444338,2.018330722147358,0.0,0.0,1.9804151679929147,0.0,False
full,cardiotocography,classification,tabm_d,0,RBF,16,validation,Gram-after-embedding,1.0,0.014700056032330249,0.0,1.0,3.134465595416298e-15,0.4972646301612258,0.03791555415444338,0.021042181162887544,2.018330722147358,-0.016873372991555835,-0.4450250924152303,1.9804151679929147,-0.008520119045874831,False
full,cardiotocography,classification,tabm_d,0,RBF,16,test,Raw embedding,0.0,0.01630663176042048,0.01630663176042048,0.0,3.134465595416298e-15,0.0,0.039994897863843845,0.039994897863843845,2.01796768586807,0.0,0.0,1.9779727880042262,0.0,False
full,cardiotocography,classification,tabm_d,0,RBF,16,test,Gram-after-embedding,1.0,0.01630663176042048,0.0,1.0,3.134465595416298e-15,0.4972646301612258,0.039994897863843845,0.01777753752297667,2.01796768586807,-0.022217360340867177,-0.5555048650581027,1.9779727880042262,-0.011232389280382612,False
full,cardiotocography,classification,tabm_d,1,PLE,8,validation,Raw embedding,0.0,0.011155819799514296,0.011155819799514296,0.0,1.7553569433902088e-15,0.0,0.020006364910536655,0.020006364910536655,2.018330722147358,0.0,0.0,1.9983243572368214,0.0,False
full,cardiotocography,classification,tabm_d,1,PLE,8,validation,Gram-after-embedding,1.0,0.011155819799514296,0.0,1.0,1.7553569433902088e-15,0.44643032108433545,0.020006364910536655,0.0036635059529468873,2.018330722147358,-0.016342858957589766,-0.8168829785256267,1.9983243572368214,-0.008178281417831397,False
full,cardiotocography,classification,tabm_d,1,PLE,8,test,Raw embedding,0.0,0.010492101393057507,0.010492101393057507,0.0,1.7553569433902088e-15,0.0,0.014955656132235455,0.014955656132235455,2.01796768586807,0.0,0.0,2.0030120297358347,0.0,False
full,cardiotocography,classification,tabm_d,1,PLE,8,test,Gram-after-embedding,1.0,0.010492101393057507,0.0,1.0,1.7553569433902088e-15,0.44643032108433545,0.014955656132235455,0.0019183585223300987,2.01796768586807,-0.013037297609905355,-0.8717302333399292,2.0030120297358347,-0.00650884638552309,False
full,cardiotocography,classification,tabm_d,1,PLE,16,validation,Raw embedding,0.0,0.015253280399119863,0.015253280399119863,0.0,1.100863744284972e-15,0.0,0.008907708521144269,0.008907708521144269,2.018330722147358,0.0,0.0,2.009423013626214,0.0,False
full,cardiotocography,classification,tabm_d,1,PLE,16,validation,Gram-after-embedding,1.0,0.015253280399119863,0.0,1.0,1.100863744284972e-15,0.48100691684521735,0.008907708521144269,0.0044014795498638105,2.018330722147358,-0.004506228971280458,-0.505879706389584,2.009423013626214,-0.002242548702151319,False
full,cardiotocography,classification,tabm_d,1,PLE,16,test,Raw embedding,0.0,0.017842329656447286,0.017842329656447286,0.0,1.100863744284972e-15,0.0,0.008116754296437148,0.008116754296437148,2.01796768586807,0.0,0.0,2.009850931571633,0.0,False
