panel,dataset,problem_type,model,seed,method,family,split,global_alpha,gate_kind,gate_penalty,raw_disagreement,method_disagreement,maximum_method_disagreement,disagreement_reduction,inference_passes,single_model,fit_seconds,mean_inference_seconds,parameter_count,peak_gpu_memory_bytes,mean_gate,raw_loss,method_loss,trivial_loss,absolute_task_difference,relative_task_difference,safety_denominator,normalized_excess_risk,denominator_sensitive
guarded_development,steel-plates-fault,classification,tabm_d,0,DualViewGram-D1-a75,DualView-D1,validation,0.75,fixed,0.0,0.004362289434962315,0.0027457203013843317,0.004101978731999887,0.37057814656260857,1,True,1.7849406288005412,0.004383633355610072,917408,310754816,0.75,0.0002218636186270856,0.05894235756824354,0.6459857848778665,0.05872049394961646,264.6693239431719,0.6457639212592394,0.09093182820605945,False
guarded_development,steel-plates-fault,classification,tabm_d,0,DualViewGram-D1-a75,DualView-D1,test,0.75,fixed,0.0,0.009148854088278716,0.012683703984758148,0.023667846309328368,-0.3863707806869707,1,True,1.7849406288005412,0.004383633355610072,917408,310754816,0.75,0.0010468265312041421,0.026460319258517214,0.6455976337440515,0.025413492727313074,24.276699118506748,0.6445508072128474,0.03942822263648314,False
guarded_development,steel-plates-fault,classification,tabm_d,1,DualViewGram-D1-a75,DualView-D1,validation,0.75,fixed,0.0,0.004741595162633335,0.004748863774084156,0.009069191244777751,-0.0015329464455553499,1,True,1.5292603368870914,0.0041697795502841474,917408,310754816,0.75,0.001123829696310668,0.05352177357389195,0.6459857848778665,0.05239794387758128,46.62445212970823,0.6448619551815559,0.08125451262329322,False
guarded_development,steel-plates-fault,classification,tabm_d,1,DualViewGram-D1-a75,DualView-D1,test,0.75,fixed,0.0,0.007253452386201852,0.010755805274963722,0.017280754013097532,-0.4828532266130747,1,True,1.5292603368870914,0.0041697795502841474,917408,310754816,0.75,0.0008120460940462759,0.03581445113818814,0.6455976337440515,0.035002405044141864,43.10396331042162,0.6447855876500053,0.05428534029693829,False
guarded_development,cardiotocography,classification,tabm_d,0,DualViewGram-D1-a75,DualView-D1,validation,0.75,fixed,0.0,0.014906891226504232,4.5302760168493955e-05,6.724535075003012e-05,0.9969609518523925,1,True,1.292282521026209,0.0036337039549835027,1029248,312541184,0.75,0.018010554137550074,5.428397519673388e-05,2.018330722147358,-0.01795627016235334,-0.9969859908372526,2.000320168009808,-0.008976698055401145,False
guarded_development,cardiotocography,classification,tabm_d,0,DualViewGram-D1-a75,DualView-D1,test,0.75,fixed,0.0,0.015318426824853536,0.000936579818886573,0.001953264027461497,0.9388592686706568,1,True,1.292282521026209,0.0036337039549835027,1029248,312541184,0.75,0.016143835104759648,0.00022598216380829728,2.01796768586807,-0.01591785294095135,-0.9860019529224706,2.0018238507633104,-0.007951675136092396,False
guarded_development,cardiotocography,classification,tabm_d,1,DualViewGram-D1-a75,DualView-D1,validation,0.75,fixed,0.0,0.017076324793406955,0.00017136237833658438,0.0005366426559294516,0.989964914558035,1,True,1.1788447971921414,0.00359692070633173,1029248,312541184,0.75,0.01644436853536075,0.00012816112979852304,2.018330722147358,-0.016316207405562225,-0.9922063818064564,2.0018863536119973,-0.00815041641905543,False
guarded_development,cardiotocography,classification,tabm_d,1,DualViewGram-D1-a75,DualView-D1,test,0.75,fixed,0.0,0.017228847698661256,0.002444985010132794,0.003706343631917512,0.8580877228183532,1,True,1.1788447971921414,0.00359692070633173,1029248,312541184,0.75,0.01527175008277046,0.0022548891990738654,2.01796768586807,-0.013016860883696593,-0.852348998192563,2.0026959357852996,-0.006499669096593241,False
guarded_development,california_housing,regression,tabm_d,0,DualViewGram-D1-a75,DualView-D1,validation,0.75,fixed,0.0,0.16529303717593963,0.045315024427149755,0.12059605411107276,0.7258503733649956,1,True,0.7622788168955594,0.0020416828454472126,747456,296438784,0.75,56237.98631293107,57376.87059488039,109670.020675679,1138.884281949322,0.020251156853520785,53432.03436274793,0.02131463447971085,False
guarded_development,california_housing,regression,tabm_d,0,DualViewGram-D1-a75,DualView-D1,test,0.75,fixed,0.0,0.176023509524579,0.04483089835603546,0.1119125791540395,0.7453130068982319,1,True,0.7622788168955594,0.0020416828454472126,747456,296438784,0.75,61213.62526426933,61484.233434906804,113685.69177493482,270.60817063747527,0.004420717927899468,52472.06651066549,0.005157185310825739,False
guarded_development,california_housing,regression,tabm_d,1,DualViewGram-D1-a75,DualView-D1,validation,0.75,fixed,0.0,0.16344575782203788,0.046284290538816136,0.06991694963087033,0.7168217079747573,1,True,0.8872166629880667,0.0020614936482161285,747456,296438784,0.75,55525.5602462285,57194.84796393994,109670.020675679,1669.287717711435,0.03006341062222455,54144.4604294505,0.030830258616880938,False
guarded_development,california_housing,regression,tabm_d,1,DualViewGram-D1-a75,DualView-D1,test,0.75,fixed,0.0,0.17583388055022026,0.04410327118237721,0.06952877086054772,0.7491764895117538,1,True,0.8872166629880667,0.0020614936482161285,747456,296438784,0.75,60757.61536706057,61688.2505079347,113685.69177493482,930.635140874132,0.015317176871603673,52928.07640787425,0.017583014612178104,False
guarded_development,phoneme,classification,tabm_d,0,DualViewGram-D1-a75,DualView-D1,validation,0.75,fixed,0.0,0.09886665736239036,0.010993554394728077,0.0136059799927662,0.8888042269454726,1,True,0.5375807480886579,0.0016009541461244226,733792,293869056,0.75,0.27648639245039447,0.29683587993532057,0.6047907936193666,0.0203494874849261,0.0736003218985798,0.32830440116897214,0.06198359635895529,False
guarded_development,phoneme,classification,tabm_d,0,DualViewGram-D1-a75,DualView-D1,test,0.75,fixed,0.0,0.09243353408505407,0.010468429504711899,0.011995685838763296,0.8867464107227663,1,True,0.5375807480886579,0.0016009541461244226,733792,293869056,0.75,0.33520741385103775,0.3415611445657122,0.6047907936193667,0.006353730714674433,0.01895462466560467,0.26958337976832897,0.023568703382733085,False
guarded_development,phoneme,classification,tabm_d,1,DualViewGram-D1-a75,DualView-D1,validation,0.75,fixed,0.0,0.09472362075594871,0.012507524245754924,0.01401928140930725,0.8679577053121732,1,True,0.6057273801416159,0.0016139542451128364,733792,293869056,0.75,0.27823566931032584,0.2838435514727311,0.6047907936193666,0.005607882162405264,0.020155151840544932,0.32655512430904077,0.01717284998748987,False
guarded_development,phoneme,classification,tabm_d,1,DualViewGram-D1-a75,DualView-D1,test,0.75,fixed,0.0,0.08954973678941902,0.01084223496553481,0.012681098248902609,0.8789249934812103,1,True,0.6057273801416159,0.0016139542451128364,733792,293869056,0.75,0.3313458844398033,0.34559692881629067,0.6047907936193667,0.014251044376487387,0.04300957110296151,0.27344490917956343,0.05211669297207188,False
