candidate,dataset,family,features,fit_seconds,input_dimension,invariant_dimension_fraction,invariant_feature_fraction,model,predict_seconds,problem_type,raw_input_dimension,seed,selected_blocks,selected_dimensions,selection_key,validation_C,validation_method_loss,validation_raw_loss,stage
stage_2,steel-plates-fault,BlockGuard-Greedy,"[""V24"",""V18"",""V8"",""V26"",""V11"",""V10""]",3.4191702019888908,259,0.25,0.25,catboost,0.0032680879812687635,classification,211,1,6,48,n6__2b10bfd9821185f1,1.9954491232787997e-05,0.0014812363259035562,0.0014683753089049332,2.0
stage_3,steel-plates-fault,BlockGuard-Greedy,"[""V24"",""V18"",""V8"",""V26"",""V11"",""V10"",""V27"",""V15"",""V6""]",3.6888482940848917,283,0.375,0.375,catboost,0.004919341998174787,classification,211,1,9,72,n9__9548d0e3c4b06bf2,0.00040538832623811087,0.0017296551428014175,0.0014683753089049332,3.0
stage_4,steel-plates-fault,BlockGuard-Greedy,"[""V24"",""V18"",""V8"",""V26"",""V11"",""V10"",""V27"",""V15"",""V6"",""V2"",""V20"",""V14""]",3.746414480963722,307,0.5,0.5,catboost,0.004817408975213766,classification,211,1,12,96,n12__3b2e7569f10de5df,-0.00028181929854033573,0.0012867378646431742,0.0014683753089049332,4.0
stage_5,steel-plates-fault,BlockGuard-Greedy,"[""V24"",""V18"",""V8"",""V26"",""V11"",""V10"",""V27"",""V15"",""V6"",""V2"",""V20"",""V14"",""V1"",""V9"",""V3""]",4.24449837487191,331,0.625,0.625,catboost,0.0023781380150467157,classification,211,1,15,120,n15__73b470bb5bb934dd,0.00013782529548299322,0.0015572061113227086,0.0014683753089049332,5.0
stage_6,steel-plates-fault,BlockGuard-Greedy,"[""V24"",""V18"",""V8"",""V26"",""V11"",""V10"",""V27"",""V15"",""V6"",""V2"",""V20"",""V14"",""V1"",""V9"",""V3"",""V23"",""V4"",""V25""]",4.434570095036179,355,0.75,0.75,catboost,0.003977183951064944,classification,211,1,18,144,n18__569763eb16986739,-6.087317786519862e-05,0.0014291414859950247,0.0014683753089049332,6.0
stage_7,steel-plates-fault,BlockGuard-Greedy,"[""V24"",""V18"",""V8"",""V26"",""V11"",""V10"",""V27"",""V15"",""V6"",""V2"",""V20"",""V14"",""V1"",""V9"",""V3"",""V23"",""V4"",""V25"",""V19"",""V7"",""V5""]",4.923350150929764,379,0.875,0.875,catboost,0.003596652066335082,classification,211,1,21,168,n21__a6f0485f463038b5,-0.0007153394842490357,0.0010073265575543478,0.0014683753089049332,7.0
stage_8,steel-plates-fault,BlockGuard-Greedy,"[""V24"",""V18"",""V8"",""V26"",""V11"",""V10"",""V27"",""V15"",""V6"",""V2"",""V20"",""V14"",""V1"",""V9"",""V3"",""V23"",""V4"",""V25"",""V19"",""V7"",""V5"",""V22"",""V17"",""V16""]",0.0,403,1.0,1.0,catboost,0.0,classification,211,1,24,192,n24__13a3e3b0860a6402,0.00042009041040067755,0.0017391308920011398,0.0014683753089049332,8.0
raw_only,steel-plates-fault,BlockGuard-Grouped,[],0.0,211,0.0,0.0,tabicl_v2,0.0,classification,211,0,0,0,n0__4f53cda18c2baa0c,0.0,0.000731848439757674,0.000731848439757674,
very_safe_gram,steel-plates-fault,BlockGuard-Grouped,"[""V24"",""V2"",""V20"",""V6"",""V18"",""V27""]",0.2603295820299536,259,0.25,0.25,tabicl_v2,0.11697484413161874,classification,211,0,6,48,n6__b63cf777177fc861,-0.0005837156954721076,0.0003552035894935882,0.000731848439757674,
very_safe_plus_safe_gram,steel-plates-fault,BlockGuard-Grouped,"[""V24"",""V2"",""V20"",""V6"",""V18"",""V27"",""V23"",""V1"",""V7"",""V22"",""V14"",""V11""]",0.2574968650005758,307,0.5,0.5,tabicl_v2,0.12581596500240266,classification,211,0,12,96,n12__814270e4e2d6a4a6,-7.401503413838998e-05,0.0006840899476242768,0.000731848439757674,
all_except_dangerous_gram,steel-plates-fault,BlockGuard-Grouped,"[""V24"",""V2"",""V20"",""V6"",""V18"",""V27"",""V23"",""V1"",""V7"",""V22"",""V14"",""V11"",""V19"",""V4"",""V3"",""V10"",""V26"",""V5""]",0.26513904286548495,355,0.75,0.75,tabicl_v2,0.1366516228299588,classification,211,0,18,144,n18__92642d19e4f078c9,0.0010895160313426453,0.0014348629477939417,0.000731848439757674,
all_gram,steel-plates-fault,BlockGuard-Grouped,"[""V24"",""V2"",""V20"",""V6"",""V18"",""V27"",""V23"",""V1"",""V7"",""V22"",""V14"",""V11"",""V19"",""V4"",""V3"",""V10"",""V26"",""V5"",""V15"",""V8"",""V25"",""V9"",""V17"",""V16""]",0.0,403,1.0,1.0,tabicl_v2,0.0,classification,211,0,24,192,n24__13a3e3b0860a6402,0.002451568247040624,0.0023137325016073106,0.000731848439757674,
stage_0_raw,steel-plates-fault,BlockGuard-Greedy,[],0.0,211,0.0,0.0,tabicl_v2,0.0,classification,211,0,0,0,n0__4f53cda18c2baa0c,0.0,0.000731848439757674,0.000731848439757674,0.0
stage_1,steel-plates-fault,BlockGuard-Greedy,"[""V6"",""V23"",""V20""]",0.24576375912874937,235,0.125,0.125,tabicl_v2,0.10631728498265147,classification,211,0,3,24,n3__e42cb7ebb0c41b85,-4.839209959865535e-05,0.0007006232469991366,0.000731848439757674,1.0
stage_2,steel-plates-fault,BlockGuard-Greedy,"[""V6"",""V23"",""V20"",""V22"",""V14"",""V24""]",0.2565268378239125,259,0.25,0.25,tabicl_v2,0.11225057416595519,classification,211,0,6,48,n6__0d4b143825d9ef14,-0.00029904615722203294,0.0005388877296334676,0.000731848439757674,2.0
stage_3,steel-plates-fault,BlockGuard-Greedy,"[""V6"",""V23"",""V20"",""V22"",""V14"",""V24"",""V2"",""V1"",""V7""]",0.32538315188139677,283,0.375,0.375,tabicl_v2,0.12187668401747942,classification,211,0,9,72,n9__8939156cb9492795,0.0006117713938077119,0.0011265963398123286,0.000731848439757674,3.0
stage_4,steel-plates-fault,BlockGuard-Greedy,"[""V6"",""V23"",""V20"",""V22"",""V14"",""V24"",""V2"",""V1"",""V7"",""V18"",""V27"",""V11""]",0.2574968650005758,307,0.5,0.5,tabicl_v2,0.12581596500240266,classification,211,0,12,96,n12__814270e4e2d6a4a6,-7.401503413838998e-05,0.0006840899476242768,0.000731848439757674,4.0
stage_5,steel-plates-fault,BlockGuard-Greedy,"[""V6"",""V23"",""V20"",""V22"",""V14"",""V24"",""V2"",""V1"",""V7"",""V18"",""V27"",""V11"",""V19"",""V4"",""V3""]",0.3277608079370111,331,0.625,0.625,tabicl_v2,0.13250029413029552,classification,211,0,15,120,n15__22c688479a49de2d,0.00020420614179397458,0.0008636132565950747,0.000731848439757674,5.0
stage_6,steel-plates-fault,BlockGuard-Greedy,"[""V6"",""V23"",""V20"",""V22"",""V14"",""V24"",""V2"",""V1"",""V7"",""V18"",""V27"",""V11"",""V19"",""V4"",""V3"",""V26"",""V10"",""V8""]",0.317533704219386,355,0.75,0.75,tabicl_v2,0.13589006895199418,classification,211,0,18,144,n18__6b964a65b9f6e85b,0.0012180550933240004,0.0015178032835234732,0.000731848439757674,6.0
stage_7,steel-plates-fault,BlockGuard-Greedy,"[""V6"",""V23"",""V20"",""V22"",""V14"",""V24"",""V2"",""V1"",""V7"",""V18"",""V27"",""V11"",""V19"",""V4"",""V3"",""V26"",""V10"",""V8"",""V5"",""V15"",""V25""]",0.3102472829632461,379,0.875,0.875,tabicl_v2,0.14462342811748385,classification,211,0,21,168,n21__f41a70ac078667b3,0.0016186339343988703,0.0017762783575808485,0.000731848439757674,7.0
stage_8,steel-plates-fault,BlockGuard-Greedy,"[""V6"",""V23"",""V20"",""V22"",""V14"",""V24"",""V2"",""V1"",""V7"",""V18"",""V27"",""V11"",""V19"",""V4"",""V3"",""V26"",""V10"",""V8"",""V5"",""V15"",""V25"",""V9"",""V17"",""V16""]",0.0,403,1.0,1.0,tabicl_v2,0.0,classification,211,0,24,192,n24__13a3e3b0860a6402,0.002451568247040624,0.0023137325016073106,0.000731848439757674,8.0
raw_only,steel-plates-fault,BlockGuard-Grouped,[],0.0,211,0.0,0.0,tabicl_v2,0.0,classification,211,1,0,0,n0__4f53cda18c2baa0c,0.0,0.000731848439757674,0.000731848439757674,
very_safe_gram,steel-plates-fault,BlockGuard-Grouped,"[""V24"",""V2"",""V20"",""V6"",""V18"",""V27""]",0.2509876771364361,259,0.25,0.25,tabicl_v2,0.11112378095276654,classification,211,1,6,48,n6__b63cf777177fc861,-0.0005837156954721076,0.0003552035894935882,0.000731848439757674,
very_safe_plus_safe_gram,steel-plates-fault,BlockGuard-Grouped,"[""V24"",""V2"",""V20"",""V6"",""V18"",""V27"",""V23"",""V1"",""V7"",""V22"",""V14"",""V11""]",0.27160837408155203,307,0.5,0.5,tabicl_v2,0.12303116591647267,classification,211,1,12,96,n12__814270e4e2d6a4a6,-7.401503413838998e-05,0.0006840899476242768,0.000731848439757674,
all_except_dangerous_gram,steel-plates-fault,BlockGuard-Grouped,"[""V24"",""V2"",""V20"",""V6"",""V18"",""V27"",""V23"",""V1"",""V7"",""V22"",""V14"",""V11"",""V19"",""V4"",""V3"",""V10"",""V26"",""V5""]",0.2786629619076848,355,0.75,0.75,tabicl_v2,0.13507165014743805,classification,211,1,18,144,n18__92642d19e4f078c9,0.0010895160313426453,0.0014348629477939417,0.000731848439757674,
all_gram,steel-plates-fault,BlockGuard-Grouped,"[""V24"",""V2"",""V20"",""V6"",""V18"",""V27"",""V23"",""V1"",""V7"",""V22"",""V14"",""V11"",""V19"",""V4"",""V3"",""V10"",""V26"",""V5"",""V15"",""V8"",""V25"",""V9"",""V17"",""V16""]",0.0,403,1.0,1.0,tabicl_v2,0.0,classification,211,1,24,192,n24__13a3e3b0860a6402,0.002451568247040624,0.0023137325016073106,0.000731848439757674,
stage_0_raw,steel-plates-fault,BlockGuard-Greedy,[],0.0,211,0.0,0.0,tabicl_v2,0.0,classification,211,1,0,0,n0__4f53cda18c2baa0c,0.0,0.000731848439757674,0.000731848439757674,0.0
stage_1,steel-plates-fault,BlockGuard-Greedy,"[""V6"",""V23"",""V20""]",0.30522133596241474,235,0.125,0.125,tabicl_v2,0.1026643409859389,classification,211,1,3,24,n3__e42cb7ebb0c41b85,-4.839209959865535e-05,0.0007006232469991366,0.000731848439757674,1.0
stage_2,steel-plates-fault,BlockGuard-Greedy,"[""V6"",""V23"",""V20"",""V22"",""V14"",""V24""]",0.3379860739223659,259,0.25,0.25,tabicl_v2,0.11164748878218234,classification,211,1,6,48,n6__0d4b143825d9ef14,-0.00029904615722203294,0.0005388877296334676,0.000731848439757674,2.0
stage_3,steel-plates-fault,BlockGuard-Greedy,"[""V6"",""V23"",""V20"",""V22"",""V14"",""V24"",""V2"",""V1"",""V7""]",0.32317677699029446,283,0.375,0.375,tabicl_v2,0.11740313493646681,classification,211,1,9,72,n9__8939156cb9492795,0.0006117713938077119,0.0011265963398123286,0.000731848439757674,3.0
stage_4,steel-plates-fault,BlockGuard-Greedy,"[""V6"",""V23"",""V20"",""V22"",""V14"",""V24"",""V2"",""V1"",""V7"",""V18"",""V27"",""V11""]",0.27160837408155203,307,0.5,0.5,tabicl_v2,0.12303116591647267,classification,211,1,12,96,n12__814270e4e2d6a4a6,-7.401503413838998e-05,0.0006840899476242768,0.000731848439757674,4.0
stage_5,steel-plates-fault,BlockGuard-Greedy,"[""V6"",""V23"",""V20"",""V22"",""V14"",""V24"",""V2"",""V1"",""V7"",""V18"",""V27"",""V11"",""V19"",""V4"",""V3""]",0.3172753439284861,331,0.625,0.625,tabicl_v2,0.13272953988052905,classification,211,1,15,120,n15__22c688479a49de2d,0.00020420614179397458,0.0008636132565950747,0.000731848439757674,5.0
stage_6,steel-plates-fault,BlockGuard-Greedy,"[""V6"",""V23"",""V20"",""V22"",""V14"",""V24"",""V2"",""V1"",""V7"",""V18"",""V27"",""V11"",""V19"",""V4"",""V3"",""V26"",""V10"",""V8""]",0.31776876701042056,355,0.75,0.75,tabicl_v2,0.13470908696763217,classification,211,1,18,144,n18__6b964a65b9f6e85b,0.0012180550933240004,0.0015178032835234732,0.000731848439757674,6.0
stage_7,steel-plates-fault,BlockGuard-Greedy,"[""V6"",""V23"",""V20"",""V22"",""V14"",""V24"",""V2"",""V1"",""V7"",""V18"",""V27"",""V11"",""V19"",""V4"",""V3"",""V26"",""V10"",""V8"",""V5"",""V15"",""V25""]",0.32848767400719225,379,0.875,0.875,tabicl_v2,0.14370376197621226,classification,211,1,21,168,n21__f41a70ac078667b3,0.0016186339343988703,0.0017762783575808485,0.000731848439757674,7.0
stage_8,steel-plates-fault,BlockGuard-Greedy,"[""V6"",""V23"",""V20"",""V22"",""V14"",""V24"",""V2"",""V1"",""V7"",""V18"",""V27"",""V11"",""V19"",""V4"",""V3"",""V26"",""V10"",""V8"",""V5"",""V15"",""V25"",""V9"",""V17"",""V16""]",0.0,403,1.0,1.0,tabicl_v2,0.0,classification,211,1,24,192,n24__13a3e3b0860a6402,0.002451568247040624,0.0023137325016073106,0.000731848439757674,8.0
raw_only,steel-plates-fault,BlockGuard-Grouped,[],0.0,211,0.0,0.0,tabpfn_2_6,0.0,classification,211,0,0,0,n0__4f53cda18c2baa0c,0.0,0.0005333082510791094,0.0005333082510791094,
very_safe_gram,steel-plates-fault,BlockGuard-Grouped,"[""V18"",""V1"",""V2"",""V3"",""V19"",""V4""]",0.21894282195717096,259,0.25,0.25,tabpfn_2_6,0.25335684209130704,classification,211,0,6,48,n6__d4523ac01e213629,-0.000797087289947709,1.882628569462639e-05,0.0005333082510791094,
very_safe_plus_safe_gram,steel-plates-fault,BlockGuard-Grouped,"[""V18"",""V1"",""V2"",""V3"",""V19"",""V4"",""V14"",""V11"",""V5"",""V20"",""V7"",""V15""]",0.20949394907802343,307,0.5,0.5,tabpfn_2_6,0.28762032790109515,classification,211,0,12,96,n12__4c83e159423324e1,-0.0008056876959141343,1.3275132363601366e-05,0.0005333082510791094,
all_except_dangerous_gram,steel-plates-fault,BlockGuard-Grouped,"[""V18"",""V1"",""V2"",""V3"",""V19"",""V4"",""V14"",""V11"",""V5"",""V20"",""V7"",""V15"",""V16"",""V24"",""V23"",""V6"",""V26"",""V27""]",0.23310805507935584,355,0.75,0.75,tabpfn_2_6,0.3171403929591179,classification,211,0,18,144,n18__0e876e848a53326b,-0.0005972941563111889,0.000147783258613345,0.0005333082510791094,
all_gram,steel-plates-fault,BlockGuard-Grouped,"[""V18"",""V1"",""V2"",""V3"",""V19"",""V4"",""V14"",""V11"",""V5"",""V20"",""V7"",""V15"",""V16"",""V24"",""V23"",""V6"",""V26"",""V27"",""V22"",""V25"",""V17"",""V10"",""V9"",""V8""]",0.0,403,1.0,1.0,tabpfn_2_6,0.0,classification,211,0,24,192,n24__13a3e3b0860a6402,-0.0006808150628580146,9.387448263258193e-05,0.0005333082510791094,
stage_0_raw,steel-plates-fault,BlockGuard-Greedy,[],0.0,211,0.0,0.0,tabpfn_2_6,0.0,classification,211,0,0,0,n0__4f53cda18c2baa0c,0.0,0.0005333082510791094,0.0005333082510791094,0.0
stage_1,steel-plates-fault,BlockGuard-Greedy,"[""V7"",""V8"",""V5""]",0.2433579438365996,235,0.125,0.125,tabpfn_2_6,0.2239072360098362,classification,211,0,3,24,n3__877c23d51e5b145e,-0.0007782175559402663,3.100580224301905e-05,0.0005333082510791094,1.0
stage_2,steel-plates-fault,BlockGuard-Greedy,"[""V7"",""V8"",""V5"",""V6"",""V9"",""V14""]",0.2555414489470422,259,0.25,0.25,tabpfn_2_6,0.23779452196322381,classification,211,0,6,48,n6__87f76de241006108,-0.0006928809952291815,8.608649670080093e-05,0.0005333082510791094,2.0
stage_3,steel-plates-fault,BlockGuard-Greedy,"[""V7"",""V8"",""V5"",""V6"",""V9"",""V14"",""V25"",""V4"",""V3""]",0.23425158602185547,283,0.375,0.375,tabpfn_2_6,0.26101560797542334,classification,211,0,9,72,n9__5092c471cd5a5113,-0.0006922499063138326,8.649383460418458e-05,0.0005333082510791094,3.0
stage_4,steel-plates-fault,BlockGuard-Greedy,"[""V7"",""V8"",""V5"",""V6"",""V9"",""V14"",""V25"",""V4"",""V3"",""V23"",""V16"",""V15""]",0.2374936300329864,307,0.5,0.5,tabpfn_2_6,0.27714078803546727,classification,211,0,12,96,n12__821f4cceada4b151,-0.000787501040036769,2.5013754441205925e-05,0.0005333082510791094,4.0
stage_5,steel-plates-fault,BlockGuard-Greedy,"[""V7"",""V8"",""V5"",""V6"",""V9"",""V14"",""V25"",""V4"",""V3"",""V23"",""V16"",""V15"",""V2"",""V24"",""V11""]",0.2353790330234915,331,0.625,0.625,tabpfn_2_6,0.2963367938064039,classification,211,0,15,120,n15__f87c0db8d9212746,-0.0004303516379609079,0.00025553672053684677,0.0005333082510791094,5.0
stage_6,steel-plates-fault,BlockGuard-Greedy,"[""V7"",""V8"",""V5"",""V6"",""V9"",""V14"",""V25"",""V4"",""V3"",""V23"",""V16"",""V15"",""V2"",""V24"",""V11"",""V20"",""V17"",""V22""]",0.28036073013208807,355,0.75,0.75,tabpfn_2_6,0.3130201739259064,classification,211,0,18,144,n18__f4e428587810fd71,-0.000696716921194791,8.361058878614123e-05,0.0005333082510791094,6.0
stage_7,steel-plates-fault,BlockGuard-Greedy,"[""V7"",""V8"",""V5"",""V6"",""V9"",""V14"",""V25"",""V4"",""V3"",""V23"",""V16"",""V15"",""V2"",""V24"",""V11"",""V20"",""V17"",""V22"",""V27"",""V19"",""V18""]",0.23987974901683629,379,0.875,0.875,tabpfn_2_6,0.33860538387671113,classification,211,0,21,168,n21__13c183bc4bce85c7,-0.0008106841327493635,1.0050169833993376e-05,0.0005333082510791094,7.0
stage_8,steel-plates-fault,BlockGuard-Greedy,"[""V7"",""V8"",""V5"",""V6"",""V9"",""V14"",""V25"",""V4"",""V3"",""V23"",""V16"",""V15"",""V2"",""V24"",""V11"",""V20"",""V17"",""V22"",""V27"",""V19"",""V18"",""V10"",""V1"",""V26""]",0.0,403,1.0,1.0,tabpfn_2_6,0.0,classification,211,0,24,192,n24__13a3e3b0860a6402,-0.0006808150628580146,9.387448263258193e-05,0.0005333082510791094,8.0
raw_only,steel-plates-fault,BlockGuard-Grouped,[],0.0,211,0.0,0.0,tabpfn_2_6,0.0,classification,211,1,0,0,n0__4f53cda18c2baa0c,0.0,0.0004165406210339779,0.0004165406210339779,
very_safe_gram,steel-plates-fault,BlockGuard-Grouped,"[""V23"",""V10"",""V22"",""V14"",""V24"",""V19""]",0.22213603812269866,259,0.25,0.25,tabpfn_2_6,0.2439814459066838,classification,211,1,6,48,n6__3cb313f93743799b,-0.000623780069345797,1.3847393083937209e-05,0.0004165406210339779,
very_safe_plus_safe_gram,steel-plates-fault,BlockGuard-Grouped,"[""V23"",""V10"",""V22"",""V14"",""V24"",""V19"",""V11"",""V8"",""V25"",""V26"",""V20"",""V17""]",0.22854508715681732,307,0.5,0.5,tabpfn_2_6,0.2797955779824406,classification,211,1,12,96,n12__5d7d1f569c667c58,-0.0005569405746494874,5.6996915161542306e-05,0.0004165406210339779,
all_except_dangerous_gram,steel-plates-fault,BlockGuard-Grouped,"[""V23"",""V10"",""V22"",""V14"",""V24"",""V19"",""V11"",""V8"",""V25"",""V26"",""V20"",""V17"",""V9"",""V27"",""V1"",""V5"",""V3"",""V6""]",0.24958471208810806,355,0.75,0.75,tabpfn_2_6,0.3125090580433607,classification,211,1,18,144,n18__ccdd89440825c879,-0.000587279073853812,3.741131315832005e-05,0.0004165406210339779,
all_gram,steel-plates-fault,BlockGuard-Grouped,"[""V23"",""V10"",""V22"",""V14"",""V24"",""V19"",""V11"",""V8"",""V25"",""V26"",""V20"",""V17"",""V9"",""V27"",""V1"",""V5"",""V3"",""V6"",""V7"",""V4"",""V16"",""V15"",""V18"",""V2""]",0.0,403,1.0,1.0,tabpfn_2_6,0.0,classification,211,1,24,192,n24__13a3e3b0860a6402,-0.00022973641348285258,0.0002682298582035776,0.0004165406210339779,
stage_0_raw,steel-plates-fault,BlockGuard-Greedy,[],0.0,211,0.0,0.0,tabpfn_2_6,0.0,classification,211,1,0,0,n0__4f53cda18c2baa0c,0.0,0.0004165406210339779,0.0004165406210339779,0.0
stage_1,steel-plates-fault,BlockGuard-Greedy,"[""V8"",""V7"",""V6""]",0.21417299611493945,235,0.125,0.125,tabpfn_2_6,0.21985977794975042,classification,211,1,3,24,n3__cf9237a3ffef7e4e,-0.0004840091134839097,0.00010407922342875083,0.0004165406210339779,1.0
stage_2,steel-plates-fault,BlockGuard-Greedy,"[""V8"",""V7"",""V6"",""V5"",""V9"",""V17""]",0.23596855904906988,259,0.25,0.25,tabpfn_2_6,0.23725262004882097,classification,211,1,6,48,n6__5acc0ba30c757028,-0.00032441015403482647,0.00020711140306447237,0.0004165406210339779,2.0
stage_3,steel-plates-fault,BlockGuard-Greedy,"[""V8"",""V7"",""V6"",""V5"",""V9"",""V17"",""V19"",""V11"",""V16""]",0.23977930005639791,283,0.375,0.375,tabpfn_2_6,0.2575610368512571,classification,211,1,9,72,n9__e6e6ee4d07f0ef2b,-0.0006256349476806046,1.2649940679147085e-05,0.0004165406210339779,3.0
stage_4,steel-plates-fault,BlockGuard-Greedy,"[""V8"",""V7"",""V6"",""V5"",""V9"",""V17"",""V19"",""V11"",""V16"",""V26"",""V2"",""V25""]",0.2383516940753907,307,0.5,0.5,tabpfn_2_6,0.2762422871310264,classification,211,1,12,96,n12__dbbf4e369f9f6ccc,-0.0005764482979829092,4.440332895201386e-05,0.0004165406210339779,4.0
stage_5,steel-plates-fault,BlockGuard-Greedy,"[""V8"",""V7"",""V6"",""V5"",""V9"",""V17"",""V19"",""V11"",""V16"",""V26"",""V2"",""V25"",""V4"",""V23"",""V10""]",0.23767239297740161,331,0.625,0.625,tabpfn_2_6,0.300786473788321,classification,211,1,15,120,n15__6b55addadbd52a0c,-0.00024649644201548906,0.0002574100992500405,0.0004165406210339779,5.0
stage_6,steel-plates-fault,BlockGuard-Greedy,"[""V8"",""V7"",""V6"",""V5"",""V9"",""V17"",""V19"",""V11"",""V16"",""V26"",""V2"",""V25"",""V4"",""V23"",""V10"",""V27"",""V3"",""V1""]",0.24932259204797447,355,0.75,0.75,tabpfn_2_6,0.3195792220067233,classification,211,1,18,144,n18__061de5760dbcc83d,-0.0004604655495234183,0.00011927822422183768,0.0004165406210339779,6.0
stage_7,steel-plates-fault,BlockGuard-Greedy,"[""V8"",""V7"",""V6"",""V5"",""V9"",""V17"",""V19"",""V11"",""V16"",""V26"",""V2"",""V25"",""V4"",""V23"",""V10"",""V27"",""V3"",""V1"",""V14"",""V15"",""V20""]",0.27853272296488285,379,0.875,0.875,tabpfn_2_6,0.3303896482102573,classification,211,1,21,168,n21__669483485a9faf40,-0.00034721686191690153,0.0001923880938930548,0.0004165406210339779,7.0
stage_8,steel-plates-fault,BlockGuard-Greedy,"[""V8"",""V7"",""V6"",""V5"",""V9"",""V17"",""V19"",""V11"",""V16"",""V26"",""V2"",""V25"",""V4"",""V23"",""V10"",""V27"",""V3"",""V1"",""V14"",""V15"",""V20"",""V24"",""V18"",""V22""]",0.0,403,1.0,1.0,tabpfn_2_6,0.0,classification,211,1,24,192,n24__13a3e3b0860a6402,-0.00022973641348285258,0.0002682298582035776,0.0004165406210339779,8.0
raw_only,cardiotocography,BlockGuard-Grouped,[],0.0,219,0.0,0.0,controlled_mlp,0.0,classification,219,0,0,0,n0__4f53cda18c2baa0c,0.0,0.001090302120824396,0.001090302120824396,
very_safe_gram,cardiotocography,BlockGuard-Grouped,"[""V17"",""V23"",""V2"",""V9"",""V4""]",0.4684333319310099,259,0.2631578947368421,0.2631578947368421,controlled_mlp,0.0005008920561522245,classification,219,0,5,40,n5__fc8fed1b8703ec68,0.0030899411878392894,0.007323456380438611,0.001090302120824396,
very_safe_plus_safe_gram,cardiotocography,BlockGuard-Grouped,"[""V17"",""V23"",""V2"",""V9"",""V4"",""V7"",""V5"",""V21"",""V24"",""V16""]",0.47388315899297595,299,0.5263157894736842,0.5263157894736842,controlled_mlp,0.0009420528076589108,classification,219,0,10,80,n10__09921fb79ec0cf29,0.008194433508371322,0.017620444613130865,0.001090302120824396,
all_except_dangerous_gram,cardiotocography,BlockGuard-Grouped,"[""V17"",""V23"",""V2"",""V9"",""V4"",""V7"",""V5"",""V21"",""V24"",""V16"",""V3"",""V12"",""V10"",""V19"",""V1""]",0.22089845198206604,339,0.7894736842105263,0.7894736842105263,controlled_mlp,0.0004920579958707094,classification,219,0,15,120,n15__97cd5c42bb81d581,0.08950539586502533,0.18164420447022928,0.001090302120824396,
all_gram,cardiotocography,BlockGuard-Grouped,"[""V17"",""V23"",""V2"",""V9"",""V4"",""V7"",""V5"",""V21"",""V24"",""V16"",""V3"",""V12"",""V10"",""V19"",""V1"",""V6"",""V18"",""V22"",""V11""]",0.0,371,1.0,1.0,controlled_mlp,0.0,classification,219,0,19,152,n19__5e2c9f4614fefc50,0.10755004909759537,0.218044608336332,0.001090302120824396,
stage_0_raw,cardiotocography,BlockGuard-Greedy,[],0.0,219,0.0,0.0,controlled_mlp,0.0,classification,219,0,0,0,n0__4f53cda18c2baa0c,0.0,0.001090302120824396,0.001090302120824396,0.0
stage_1,cardiotocography,BlockGuard-Greedy,"[""V9"",""V17"",""V23""]",0.4990047439932823,243,0.15789473684210525,0.15789473684210525,controlled_mlp,0.0007622339762747288,classification,219,0,3,24,n3__98b7e27b9039b6d4,0.0020381391704606317,0.0052017188371169315,0.001090302120824396,1.0
stage_2,cardiotocography,BlockGuard-Greedy,"[""V9"",""V17"",""V23"",""V21"",""V2"",""V24""]",0.499858730006963,267,0.3157894736842105,0.3157894736842105,controlled_mlp,0.0005978571716696024,classification,219,0,6,48,n6__39abc3ce2da38f69,0.00247719040377839,0.0060873907314280135,0.001090302120824396,2.0
stage_3,cardiotocography,BlockGuard-Greedy,"[""V9"",""V17"",""V23"",""V21"",""V2"",""V24"",""V7"",""V6"",""V12""]",0.5390203960705549,291,0.47368421052631576,0.47368421052631576,controlled_mlp,0.0009099750313907862,classification,219,0,9,72,n9__8d3b15308515b3a1,0.011357931219612791,0.024001980064908585,0.001090302120824396,3.0
stage_4,cardiotocography,BlockGuard-Greedy,"[""V9"",""V17"",""V23"",""V21"",""V2"",""V24"",""V7"",""V6"",""V12"",""V19"",""V3""]",0.4857798721641302,307,0.5789473684210527,0.5789473684210527,controlled_mlp,0.0005047570448368788,classification,219,0,11,88,n11__69c6c2e79890eaf6,0.026913404987103044,0.055381110501352346,0.001090302120824396,4.0
stage_5,cardiotocography,BlockGuard-Greedy,"[""V9"",""V17"",""V23"",""V21"",""V2"",""V24"",""V7"",""V6"",""V12"",""V19"",""V3"",""V4"",""V11""]",0.4950937090907246,323,0.6842105263157895,0.6842105263157895,controlled_mlp,0.0006809919141232967,classification,219,0,13,104,n13__efb5715b1a953f62,0.04224687271344605,0.08631240137810381,0.001090302120824396,5.0
stage_6,cardiotocography,BlockGuard-Greedy,"[""V9"",""V17"",""V23"",""V21"",""V2"",""V24"",""V7"",""V6"",""V12"",""V19"",""V3"",""V4"",""V11"",""V5"",""V16""]",0.5278186188079417,339,0.7894736842105263,0.7894736842105263,controlled_mlp,0.0004817228764295578,classification,219,0,15,120,n15__133d964b02bbc657,0.06851298654688052,0.13929746787992592,0.001090302120824396,6.0
stage_7,cardiotocography,BlockGuard-Greedy,"[""V9"",""V17"",""V23"",""V21"",""V2"",""V24"",""V7"",""V6"",""V12"",""V19"",""V3"",""V4"",""V11"",""V5"",""V16"",""V18"",""V10""]",0.44939193804748356,355,0.8947368421052632,0.8947368421052632,controlled_mlp,0.0005091337952762842,classification,219,0,17,136,n17__93f99ffc8dc83cef,0.07908485712424566,0.16062347252387613,0.001090302120824396,7.0
