stage,dataset,problem_type,model,seed,embedding,k,split,method,alpha,raw_disagreement,method_disagreement,disagreement_reduction,coordinate_error,fit_seconds,raw_loss,method_loss,trivial_loss,absolute_task_difference,relative_task_difference,safety_denominator,normalized_excess_risk,denominator_sensitive
full,steel-plates-fault,classification,resnet_tabular,0,RBF,8,test,Gram-after-embedding,1.0,0.07586019214656109,0.0,1.0,9.3338706002943e-16,0.6429670499637723,0.03934774325625473,0.011025560228431186,0.6455976337440515,-0.028322183027823543,-0.719791802121242,0.6062498904877969,-0.04671701137139197,False
full,steel-plates-fault,classification,resnet_tabular,0,RBF,16,validation,Raw embedding,0.0,0.11046838393324254,0.11046838393324254,0.0,1.5550870031189595e-15,0.0,0.058881044206465914,0.058881044206465914,0.6459857848778665,0.0,0.0,0.5871047406714006,0.0,False
full,steel-plates-fault,classification,resnet_tabular,0,RBF,16,validation,Gram-after-embedding,1.0,0.11046838393324254,0.0,1.0,1.5550870031189595e-15,0.21032096003182232,0.058881044206465914,0.0473950505577002,0.6459857848778665,-0.011485993648765715,-0.19507116090689847,0.5871047406714006,-0.019563789649578667,False
full,steel-plates-fault,classification,resnet_tabular,0,RBF,16,test,Raw embedding,0.0,0.14566226189012568,0.14566226189012568,0.0,1.5550870031189595e-15,0.0,0.057194637973992546,0.057194637973992546,0.6455976337440515,0.0,0.0,0.588402995770059,0.0,False
full,steel-plates-fault,classification,resnet_tabular,0,RBF,16,test,Gram-after-embedding,1.0,0.14566226189012568,0.0,1.0,1.5550870031189595e-15,0.21032096003182232,0.057194637973992546,0.026203159512263697,0.6455976337440515,-0.03099147846172885,-0.5418598588878427,0.588402995770059,-0.052670497404877184,False
full,steel-plates-fault,classification,resnet_tabular,1,PLE,8,validation,Raw embedding,0.0,0.06873375367951788,0.06873375367951788,0.0,2.1564628234719632e-15,0.0,0.002101481650293893,0.002101481650293893,0.6459857848778665,0.0,0.0,0.6438843032275726,0.0,False
full,steel-plates-fault,classification,resnet_tabular,1,PLE,8,validation,Gram-after-embedding,1.0,0.06873375367951788,0.0,1.0,2.1564628234719632e-15,0.37549133389256895,0.002101481650293893,0.0013972796270125512,0.6459857848778665,-0.0007042020232813418,-0.3350978692499451,0.6438843032275726,-0.0010936778855322564,False
full,steel-plates-fault,classification,resnet_tabular,1,PLE,8,test,Raw embedding,0.0,0.08758400951770928,0.08758400951770928,0.0,2.1564628234719632e-15,0.0,0.008369713187933392,0.008369713187933392,0.6455976337440515,0.0,0.0,0.6372279205561182,0.0,False
full,steel-plates-fault,classification,resnet_tabular,1,PLE,8,test,Gram-after-embedding,1.0,0.08758400951770928,0.0,1.0,2.1564628234719632e-15,0.37549133389256895,0.008369713187933392,0.01676296461584647,0.6455976337440515,0.008393251427913077,1.0028123114198968,0.6372279205561182,0.013171506076802415,False
full,steel-plates-fault,classification,resnet_tabular,1,PLE,16,validation,Raw embedding,0.0,0.10405719508482256,0.10405719508482256,0.0,3.723022678026724e-15,0.0,0.07082294179458132,0.07082294179458132,0.6459857848778665,0.0,0.0,0.5751628430832851,0.0,False
full,steel-plates-fault,classification,resnet_tabular,1,PLE,16,validation,Gram-after-embedding,1.0,0.10405719508482256,0.0,1.0,3.723022678026724e-15,0.27024112711660564,0.07082294179458132,0.0018228263798831502,0.6459857848778665,-0.06900011541469817,-0.9742622046798031,0.5751628430832851,-0.11996622564282505,False
full,steel-plates-fault,classification,resnet_tabular,1,PLE,16,test,Raw embedding,0.0,0.12835992388813292,0.12835992388813292,0.0,3.723022678026724e-15,0.0,0.06630390360301439,0.06630390360301439,0.6455976337440515,0.0,0.0,0.5792937301410371,0.0,False
full,steel-plates-fault,classification,resnet_tabular,1,PLE,16,test,Gram-after-embedding,1.0,0.12835992388813292,0.0,1.0,3.723022678026724e-15,0.27024112711660564,0.06630390360301439,0.01095625182206325,0.6455976337440515,-0.055347651780951135,-0.8347570621533489,0.5792937301410371,-0.09554332957733891,False
full,steel-plates-fault,classification,resnet_tabular,1,RBF,8,validation,Raw embedding,0.0,0.055329692286878236,0.055329692286878236,0.0,9.3338706002943e-16,0.0,0.04465766004705936,0.04465766004705936,0.6459857848778665,0.0,0.0,0.6013281248308071,0.0,False
full,steel-plates-fault,classification,resnet_tabular,1,RBF,8,validation,Gram-after-embedding,1.0,0.055329692286878236,0.0,1.0,9.3338706002943e-16,0.35170573089271784,0.04465766004705936,0.038370522443791535,0.6459857848778665,-0.006287137603267823,-0.14078520004502165,0.6013281248308071,-0.0104554191690881,False
full,steel-plates-fault,classification,resnet_tabular,1,RBF,8,test,Raw embedding,0.0,0.06756191935454556,0.06756191935454556,0.0,9.3338706002943e-16,0.0,0.03192017957512855,0.03192017957512855,0.6455976337440515,0.0,0.0,0.6136774541689229,0.0,False
full,steel-plates-fault,classification,resnet_tabular,1,RBF,8,test,Gram-after-embedding,1.0,0.06756191935454556,0.0,1.0,9.3338706002943e-16,0.35170573089271784,0.03192017957512855,0.02661866516189356,0.6455976337440515,-0.005301514413234988,-0.16608660990634913,0.6136774541689229,-0.008638926486902801,False
full,steel-plates-fault,classification,resnet_tabular,1,RBF,16,validation,Raw embedding,0.0,0.10403425406815395,0.10403425406815395,0.0,1.5550870031189595e-15,0.0,0.08805575117104719,0.08805575117104719,0.6459857848778665,0.0,0.0,0.5579300337068194,0.0,False
full,steel-plates-fault,classification,resnet_tabular,1,RBF,16,validation,Gram-after-embedding,1.0,0.10403425406815395,0.0,1.0,1.5550870031189595e-15,0.2067476729862392,0.08805575117104719,0.04187717177735571,0.6459857848778665,-0.04617857939369148,-0.524424342300938,0.5579300337068194,-0.08276768878507329,False
full,steel-plates-fault,classification,resnet_tabular,1,RBF,16,test,Raw embedding,0.0,0.16536072936280416,0.16536072936280416,0.0,1.5550870031189595e-15,0.0,0.1650448186425492,0.1650448186425492,0.6455976337440515,0.0,0.0,0.4805528151015024,0.0,False
full,steel-plates-fault,classification,resnet_tabular,1,RBF,16,test,Gram-after-embedding,1.0,0.16536072936280416,0.0,1.0,1.5550870031189595e-15,0.2067476729862392,0.1650448186425492,0.032751563116664634,0.6455976337440515,-0.13229325552588456,-0.801559580082321,0.4805528151015024,-0.2752938935503719,False
full,cardiotocography,classification,resnet_tabular,0,PLE,8,validation,Raw embedding,0.0,0.00014258560159587265,0.00014258560159587265,0.0,1.7553569433902088e-15,0.0,0.0003236007532465958,0.0003236007532465958,2.018330722147358,0.0,0.0,2.0180071213941115,0.0,False
full,cardiotocography,classification,resnet_tabular,0,PLE,8,validation,Gram-after-embedding,1.0,0.00014258560159587265,0.0,1.0,1.7553569433902088e-15,0.8493681070394814,0.0003236007532465958,0.00038238695094431176,2.018330722147358,5.878619769771596e-05,0.1816627344279347,2.0180071213941115,2.9130817762974172e-05,False
