dataset,problem_type,model,embedding,k,method,absolute_task_difference,coordinate_error,denominator_sensitive,disagreement_reduction,fit_seconds,general_validation_C,inference_passes,input_dimension,input_dimension_ratio,invariant_dimension_fraction,invariant_feature_fraction,maximum_method_disagreement,method_disagreement,method_loss,method_task_error,normalized_excess_risk,predict_seconds,raw_disagreement,raw_input_dimension,raw_loss,raw_task_error,relative_task_difference,safety_denominator,seed,selected_blocks,tau,trivial_loss
space-ga,regression,tabm_d,RBF,16,BlockGuard-Greedy-t01-transferred,0.0002166247419362402,2.1047255555101183e-15,0.0,1.0,0.38968945445958525,-0.05382730305698363,1.0,96.0,1.0,1.0,1.0,0.0,0.0,0.09968195657535975,0.09968195657535975,0.0024767786737681778,0.04559064167551696,0.20797474849013192,96.0,0.0994653318334235,0.0994653318334235,0.0021736373901749266,0.08765701182199358,0.5,6.0,0.01,0.18712234365541708
steel-plates-fault,classification,controlled_mlp,PLE,8,BlockGuard-Greedy-t01-transferred,0.018936879993362354,2.8414818865997163e-15,0.0,0.066422809538283,0.5540243209106848,0.00017723664503357527,1.0,235.0,1.113744075829384,0.125,0.125,0.07517767963407285,0.03894695995053144,0.025855652424496292,0.025855652424496292,0.02963393413121052,0.0008323844522237778,0.04179078848823768,211.0,0.006918772431133938,0.006918772431133938,2.9457437608818755,0.6386788613129176,0.5,3.0,0.01,0.6455976337440515
steel-plates-fault,classification,controlled_mlp,PLE,16,BlockGuard-Greedy-t01-transferred,0.01844081690162789,6.279093098205963e-15,0.0,-0.4443155343769115,1.5056944120442495,0.00017723664503357527,1.0,403.0,1.0,0.125,0.125,0.09220539314397738,0.07732176625328169,0.052566511648748815,0.052566511648748815,0.030156535276997947,0.0009445574833080173,0.05502888657660948,403.0,0.03412569474712093,0.03412569474712093,0.5408893295887538,0.6114719389969305,0.5,3.0,0.01,0.6455976337440515
steel-plates-fault,classification,controlled_mlp,RBF,8,BlockGuard-Greedy-t01-transferred,0.013858998005013109,1.6028657844336609e-15,0.0,-1.414566729305865,0.9761467539938167,0.00017723664503357527,1.0,235.0,1.113744075829384,0.125,0.125,0.056179617827652434,0.03319604418513709,0.015525702953050566,0.015525702953050566,0.021559179857858622,0.0010159845696762204,0.014453648020342793,211.0,0.0016667049480374558,0.0016667049480374558,9.840664144403728,0.643930928796014,0.5,3.0,0.01,0.6455976337440515
steel-plates-fault,classification,controlled_mlp,RBF,16,BlockGuard-Greedy-t01-transferred,0.09037011257686861,2.270797385744403e-15,0.0,-0.22620878313579684,0.733740039053373,0.00017723664503357527,1.0,403.0,1.0,0.125,0.125,0.1717969969333532,0.1255160453168268,0.1702313858735094,0.1702313858735094,0.15934166526635815,0.0008303710492327809,0.10366465519631966,403.0,0.07986127329664079,0.07986127329664079,1.1927682739242855,0.5657363604474108,0.5,3.0,0.01,0.6455976337440515
steel-plates-fault,classification,resnet_tabular,PLE,8,BlockGuard-Greedy-t01-transferred,0.01745087896056124,2.8414818865997163e-15,0.0,-0.14173904218337952,1.7781449455069378,0.00017723664503357527,1.0,235.0,1.113744075829384,0.125,0.125,0.1209010222471392,0.10944383802432067,0.051655711588790204,0.051655711588790204,0.02900650788047503,0.004839813453145325,0.09569799858272357,211.0,0.034204832628228966,0.034204832628228966,0.881443383528014,0.6113928011158226,0.5,3.0,0.01,0.6455976337440515
steel-plates-fault,classification,resnet_tabular,PLE,16,BlockGuard-Greedy-t01-transferred,0.02402932850566905,6.279093098205963e-15,0.0,-0.053397781283419044,1.3170099429553375,0.00017723664503357527,1.0,403.0,1.0,0.125,0.125,0.17375001573708876,0.13228637317486946,0.1040542685780122,0.1040542685780122,0.03945587945023564,0.0018269270658493042,0.12501488387593193,403.0,0.08002494007234315,0.08002494007234315,0.4665355283146782,0.5655726936717084,0.5,3.0,0.01,0.6455976337440515
steel-plates-fault,classification,resnet_tabular,RBF,8,BlockGuard-Greedy-t01-transferred,-0.007765089424859879,1.6028657844336609e-15,0.0,-0.2182466065388663,2.057493178988807,0.00017723664503357527,1.0,235.0,1.113744075829384,0.125,0.125,0.11403864890040537,0.08763965462040918,0.02786887199083176,0.02786887199083176,-0.012791127133796714,0.004122422891668975,0.07171105575055332,211.0,0.03563396141569164,0.03563396141569164,-0.20246089018745855,0.6099636723283599,0.5,3.0,0.01,0.6455976337440515
steel-plates-fault,classification,resnet_tabular,RBF,16,BlockGuard-Greedy-t01-transferred,0.06498309557775997,2.270797385744403e-15,0.0,-0.1941742144819526,2.557635272620246,0.00017723664503357527,1.0,403.0,1.0,0.125,0.125,0.21000551261863026,0.1856285769392605,0.17610282388603082,0.17610282388603082,0.11215632027858487,0.0021268980344757438,0.15551149562646494,403.0,0.11111972830827087,0.11111972830827087,1.0847568015133595,0.5344779054357807,0.5,3.0,0.01,0.6455976337440515
steel-plates-fault,classification,tabm_d,PLE,8,BlockGuard-Greedy-t01-transferred,0.0,0.0,0.0,0.0,0.0,0.0,1.0,211.0,1.0,0.0,0.0,0.08658473717941961,0.07688447037837773,0.06995602212295135,0.06995602212295135,0.0,0.0,0.07688447037837773,211.0,0.06995602212295135,0.06995602212295135,0.0,0.5756416116211003,0.5,0.0,0.01,0.6455976337440515
steel-plates-fault,classification,tabm_d,PLE,16,BlockGuard-Greedy-t01-transferred,0.0,0.0,0.0,0.0,0.0,0.0,1.0,403.0,1.0,0.0,0.0,0.08886690943263256,0.06417556400860974,0.019807124308075498,0.019807124308075498,0.0,0.0,0.06417556400860974,403.0,0.019807124308075498,0.019807124308075498,0.0,0.6257905094359761,0.5,0.0,0.01,0.6455976337440515
steel-plates-fault,classification,tabm_d,RBF,8,BlockGuard-Greedy-t01-transferred,0.0,0.0,0.0,0.0,0.0,0.0,1.0,211.0,1.0,0.0,0.0,0.06674631013507643,0.05502807932834468,0.07601054055753598,0.07601054055753598,0.0,0.0,0.05502807932834468,211.0,0.07601054055753598,0.07601054055753598,0.0,0.5695870931865156,0.5,0.0,0.01,0.6455976337440515
steel-plates-fault,classification,tabm_d,RBF,16,BlockGuard-Greedy-t01-transferred,0.0,0.0,0.0,0.0,0.0,0.0,1.0,403.0,1.0,0.0,0.0,0.061029576602306575,0.05556402488823842,0.08274177192339063,0.08274177192339063,0.0,0.0,0.05556402488823842,403.0,0.08274177192339063,0.08274177192339063,0.0,0.5628558618206609,0.5,0.0,0.01,0.6455976337440515
sylvine,classification,controlled_mlp,PLE,8,BlockGuard-Greedy-t01-transferred,0.08486035002664513,2.298373103115316e-14,0.0,0.7285395215410524,0.23369643895421177,-0.006909384655546174,1.0,296.0,1.85,0.8500000000000001,0.8500000000000001,0.023390870994634598,0.018922624063758282,0.32300821591208806,0.32300821591208806,0.18701919002687162,0.00399242143612355,0.0697131469535589,160.0,0.23814786588544296,0.23814786588544296,0.35520100681078737,0.45499931467450233,0.5,17.0,0.01,0.6931471805599453
sylvine,classification,controlled_mlp,PLE,16,BlockGuard-Greedy-t01-transferred,0.0645430480996334,6.844273429419156e-15,0.0,0.49221785407463886,0.20260293106548488,-0.006909384655546174,1.0,320.0,1.0,0.8500000000000001,0.8500000000000001,0.0499577401745103,0.03578734573786287,0.3043208608395225,0.3043208608395225,0.1423536887026846,0.0026190885109826922,0.07255833031301312,320.0,0.23977781273988907,0.23977781273988907,0.26922577066660236,0.4533693678200562,0.5,17.0,0.01,0.6931471805599453
sylvine,classification,controlled_mlp,RBF,8,BlockGuard-Greedy-t01-transferred,0.030880085978846533,2.2298131216328597e-15,0.0,0.7439906924765792,0.18951991759240627,-0.006909384655546174,1.0,296.0,1.85,0.8500000000000001,0.8500000000000001,0.02092353654013393,0.016462242064940135,0.28348519643111997,0.28348519643111997,0.07016109138358148,0.0027943566674366593,0.06416164360969386,160.0,0.2526051104522734,0.2526051104522734,0.12206752572703697,0.4405420701076719,0.5,17.0,0.01,0.6931471805599453
sylvine,classification,controlled_mlp,RBF,16,BlockGuard-Greedy-t01-transferred,0.020833756576922408,2.085585897450892e-15,0.0,0.6853906728897097,0.20202267298009247,-0.006909384655546174,1.0,320.0,1.0,0.8500000000000001,0.8500000000000001,0.023902033518469215,0.02028324437071629,0.3727125101602421,0.3727125101602421,0.060639496779451005,0.0016387959476560354,0.06446150191929492,320.0,0.35187875358331966,0.35187875358331966,0.05961857420607172,0.3412684269766256,0.5,17.0,0.01,0.6931471805599453
sylvine,classification,resnet_tabular,PLE,8,BlockGuard-Greedy-t01-transferred,0.030317047046965806,2.298373103115316e-14,0.0,0.10376060316731284,0.232769412570633,-0.006909384655546174,1.0,296.0,1.85,0.8500000000000001,0.8500000000000001,0.12740855888502822,0.09834567620619362,0.28938459343944706,0.28938459343944706,0.061448578315132285,0.002009322983212769,0.11307467425960074,160.0,0.25906754639248125,0.25906754639248125,0.14245191301256122,0.43407963416746403,0.5,17.0,0.01,0.6931471805599453
sylvine,classification,resnet_tabular,PLE,16,BlockGuard-Greedy-t01-transferred,0.061252370517133656,6.844273429419156e-15,0.0,-0.30441763881169603,0.22967067151330411,-0.006909384655546174,1.0,320.0,1.0,0.8500000000000001,0.8500000000000001,0.2057899316109863,0.1316549198266999,0.2906960483351724,0.2906960483351724,0.1320973693871916,0.0019872038392350078,0.10122563181512072,320.0,0.2294436778180387,0.2294436778180387,0.26694622406381613,0.46370350274190664,0.5,17.0,0.01,0.6931471805599453
sylvine,classification,resnet_tabular,RBF,8,BlockGuard-Greedy-t01-transferred,-0.017969873936767217,2.2298131216328597e-15,0.0,0.416278451924471,0.21041377901565284,-0.006909384655546174,1.0,296.0,1.85,0.8500000000000001,0.8500000000000001,0.15459207591321794,0.07648441127030013,0.2780929999511368,0.2780929999511368,-0.04535663149304228,0.0014674246776849031,0.1273902059964983,160.0,0.296062873887904,0.296062873887904,-0.060518396672328834,0.3970843066720413,0.5,17.0,0.01,0.6931471805599453
sylvine,classification,resnet_tabular,RBF,16,BlockGuard-Greedy-t01-transferred,0.04646165957785031,2.085585897450892e-15,0.0,0.1304470916771634,0.18970052560325712,-0.006909384655546174,1.0,320.0,1.0,0.8500000000000001,0.8500000000000001,0.2019619420562677,0.11879893706779114,0.35956275264930937,0.35956275264930937,0.12271735977679615,0.0015092514222487807,0.13645167707200928,320.0,0.31310109307145906,0.31310109307145906,0.14775042753029982,0.38004608748848623,0.5,17.0,0.01,0.6931471805599453
sylvine,classification,tabm_d,PLE,8,BlockGuard-Greedy-t01-transferred,0.0,0.0,0.0,0.0,0.0,0.0,1.0,160.0,1.0,0.0,0.0,0.257900050381341,0.10466535066192922,0.236280812874676,0.236280812874676,0.0,0.0,0.10466535066192922,160.0,0.236280812874676,0.236280812874676,0.0,0.4568663676852693,0.5,0.0,0.01,0.6931471805599453
sylvine,classification,tabm_d,PLE,16,BlockGuard-Greedy-t01-transferred,0.0,0.0,0.0,0.0,0.0,0.0,1.0,320.0,1.0,0.0,0.0,0.10928196252493338,0.0766049026846718,0.23974543492399988,0.23974543492399988,0.0,0.0,0.0766049026846718,320.0,0.23974543492399988,0.23974543492399988,0.0,0.4534017456359454,0.5,0.0,0.01,0.6931471805599453
sylvine,classification,tabm_d,RBF,8,BlockGuard-Greedy-t01-transferred,0.0,0.0,0.0,0.0,0.0,0.0,1.0,160.0,1.0,0.0,0.0,0.13830633830281674,0.08617589735842779,0.21964250886367878,0.21964250886367878,0.0,0.0,0.08617589735842779,160.0,0.21964250886367878,0.21964250886367878,0.0,0.47350467169626653,0.5,0.0,0.01,0.6931471805599453
sylvine,classification,tabm_d,RBF,16,BlockGuard-Greedy-t01-transferred,0.0,0.0,0.0,0.0,0.0,0.0,1.0,320.0,1.0,0.0,0.0,0.1527775855133807,0.11467433243914919,0.26822345120181706,0.26822345120181706,0.0,0.0,0.11467433243914919,320.0,0.26822345120181706,0.26822345120181706,0.0,0.4249237293581282,0.5,0.0,0.01,0.6931471805599453
wall-robot-navigation,classification,controlled_mlp,PLE,8,BlockGuard-Greedy-t01-transferred,0.01613017229263665,1.1142948730620598e-14,0.0,0.1678910903487622,0.22897771303541958,-0.00891541450987476,1.0,288.0,1.5,0.5,0.5,0.07559081264605724,0.04936107109043156,0.15837362389836268,0.15837362389836268,0.015126240851399145,0.0006019040010869503,0.05866088033161003,192.0,0.14224345160572602,0.14224345160572602,0.13014145815157196,1.0461040374717263,0.5,12.0,0.01,1.1883474890774524
wall-robot-navigation,classification,controlled_mlp,PLE,16,BlockGuard-Greedy-t01-transferred,0.0013489442523626771,5.744156319546112e-15,0.0,-0.03649169884729514,0.19427671597804874,-0.00891541450987476,1.0,384.0,1.0,0.5,0.5,0.08887391080573753,0.054997292219234675,0.11682059041707127,0.11682059041707127,0.001336225582292034,0.0005219086306169629,0.05338032427387887,384.0,0.11547164616470859,0.11547164616470859,0.004880959211159025,1.0728758429127438,0.5,12.0,0.01,1.1883474890774524
wall-robot-navigation,classification,controlled_mlp,RBF,8,BlockGuard-Greedy-t01-transferred,0.01997167953629088,2.593163924363635e-15,0.0,0.26760512869158515,0.20659148588310927,-0.00891541450987476,1.0,288.0,1.5,0.5,0.5,0.04021876747156078,0.03719329640358391,0.2574034403072609,0.2574034403072609,0.020918371993452717,0.0004908423870801926,0.0463942599430613,192.0,0.23743176077097,0.23743176077097,0.08560112467840605,0.9509157283064824,0.5,12.0,0.01,1.1883474890774524
wall-robot-navigation,classification,controlled_mlp,RBF,16,BlockGuard-Greedy-t01-transferred,0.033712262872224646,2.56047845994904e-15,0.0,0.43519802435214133,0.25797743862494826,-0.00891541450987476,1.0,384.0,1.0,0.5,0.5,0.02815654285890681,0.023704960225532867,0.24261892357754478,0.24261892357754478,0.0341888292315274,0.0006162809440866113,0.042192161138758615,384.0,0.20890666070532016,0.20890666070532016,0.1672006845283721,0.9794408283721322,0.5,12.0,0.01,1.1883474890774524
wall-robot-navigation,classification,resnet_tabular,PLE,8,BlockGuard-Greedy-t01-transferred,0.010842805436048583,1.1142948730620598e-14,0.0,0.06806132269398157,0.4373172919731587,-0.00891541450987476,1.0,288.0,1.5,0.5,0.5,0.12036480105124193,0.10262809230518391,0.17769727647323896,0.17769727647323896,0.010729204762438174,0.002431281958706677,0.10985620686792089,192.0,0.1668544710371904,0.1668544710371904,0.060735314765679636,1.021493018040262,0.5,12.0,0.01,1.1883474890774524
wall-robot-navigation,classification,resnet_tabular,PLE,16,BlockGuard-Greedy-t01-transferred,-0.023095436750252843,5.744156319546112e-15,0.0,0.09342111073117565,0.33901548699941486,-0.00891541450987476,1.0,384.0,1.0,0.5,0.5,0.1034733962222214,0.0889432471170459,0.12897079952242618,0.12897079952242618,-0.022182356847624603,0.001901716459542513,0.0971219741848315,384.0,0.15206623627267904,0.15206623627267904,-0.15825306376254447,1.0362812528047733,0.5,12.0,0.01,1.1883474890774524
wall-robot-navigation,classification,resnet_tabular,RBF,8,BlockGuard-Greedy-t01-transferred,0.038990601117699156,2.593163924363635e-15,0.0,0.010016549060372304,0.27270328148733824,-0.00891541450987476,1.0,288.0,1.5,0.5,0.5,0.14847477615168148,0.11359283927905356,0.2749515540728869,0.2749515540728869,0.03851994436625543,0.0018103689653798938,0.11753168807802247,192.0,0.23596095295518776,0.23596095295518776,0.209275778374384,0.9523865361222645,0.5,12.0,0.01,1.1883474890774524
wall-robot-navigation,classification,resnet_tabular,RBF,16,BlockGuard-Greedy-t01-transferred,0.05721837369377089,2.56047845994904e-15,0.0,0.1773688296029513,0.26824396196752787,-0.00891541450987476,1.0,384.0,1.0,0.5,0.5,0.1331320129764347,0.10280470185798743,0.2752049744254764,0.2752049744254764,0.05913899958573642,0.0018495986005291343,0.12500645193392246,384.0,0.2179866007317055,0.2179866007317055,0.2603112211055342,0.9703608883457469,0.5,12.0,0.01,1.1883474890774524
wall-robot-navigation,classification,tabm_d,PLE,8,BlockGuard-Greedy-t01-transferred,0.03220246532240161,1.7390318506751777e-14,0.0,1.0,0.5033830543980002,-0.03276331713637893,1.0,384.0,2.0,1.0,1.0,0.0,0.0,0.1260874554783003,0.1260874554783003,0.029425346038897397,0.19862380006816238,0.07634205205502946,192.0,0.09388499015589868,0.09388499015589868,0.3427302314078919,1.0944624989215537,0.5,24.0,0.01,1.1883474890774524
wall-robot-navigation,classification,tabm_d,PLE,16,BlockGuard-Greedy-t01-transferred,0.005548021560140497,2.871976222979979e-14,0.0,1.0,0.5955951510695741,-0.03276331713637893,1.0,384.0,1.0,1.0,1.0,0.0,0.0,0.075220939527324,0.075220939527324,0.0049588202693459146,0.22244260006118566,0.05449256783545332,384.0,0.0696729179671835,0.0696729179671835,0.07979654581515142,1.1186745711102688,0.5,24.0,0.01,1.1883474890774524
wall-robot-navigation,classification,tabm_d,RBF,8,BlockGuard-Greedy-t01-transferred,-0.007880810018215292,4.601260694428636e-15,0.0,1.0,0.6218998599797487,-0.03276331713637893,1.0,384.0,2.0,1.0,1.0,0.0,0.0,0.12039220348695226,0.12039220348695226,-0.007449869465258469,0.19250938901677728,0.05814788463257413,192.0,0.12827301350516757,0.12827301350516757,-0.06042647114365293,1.0600744755722848,0.5,24.0,0.01,1.1883474890774524
wall-robot-navigation,classification,tabm_d,RBF,16,BlockGuard-Greedy-t01-transferred,-0.0057196082452532215,4.225464087343167e-15,0.0,1.0,0.5029593229992315,-0.03276331713637893,1.0,384.0,1.0,1.0,1.0,0.0,0.0,0.12270660340459516,0.12270660340459516,-0.005519783971030644,0.22808064054697752,0.06179698564024953,384.0,0.12842621164984838,0.12842621164984838,-0.03633235287422152,1.059921277427604,0.5,24.0,0.01,1.1883474890774524
