candidate,stage,features,family,selection_key,selected_blocks,selected_dimensions,invariant_feature_fraction,invariant_dimension_fraction,validation_C,validation_raw_loss,validation_method_loss,input_dimension,raw_input_dimension,fit_seconds,predict_seconds
stage_0_raw,0,[],BlockGuard-Greedy,n0__4f53cda18c2baa0c,0,0,0.0,0.0,0.0,982.1702302520446,982.1702302520446,1854,1854,0.0,0.0
stage_1,1,"['db_od', 'longitude_decimal_degrees']",BlockGuard-Greedy,n2__16b152d2a5bac36a,2,16,0.13333333333333333,0.13333333333333333,-0.01872771688842841,982.1702302520446,979.8592363611026,1870,1854,2.0021450049243867,3.291133865946904
stage_2,2,"['db_od', 'longitude_decimal_degrees', 'w3cld', 'sand_tot_psa']",BlockGuard-Greedy,n4__758bbcbf2a10177e,4,32,0.26666666666666666,0.26666666666666666,0.5106521398888708,982.1702302520446,1045.1845305380982,1886,1854,2.2278804380912334,2.9847344600129873
stage_3,3,"['db_od', 'longitude_decimal_degrees', 'w3cld', 'sand_tot_psa', 'w15l2', 'silt_tot_psa']",BlockGuard-Greedy,n6__1f784e00e98efb81,6,48,0.4,0.4,-0.1806873734484298,982.1702302520446,959.873469856885,1902,1854,2.289850073866546,3.0772078891750425
stage_4,4,"['db_od', 'longitude_decimal_degrees', 'w3cld', 'sand_tot_psa', 'w15l2', 'silt_tot_psa', 'clay_tot_psa', 'hzn_bot']",BlockGuard-Greedy,n8__0a140ed768c31d6a,8,64,0.5333333333333333,0.5333333333333333,-0.0849853287497966,982.1702302520446,971.683069605045,1918,1854,2.15517987892963,3.5739617170765996
stage_5,5,"['db_od', 'longitude_decimal_degrees', 'w3cld', 'sand_tot_psa', 'w15l2', 'silt_tot_psa', 'clay_tot_psa', 'hzn_bot', 'latitude_decimal_degrees', 'ph_h2o']",BlockGuard-Greedy,n10__92188f7b9b1b878f,10,80,0.6666666666666666,0.6666666666666666,-0.1663594132276723,982.1702302520446,961.6415352722848,1934,1854,2.134557571960613,2.8173868579324335
stage_6,6,"['db_od', 'longitude_decimal_degrees', 'w3cld', 'sand_tot_psa', 'w15l2', 'silt_tot_psa', 'clay_tot_psa', 'hzn_bot', 'latitude_decimal_degrees', 'ph_h2o', 'hzn_top', 'hzn_depth']",BlockGuard-Greedy,n12__5649b901bcdf6903,12,96,0.8,0.8,-0.22783911991361613,982.1702302520446,954.0549603889413,1950,1854,1.9824738709721714,3.21678101294674
stage_7,7,"['db_od', 'longitude_decimal_degrees', 'w3cld', 'sand_tot_psa', 'w15l2', 'silt_tot_psa', 'clay_tot_psa', 'hzn_bot', 'latitude_decimal_degrees', 'ph_h2o', 'hzn_top', 'hzn_depth', 'w15bfm', 'w10cld']",BlockGuard-Greedy,n14__c4cc9d7383db867f,14,112,0.9333333333333333,0.9333333333333333,-0.321491858831059,982.1702302520446,942.4982442767961,1966,1854,1.9437398449517787,2.8681426090188324
stage_8,8,"['db_od', 'longitude_decimal_degrees', 'w3cld', 'sand_tot_psa', 'w15l2', 'silt_tot_psa', 'clay_tot_psa', 'hzn_bot', 'latitude_decimal_degrees', 'ph_h2o', 'hzn_top', 'hzn_depth', 'w15bfm', 'w10cld', 'oc']",BlockGuard-Greedy,n15__1b235318a204c913,15,120,1.0,1.0,-0.38926467419825295,982.1702302520446,934.1351019237472,370,1854,0.0,0.0
